rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/clip_range
76.21,47104,23,0.20189221999999998,1440,32,-0.010906815528869629,0.000259251,-0.01845589423707376,0.22623697916666666,0.0009204161463761314,66,0.021022707,-0.027135765179991722,-1.3407125994563103,0.2
51.83,49152,24,0.18408560000000002,1504,32,-0.14253807067871094,0.000259251,-0.02241181591913725,0.24576822916666666,0.0009473219270148547,69,0.024647873,-0.02747303433716297,-1.2243611042698224,0.2
42.84,51200,25,0.17934872000000002,1571,32,0.1363963484764099,0.000259251,-0.01812240303843282,0.23518880208333334,0.0008907715343108672,72,0.020721516,-0.038977738469839096,-1.1991678066551685,0.2
50.88,53248,26,0.22071074000000002,1635,32,-0.19109761714935303,0.000259251,-0.022713551103758316,0.27490234375,0.001032627106421084,75,0.025722751,-0.009657303802669048,-1.2487865028282006,0.2
62.11,55296,27,0.25837969,1694,32,0.027479946613311768,0.000259251,-0.01943506160750985,0.20947265625,0.0012384067031234736,78,0.022314765,-0.04628417640924454,-1.2336673227449257,0.2
73.85,57344,28,0.29740953000000003,1755,32,0.05777573585510254,0.000259251,-0.016831159310337778,0.22981770833333334,0.0009190024711642764,81,0.01976135,-0.06261143088340759,-1.3058368613322575,0.2
85.14,59392,29,0.34489197999999993,1825,32,0.2288493514060974,0.000259251,-0.021587502744902547,0.22021484375,0.0009907870410946391,84,0.019270927,-0.04660570248961449,-1.2892414306600888,0.2
94.42,61440,30,0.38141245999999995,1886,32,0.2012675404548645,0.000259251,-0.01944495309726335,0.2610677083333333,0.001222753093315987,87,0.029924061,-0.05028015002608299,-1.1810337274024885,0.2
105.63,63488,31,0.42203388000000003,1948,32,0.019228875637054443,0.000259251,-0.026283142680767924,0.2726236979166667,0.001171995312082193,90,0.029786523,-0.050825607031583786,-1.1381626340250175,0.2
103.19,65536,32,0.43627334000000006,2004,32,0.2018071413040161,0.000259251,-0.021218478485631447,0.21728515625,0.0009959220490903438,93,0.026678191,-0.06825587898492813,-1.1744506346682708,0.2
99.24,67584,33,0.4363917099999999,2070,32,0.25850582122802734,0.000259251,-0.02033914869146732,0.2849934895833333,0.000987139454082353,96,0.028451601,-0.060791488736867905,-1.1736581822236378,0.2
96.81,69632,34,0.44890414,2137,32,0.35019785165786743,0.000259251,-0.02157291234470904,0.22737630208333334,0.0010288617383290937,99,0.02657856,-0.061697691679000854,-1.1335031539201736,0.2
86.51,71680,35,0.43697446,2197,32,0.23418158292770386,0.000259251,-0.024756935754946124,0.24641927083333334,0.0011255150614791394,102,0.022769667,-0.028158586472272873,-1.1218246252586443,0.2
94.22,73728,36,0.47675397,2257,32,0.2656729817390442,0.000259251,-0.018941099173389375,0.2501627604166667,0.001402786703692982,105,0.026558887,-0.05771632492542267,-1.1201447658240795,0.2
93.81,75776,37,0.50192099,2323,32,0.19499951601028442,0.000259251,-0.02692968836830308,0.22639973958333334,0.001275900810166301,108,0.022519223,-0.045640427619218826,-1.1056818508853514,0.2
99.4,77824,38,0.54019986,2385,32,0.2838289737701416,0.000259251,-0.018172624792593222,0.240234375,0.0010743752900452819,111,0.029623903,-0.01363066490739584,-1.0766492206603289,0.2
102.42,79872,39,0.5722734899999999,2445,32,0.27562713623046875,0.000259251,-0.026033295842353255,0.23616536458333334,0.0010923029761518894,114,0.029565237,-0.012638130225241184,-1.0725345785419147,0.2
105.32,81920,40,0.59102723,2509,32,0.2910197377204895,0.000259251,-0.023317041719565168,0.23665364583333334,0.0010873935928733165,117,0.023212373,-0.057764358818531036,-1.092023393760125,0.2
97.93,83968,41,0.5786933400000001,2572,32,0.1840987205505371,0.000259251,-0.022938316959577303,0.23779296875,0.0011175901630243363,120,0.024026394,-0.03543037921190262,-1.0493463029464085,0.2
100.2,86016,42,0.5895705,2634,32,0.3620845675468445,0.000259251,-0.02616787317674607,0.2547200520833333,0.000990392495926547,123,0.033578046,-0.08317702263593674,-1.0427203538517158,0.2
95.08,88064,43,0.57008445,2697,32,0.24851006269454956,0.000259251,-0.02968796412460506,0.2802734375,0.001121047507088709,126,0.032934718,-0.04422880336642265,-1.0971205551177263,0.2
97.37,90112,44,0.58374593,2764,32,0.12050449848175049,0.000259251,-0.026493015737893682,0.24641927083333334,0.0011116138660630288,129,0.029156698,-0.03580458462238312,-0.9969992072631916,0.2
97.66,92160,45,0.58997068,2821,32,0.24163442850112915,0.000259251,-0.02673958600886787,0.28857421875,0.0011095032562783065,132,0.035032555,-0.06982453167438507,-1.0372623174140851,0.2
93.24,94208,46,0.5784222600000001,2890,32,0.4289403557777405,0.000259251,-0.022336034307954833,0.2639973958333333,0.000990102359840724,135,0.033499576,-0.02790435031056404,-0.9735872130841017,0.2
91.23,96256,47,0.58502542,2949,32,0.3403055667877197,0.000259251,-0.027490695472806692,0.2545572916666667,0.0012671893249110628,138,0.033473678,-0.05006242170929909,-0.9320325528581938,0.2
85.88,98304,48,0.57038362,3017,32,0.44287556409835815,0.000259251,-0.024242382899198372,0.21988932291666666,0.0009624113881727681,141,0.033345412,-0.02384890243411064,-0.8918296489864588,0.2
87.01,100352,49,0.5936293899999999,3084,32,0.413249135017395,0.000259251,-0.029419573926134035,0.23095703125,0.000993941920872506,144,0.031386524,-0.05219901725649834,-0.8409020987649759,0.2
84.06,102400,50,0.6058663,3145,32,0.36995524168014526,0.000259251,-0.025993190395335358,0.23746744791666666,0.0010703315419959836,147,0.036640532,-0.06435777992010117,-0.853689186895887,0.2
82.49,104448,51,0.6035354800000001,3205,32,0.3511090874671936,0.000259251,-0.02401594921442059,0.23177083333333334,0.0010768971551442519,150,0.03775099,-0.035383258014917374,-0.7972600441426039,0.2
81.6,106496,52,0.60808321,3274,32,0.42268943786621094,0.000259251,-0.019321748327153426,0.23583984375,0.0009598915106228864,153,0.040222984,-0.03998961299657822,-0.8016616273671389,0.2
81.99,108544,53,0.6210929300000001,3337,32,0.4121367335319519,0.000259251,-0.024389507559438545,0.22819010416666666,0.0011269536995920741,156,0.03685083,0.010119752027094364,-0.774765740459164,0.2
82.45,110592,54,0.62554138,3404,32,0.35565513372421265,0.000259251,-0.025112169474596158,0.21028645833333334,0.0011122167355400354,159,0.03283174,-0.05332063511013985,-0.764890660221378,0.2
86.66,112640,55,0.6594217499999999,3463,32,0.42811113595962524,0.000259251,-0.024796480778604746,0.23763020833333334,0.000989682170256856,162,0.036362916,-0.05017793923616409,-0.7571057385454575,0.2
93.35,114688,56,0.6878598600000001,3524,32,0.3251451849937439,0.000259251,-0.023722831955334794,0.2532552083333333,0.0009589326691639144,165,0.04512424,-0.04766597971320152,-0.7907358147203922,0.2
97.03,116736,57,0.7137502000000002,3589,32,0.3869391679763794,0.000259251,-0.02458179631503299,0.26220703125,0.0009643448969048526,168,0.04437531,-0.07153604924678802,-0.8149931561201811,0.2
96.89,118784,58,0.7088418499999999,3652,32,0.4980512261390686,0.000259251,-0.019732708237521972,0.2587890625,0.0010879035626203404,171,0.041992933,-0.07914871722459793,-0.7818634000917276,0.2
99.02,120832,59,0.72671768,3717,32,0.3904731273651123,0.000259251,-0.022465730629240472,0.20100911458333334,0.001075393526358918,174,0.037902176,-0.030474137514829636,-0.7250541771451632,0.2
97.38,122880,60,0.6982572499999999,3786,32,0.38983720541000366,0.000259251,-0.024025351284459855,0.22216796875,0.0011339083594066324,177,0.037314318,-0.01965302601456642,-0.7246631359060606,0.2
95.81,124928,61,0.6936801600000001,3847,32,0.44388532638549805,0.000259251,-0.020342943801855046,0.24430338541666666,0.0008929837925582736,180,0.048919525,-0.053554125130176544,-0.7245954622824987,0.2
92.1,126976,62,0.67741385,3922,32,0.5206540524959564,0.000259251,-0.026824933748381834,0.24397786458333334,0.0009963662196241785,183,0.045792807,-0.07896985858678818,-0.7087825518101454,0.2
88.71,129024,63,0.6651922899999999,3979,32,0.4736948609352112,0.000259251,-0.024461719188063096,0.2109375,0.001046380363429004,186,0.0471823,-0.0357733815908432,-0.6575712173556288,0.2
37.44,131072,64,0.2778116,4052,32,0.40072089433670044,0.000259251,-0.020848214752428856,0.22802734375,0.0011187358365229254,189,0.06286955,-0.06629220396280289,-0.6108629433438182,0.2
34.5,133120,65,0.2517723,4115,32,0.28676801919937134,0.000259251,-0.019906864132887375,0.2503255208333333,0.0011200282233403414,192,0.06350635,-0.03898658603429794,-0.573279761398832,0.2
48.52,135168,66,0.3737000999999999,4181,32,0.2468644380569458,0.000259251,-0.015540499191653604,0.21744791666666666,0.0012899310343830923,195,0.07168174,-0.019589783623814583,-0.49693146875749034,0.2
62.04,137216,67,0.49831644,4243,32,0.3092426657676697,0.000259251,-0.027205437819551054,0.23030598958333334,0.001139806337353851,198,0.05621584,-0.07486235350370407,-0.5732419046883782,0.2
