time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/loss,train/value_loss,train/policy_gradient_loss
29,32768,121.57,16,0.25929668000000006,1104,0.46548718214035034,150,-1.3664698388427496,0.2,0.0003,0.62119140625,0.18087873,-0.1421348601579666,0.0008145332040840003,-0.10010975416516885
29,34816,130.14,17,0.28757256000000003,1172,0.5246326625347137,160,-1.317286502942443,0.2,0.0003,0.598046875,0.19701773,-0.1406361162662506,0.001128733378573088,-0.10277099268860183
29,36864,132.18,18,0.31498044000000003,1235,0.4632651209831238,170,-1.2633498162031174,0.2,0.0003,0.610888671875,0.2185379,-0.13421353697776794,0.0013174633248127065,-0.1004732929111924
29,38912,130.43,19,0.3370609499999999,1303,0.5516125559806824,180,-1.221324809640646,0.2,0.0003,0.609716796875,0.21348554,-0.12559615075588226,0.0012148153235102654,-0.09812780808424577
30,40960,127.78,20,0.36951658000000004,1361,0.5585707426071167,190,-1.172173311188817,0.2,0.0003,0.613427734375,0.2527158,-0.1392674744129181,0.0011655634515591374,-0.10048666902002878
30,43008,132.87,21,0.40024192,1423,0.41143137216567993,200,-1.112342730537057,0.2,0.0003,0.6173828125,0.30636537,-0.13673633337020874,0.0016447146519567469,-0.0969983680639416
30,45056,130.98,22,0.42165456999999995,1486,0.5012126266956329,210,-1.1240808745846151,0.2,0.0003,0.6251953125,0.30980128,-0.11906683444976807,0.0014089959495322546,-0.10013292329385877
30,47104,133.92,23,0.44240908000000007,1549,0.3274611830711365,220,-1.0531877933070064,0.2,0.0003,0.588134765625,0.29383862,-0.12241996824741364,0.001908557257593202,-0.09468466769321822
30,49152,137.69,24,0.47054116,1613,0.40601539611816406,230,-0.9814334152266383,0.2,0.0003,0.5837890625,0.3453197,-0.1254328489303589,0.00160547430114093,-0.09566528043942527
30,51200,134.36,25,0.47348131999999993,1682,0.26401638984680176,240,-0.897601367160678,0.2,0.0003,0.576025390625,0.3556988,-0.1110893189907074,0.0020095578309337727,-0.08587731859297491
30,53248,135.8,26,0.49279118,1743,0.21680259704589844,250,-0.8932851335033775,0.2,0.0003,0.5576171875,0.37224644,-0.12502719461917877,0.0021235786103716236,-0.08432324798486661
30,55296,130.6,27,0.5003224,1804,0.3895092010498047,260,-0.8350367125123739,0.2,0.0003,0.540380859375,0.40611312,-0.12236909568309784,0.0019370140571481897,-0.08655170742422343
30,57344,129.78,28,0.48522212000000003,1870,0.42654210329055786,270,-0.8533058201894164,0.2,0.0003,0.544189453125,0.39118534,-0.11119752377271652,0.001993930884054862,-0.08481872369884513
30,59392,128.67,29,0.48084896,1939,0.5043134093284607,280,-0.8385485345497727,0.2,0.0003,0.555908203125,0.46189663,-0.10800160467624664,0.0019929947850869214,-0.08788587239687332
30,61440,131.45,30,0.49074418000000003,2003,0.516085296869278,290,-0.7393815517425537,0.2,0.0003,0.5130859375,0.462799,-0.1136765256524086,0.002461598462468828,-0.07382897415081971
30,63488,124.82,31,0.5036299799999999,2068,0.4216667413711548,300,-0.8359200447797775,0.2,0.0003,0.54541015625,0.4334725,-0.11570785939693451,0.0019367237546248361,-0.08398919482133352
30,65536,126.04,32,0.52586201,2141,0.4894291162490845,310,-0.7110931131988764,0.2,0.0003,0.508251953125,0.48935813,-0.09467734396457672,0.0019419114132688264,-0.08354911207570695
30,67584,120.4,33,0.51960205,2206,0.5361944735050201,320,-0.7355220403522253,0.2,0.0003,0.533544921875,0.5506635,-0.11511094868183136,0.001969638691844011,-0.08664358936366626
30,69632,121.36,34,0.5184512400000001,2266,0.3662269115447998,330,-0.7750268924981356,0.2,0.0003,0.552197265625,0.47386432,-0.1159583032131195,0.002794058236395358,-0.0886700251547154
30,71680,118.32,35,0.5129748399999999,2329,0.4377483129501343,340,-0.7879192467778922,0.2,0.0003,0.586669921875,0.6167582,-0.13169817626476288,0.001873679573145637,-0.0914702246140223
30,73728,122.67,36,0.5216765800000001,2390,0.3367764949798584,350,-0.779851813800633,0.2,0.0003,0.560009765625,0.5659994,-0.10475675016641617,0.002319584135148034,-0.08575890481006354
30,75776,127.04,37,0.5159598000000001,2453,0.5316793322563171,360,-0.8447545817121863,0.2,0.0003,0.6123046875,0.5779737,-0.10678473860025406,0.0014517479957248725,-0.0911428967199754
30,77824,129.72,38,0.49801892000000003,2511,0.47239094972610474,370,-0.8607753774151206,0.2,0.0003,0.586572265625,0.5183325,-0.12394574284553528,0.0016448203306026698,-0.09247497954638675
30,79872,134.35,39,0.49523176,2587,0.41609567403793335,380,-0.8368738118559123,0.2,0.0003,0.615380859375,0.56050086,-0.1449873447418213,0.001539924813187099,-0.09777288994228002
30,81920,138.88,40,0.50083442,2663,0.43198150396347046,390,-0.8035810027271509,0.2,0.0003,0.587451171875,0.5534931,-0.11278174072504044,0.0014967853651796758,-0.09284586331632454
30,83968,141.28,41,0.52005205,2739,0.5059677958488464,400,-0.7149062734097242,0.2,0.0003,0.561474609375,0.6218282,-0.10908334702253342,0.0018507749698983389,-0.0855261511169374
30,86016,152.86,42,0.54618473,2802,0.3656970262527466,410,-0.6919755080714822,0.2,0.0003,0.570166015625,0.7004988,-0.1255420744419098,0.001767128518258687,-0.09038829275523312
30,88064,148.34,43,0.53611638,2867,0.5144695341587067,420,-0.7587308399379253,0.2,0.0003,0.58271484375,0.525152,-0.13025672733783722,0.0012878162607194098,-0.08837150251492858
30,90112,134.7,44,0.49973234000000005,2931,0.3956647515296936,430,-0.6875637931749224,0.2,0.0003,0.573046875,0.70553756,-0.12638171017169952,0.0016021098186683957,-0.08803981900273357
30,92160,133.0,45,0.5064247199999999,2998,0.3742300868034363,440,-0.7017915770411491,0.2,0.0003,0.57275390625,0.69713056,-0.07067295908927917,0.0017901743857692055,-0.08427267259685323
30,94208,123.57,46,0.47491043,3063,0.3841615319252014,450,-0.6052737631835043,0.2,0.0003,0.53095703125,0.73525,-0.13003841042518616,0.001826090779104561,-0.08274808752466925
30,96256,122.61,47,0.4694001399999999,3126,0.39817941188812256,460,-0.6484673385508358,0.2,0.0003,0.551123046875,0.73113394,-0.11329176276922226,0.0020073906201105276,-0.08551552840508521
30,98304,112.48,48,0.44226001,3195,0.31653541326522827,470,-0.6406956029124558,0.2,0.0003,0.5470703125,0.69268525,-0.12109590321779251,0.001839914928405051,-0.08907107479462865
30,100352,114.85,49,0.45772159000000007,3265,0.20606213808059692,480,-0.6317531327717006,0.2,0.0003,0.583349609375,0.7972323,-0.11269662529230118,0.002079552452505595,-0.08740461933775805
30,102400,119.4,50,0.48058562000000005,3330,0.380959689617157,490,-0.6063171764835715,0.2,0.0003,0.550048828125,0.885661,-0.11099212616682053,0.001879079083300894,-0.0839245600218419
30,104448,114.51,51,0.4704888200000001,3400,0.3858489394187927,500,-0.5994425133801997,0.2,0.0003,0.556005859375,0.8650967,-0.12643514573574066,0.0018191291955190537,-0.09252464487217367
