time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/loss,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/explained_variance
29,31,154.61,63488,0.46066258000000004,2128,-0.10155103924917057,0.2,-0.13661596179008484,0.53589505,300,-1.0013421550393105,0.651025390625,0.0003,0.0012760355013597291,0.4481322765350342
29,32,158.78,65536,0.46251812000000003,2199,-0.10037309782928787,0.2,-0.1496875286102295,0.5032389,310,-0.9700216865167022,0.65419921875,0.0003,0.0012141774061092292,0.5449309051036835
29,33,161.77,67584,0.47001613,2264,-0.1004962223873008,0.2,-0.1438802182674408,0.56267667,320,-0.9043050670996309,0.6322265625,0.0003,0.001109008034291037,0.3933546543121338
29,34,165.9,69632,0.48700327,2329,-0.09337177086854354,0.2,-0.12349721044301987,0.5991274,330,-0.8639154236763715,0.614599609375,0.0003,0.001231140879826853,0.40392357110977173
29,35,168.42,71680,0.4986465900000001,2403,-0.09484791260911152,0.2,-0.12001481652259827,0.5895346,340,-0.7935187397524714,0.594091796875,0.0003,0.001207387026715878,0.4987570643424988
29,36,170.85,73728,0.5046144499999999,2475,-0.09322889528120867,0.2,-0.1418740153312683,0.6854317,350,-0.8181846996769309,0.62890625,0.0003,0.0011674586807203014,0.5186394155025482
29,37,173.96,75776,0.5272629099999999,2539,-0.09717875844798982,0.2,-0.11978698521852493,0.66319895,360,-0.7229945987462998,0.61123046875,0.0003,0.0012830554641368509,0.49310004711151123
29,38,162.0,77824,0.52563961,2611,-0.0955029267759528,0.2,-0.10349603742361069,0.61914885,370,-0.733804208599031,0.58232421875,0.0003,0.001194634510375181,0.5539229512214661
29,39,163.31,79872,0.54148426,2680,-0.08680174084729515,0.2,-0.11681706458330154,0.60566735,380,-0.6786520420573652,0.556640625,0.0003,0.0017674108309620351,0.48658740520477295
29,40,166.45,81920,0.5493122699999999,2749,-0.09102093435940332,0.2,-0.14439523220062256,0.6489977,390,-0.711481518857181,0.5767578125,0.0003,0.0011833957598355483,0.4300882816314697
29,41,169.04,83968,0.5543773799999999,2809,-0.0910149000614183,0.2,-0.1336243599653244,0.6111078,400,-0.7544539058580995,0.588525390625,0.0003,0.001088577147675096,0.537470668554306
29,42,169.2,86016,0.55664673,2880,-0.0923834628018085,0.2,-0.13009066879749298,0.7418154,410,-0.6946790874935687,0.58173828125,0.0003,0.0012119192755562836,0.5526040494441986
29,43,169.48,88064,0.5714923399999999,2947,-0.08535557367140427,0.2,-0.10958652198314667,0.5956427,420,-0.6573971399106086,0.545458984375,0.0003,0.0012124084092647535,0.6322183609008789
29,44,172.56,90112,0.57063441,3016,-0.08736728075600694,0.2,-0.13320517539978027,0.6709763,430,-0.6525817897170783,0.555712890625,0.0003,0.0011892400644228473,0.48913031816482544
29,45,179.71,92160,0.5791499699999999,3081,-0.08709629104996566,0.2,-0.12243010103702545,0.71512026,440,-0.6545969417318702,0.56669921875,0.0003,0.001259737700365804,0.4825989603996277
29,46,174.81,94208,0.55170443,3150,-0.08206511689350009,0.2,-0.13055001199245453,0.7285942,450,-0.5843198949471116,0.5447265625,0.0003,0.001221604253669284,0.5361689031124115
29,47,181.52,96256,0.57142025,3213,-0.07858066206390504,0.2,-0.11917001754045486,0.8943561,460,-0.5524933547712862,0.530908203125,0.0003,0.0018681333765925956,0.49981266260147095
29,48,182.9,98304,0.58917708,3281,-0.0835572688782122,0.2,-0.12699629366397858,0.77386117,470,-0.5767632870003581,0.530419921875,0.0003,0.0012268429596588248,0.51848965883255
29,49,174.98,100352,0.5977348699999999,3348,-0.08144264980801381,0.2,-0.08684021979570389,0.80485433,480,-0.5195945292711258,0.521337890625,0.0003,0.0013307523558978573,0.6092848777770996
30,50,170.24,102400,0.6161606000000001,3413,-0.08465765848523006,0.2,-0.1187330111861229,0.8554512,490,-0.5449777568690479,0.53857421875,0.0003,0.0016632996399494004,0.5263276696205139
29,51,163.56,104448,0.61118998,3483,-0.08470184462494217,0.2,-0.12298019230365753,0.8803534,500,-0.5423408550210297,0.532275390625,0.0003,0.001662003473211371,0.5148130357265472
29,52,163.05,106496,0.6231962499999999,3550,-0.08242622375255451,0.2,-0.10028968006372452,0.92520493,510,-0.5048369321040809,0.52099609375,0.0003,0.0017676327811386727,0.4454805850982666
29,53,166.12,108544,0.62505629,3625,-0.07920649313018657,0.2,-0.10136259347200394,0.8788079,520,-0.5525166119448841,0.541845703125,0.0003,0.0014855200559850345,0.5377248823642731
29,54,173.08,110592,0.6574102900000001,3692,-0.08420881692145485,0.2,-0.09700090438127518,0.78075975,530,-0.5564493050798773,0.547900390625,0.0003,0.0016080021275229229,0.4514927268028259
29,55,179.09,112640,0.6781168399999998,3769,-0.08550656137231272,0.2,-0.1117568090558052,0.7254306,540,-0.5755965328775347,0.53408203125,0.0003,0.0015779400288010947,0.6174336373806
29,56,182.8,114688,0.67182021,3832,-0.08754947060951963,0.2,-0.12074693292379379,0.7625593,550,-0.6134737857617438,0.5533203125,0.0003,0.0014980086514697177,0.6513648927211761
29,57,184.71,116736,0.6655471700000001,3900,-0.08996540517837275,0.2,-0.12351925671100616,0.84263647,560,-0.6505508069880307,0.574658203125,0.0003,0.0015046396668367378,0.6012545824050903
29,58,191.01,118784,0.6753187999999999,3968,-0.08953445178631228,0.2,-0.13075745105743408,0.79560566,570,-0.6138054131530225,0.56572265625,0.0003,0.0014933857045434707,0.5739476084709167
29,59,186.2,120832,0.6541871700000002,4033,-0.08852853870484978,0.2,-0.1309473067522049,0.8242217,580,-0.6254785072989761,0.575048828125,0.0003,0.0015751837820516812,0.6119736433029175
29,60,187.4,122880,0.6531837300000001,4101,-0.08851376182574314,0.2,-0.12009414285421371,0.67467463,590,-0.6190547591075302,0.546923828125,0.0003,0.0016599513168330305,0.5778266787528992
29,61,187.05,124928,0.65711243,4173,-0.09330510679865256,0.2,-0.1298566311597824,0.83067185,600,-0.6062798474915325,0.556640625,0.0003,0.0017587122413260659,0.5932979583740234
29,62,169.13,126976,0.6283780899999999,4241,-0.09374437307706103,0.2,-0.10292208939790726,0.8046068,610,-0.6090645044110715,0.571484375,0.0003,0.001574819442066655,0.4650224447250366
29,63,147.71,129024,0.60005304,4308,-0.0892960072902497,0.2,-0.10689797252416611,0.96355915,620,-0.5600235822610558,0.552587890625,0.0003,0.001971607301129552,0.46704548597335815
29,64,139.9,131072,0.5982793799999999,4378,-0.08780496246326948,0.2,-0.12714886665344238,1.1384073,630,-0.5794883779250085,0.53759765625,0.0003,0.0020083838941900465,0.43519747257232666
29,65,145.51,133120,0.60698475,4440,-0.08602042148122564,0.2,-0.10669097304344177,0.81623316,640,-0.5495520344935357,0.527587890625,0.0003,0.0018749354775536632,0.45972490310668945
29,66,136.36,135168,0.5932534,4507,-0.09073648094199598,0.2,-0.12709613144397736,0.83628964,650,-0.6249471000395715,0.5822265625,0.0003,0.001699699778782815,0.43143129348754883
29,67,122.23,137216,0.5682404000000001,4601,-0.08391198653844185,0.2,-0.11808086931705475,0.8278902,660,-0.5117035759612918,0.49228515625,0.0003,0.0023406990309013053,0.44831782579421997
29,68,125.45,139264,0.58441723,4678,-0.08390733027335955,0.2,-0.11474832892417908,0.9731817,670,-0.4934351446572691,0.498876953125,0.0003,0.0020002434133857606,0.44556695222854614
29,69,130.15,141312,0.59025613,4770,-0.08602296388125978,0.2,-0.10804450511932373,0.76890504,680,-0.5928475541993976,0.5212890625,0.0003,0.0019036610039620428,0.5464644432067871
29,70,136.46,143360,0.58979061,4844,-0.09628053749911487,0.2,-0.11421459168195724,1.1953877,690,-0.698198261950165,0.597900390625,0.0003,0.0015183855931809377,0.5295929312705994
29,71,132.23,145408,0.58975445,4913,-0.0946253164904192,0.2,-0.12597911059856415,0.9702768,700,-0.6612451390363276,0.604833984375,0.0003,0.0017132966821918672,0.5221911072731018
29,72,132.01,147456,0.5662009100000001,4983,-0.09050719982478768,0.2,-0.10665936768054962,1.2633119,710,-0.5823239689692855,0.595556640625,0.0003,0.0018245486161504233,0.3932737708091736
29,73,138.01,149504,0.5599344300000001,5051,-0.08476851480081678,0.2,-0.11495139449834824,0.7832705,720,-0.6142489863559604,0.5681640625,0.0003,0.001735927655317937,0.32702457904815674
29,74,148.13,151552,0.56788653,5120,-0.09544120536011177,0.2,-0.1476079672574997,0.9341608,730,-0.7031066913157702,0.654443359375,0.0003,0.0016985826871859899,0.5270040333271027
29,75,155.92,153600,0.5809597,5192,-0.09821658767468762,0.2,-0.14258861541748047,1.0882444,740,-0.6758477969095111,0.654833984375,0.0003,0.001306360086573477,0.5158959031105042
29,76,160.29,155648,0.58852822,5255,-0.0960180858935928,0.2,-0.11823942512273788,0.91203064,750,-0.6999255208298564,0.61748046875,0.0003,0.0015690780331169662,0.5396565496921539
29,77,158.35,157696,0.6125125200000001,5333,-0.0917107289598789,0.2,-0.10883656144142151,0.85311013,760,-0.6042785405181348,0.599609375,0.0003,0.001246686202557612,0.6259990930557251
29,78,159.52,159744,0.6159313100000001,5404,-0.09382153761107474,0.2,-0.12525427341461182,0.8780942,770,-0.5998046265915036,0.571875,0.0003,0.0018882028079133307,0.4611515402793884
29,79,168.34,161792,0.62803579,5478,-0.09449951591377612,0.2,-0.11591348052024841,1.017598,780,-0.6225648858584464,0.600048828125,0.0003,0.001455168521079031,0.5970079898834229
29,80,175.62,163840,0.6612896100000001,5542,-0.0854488060780568,0.2,-0.10803038626909256,0.93489593,790,-0.5839802197180688,0.548388671875,0.0003,0.0016361888388018997,0.5705519616603851
29,81,171.66,165888,0.6823380899999999,5600,-0.08250213343126234,0.2,-0.10033675283193588,0.8538612,800,-0.5099976933561265,0.519091796875,0.0003,0.0017304786950262496,0.6955358684062958
29,82,166.08,167936,0.67968053,5668,-0.08002854293736164,0.2,-0.10449197888374329,0.8378584,810,-0.48710542898625137,0.49130859375,0.0003,0.002071552096731466,0.558841198682785
29,83,151.57,169984,0.6641552299999998,5744,-0.08818112005246803,0.2,-0.10598684102296829,1.4253249,820,-0.5423536182381212,0.53369140625,0.0003,0.0018684965906231809,0.6286385655403137
29,84,152.67,172032,0.65996731,5810,-0.08964915695250966,0.2,-0.1283770501613617,1.0040708,830,-0.5314498418010771,0.539013671875,0.0003,0.002121111445285351,0.48620182275772095
29,85,147.87,174080,0.65058793,5872,-0.08118103909073397,0.2,-0.08922471851110458,0.80509937,840,-0.5196095149964094,0.5201171875,0.0003,0.0017408786990017688,0.5595293045043945
29,86,143.6,176128,0.64032376,5945,-0.08881167863146402,0.2,-0.11676055938005447,0.97641087,850,-0.589907327387482,0.56357421875,0.0003,0.0017180364860905684,0.5741073489189148
29,87,135.64,178176,0.61089933,6016,-0.09223594617797062,0.2,-0.12913478910923004,0.76809275,860,-0.630738512147218,0.605029296875,0.0003,0.0017053224361916364,0.5607162714004517
29,88,135.58,180224,0.5883257199999999,6079,-0.08865805713430745,0.2,-0.11956191807985306,0.9000811,870,-0.6126748358830809,0.5818359375,0.0003,0.0020824077465476875,0.4515411853790283
29,89,136.24,182272,0.58932428,6152,-0.08887797379575205,0.2,-0.11859177052974701,0.9438462,880,-0.4983218038454652,0.54091796875,0.0003,0.0020850814088589687,0.3746972680091858
29,90,140.48,184320,0.59855993,6230,-0.08529665511741769,0.2,-0.10710025578737259,0.861395,890,-0.5279465744271874,0.546923828125,0.0003,0.0020851565105658664,0.5227646827697754
29,91,144.91,186368,0.60968422,6296,-0.09189786862116307,0.2,-0.13031354546546936,1.2385352,900,-0.5574462656863034,0.5865234375,0.0003,0.001974535251429188,0.44502896070480347
29,92,148.18,188416,0.60009929,6359,-0.08539031748368871,0.2,-0.10851284116506577,1.2148255,910,-0.5872945985756814,0.56181640625,0.0003,0.001760135619679204,0.599867433309555
29,93,141.4,190464,0.59762375,6423,-0.08261848565307446,0.2,-0.1235772892832756,0.8453492,920,-0.6275413022376597,0.583349609375,0.0003,0.0019455642292996345,0.6288799047470093
29,94,134.88,192512,0.57296414,6485,-0.09547952134162188,0.2,-0.13256871700286865,0.9792099,930,-0.5717821800149977,0.58701171875,0.0003,0.0021382612747402165,0.4805496335029602
29,95,142.8,194560,0.59518529,6555,-0.07706749236676842,0.2,-0.12834535539150238,1.3352695,940,-0.4614163821563125,0.545751953125,0.0003,0.00244608561770292,0.31421470642089844
29,96,147.47,196608,0.59150022,6619,-0.07643703265930527,0.2,-0.10408420860767365,1.0124023,950,-0.5080282600596547,0.5388671875,0.0003,0.0021227970662948794,0.5459476709365845
29,97,152.38,198656,0.60086658,6679,-0.08909759865491651,0.2,-0.11812562495470047,1.0172029,960,-0.49819056764245034,0.564453125,0.0003,0.0017345419197226874,0.6282545924186707
29,98,156.36,200704,0.58945391,6745,-0.07482709746982437,0.2,-0.09987533092498779,0.9332173,970,-0.47484632739797233,0.481005859375,0.0003,0.0014145493787054875,0.7355808615684509
29,99,164.9,202752,0.59996815,6815,-0.08969137693056836,0.2,-0.1228492483496666,1.1739019,980,-0.5484705771319568,0.567724609375,0.0003,0.0012430466426849307,0.7877226322889328
29,100,164.11,204800,0.60024686,6885,-0.09089453284686896,0.2,-0.10842643678188324,0.85033935,990,-0.5902065124362708,0.581298828125,0.0003,0.0015712649017586954,0.7173546850681305
29,101,161.36,206848,0.5827320399999999,6949,-0.08275534006825183,0.2,-0.0872524231672287,0.91292757,1000,-0.5256852629594505,0.55546875,0.0003,0.002199012410164869,0.47944241762161255
29,102,157.72,208896,0.58372973,7023,-0.08802733239717782,0.2,-0.09757440537214279,1.0611619,1010,-0.5144073037430644,0.5767578125,0.0003,0.0025462555980993785,0.33344149589538574
29,103,149.01,210944,0.56784189,7092,-0.08096728845557663,0.2,-0.12017504125833511,1.129039,1020,-0.49748572511598466,0.543603515625,0.0003,0.003189115104942175,0.1801266074180603
29,104,133.7,212992,0.5445344199999999,7160,-0.0874856203008676,0.2,-0.12599115073680878,1.0074892,1030,-0.5219455007463694,0.557470703125,0.0003,0.002505405596912169,0.19433408975601196
29,105,109.71,215040,0.48705047,7228,-0.08318177490727977,0.2,-0.10752280801534653,0.95485365,1040,-0.5222548176534474,0.539013671875,0.0003,0.0025282927274020038,0.4012015461921692
29,106,107.33,217088,0.47353277,7291,-0.08272918194415979,0.2,-0.10577736794948578,1.0955943,1050,-0.5214500455185771,0.54658203125,0.0003,0.002529969656643516,0.2345380187034607
29,107,110.71,219136,0.49969989000000004,7358,-0.08775488291285001,0.2,-0.116847924888134,0.86773515,1060,-0.5795865574851632,0.576953125,0.0003,0.0022559986661690344,0.2552228569984436
29,108,106.51,221184,0.4668424199999999,7429,-0.09348028688691556,0.2,-0.12653236091136932,1.0785303,1070,-0.5767498693428934,0.583056640625,0.0003,0.0023484337866648275,0.31692904233932495
29,109,109.48,223232,0.4908383200000001,7497,-0.08818120366777293,0.2,-0.1216258853673935,0.87900436,1080,-0.5349967977032065,0.54501953125,0.0003,0.0024460247770548447,0.41534918546676636
29,110,105.02,225280,0.49200536000000006,7565,-0.09290751520893537,0.2,-0.12320967763662338,0.9721381,1090,-0.5329866089858115,0.569970703125,0.0003,0.0019504698837408796,0.4588489532470703
29,111,115.02,227328,0.5443948,7628,-0.08024591743014753,0.2,-0.1098814383149147,1.0551735,1100,-0.43965329648926854,0.50556640625,0.0003,0.0023792123600287597,0.3844970464706421
29,112,116.0,229376,0.54091866,7694,-0.08404547281679697,0.2,-0.09908461570739746,1.1978235,1110,-0.42219286747276785,0.523046875,0.0003,0.0021018041457864455,0.4748392701148987
29,113,117.24,231424,0.53726339,7770,-0.07831773655489087,0.2,-0.0805417001247406,0.96471596,1120,-0.41612276500090956,0.4734375,0.0003,0.00189219368785416,0.6265792846679688
29,114,125.59,233472,0.5526251,7845,-0.07727930588880554,0.2,-0.10303141176700592,1.1357791,1130,-0.42838033484295013,0.508984375,0.0003,0.002650448165695707,0.23184669017791748
29,115,128.69,235520,0.5463843700000001,7909,-0.08954449557932094,0.2,-0.09913303703069687,0.9824765,1140,-0.5264562051743269,0.57119140625,0.0003,0.0020533597201392697,0.24116641283035278
29,116,136.11,237568,0.5474189399999999,7972,-0.08186496175185312,0.2,-0.10707763582468033,0.9665618,1150,-0.4605629644356668,0.53544921875,0.0003,0.0018123238460248103,0.3523540496826172
29,117,142.7,239616,0.5599756699999999,8053,-0.06753821236779914,0.2,-0.09833509474992752,2.099094,1160,-0.37144313608296214,0.531787109375,0.0003,0.0016747427585869445,0.4956991672515869
29,118,138.64,241664,0.53361515,8113,-0.0861078284564428,0.2,-0.1115475445985794,1.2689352,1170,-0.45143002867698667,0.535107421875,0.0003,0.002324106770356593,0.37006592750549316
29,119,142.33,243712,0.5583361600000001,8181,-0.08405872019939124,0.2,-0.09389303624629974,1.4209476,1180,-0.4635520135052502,0.523486328125,0.0003,0.002587124021101772,0.29877495765686035
29,120,148.99,245760,0.5708264100000001,8252,-0.08559741030621808,0.2,-0.11363852769136429,1.0219386,1190,-0.49534009946510194,0.5470703125,0.0003,0.00207435057436669,0.44928205013275146
29,121,139.32,247808,0.55490452,8317,-0.08946936221036594,0.2,-0.10497869551181793,1.0476323,1200,-0.5463793764822185,0.566552734375,0.0003,0.0022652758841104513,0.5547969043254852
29,122,140.7,249856,0.5642967299999999,8384,-0.08809170311433263,0.2,-0.10692210495471954,1.2459823,1210,-0.5311635375954211,0.557177734375,0.0003,0.0024971533911411826,0.4869108200073242
29,123,138.6,251904,0.5650493600000001,8456,-0.08896279258769937,0.2,-0.123707614839077,1.034014,1220,-0.5237897470593452,0.542333984375,0.0003,0.00219666836428587,0.5356045663356781
29,124,138.32,253952,0.5597589,8534,-0.08951831226295326,0.2,-0.10646987706422806,1.0577809,1230,-0.5579501420259476,0.57255859375,0.0003,0.001990265716540307,0.6408657133579254
29,125,143.63,256000,0.57737269,8612,-0.08605743047664874,0.2,-0.1029229387640953,1.014793,1240,-0.5095146757550537,0.554931640625,0.0003,0.002705975028766261,0.3662673234939575
29,126,148.12,258048,0.5694293399999999,8686,-0.08764883895928506,0.2,-0.10566157847642899,1.2168431,1250,-0.5221740518696606,0.559033203125,0.0003,0.0023782275467056023,0.38898396492004395
29,127,152.45,260096,0.5756654,8751,-0.093018785410095,0.2,-0.11104335635900497,1.0910695,1260,-0.6080389298498631,0.60537109375,0.0003,0.0019122506579151376,0.5555189251899719
29,128,158.17,262144,0.6006915799999999,8816,-0.08939586748601869,0.2,-0.10176057368516922,1.1493273,1270,-0.6035719036124647,0.602587890625,0.0003,0.002020646439450502,0.5081961154937744
29,129,164.22,264192,0.6197244099999999,8889,-0.0937288001878187,0.2,-0.11638027429580688,0.9939333,1280,-0.5954048178158701,0.57998046875,0.0003,0.0023020610649837183,0.4566001296043396
29,130,169.16,266240,0.63516363,8967,-0.0963234600785654,0.2,-0.1246422827243805,0.8375021,1290,-0.645121403876692,0.59443359375,0.0003,0.0018485357581084828,0.6129685640335083
29,131,172.95,268288,0.6490098799999999,9029,-0.09584651293116622,0.2,-0.11319784075021744,0.9378317,1300,-0.6031906705349683,0.601806640625,0.0003,0.0019456427806289866,0.6969568431377411
29,132,163.29,270336,0.62873442,9094,-0.08970141904428601,0.2,-0.11212712526321411,0.8635114,1310,-0.5762157418765128,0.571875,0.0003,0.0017916286513354862,0.7398724257946014
29,133,164.76,272384,0.6502695800000001,9170,-0.08490798947750591,0.2,-0.09525704383850098,0.9146024,1320,-0.48939707018435,0.514697265625,0.0003,0.0023100300983969644,0.6994584798812866
29,134,159.77,274432,0.64049836,9236,-0.08828287747455761,0.2,-0.11794745922088623,0.9313745,1330,-0.4643083314411342,0.5265625,0.0003,0.002134646845388488,0.6799976825714111
29,135,160.34,276480,0.63871458,9309,-0.08822067705914378,0.2,-0.13305418193340302,1.4502465,1340,-0.5339343483559787,0.575732421875,0.0003,0.002146333526889066,0.540990561246872
29,136,163.87,278528,0.6460760799999999,9386,-0.09233662912156433,0.2,-0.13750571012496948,0.95445055,1350,-0.6394737052731216,0.615478515625,0.0003,0.001616717820525082,0.6761822700500488
29,137,151.73,280576,0.6313975300000001,9453,-0.09377375122276135,0.2,-0.11912038177251816,1.1873021,1360,-0.5636064140126109,0.58544921875,0.0003,0.00200273347163602,0.634188324213028
29,138,143.95,282624,0.59827524,9518,-0.09067515429924242,0.2,-0.11218913644552231,1.1102583,1370,-0.479621026199311,0.5583984375,0.0003,0.002569644763934775,0.4330083131790161
29,139,151.53,284672,0.61233048,9585,-0.08432018849998713,0.2,-0.10408779233694077,2.5015326,1380,-0.39921969911083577,0.560986328125,0.0003,0.002383458706390229,0.4269719123840332
29,140,159.59,286720,0.62694719,9655,-0.08894611632276792,0.2,-0.11323414742946625,1.1597216,1390,-0.5126623995602131,0.558251953125,0.0003,0.002352315510233893,0.5952454507350922
29,141,156.08,288768,0.60076338,9726,-0.09114555588748771,0.2,-0.1101209744811058,1.2522733,1400,-0.556111054494977,0.583984375,0.0003,0.0016898197743103083,0.6901386082172394
29,142,160.92,290816,0.61129506,9787,-0.08324606237001717,0.2,-0.09717608243227005,1.1622498,1410,-0.5071108520962297,0.5716796875,0.0003,0.0030718765385245204,0.4739658832550049
29,143,156.07,292864,0.6148217599999999,9857,-0.08239071368589065,0.2,-0.09025851637125015,1.1197928,1420,-0.5353158984333277,0.56796875,0.0003,0.0021153154380044725,0.6423380374908447
29,144,155.46,294912,0.62138642,9932,-0.08566146048833616,0.2,-0.12284957617521286,1.2060857,1430,-0.4744121114723384,0.560107421875,0.0003,0.0027316818948747825,0.3694732189178467
29,145,163.33,296960,0.63114377,10003,-0.08824005419155583,0.2,-0.12862931191921234,1.4525311,1440,-0.479254309553653,0.54912109375,0.0003,0.0021383575423897126,0.5622034668922424
29,146,160.27,299008,0.61420042,10071,-0.08756757391092833,0.2,-0.11223950237035751,0.9799917,1450,-0.5393379043787718,0.582080078125,0.0003,0.0018210945429018466,0.6036237180233002
