time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/clip_range,train/loss,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/explained_variance,train/value_loss,train/clip_fraction,train/n_updates
484,991232,31817,92.7,31,0.8936463999999998,0.2,-0.08181562274694443,-0.0371853894709299,0.000259251,-0.46753484445313614,0.1107645,0.6730497181415558,0.0006355613309096952,0.19921875,1449
485,993280,31874,93.63,31,0.9002039599999998,0.2,-0.03984716907143593,-0.029815918998792768,0.000259251,-0.3560802643187344,0.14131653,0.488120436668396,0.0009584194306929324,0.15592447916666666,1452
486,995328,31936,93.58,31,0.8979179599999999,0.2,-0.0813329890370369,-0.03550259407105235,0.000259251,-0.4158468010524909,0.12302269,0.5785715281963348,0.0008995777194892677,0.1943359375,1455
487,997376,32002,93.65,31,0.8824828400000001,0.2,-0.04368008300662041,-0.02787626317391793,0.000259251,-0.3473090670692424,0.10045996,0.5985875129699707,0.0007460215583705576,0.16780598958333334,1458
488,999424,32063,90.58,31,0.8768439400000001,0.2,-0.04495426267385483,-0.026655552986388404,0.000259251,-0.33755720236028236,0.12879732,0.7461275160312653,0.0006021622593834763,0.18310546875,1461
489,1001472,32129,88.25,31,0.8582210299999999,0.2,-0.052668169140815735,-0.025373353603451203,0.000259251,-0.27574597594017786,0.122490704,0.67990642786026,0.0007340852625929983,0.14762369791666666,1464
490,1003520,32196,87.15,31,0.82785801,0.2,-0.05997888371348381,-0.026020524615887552,0.000259251,-0.27687923920651275,0.15164706,0.6190144121646881,0.0007805903205735376,0.15152994791666666,1467
491,1005568,32261,87.56,31,0.82160399,0.2,-0.05174317955970764,-0.03302496132285645,0.000259251,-0.44282006782790023,0.13901177,0.5629502236843109,0.0008802885143571378,0.22037760416666666,1470
492,1007616,32324,90.65,31,0.83868008,0.2,-0.07879064977169037,-0.03378964549240967,0.000259251,-0.4296569600701332,0.10988408,0.6974566280841827,0.0006376285846272367,0.20784505208333334,1473
493,1009664,32390,90.8,31,0.8281685799999998,0.2,-0.04907555878162384,-0.027803531013584386,0.000259251,-0.3755543964604537,0.117447175,0.7361484467983246,0.0006174722529976862,0.18684895833333334,1476
494,1011712,32449,93.64,31,0.8529848400000002,0.2,-0.08304212242364883,-0.028831186636428658,0.000259251,-0.40692899593462545,0.0880664,0.7483483552932739,0.0006269050354603678,0.1787109375,1479
495,1013760,32510,93.23,31,0.8463272300000001,0.2,-0.05399668216705322,-0.03320736302218089,0.000259251,-0.38586835873623687,0.12022082,0.7182823717594147,0.0006181002248316266,0.17936197916666666,1482
496,1015808,32571,86.49,31,0.7618281899999999,0.2,-0.08280348032712936,-0.030549169168807566,0.000259251,-0.4379521897062659,0.17337339,0.58564892411232,0.0008342531306576954,0.23128255208333334,1485
497,1017856,32632,86.4,31,0.7510821399999998,0.2,-0.043325573205947876,-0.021111793253415573,0.000259251,-0.43855010842283565,0.20511751,0.37549281120300293,0.0010270431745690682,0.24186197916666666,1488
498,1019904,32694,89.01,31,0.7462804700000001,0.2,-0.05281325429677963,-0.027469262713566422,0.000259251,-0.5325104193761945,0.121332884,0.6107124090194702,0.0008338226271007443,0.23958333333333334,1491
499,1021952,32753,90.11,31,0.7482721699999999,0.2,-0.03320976346731186,-0.03288570141497379,0.000259251,-0.4748236940552791,0.13312647,0.46942585706710815,0.0010193328768461167,0.21695963541666666,1494
500,1024000,32804,94.63,31,0.77977944,0.2,-0.05654015392065048,-0.03646748127842633,0.000259251,-0.49291904146472615,0.10634217,0.6317383944988251,0.0008189723557734396,0.20589192708333334,1497
501,1026048,32866,101.24,31,0.82728523,0.2,-0.04282275587320328,-0.03268997652533775,0.000259251,-0.5097129199032983,0.12473134,0.7576137781143188,0.0005718017763077418,0.23388671875,1500
502,1028096,32929,96.41,31,0.8125905100000002,0.2,-0.06594066321849823,-0.02668640238698572,0.000259251,-0.5567156188189983,0.15188587,0.6661317050457001,0.000826089029336193,0.22233072916666666,1503
503,1030144,33000,99.23,31,0.8325300299999999,0.2,-0.040083467960357666,-0.028252222128988553,0.000259251,-0.38401799493779737,0.1617809,0.49260276556015015,0.0010158859974277827,0.19677734375,1506
504,1032192,33061,99.01,31,0.83828305,0.2,-0.07893576472997665,-0.03890397273547327,0.000259251,-0.4738193480297923,0.13914219,0.5721814632415771,0.0009051133204896663,0.20475260416666666,1509
505,1034240,33116,96.12,31,0.85269084,0.2,-0.07306443154811859,-0.03033386549213901,0.000259251,-0.38515644644697505,0.15398741,0.7376298010349274,0.0005428155744387672,0.2041015625,1512
506,1036288,33176,93.12,31,0.8651786500000002,0.2,-0.07967649400234222,-0.030882539693266153,0.000259251,-0.3581591150723398,0.12250194,0.5973204970359802,0.0008897103292232108,0.17203776041666666,1515
507,1038336,33250,93.14,31,0.86497964,0.2,-0.06624472141265869,-0.03069207848360141,0.000259251,-0.3108208018044631,0.10714401,0.6727774739265442,0.0006684625873276673,0.16097005208333334,1518
508,1040384,33306,89.13,31,0.85743227,0.2,-0.06268216669559479,-0.029852740738230448,0.000259251,-0.35029582989712554,0.104390584,0.6639200747013092,0.0007450683754844553,0.17122395833333334,1521
509,1042432,33366,88.73,31,0.84842918,0.2,-0.05924098193645477,-0.029738414033393685,0.000259251,-0.3932748533164461,0.10533328,0.6771748065948486,0.0007928706151384782,0.17057291666666666,1524
510,1044480,33429,86.75,31,0.8165794500000001,0.2,-0.05333935469388962,-0.03196193320521464,0.000259251,-0.3989918613806367,0.1089956,0.6688061058521271,0.0006350531105757303,0.181640625,1527
511,1046528,33488,88.75,31,0.8156392999999998,0.2,-0.033392611891031265,-0.0271385212399764,0.000259251,-0.3816499353076021,0.08076209,0.6709799468517303,0.000836864205969808,0.17805989583333334,1530
512,1048576,33548,91.58,31,0.8406255,0.2,-0.060794979333877563,-0.03841881984650778,0.000259251,-0.5405261808385452,0.12097452,0.5969219505786896,0.00090532170846321,0.23274739583333334,1533
513,1050624,33608,92.5,31,0.8356948799999999,0.2,-0.07137896120548248,-0.03829103240665669,0.000259251,-0.4288237790266673,0.120525576,0.7089250981807709,0.0006966042695542759,0.21272786458333334,1536
514,1052672,33675,94.21,31,0.8590206599999999,0.2,-0.0778169333934784,-0.029311976900013786,0.000259251,-0.44267743825912476,0.16807291,0.8225147277116776,0.00043794527270317,0.18766276041666666,1539
515,1054720,33729,97.74,31,0.87669836,0.2,-0.06249824911355972,-0.029732576940053452,0.000259251,-0.3896281523630023,0.10260028,0.7367741465568542,0.0006571208532477613,0.17838541666666666,1542
516,1056768,33790,98.12,31,0.8977705699999998,0.2,-0.04588588327169418,-0.04053969793797781,0.000259251,-0.5368299353867769,0.12587856,0.725066065788269,0.0006690230741999889,0.23177083333333334,1545
517,1058816,33852,97.75,31,0.88647958,0.2,-0.08810815960168839,-0.03765223184018396,0.000259251,-0.4562496008972327,0.11059134,0.697703093290329,0.000713186481637725,0.19954427083333334,1548
518,1060864,33912,95.93,31,0.8853819799999999,0.2,-0.06535504758358002,-0.032818681288821004,0.000259251,-0.4245227013404171,0.12367764,0.7249619662761688,0.0006872883714095224,0.18782552083333334,1551
519,1062912,33976,94.83,31,0.8790087700000001,0.2,-0.05952872708439827,-0.03232950409680294,0.000259251,-0.3856075642009576,0.10390028,0.6933225095272064,0.0008200184083761997,0.16422526041666666,1554
520,1064960,34044,96.71,31,0.8716588300000001,0.2,-0.0368400402367115,-0.029279294491667923,0.000259251,-0.42248454007009667,0.11192466,0.8170347809791565,0.000439344158773262,0.17805989583333334,1557
521,1067008,34111,96.33,31,0.87057164,0.2,-0.0491519533097744,-0.031642648158594966,0.000259251,-0.5366819600264231,0.10298897,0.7559675425291061,0.000717921197671482,0.19710286458333334,1560
522,1069056,34168,95.62,31,0.8683676800000001,0.2,-0.04362545162439346,-0.02867836888375071,0.000259251,-0.32523338512207073,0.12675604,0.7687314599752426,0.0005538902137232071,0.16634114583333334,1563
523,1071104,34234,96.34,31,0.87274299,0.2,-0.07027768343687057,-0.033927713588733845,0.000259251,-0.4315199585010608,0.122408435,0.7423093020915985,0.0007561051058170657,0.17220052083333334,1566
524,1073152,34292,95.53,31,0.88663212,0.2,-0.04107952117919922,-0.029814734414685518,0.000259251,-0.3301460053771734,0.15712258,0.688556432723999,0.0007308902052803509,0.16341145833333334,1569
525,1075200,34357,92.17,31,0.8837653600000002,0.2,-0.0818130150437355,-0.03638412206297895,0.000259251,-0.4143916266039014,0.10692265,0.7139221131801605,0.0007420804486173438,0.17610677083333334,1572
526,1077248,34420,93.74,31,0.88828031,0.2,-0.046393707394599915,-0.029008906354041148,0.000259251,-0.3648796617053449,0.15528257,0.7051596343517303,0.0006864746237624786,0.15771484375,1575
527,1079296,34481,94.34,31,0.88994568,0.2,-0.0716518685221672,-0.03220857352910874,0.000259251,-0.44873111850271624,0.110547006,0.6939533650875092,0.0007564542086887135,0.1875,1578
528,1081344,34540,97.62,31,0.8707246799999997,0.2,-0.06076197698712349,-0.035083912584620215,0.000259251,-0.4018833019460241,0.11165947,0.7553311437368393,0.0006137112071276837,0.18180338541666666,1581
529,1083392,34615,97.42,31,0.8558340899999999,0.2,-0.07820781320333481,-0.035952879795028515,0.000259251,-0.6096860424925884,0.10713227,0.7801755964756012,0.0007151269543707409,0.21028645833333334,1584
530,1085440,34680,98.1,31,0.8567384700000001,0.2,-0.055773667991161346,-0.027125853919036064,0.000259251,-0.478256463073194,0.16327399,0.8103048503398895,0.00047012978211569134,0.1923828125,1587
531,1087488,34743,96.8,31,0.8537757400000001,0.2,-0.07000488042831421,-0.030987934937002137,0.000259251,-0.4295161475117008,0.07224709,0.7684957385063171,0.0006971462307774345,0.16975911458333334,1590
532,1089536,34799,97.13,31,0.8455955,0.2,-0.05426283925771713,-0.032844789791852236,0.000259251,-0.417684293196847,0.18884248,0.7280515432357788,0.0007696056236454751,0.17626953125,1593
533,1091584,34853,94.62,31,0.8626741299999999,0.2,-0.0788424164056778,-0.03436921080962444,0.000259251,-0.4912251752490799,0.11426649,0.7773827910423279,0.0006636277773092539,0.20149739583333334,1596
534,1093632,34916,94.67,31,0.85953489,0.2,-0.06829807907342911,-0.031322501910229526,0.000259251,-0.4813473715136449,0.09185762,0.7872436046600342,0.0006202212274123061,0.18050130208333334,1599
535,1095680,34975,96.79,31,0.8767847599999999,0.2,-0.07314492017030716,-0.030738669001342107,0.000259251,-0.4514368148520589,0.10235795,0.7770586013793945,0.0006723957828095687,0.18343098958333334,1602
536,1097728,35037,94.38,31,0.8697835699999998,0.2,-0.055143147706985474,-0.03382594780608391,0.000259251,-0.4265689744303624,0.08789985,0.8009354621171951,0.000541278531121255,0.18326822916666666,1605
537,1099776,35100,91.27,31,0.87511107,0.2,-0.03495080769062042,-0.026066373684443533,0.000259251,-0.27159701582665247,0.11497225,0.6979744732379913,0.0007109742355169146,0.13606770833333334,1608
538,1101824,35165,89.74,31,0.8791987899999999,0.2,-0.03381681442260742,-0.024371632394225646,0.000259251,-0.27512579240525764,0.12249133,0.713342159986496,0.0007178422218506361,0.14078776041666666,1611
539,1103872,35227,89.09,31,0.8819100699999999,0.2,-0.04675130918622017,-0.028911498220016558,0.000259251,-0.31787507360180217,0.10111076,0.8056207448244095,0.0004250910113417679,0.15315755208333334,1614
540,1105920,35281,90.92,31,0.8859844899999999,0.2,-0.04332311823964119,-0.0349482729313119,0.000259251,-0.3932261522859335,0.1164823,0.7399202585220337,0.0006788852710997162,0.16178385416666666,1617
541,1107968,35338,93.68,31,0.8895928999999999,0.2,-0.07361947745084763,-0.03325308317046923,0.000259251,-0.46300794339428347,0.11871214,0.7686028033494949,0.0005859981508062143,0.18587239583333334,1620
542,1110016,35400,94.48,31,0.89974059,0.2,-0.07236827909946442,-0.03854359268249633,0.000259251,-0.48148137889802456,0.093682304,0.7584040313959122,0.0006451529716287041,0.19482421875,1623
543,1112064,35465,94.76,31,0.9003442300000001,0.2,-0.03965190052986145,-0.033453031462462,0.000259251,-0.4041308065255483,0.10386305,0.6968886852264404,0.0006866704279673286,0.16373697916666666,1626
544,1114112,35523,94.24,31,0.90138127,0.2,-0.09601565450429916,-0.03919499155987675,0.000259251,-0.4389002549772461,0.10886669,0.743556946516037,0.0006094332710138891,0.17561848958333334,1629
545,1116160,35586,94.32,31,0.89540988,0.2,-0.05006667971611023,-0.03564959259044068,0.000259251,-0.357295457739383,0.10136756,0.6411244869232178,0.0008361239642908913,0.16845703125,1632
546,1118208,35649,91.98,31,0.87209173,0.2,-0.05538887903094292,-0.03777047903471006,0.000259251,-0.41531244789560634,0.10606934,0.7659972012042999,0.00046542566072578967,0.17854817708333334,1635
547,1120256,35710,91.32,31,0.8586518999999998,0.2,-0.05159760266542435,-0.028261606610612944,0.000259251,-0.3712850933273633,0.09818657,0.8227554559707642,0.0004870251236752665,0.14078776041666666,1638
548,1122304,35776,92.75,31,0.8642865299999998,0.2,-0.050161298364400864,-0.029364422875611734,0.000259251,-0.3985244355474909,0.10396682,0.7833574265241623,0.0006109528218682195,0.15185546875,1641
549,1124352,35844,90.71,31,0.8354545700000002,0.2,-0.054354339838027954,-0.03210469772845196,0.000259251,-0.45202331462254125,0.10022713,0.6965937316417694,0.0007397424618223644,0.17919921875,1644
550,1126400,35903,90.2,31,0.8295103500000001,0.2,-0.07367364317178726,-0.027627662241381284,0.000259251,-0.4523511518103381,0.1209898,0.6525387465953827,0.0008193574779700915,0.19287109375,1647
551,1128448,35963,91.09,31,0.8211059199999999,0.2,-0.04028340056538582,-0.026559377962257713,0.000259251,-0.4429105830689271,0.13259853,0.7087748944759369,0.0007154389847225199,0.17431640625,1650
552,1130496,36032,90.69,31,0.8141147000000001,0.2,-0.034444715827703476,-0.029122690932126716,0.000259251,-0.4509779711564382,0.12263533,0.6484335660934448,0.00074528584809741,0.19775390625,1653
553,1132544,36097,90.31,31,0.8256262500000001,0.2,-0.06253521144390106,-0.032090891792904586,0.000259251,-0.4560860265046358,0.13870871,0.6067871749401093,0.0009741221180471863,0.18538411458333334,1656
554,1134592,36157,90.61,31,0.8453746199999997,0.2,-0.05625256523489952,-0.0332728394617637,0.000259251,-0.37977826315909624,0.15445152,0.6653395295143127,0.0007913498869432564,0.1904296875,1659
555,1136640,36215,89.95,31,0.86050725,0.2,-0.047470368444919586,-0.029396506298022967,0.000259251,-0.3272617560190459,0.17011073,0.6551724672317505,0.0007652017672323078,0.18343098958333334,1662
556,1138688,36281,87.89,31,0.8687358300000001,0.2,-0.036088310182094574,-0.02558595041045919,0.000259251,-0.33132747126122314,0.1465995,0.6808145046234131,0.0007078426297084661,0.17024739583333334,1665
557,1140736,36341,87.85,31,0.8418425399999999,0.2,-0.04413878172636032,-0.02919182718809073,0.000259251,-0.3221315812940399,0.22112128,0.6096882224082947,0.0009275420919342044,0.16129557291666666,1668
558,1142784,36400,89.17,31,0.8439469900000002,0.2,-0.05546502768993378,-0.030261416987438377,0.000259251,-0.47289803965638083,0.1798031,0.5856629312038422,0.0008803256635777265,0.23453776041666666,1671
559,1144832,36464,89.91,31,0.8468983999999999,0.2,-0.09123022854328156,-0.032641742921744786,0.000259251,-0.44870930692801875,0.12432295,0.5595961213111877,0.0009748598331498215,0.19938151041666666,1674
560,1146880,36527,93.6,31,0.8615303,0.2,-0.052912138402462006,-0.039206539009076856,0.000259251,-0.46716106807192165,0.12329514,0.6680305004119873,0.0007490129213086524,0.19938151041666666,1677
561,1148928,36588,96.99,31,0.86739021,0.2,-0.051902007311582565,-0.03956597524423463,0.000259251,-0.47705830695728463,0.14898413,0.648311197757721,0.0007918414145630474,0.216796875,1680
562,1150976,36651,97.67,31,0.89365681,0.2,-0.0747670978307724,-0.04540610891611626,0.000259251,-0.575999260880053,0.12147889,0.6692725419998169,0.0008574999559035253,0.22021484375,1683
563,1153024,36711,99.42,31,0.8955746500000002,0.2,-0.048935357481241226,-0.040068758729224406,0.000259251,-0.4886768354723851,0.1015091,0.7270717024803162,0.0007143888733480708,0.20100911458333334,1686
564,1155072,36778,99.73,31,0.8949309200000002,0.2,-0.08638978749513626,-0.04033269335438187,0.000259251,-0.5328498712430397,0.12303408,0.8135410994291306,0.0004935026951595015,0.23518880208333334,1689
565,1157120,36838,100.69,31,0.89406971,0.2,-0.048512328416109085,-0.04004993228591047,0.000259251,-0.4975202460773289,0.09134592,0.772805854678154,0.0005995733463350916,0.19270833333333334,1692
566,1159168,36893,99.0,31,0.8924409399999998,0.2,-0.0661597028374672,-0.04184608805614213,0.000259251,-0.5525948293507099,0.100045756,0.7795859128236771,0.0006286622289432368,0.20572916666666666,1695
567,1161216,36953,95.93,31,0.8857748099999999,0.2,-0.07194966077804565,-0.03566706005949527,0.000259251,-0.474859856069088,0.12422985,0.7828231453895569,0.0006689491980675181,0.19840494791666666,1698
568,1163264,37020,93.02,31,0.8958132600000001,0.2,-0.07108704000711441,-0.02762006902291129,0.000259251,-0.3768135549811025,0.113048196,0.7414713203907013,0.0006901460443865896,0.16097005208333334,1701
569,1165312,37084,92.03,31,0.89657685,0.2,-0.06383151561021805,-0.03189338730104888,0.000259251,-0.38029564296205837,0.11265187,0.633266806602478,0.0008399753690658448,0.181640625,1704
570,1167360,37145,91.29,31,0.90033657,0.2,-0.05833951383829117,-0.036790249539384,0.000259251,-0.43531266041100025,0.10945853,0.7470413744449615,0.0005830201059022025,0.19124348958333334,1707
571,1169408,37207,90.55,31,0.8836622600000001,0.2,-0.03707055747509003,-0.03530590645580863,0.000259251,-0.3899843537559112,0.13701947,0.704680323600769,0.0007363743143287138,0.16064453125,1710
572,1171456,37269,91.51,31,0.88743139,0.2,-0.06231585517525673,-0.032241147089128695,0.000259251,-0.4051632162493964,0.11745068,0.7831530272960663,0.0005327529344564633,0.17952473958333334,1713
573,1173504,37330,93.25,31,0.87969746,0.2,-0.07886585593223572,-0.034245646539299436,0.000259251,-0.4364273815105359,0.09839145,0.7947526276111603,0.0005644662786229068,0.17561848958333334,1716
574,1175552,37396,92.78,31,0.8665598799999998,0.2,-0.05220086872577667,-0.03462126922871297,0.000259251,-0.5046487037713329,0.1430874,0.7881036102771759,0.0006311193980460909,0.18815104166666666,1719
575,1177600,37458,95.52,31,0.85956634,0.2,-0.06925439089536667,-0.03195379190340949,0.000259251,-0.46000032251079875,0.13035646,0.8351028561592102,0.0004688478194717997,0.19010416666666666,1722
576,1179648,37514,98.7,31,0.86274053,0.2,-0.06251821666955948,-0.03733774839687006,0.000259251,-0.5940116274481019,0.12020668,0.8374338895082474,0.0005263539160296204,0.20914713541666666,1725
577,1181696,37577,101.6,31,0.8626302800000001,0.2,-0.04070987179875374,-0.02991157127932335,0.000259251,-0.5691382881874839,0.19349506,0.6564618647098541,0.0009956547249506305,0.21842447916666666,1728
578,1183744,37638,100.04,31,0.8552037399999999,0.2,-0.07796666771173477,-0.04140664746713204,0.000259251,-0.5734936237956086,0.11705977,0.7133727669715881,0.0007183016177805257,0.22932942708333334,1731
579,1185792,37700,100.22,31,0.8621298899999998,0.2,-0.06034388765692711,-0.033137615323842816,0.000259251,-0.46481154828021926,0.117624916,0.7102993428707123,0.0007610440140221423,0.19921875,1734
580,1187840,37756,99.74,31,0.86299113,0.2,-0.07557777315378189,-0.04090538369685722,0.000259251,-0.6187206910302242,0.14982016,0.6185760498046875,0.0009215774086139087,0.2556966145833333,1737
581,1189888,37816,98.67,31,0.87376767,0.2,-0.056234829127788544,-0.03427666974797224,0.000259251,-0.5260127472380797,0.12787442,0.7095313370227814,0.0007947785458478999,0.21061197916666666,1740
582,1191936,37877,98.74,31,0.87579474,0.2,-0.0873669907450676,-0.03588860015346048,0.000259251,-0.5032990534479419,0.13148353,0.7394662201404572,0.0007213252450431659,0.19156901041666666,1743
583,1193984,37938,101.1,31,0.89414073,0.2,-0.05298483371734619,-0.037073300850655265,0.000259251,-0.6048619331171116,0.12055292,0.7291169464588165,0.0007091427132763783,0.2392578125,1746
584,1196032,37999,100.84,31,0.8855018999999998,0.2,-0.07119576632976532,-0.03345913821249269,0.000259251,-0.5057627841209372,0.12441712,0.7547824829816818,0.0006512675348252136,0.20817057291666666,1749
585,1198080,38063,101.02,31,0.8919795899999999,0.2,-0.047908224165439606,-0.034996055668064706,0.000259251,-0.5480153867974877,0.12932308,0.7779153883457184,0.0005383569960031309,0.21370442708333334,1752
586,1200128,38131,100.9,31,0.88942467,0.2,-0.0693514347076416,-0.03346934752577605,0.000259251,-0.4585566958412528,0.10704032,0.8044094890356064,0.0005453992140852885,0.18994140625,1755
587,1202176,38196,98.14,31,0.87067301,0.2,-0.07058081030845642,-0.03804775976459496,0.000259251,-0.49079678983738023,0.13512589,0.6813192367553711,0.0008090913991812462,0.21012369791666666,1758
588,1204224,38251,97.08,31,0.86874338,0.2,-0.06806892901659012,-0.0369650228046036,0.000259251,-0.5001838949198524,0.11761555,0.7523864954710007,0.0006475021315660948,0.2080078125,1761
589,1206272,38321,96.38,31,0.8743324599999999,0.2,-0.08423761278390884,-0.03288142440336136,0.000259251,-0.4538024648403128,0.1240064,0.789602741599083,0.0005807370607726625,0.19254557291666666,1764
590,1208320,38384,94.3,31,0.86408178,0.2,-0.060363028198480606,-0.03366661089239642,0.000259251,-0.4847701257094741,0.14079311,0.7538929879665375,0.0006287761949958318,0.20768229166666666,1767
591,1210368,38442,93.09,31,0.87066162,0.2,-0.04634595662355423,-0.03228089817760823,0.000259251,-0.394641543738544,0.11261257,0.796355128288269,0.0005144483919442185,0.169921875,1770
592,1212416,38501,91.86,31,0.8637364,0.2,-0.06447126716375351,-0.035742417530855164,0.000259251,-0.42252874094992876,0.12497133,0.6965748965740204,0.0007950856055079688,0.19222005208333334,1773
593,1214464,38559,90.71,31,0.87388133,0.2,-0.08219200372695923,-0.0349349590348235,0.000259251,-0.4029770086829861,0.13991167,0.7881428003311157,0.0005416747590061277,0.18001302083333334,1776
594,1216512,38618,90.44,31,0.8859444499999999,0.2,-0.07674269378185272,-0.03321259268947566,0.000259251,-0.44446489339073497,0.10794094,0.772083044052124,0.0006623003911651418,0.19807942708333334,1779
595,1218560,38680,91.12,31,0.88978474,0.2,-0.08415618538856506,-0.03556184720946476,0.000259251,-0.36403344323237735,0.1265707,0.7455545663833618,0.0006264832569892557,0.17529296875,1782
596,1220608,38745,96.02,31,0.88405278,0.2,-0.07727808505296707,-0.040809041927180566,0.000259251,-0.480749174952507,0.11663304,0.6965962052345276,0.0008410132201485491,0.20377604166666666,1785
597,1222656,38807,100.23,31,0.88261979,0.2,-0.08854974806308746,-0.04081357415028227,0.000259251,-0.6333616990596056,0.10837047,0.731272429227829,0.0007990114721299809,0.22981770833333334,1788
598,1224704,38866,99.47,31,0.8809228499999999,0.2,-0.08550570160150528,-0.037492723223598055,0.000259251,-0.6361579801887274,0.14881903,0.7474576532840729,0.0007852794171109659,0.21468098958333334,1791
599,1226752,38924,98.2,31,0.8743391400000001,0.2,-0.03693551942706108,-0.03200216261514773,0.000259251,-0.38825701270252466,0.10693216,0.766569972038269,0.000607895396569802,0.17203776041666666,1794
600,1228800,38987,94.29,31,0.8898690299999998,0.2,-0.06851137429475784,-0.033719570511796824,0.000259251,-0.3885797710778813,0.11994463,0.6274102330207825,0.0008472451442382104,0.1806640625,1797
601,1230848,39060,93.91,31,0.8857913500000001,0.2,-0.07732297480106354,-0.0405079075183797,0.000259251,-0.4355864739045501,0.13056502,0.6801483631134033,0.0007275020780070918,0.19840494791666666,1800
602,1232896,39121,89.78,31,0.90010013,0.2,-0.06485707312822342,-0.034861836184669905,0.000259251,-0.3727002164038519,0.1306647,0.7784847319126129,0.0005444130515570578,0.17464192708333334,1803
603,1234944,39183,91.53,31,0.8966613999999998,0.2,-0.06400614231824875,-0.03573612241113248,0.000259251,-0.38549701900531846,0.16508198,0.7468494772911072,0.0006478121104009915,0.17854817708333334,1806
604,1236992,39243,91.14,31,0.8982479700000002,0.2,-0.06354647874832153,-0.032329561052999146,0.000259251,-0.41337276094903547,0.16096607,0.6914688050746918,0.0007801256327487257,0.189453125,1809
605,1239040,39300,91.77,31,0.8943609000000001,0.2,-0.07716945558786392,-0.03734265563737912,0.000259251,-0.42100927016387385,0.10174783,0.7341468632221222,0.0006780396409643193,0.1884765625,1812
606,1241088,39358,96.84,31,0.8868730699999999,0.2,-0.073604054749012,-0.03477966917368273,0.000259251,-0.46440078628559905,0.13022023,0.8208209425210953,0.0005371550164454675,0.19140625,1815
607,1243136,39420,96.71,31,0.88288116,0.2,-0.059836797416210175,-0.03535931852335731,0.000259251,-0.653018368097643,0.15000233,0.8209477365016937,0.0005371053011913318,0.22200520833333334,1818
608,1245184,39484,96.55,31,0.8810552399999999,0.2,-0.046808548271656036,-0.02138844617002178,0.000259251,-0.37492032752682763,0.15861806,0.6428754925727844,0.0009037758818521979,0.18131510416666666,1821
609,1247232,39537,96.85,31,0.87520701,0.2,-0.05042863264679909,-0.03060445049777627,0.000259251,-0.4071718528866768,0.16408382,0.7635859251022339,0.0006586816543858731,0.20491536458333334,1824
610,1249280,39601,93.28,31,0.8644873,0.2,-0.068321593105793,-0.030754918116144836,0.000259251,-0.432995387353003,0.1573963,0.713800311088562,0.0006682277638295394,0.20345052083333334,1827
611,1251328,39668,89.48,31,0.8757452199999999,0.2,-0.04761221632361412,-0.021613216629096616,0.000259251,-0.3899964409259458,0.13901897,0.6273828446865082,0.000944634186150021,0.18098958333333334,1830
612,1253376,39726,88.46,31,0.8775724500000002,0.2,-0.07628258317708969,-0.03626722779396611,0.000259251,-0.4019702188670635,0.1403301,0.6924549341201782,0.0006778131249423799,0.17578125,1833
613,1255424,39794,89.05,31,0.8763819499999999,0.2,-0.08761332929134369,-0.03625274190562777,0.000259251,-0.40313396509736776,0.10944803,0.6987426578998566,0.000788345372711774,0.17431640625,1836
614,1257472,39857,91.28,31,0.8906971199999998,0.2,-0.07948644459247589,-0.03886524317204021,0.000259251,-0.49767648118237656,0.11227104,0.7835734933614731,0.0005786952977662926,0.18815104166666666,1839
615,1259520,39913,91.49,31,0.89524001,0.2,-0.06299573183059692,-0.04061237796364973,0.000259251,-0.4732454974825184,0.106284685,0.7614834755659103,0.000643795535628063,0.19466145833333334,1842
616,1261568,39978,96.83,31,0.88710543,0.2,-0.058749210089445114,-0.03788894220876197,0.000259251,-0.4518845866744717,0.08960138,0.753936693072319,0.000743644603365586,0.18310546875,1845
617,1263616,40044,98.28,31,0.8902388199999999,0.2,-0.06559133529663086,-0.04224995628464967,0.000259251,-0.6708006520445148,0.10849826,0.8024498373270035,0.0006147743826356115,0.22900390625,1848
618,1265664,40103,98.51,31,0.8933837600000001,0.2,-0.055013567209243774,-0.0391439113591332,0.000259251,-0.5002851914614439,0.12508404,0.8153533339500427,0.000567970565801564,0.21468098958333334,1851
619,1267712,40162,96.59,31,0.8927834899999999,0.2,-0.046144887804985046,-0.03222034188608328,0.000259251,-0.4160464123512308,0.14384523,0.7323326766490936,0.000655783772496458,0.17268880208333334,1854
620,1269760,40227,97.16,31,0.8924433899999998,0.2,-0.05317848175764084,-0.034519663585039474,0.000259251,-0.3966359038216372,0.10326627,0.8320184499025345,0.0004390736855081438,0.16292317708333334,1857
621,1271808,40287,93.0,31,0.8990029799999999,0.2,-0.06229393929243088,-0.03385254143116375,0.000259251,-0.43314333725720644,0.11232026,0.7432239949703217,0.000705436823106235,0.19319661458333334,1860
622,1273856,40353,90.44,31,0.8952619199999999,0.2,-0.05597146227955818,-0.03472357264642293,0.000259251,-0.43486751429736614,0.123740196,0.7501812130212784,0.0006641541884467491,0.18180338541666666,1863
623,1275904,40412,91.65,31,0.89586988,0.2,-0.08345145732164383,-0.03528790419416813,0.000259251,-0.354561157990247,0.13638929,0.7595880478620529,0.0006291232331629241,0.16373697916666666,1866
