time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/clip_range,train/loss,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/explained_variance,train/value_loss,train/clip_fraction,train/n_updates
250,512000,16609,95.63,30,0.82367069,0.2,-0.05970119312405586,-0.02561743519618176,0.000259251,-0.4263684134930372,0.06187578,0.7052660882472992,0.0006892901022486816,0.16715494791666666,747
251,514048,16675,92.46,30,0.8231382700000001,0.2,-0.019531801342964172,-0.02746014444467922,0.000259251,-0.43958536225060624,0.074945554,0.7221055626869202,0.000571412992637003,0.16927083333333334,750
252,516096,16745,88.99,30,0.8139406699999999,0.2,-0.018190311267971992,-0.02675522438948974,0.000259251,-0.3690878531585137,0.0959024,0.6207868754863739,0.0008068625490219953,0.1806640625,753
253,518144,16809,87.12,30,0.7991820600000001,0.2,-0.08074582368135452,-0.025431187726402033,0.000259251,-0.3959802147001028,0.0784375,0.6368304491043091,0.0007514539299033155,0.1640625,756
254,520192,16884,85.65,30,0.78506754,0.2,-0.05227150022983551,-0.026204270174882065,0.000259251,-0.4130691969767213,0.1017356,0.6990798115730286,0.0006694439615178757,0.16097005208333334,759
255,522240,16958,86.72,30,0.7915380399999999,0.2,-0.04525317624211311,-0.03188536190039789,0.000259251,-0.4270613503952821,0.093932755,0.6981638371944427,0.0006497644420354239,0.18359375,762
256,524288,17022,86.91,30,0.7953206100000001,0.2,-0.04176504537463188,-0.029512937471736223,0.000259251,-0.38715220025430125,0.08755342,0.7377314865589142,0.0005902063120023134,0.17496744791666666,765
257,526336,17082,90.19,30,0.8017335,0.2,-0.03565935418009758,-0.02995888211686785,0.000259251,-0.41112250679483014,0.13102293,0.6313058733940125,0.0008114604567405573,0.18717447916666666,768
258,528384,17148,89.51,30,0.7889970199999999,0.2,-0.055950604379177094,-0.010117098388339704,0.000259251,-0.4626918925593297,0.3094677,0.5135975480079651,0.0008464559581019179,0.23974609375,771
259,530432,17223,87.87,30,0.7820457399999999,0.2,-0.053603604435920715,-0.01820782173308544,0.000259251,-0.35132617224007845,0.10690912,0.4908919334411621,0.0009148667225720905,0.17578125,774
260,532480,17293,87.22,30,0.7743384999999998,0.2,-0.050825003534555435,-0.0219495513883885,0.000259251,-0.34588274514923495,0.11000939,0.6766873598098755,0.0006737319278424062,0.18294270833333334,777
261,534528,17355,86.94,30,0.7968323,0.2,-0.04503323510289192,-0.028754280918898683,0.000259251,-0.34443329212566215,0.09454545,0.6515085697174072,0.0006325019946113267,0.18001302083333334,780
262,536576,17418,87.78,30,0.8233632300000001,0.2,-0.04934633895754814,-0.023029641849764932,0.000259251,-0.3076639021746814,0.08213156,0.7567916214466095,0.0005352389938101018,0.14339192708333334,783
263,538624,17483,86.58,30,0.8235616500000001,0.2,-0.04616773873567581,-0.02494596049655229,0.000259251,-0.3376283484200637,0.10534629,0.4396677613258362,0.0009152301181529765,0.15006510416666666,786
264,540672,17549,85.49,30,0.8227038700000001,0.2,-0.036532655358314514,-0.0253979625122156,0.000259251,-0.30017882989098627,0.08295974,0.5453943014144897,0.0007807817009961582,0.15738932291666666,789
265,542720,17615,86.39,30,0.8267430200000001,0.2,-0.04363996535539627,-0.02078374534418496,0.000259251,-0.32232343684881926,0.09692747,0.6089276075363159,0.0007037389868855826,0.1416015625,792
266,544768,17680,88.58,30,0.8435050699999997,0.2,-0.05263986065983772,-0.033148285690307,0.000259251,-0.36704339024921256,0.106893525,0.6488429009914398,0.0006268349000796055,0.15934244791666666,795
267,546816,17745,91.13,30,0.8479350999999998,0.2,-0.054728150367736816,-0.028336868970654905,0.000259251,-0.38308367878198624,0.07130942,0.7109395563602448,0.0005631161975543364,0.16324869791666666,798
268,548864,17812,92.38,30,0.84556657,0.2,-0.059611182659864426,-0.03163846378447488,0.000259251,-0.43903818540275097,0.09326251,0.7101686894893646,0.0006200402885951917,0.19840494791666666,801
269,550912,17877,95.4,30,0.8663012800000003,0.2,-0.04937407001852989,-0.028505915116208296,0.000259251,-0.3956204258526365,0.08801242,0.6624286472797394,0.000800308015338184,0.16097005208333334,804
270,552960,17937,92.33,30,0.82540228,0.2,-0.06728490442037582,-0.028035751582744222,0.000259251,-0.4330250748122732,0.07393911,0.7023943066596985,0.0005743635004667643,0.17626953125,807
271,555008,18007,91.79,30,0.81924085,0.2,-0.03487960621714592,-0.02770680019360346,0.000259251,-0.43222052852312726,0.09428158,0.5809579491615295,0.0009352751318753386,0.19466145833333334,810
272,557056,18070,89.86,30,0.8087174999999999,0.2,-0.06692278385162354,-0.029621944879181683,0.000259251,-0.40753177522371214,0.10713695,0.5544791519641876,0.0006995864887358039,0.18424479166666666,813
273,559104,18133,91.14,30,0.82028362,0.2,-0.030218835920095444,-0.029420211154501885,0.000259251,-0.37794948865969974,0.09042524,0.7245970070362091,0.0005405654563522452,0.1728515625,816
274,561152,18203,90.77,30,0.8299043599999999,0.2,-0.05225292965769768,-0.027713855932233855,0.000259251,-0.41561869625002146,0.118732855,0.6699744760990143,0.0007852972676118952,0.20947265625,819
275,563200,18266,91.07,30,0.83205678,0.2,-0.03588061407208443,-0.02837286829405154,0.000259251,-0.40060169094552595,0.10136446,0.5876747667789459,0.0007661539487647436,0.16861979166666666,822
276,565248,18332,90.21,30,0.81941323,0.2,-0.015906356275081635,-0.030669322741838794,0.000259251,-0.40799000176290673,0.08348486,0.7347754538059235,0.0005604692760243779,0.17399088541666666,825
277,567296,18395,92.21,30,0.8044650599999998,0.2,-0.05473647639155388,-0.029034432945384953,0.000259251,-0.4221287661542495,0.07112159,0.7988844662904739,0.0004282130591188131,0.16341145833333334,828
278,569344,18461,93.51,30,0.80919359,0.2,-0.07045667618513107,-0.031063466866423067,0.000259251,-0.64590400022765,0.08112397,0.7735373973846436,0.0006434188171624555,0.18798828125,831
279,571392,18529,95.46,30,0.8361122900000002,0.2,-0.062491580843925476,-0.02817913593025878,0.000259251,-0.398116084591796,0.10761487,0.763059988617897,0.0005659810844917956,0.16748046875,834
280,573440,18594,96.74,30,0.8327404299999999,0.2,-0.06984205543994904,-0.03322291042422876,0.000259251,-0.49040944905330736,0.091250576,0.7161844670772552,0.0007113001814407957,0.17317708333333334,837
281,575488,18664,95.41,30,0.8468257200000001,0.2,-0.06413213163614273,-0.028418685687938705,0.000259251,-0.39926478468502563,0.104857944,0.6170436143875122,0.0008381169215378274,0.173828125,840
282,577536,18728,93.12,30,0.8506997999999999,0.2,-0.050566304475069046,-0.029463371029123664,0.000259251,-0.36753135671218234,0.13409202,0.6283110976219177,0.0007292709160537925,0.15625,843
283,579584,18788,93.91,30,0.8320998500000001,0.2,-0.06692836433649063,-0.03214386409187379,0.000259251,-0.45812942491223413,0.14218834,0.6372478008270264,0.0007575260136339542,0.21240234375,846
284,581632,18849,94.57,30,0.83698608,0.2,-0.07269293814897537,-0.030289844105330605,0.000259251,-0.5699504318957528,0.09921116,0.5914044082164764,0.0007317856570807635,0.2548828125,849
285,583680,18920,97.97,30,0.8558409299999999,0.2,-0.06272657215595245,-0.030792512154827516,0.000259251,-0.4950575673331817,0.105935834,0.5829197764396667,0.0007970744776078694,0.24495442708333334,852
286,585728,18999,100.94,30,0.8591077800000001,0.2,-0.05695737153291702,-0.03501998171365509,0.000259251,-0.49953314444671076,0.09436117,0.5980992913246155,0.0007326252146716191,0.21321614583333334,855
287,587776,19068,102.55,30,0.84965922,0.2,-0.04983208701014519,-0.034933981543872505,0.000259251,-0.5244936731954416,0.09889103,0.6511692702770233,0.0006835661655107591,0.21500651041666666,858
288,589824,19133,101.95,30,0.8650655899999998,0.2,-0.04547207057476044,-0.03155830202740617,0.000259251,-0.49278273557623226,0.11571126,0.6875554025173187,0.0006890451234842961,0.20491536458333334,861
289,591872,19192,102.05,30,0.8658735499999998,0.2,-0.049713134765625,-0.03237512688307712,0.000259251,-0.5481582470238209,0.08038066,0.7748231887817383,0.0005066500527088161,0.19189453125,864
290,593920,19267,102.44,30,0.8637917600000001,0.2,-0.06154901906847954,-0.03200593640212901,0.000259251,-0.5113466161613663,0.07760139,0.7096198201179504,0.0006428180749935564,0.19319661458333334,867
291,595968,19346,101.22,30,0.86163974,0.2,-0.059345874935388565,-0.035267688649279684,0.000259251,-0.5244442118952671,0.080300555,0.7485186755657196,0.000580391588149117,0.1953125,870
292,598016,19408,104.05,30,0.86813804,0.2,-0.06754862517118454,-0.03582294566634422,0.000259251,-0.6516173481941223,0.09380807,0.6347144246101379,0.0009573193304580249,0.22672526041666666,873
293,600064,19473,106.15,30,0.86739819,0.2,-0.07287085801362991,-0.032116797510146476,0.000259251,-0.5588606173793474,0.08730507,0.6371729671955109,0.0009191154783062908,0.19807942708333334,876
294,602112,19545,103.48,30,0.8612610500000001,0.2,-0.04879521206021309,-0.02575916201264287,0.000259251,-0.4022135442743699,0.07454954,0.6965052783489227,0.0007933973262576425,0.17154947916666666,879
295,604160,19610,101.34,30,0.8455347799999999,0.2,-0.0410446971654892,-0.027864024760977674,0.000259251,-0.39787588237474364,0.092198506,0.6427964568138123,0.0006955617939941779,0.15836588541666666,882
296,606208,19676,96.84,30,0.84038188,0.2,-0.07040655612945557,-0.03342244902160019,0.000259251,-0.44791315620144206,0.08550894,0.6880320906639099,0.0006408983939157528,0.18343098958333334,885
297,608256,19739,94.58,30,0.8419574300000001,0.2,-0.03922687843441963,-0.023421249177772552,0.000259251,-0.4169284977639715,0.07128525,0.7525726407766342,0.0005661730609366108,0.16031901041666666,888
298,610304,19820,96.08,30,0.8478733499999999,0.2,-0.05371735617518425,-0.029899899741091456,0.000259251,-0.4746134402230382,0.07304173,0.7634638547897339,0.0005677320946233522,0.19645182291666666,891
299,612352,19885,97.08,30,0.8651904,0.2,-0.059070367366075516,-0.03039875385244765,0.000259251,-0.4761150423437357,0.09241594,0.8046107143163681,0.00046581101075086434,0.20166015625,894
300,614400,19946,97.15,30,0.8697830400000001,0.2,-0.05211922898888588,-0.030906323188294966,0.000259251,-0.40281776090463,0.064650126,0.6562187075614929,0.0007613811136858809,0.15234375,897
301,616448,20005,100.34,30,0.87730517,0.2,-0.059487514197826385,-0.03218699025455862,0.000259251,-0.4092613700777292,0.08260207,0.7436846196651459,0.0005878630055728232,0.17545572916666666,900
302,618496,20074,99.46,30,0.8716982,0.2,-0.07517760992050171,-0.03757310233777389,0.000259251,-0.5564188187321027,0.08629704,0.726847916841507,0.0006406143293133937,0.22786458333333334,903
303,620544,20137,101.27,30,0.8710969300000002,0.2,-0.022949600592255592,-0.02887149985569219,0.000259251,-0.44069288702060777,0.081685506,0.6924562156200409,0.0007319801876898661,0.17854817708333334,906
304,622592,20209,99.95,30,0.85106878,0.2,-0.04914548248052597,-0.03544830852964272,0.000259251,-0.5308357511336604,0.101714656,0.6294888257980347,0.000900545638918023,0.21451822916666666,909
305,624640,20276,101.76,30,0.84137625,0.2,-0.059150051325559616,-0.029316435946384445,0.000259251,-0.3623909866437316,0.08636611,0.7363729774951935,0.0006210297021122339,0.16389973958333334,912
306,626688,20341,97.9,30,0.8388668,0.2,-0.04879850521683693,-0.03309014373614142,0.000259251,-0.4671005078901847,0.07740547,0.7423553466796875,0.0006469795901769734,0.18147786458333334,915
307,628736,20401,96.6,30,0.84154652,0.2,-0.03393813222646713,-0.02511547988009018,0.000259251,-0.33905238891020417,0.098574854,0.6804417967796326,0.0006841351269031293,0.15120442708333334,918
308,630784,20467,100.17,30,0.8371298400000002,0.2,-0.07929462194442749,-0.03177345817675814,0.000259251,-0.4923869511112571,0.091995515,0.7391901612281799,0.0006675617996734218,0.17952473958333334,921
309,632832,20534,100.44,30,0.8536851299999999,0.2,-0.059488944709300995,-0.03223596171786388,0.000259251,-0.4859785046428442,0.070502125,0.7302796542644501,0.0006950729387729856,0.17740885416666666,924
310,634880,20605,85.65,30,0.7498415,0.2,-0.042403701692819595,-0.023723840495222248,0.000259251,-0.31067255108306807,0.07173201,0.696758896112442,0.0006795898831721084,0.13932291666666666,927
311,636928,20676,86.2,30,0.7512904299999998,0.2,-0.06522183865308762,-0.014444263933304077,0.000259251,-0.30266457330435514,0.19711415,0.49849653244018555,0.0008545397695343127,0.16357421875,930
312,638976,20735,90.33,30,0.7475818099999999,0.2,-0.058747630566358566,-0.029403020967341337,0.000259251,-0.31042310735210776,0.09851251,0.717536211013794,0.0004891970673573572,0.15657552083333334,933
313,641024,20801,85.62,30,0.7256699800000003,0.2,-0.04383173584938049,-0.037917792215012014,0.000259251,-0.7517567003766695,0.0778912,0.8199051022529602,0.0005008266190695091,0.22395833333333334,936
314,643072,20860,95.95,30,0.7478799400000001,0.2,-0.04550107941031456,-0.023039768838013213,0.000259251,-0.3530278589266042,0.08426368,0.7511464357376099,0.0005876870685218213,0.13313802083333334,939
315,645120,20924,104.83,30,0.8200412100000001,0.2,-0.06505634635686874,-0.0399956657201983,0.000259251,-0.8335077669471502,0.08336645,0.7700420767068863,0.0005699090903969287,0.2501627604166667,942
316,647168,20987,107.5,30,0.8283992699999999,0.2,-0.026422370225191116,-0.02340425839065574,0.000259251,-0.41638712771236897,0.07039185,0.8037445694208145,0.000500384973747714,0.16617838541666666,945
317,649216,21048,101.83,30,0.8346781699999998,0.2,-0.05658335238695145,-0.03339389917285492,0.000259251,-0.49824855849146843,0.07133192,0.770923063158989,0.000622494125157876,0.17708333333333334,948
318,651264,21109,102.82,30,0.8127082,0.2,-0.05090386047959328,-0.03369037824450061,0.000259251,-0.5104592926800251,0.13903284,0.5372594892978668,0.0008657315802338417,0.22314453125,951
319,653312,21172,92.3,30,0.7851720999999999,0.2,-0.049419451504945755,-0.028484003278814878,0.000259251,-0.5453060722599427,0.14333689,0.5628291666507721,0.0009865200372587424,0.24772135416666666,954
320,655360,21236,90.2,30,0.7890810400000001,0.2,-0.061097029596567154,-0.02701014682922202,0.000259251,-0.39108427210400504,0.11700301,0.5638254880905151,0.0008936383173931972,0.17805989583333334,957
321,657408,21298,89.36,30,0.78897666,0.2,-0.052896928042173386,-0.030456402824105073,0.000259251,-0.36431478150188923,0.1120608,0.6366292238235474,0.000743039062247893,0.16552734375,960
322,659456,21355,93.75,30,0.7975261400000001,0.2,-0.05559194087982178,-0.03401044670802852,0.000259251,-0.4525470637405912,0.10898983,0.6161765158176422,0.0007049147998259286,0.216796875,963
323,661504,21425,97.65,30,0.8571396999999998,0.2,-0.04484938085079193,-0.036909724469296634,0.000259251,-0.6320485835894942,0.12327479,0.6664827167987823,0.0008103224569519322,0.23909505208333334,966
324,663552,21489,99.83,30,0.87448256,0.2,-0.04646427556872368,-0.029682411511506263,0.000259251,-0.4309964256050686,0.096451275,0.6523270905017853,0.0007557573611241727,0.171875,969
325,665600,21549,99.94,30,0.8679391000000001,0.2,-0.04406212642788887,-0.024876718370554347,0.000259251,-0.3504896101852258,0.11772321,0.7633448243141174,0.0005062794430159556,0.15592447916666666,972
326,667648,21605,98.67,30,0.8417854699999999,0.2,-0.03901362046599388,-0.022091582281670224,0.000259251,-0.3478150274604559,0.09651585,0.7439627647399902,0.0005909467082953294,0.1572265625,975
327,669696,21676,96.69,30,0.8293180400000001,0.2,-0.06012794375419617,-0.02436360897263512,0.000259251,-0.5114497154330214,0.14681217,0.6533117294311523,0.0008191879145063771,0.18668619791666666,978
328,671744,21738,102.03,30,0.8159307499999998,0.2,-0.07066605240106583,-0.03276727600799253,0.000259251,-0.7623081499089798,0.109297335,0.5769437849521637,0.000973953465897163,0.24072265625,981
329,673792,21801,104.02,30,0.8200813999999998,0.2,-0.04976562038064003,-0.03221013813163154,0.000259251,-0.5591013270119826,0.11491188,0.7217642068862915,0.00063720851267135,0.22721354166666666,984
330,675840,21862,104.05,30,0.8114676000000002,0.2,-0.05544159561395645,-0.021560134657192975,0.000259251,-0.4749434534460306,0.09392707,0.7107031643390656,0.0006078254600652144,0.1787109375,987
331,677888,21925,102.57,30,0.8174996800000001,0.2,-0.0500551238656044,-0.026163475529756397,0.000259251,-0.43725805667539436,0.16461973,0.650267481803894,0.0007908108670259631,0.1884765625,990
332,679936,21992,96.72,30,0.833209,0.2,-0.0668521597981453,-0.02710957366313475,0.000259251,-0.41119561437517405,0.108513564,0.664224773645401,0.0008075018298162225,0.17838541666666666,993
333,681984,22058,95.88,30,0.8425974999999998,0.2,-0.06305405497550964,-0.03153112292056903,0.000259251,-0.45757825300097466,0.32303765,0.7526597380638123,0.0005817567060451742,0.19368489583333334,996
334,684032,22120,93.61,30,0.8377640700000001,0.2,-0.06756486743688583,-0.03057106854976155,0.000259251,-0.3768305474271377,0.108816735,0.7410767674446106,0.0006166477952926167,0.1796875,999
335,686080,22196,95.34,30,0.8598847600000002,0.2,-0.05419309064745903,-0.027134120541935165,0.000259251,-0.37109982206796605,0.10476971,0.5725100338459015,0.0008642233779028174,0.15869140625,1002
336,688128,22261,94.05,30,0.8451880799999999,0.2,-0.07150652259588242,-0.034651763193930187,0.000259251,-0.39079761660347384,0.1339512,0.6352059245109558,0.0008054054845464028,0.20100911458333334,1005
337,690176,22332,97.28,30,0.84306859,0.2,-0.06283356994390488,-0.02192817416895802,0.000259251,-0.4103895722267528,0.2188009,0.4965493083000183,0.0009518438716137704,0.22379557291666666,1008
338,692224,22398,98.46,30,0.8571124299999999,0.2,-0.07460426539182663,-0.02930590871255845,0.000259251,-0.5780050304407874,0.10814632,0.6844494938850403,0.0007466422466677614,0.23860677083333334,1011
339,694272,22464,98.3,30,0.83674633,0.2,-0.037402279675006866,-0.03295805215020664,0.000259251,-0.4654432690391938,0.11769151,0.5463839769363403,0.0008638541100178069,0.19384765625,1014
340,696320,22533,99.98,30,0.8368725600000002,0.2,-0.05737406387925148,-0.02784625398150335,0.000259251,-0.42431978198389214,0.11335859,0.6243912875652313,0.0007046331096110711,0.19905598958333334,1017
341,698368,22596,102.35,30,0.8476000900000001,0.2,-0.054532311856746674,-0.031461389580120645,0.000259251,-0.47856178879737854,0.13034874,0.7105667889118195,0.0006297524508530236,0.20670572916666666,1020
342,700416,22659,98.26,30,0.82799274,0.2,-0.04010530933737755,-0.02997429314806747,0.000259251,-0.4704275568947196,0.12279822,0.660284548997879,0.0007439493025837388,0.21614583333333334,1023
343,702464,22722,98.75,30,0.8109786700000001,0.2,-0.06615617126226425,-0.029184340285913397,0.000259251,-0.4399212797482808,0.118493095,0.6740054786205292,0.0008265104879683349,0.18766276041666666,1026
344,704512,22789,99.35,30,0.83576828,0.2,-0.031101413071155548,-0.030442780815064907,0.000259251,-0.4918074967960517,0.11712004,0.6670737266540527,0.0007903419709691661,0.20296223958333334,1029
345,706560,22853,101.19,30,0.83884655,0.2,-0.06571310013532639,-0.033342719330297164,0.000259251,-0.4721950115635991,0.14019987,0.6648809015750885,0.0008157744975202755,0.21354166666666666,1032
346,708608,22920,100.96,30,0.84962267,0.2,-0.05666240677237511,-0.02980668800106893,0.000259251,-0.49070507877816755,0.1273013,0.6786705255508423,0.0007998484804071874,0.21337890625,1035
347,710656,22982,103.15,30,0.8676787499999999,0.2,-0.06009795516729355,-0.03116318435058929,0.000259251,-0.3978188739468654,0.1112176,0.7299769520759583,0.0005861867064898737,0.18017578125,1038
348,712704,23052,102.41,30,0.8642861900000001,0.2,-0.05474245548248291,-0.033099416779199,0.000259251,-0.4662925787270069,0.17466399,0.6769515573978424,0.0007841420392651344,0.21402994791666666,1041
349,714752,23109,101.73,30,0.85299073,0.2,-0.04856543242931366,-0.027245172115120415,0.000259251,-0.4678995261589686,0.1448735,0.7625790536403656,0.0004897806966255303,0.20751953125,1044
350,716800,23173,102.99,30,0.8485657999999998,0.2,-0.06891428679227829,-0.03392710042923378,0.000259251,-0.4984138570725918,0.10979822,0.7380264699459076,0.0006590935346745633,0.21988932291666666,1047
351,718848,23244,101.73,30,0.8435485100000001,0.2,-0.07601504772901535,-0.03745154089604815,0.000259251,-0.5856961986670891,0.10782859,0.7326076328754425,0.0006744376523784013,0.22151692708333334,1050
352,720896,23306,103.09,30,0.84092442,0.2,-0.034798406064510345,-0.02823275254922919,0.000259251,-0.3459022594615817,0.13655373,0.6846849322319031,0.000686762048038266,0.18098958333333334,1053
353,722944,23378,103.42,30,0.8430699000000001,0.2,-0.07467919588088989,-0.03964437809190713,0.000259251,-0.5611540479585528,0.12413649,0.7763887792825699,0.00046136943410601816,0.21175130208333334,1056
354,724992,23454,99.47,30,0.8450126400000001,0.2,-0.0668674036860466,-0.032947261623727776,0.000259251,-0.45386250286052626,0.09191926,0.8261405676603317,0.0004471983835780217,0.17822265625,1059
355,727040,23515,98.11,30,0.84305116,0.2,-0.061228010803461075,-0.03301978612338038,0.000259251,-0.41401819000020623,0.1220535,0.6796172857284546,0.0007601366830082649,0.19140625,1062
356,729088,23578,91.72,30,0.7877868500000001,0.2,-0.060328252613544464,-0.027085905700611573,0.000259251,-0.34303766457984847,0.16928308,0.7303758561611176,0.0005858147990996562,0.17561848958333334,1065
357,731136,23642,90.73,30,0.79134197,0.2,0.028104832395911217,-0.02035589999286458,0.000259251,-0.3565704695259531,0.19565436,0.6205903887748718,0.0007492597308858725,0.19889322916666666,1068
358,733184,23706,91.4,30,0.7954014199999999,0.2,-0.02838842011988163,-0.024815728014800698,0.000259251,-0.4248767785417537,0.12023862,0.6379651427268982,0.000796131035410023,0.17496744791666666,1071
359,735232,23770,91.9,30,0.79623943,0.2,-0.060664352029561996,-0.02558553181976701,0.000259251,-0.38288993140061695,0.09218961,0.6421894133090973,0.0008013088546855821,0.1669921875,1074
360,737280,23832,91.52,30,0.8178987200000001,0.2,-0.06607965379953384,-0.027941621335533757,0.000259251,-0.341984445694834,0.13347352,0.6929409205913544,0.0006485825809553111,0.16975911458333334,1077
361,739328,23892,92.92,30,0.8530960800000001,0.2,-0.06811206042766571,-0.030454169706596684,0.000259251,-0.34204242456083495,0.09700851,0.7194729149341583,0.0005691051727202042,0.15348307291666666,1080
362,741376,23965,91.24,30,0.8508786599999999,0.2,-0.06361246109008789,-0.02457326576889803,0.000259251,-0.37325697982062894,0.118167214,0.6201966404914856,0.000836797259580635,0.162109375,1083
363,743424,24028,89.45,30,0.8527369800000002,0.2,-0.04699921980500221,-0.028917006575890507,0.000259251,-0.34212482487782836,0.11319212,0.6695139706134796,0.0006736536820426409,0.16422526041666666,1086
364,745472,24092,88.23,30,0.8382752799999998,0.2,-0.06577935814857483,-0.023277963880294312,0.000259251,-0.28353900493433076,0.09141219,0.6225277483463287,0.0007095796372595942,0.13444010416666666,1089
365,747520,24161,89.06,30,0.8566012700000001,0.2,-0.03923685476183891,-0.02166104136267677,0.000259251,-0.2925248839892447,0.14564714,0.6810581684112549,0.0006326658816154426,0.1484375,1092
366,749568,24224,92.39,30,0.86259531,0.2,-0.05204678699374199,-0.02390136073033015,0.000259251,-0.315272100114574,0.11308046,0.5940065681934357,0.0007342986685519767,0.15201822916666666,1095
367,751616,24288,92.89,30,0.85068439,0.2,-0.04686225950717926,-0.034606172353960574,0.000259251,-0.5120311994105577,0.105886534,0.6733098924160004,0.0006096695139300815,0.20735677083333334,1098
368,753664,24362,93.53,30,0.85567173,0.2,-0.02853998914361,-0.021116969854726147,0.000259251,-0.33468588643396896,0.12777886,0.80063296854496,0.0004416943650843071,0.16829427083333334,1101
369,755712,24425,88.96,30,0.7825731900000001,0.2,-0.046621620655059814,-0.020784394117072225,0.000259251,-0.3084344966337085,0.106778465,0.7343299090862274,0.0005862524324887394,0.12760416666666666,1104
370,757760,24489,84.75,30,0.77274943,0.2,-0.05864205211400986,-0.021036271180491894,0.000259251,-0.4075522441416979,0.25533253,0.4040815234184265,0.0009859224422446762,0.23763020833333334,1107
371,759808,24555,85.34,30,0.77674177,0.2,-0.03999222069978714,-0.02307712457453211,0.000259251,-0.3424466915118198,0.13161701,0.599402129650116,0.0007864696708566044,0.16438802083333334,1110
372,761856,24615,86.53,30,0.7943585300000001,0.2,-0.05954006314277649,-0.025869561010040343,0.000259251,-0.38867811237772304,0.11519478,0.762835368514061,0.0005704685409000376,0.15559895833333334,1113
373,763904,24681,87.91,30,0.8263687200000001,0.2,-0.035801444202661514,-0.02822688531402188,0.000259251,-0.2879218201463421,0.09847501,0.7155779898166656,0.0005760408669933289,0.14420572916666666,1116
374,765952,24744,93.93,30,0.88378132,0.2,-0.053539104759693146,-0.025939352199202403,0.000259251,-0.2988854378151397,0.10548041,0.7985288053750992,0.00044761626228743506,0.1376953125,1119
375,768000,24808,95.94,30,0.89865949,0.2,-0.07826642692089081,-0.0357297967808942,0.000259251,-0.44703806036462385,0.1066775,0.8314622640609741,0.000370503752416577,0.18538411458333334,1122
376,770048,24873,100.14,30,0.9049652900000001,0.2,-0.0689140185713768,-0.0316627785214223,0.000259251,-0.4481525542214513,0.10931945,0.6985141038894653,0.0006336141077554203,0.17887369791666666,1125
377,772096,24938,98.69,30,0.8649202100000001,0.2,-0.046833693981170654,-0.03453579679868805,0.000259251,-0.5768313445150852,0.107538104,0.6313218474388123,0.0009263664305763086,0.2041015625,1128
378,774144,25014,96.4,30,0.8288151200000001,0.2,-0.031418576836586,-0.02675249132638176,0.000259251,-0.4135262677446008,0.12924445,0.6761588752269745,0.000741724737357193,0.19759114583333334,1131
379,776192,25075,94.24,30,0.8262201100000002,0.2,-0.05030481889843941,-0.02262887773880114,0.000259251,-0.39010654017329216,0.100246325,0.6515378057956696,0.0007431828454779558,0.17838541666666666,1134
380,778240,25134,95.25,30,0.8116823700000001,0.2,-0.06567499786615372,-0.030839562687712412,0.000259251,-0.40812427550554276,0.11046503,0.5231324136257172,0.0009824373185741326,0.19986979166666666,1137
381,780288,25199,94.5,30,0.8122035899999999,0.2,-0.07824832201004028,-0.03897845291066915,0.000259251,-0.5408842793355385,0.13288023,0.5591146349906921,0.0009171867780726947,0.23567708333333334,1140
382,782336,25266,96.93,30,0.8285483900000001,0.2,-0.0496247261762619,-0.03745902164761598,0.000259251,-0.5816469779238105,0.12442084,0.5754439532756805,0.0008617536410990093,0.22574869791666666,1143
383,784384,25339,98.55,30,0.83860426,0.2,-0.051372312009334564,-0.030024188172925886,0.000259251,-0.45421360588322085,0.104794875,0.6125495433807373,0.0008370704417757224,0.19807942708333334,1146
384,786432,25408,99.48,30,0.8352635400000001,0.2,-0.04016793891787529,-0.03184860402446551,0.000259251,-0.4202988240867853,0.12374978,0.6975623071193695,0.000659438918773958,0.18701171875,1149
385,788480,25473,97.84,30,0.84650727,0.2,-0.05267345905303955,-0.036793745695225276,0.000259251,-0.5135705020899574,0.10728111,0.7159426212310791,0.0007152317890965302,0.21110026041666666,1152
386,790528,25532,94.5,30,0.84515842,0.2,-0.0331060029566288,-0.030608896689955145,0.000259251,-0.3844391504923503,0.12986247,0.6053191423416138,0.0008014580013574838,0.171875,1155
387,792576,25600,94.98,30,0.85527143,0.2,-0.0592384897172451,-0.027785506138267618,0.000259251,-0.3811228796839714,0.10701354,0.7303946614265442,0.000599806352208058,0.16910807291666666,1158
388,794624,25668,94.35,30,0.85298859,0.2,-0.05823899433016777,-0.028699400669817503,0.000259251,-0.4296047470221917,0.111362696,0.748442679643631,0.0005669464687040696,0.19742838541666666,1161
389,796672,25731,94.28,30,0.85202346,0.2,-0.05731010064482689,-0.030634630073715623,0.000259251,-0.43120180536061525,0.09924096,0.7435350716114044,0.0006199061596513881,0.19075520833333334,1164
390,798720,25795,94.21,30,0.84773465,0.2,-0.047516513615846634,-0.030013232045651723,0.000259251,-0.3856792564814289,0.12976065,0.6215031743049622,0.0008894836152345912,0.19254557291666666,1167
391,800768,25863,94.11,30,0.8489217900000001,0.2,-0.03849520534276962,-0.025073592725675553,0.000259251,-0.40654124940435094,0.111998156,0.7212773263454437,0.0006160764029724911,0.18408203125,1170
