rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/value_loss,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/explained_variance,train/loss,train/learning_rate
0.16021248,1276,30,19,38912,33.06,-1.2529674892624219,0.0009727613223731169,54,-0.017876774014439434,0.016221885,0.2,0.19270833333333334,0.0319022536277771,-0.030092136934399605,0.000259251
0.16959083,1346,30,20,40960,33.49,-1.2067347081998985,0.0015723995875305263,57,-0.016320214461302385,0.012908691,0.2,0.14599609375,-0.02819812297821045,-0.05978631600737572,0.000259251
0.18561862,1418,30,21,43008,35.22,-1.0960360976556938,0.0016052824685175437,60,-0.01761743627139367,0.018502668,0.2,0.2177734375,-0.12548696994781494,-0.0549367256462574,0.000259251
0.18137309999999998,1491,30,22,45056,32.47,-1.0943524582932393,0.0013291153536556521,63,-0.018332366792795558,0.022849867,0.2,0.2216796875,-0.011155247688293457,-0.02041160687804222,0.000259251
0.17797884,1558,30,23,47104,30.57,-1.034952721868952,0.0010936070138996001,66,-0.014090383473861342,0.014947032,0.2,0.17626953125,0.09972608089447021,-0.05915580317378044,0.000259251
0.18598568000000001,1624,30,24,49152,30.31,-0.9364456497132778,0.001324960222215547,69,-0.006651090627807814,0.016700896,0.2,0.21419270833333334,-0.07286155223846436,0.01547815091907978,0.000259251
0.19924566,1691,30,25,51200,30.51,-0.8529405904312929,0.001497152894444298,72,-0.006285121247249966,0.01916869,0.2,0.20979817708333334,-0.15949535369873047,-0.04422813653945923,0.000259251
0.20157974000000006,1758,30,26,53248,30.36,-0.7398669937004646,0.0015748215913239012,75,-0.010592490560763205,0.019257419,0.2,0.16324869791666666,-0.033109307289123535,-0.017605947330594063,0.000259251
0.21743304,1833,30,27,55296,32.75,-0.7389768678694963,0.001337551341445457,78,-0.012175564673574021,0.017134443,0.2,0.14778645833333334,-0.07935678958892822,-0.03342600166797638,0.000259251
0.23083778,1907,30,28,57344,34.76,-0.7327059699843327,0.0013040988372570912,81,-0.011244808081149435,0.020211024,0.2,0.16438802083333334,0.05187046527862549,-0.01932150311768055,0.000259251
0.2238754,1973,30,29,59392,33.13,-0.6806823648512363,0.0014332374885270838,84,-0.017492821939716425,0.025539607,0.2,0.15869140625,0.13235890865325928,-0.04862967133522034,0.000259251
0.19663781000000002,2048,29,30,61440,30.85,-0.6643755702922741,0.0014271047972821786,87,-0.010310595845415568,0.023687426,0.2,0.19303385416666666,0.06796550750732422,-0.026830153539776802,0.000259251
0.20787286000000002,2121,29,31,63488,33.38,-0.6021050487955412,0.0014899558688436325,90,-0.010699114762246609,0.028016295,0.2,0.18489583333333334,-0.01776742935180664,-0.04414793476462364,0.000259251
0.22467256000000005,2192,29,32,65536,35.48,-0.5947281308472157,0.00172158369726579,93,-0.005695075175026432,0.036568742,0.2,0.2060546875,0.021856963634490967,-0.019354915246367455,0.000259251
0.24342764999999997,2271,29,33,67584,35.8,-0.6056985001390179,0.0012161331360402983,96,-0.009431624988792464,0.023017958,0.2,0.1767578125,0.07876795530319214,-0.019384266808629036,0.000259251
0.19645529,2338,29,34,69632,29.85,-0.561659817583859,0.0014234060084466667,99,-0.011764326239548003,0.040999696,0.2,0.19759114583333334,-0.16142547130584717,-0.034656111150979996,0.000259251
0.16368486000000002,2408,29,35,71680,26.79,-0.4576477635030945,0.0008436268326477148,102,-0.011146158600846926,0.020862013,0.2,0.17740885416666666,0.4619463086128235,-0.02231462113559246,0.000259251
0.15484369000000003,2484,29,36,73728,24.96,-0.5907117389142513,0.0012195792642160086,105,-0.01203108750632964,0.020615466,0.2,0.17513020833333334,0.09668022394180298,-0.040630947798490524,0.000259251
0.15599995000000003,2556,29,37,75776,24.69,-0.5510781174525619,0.0010013932421012821,108,-0.009224125678883865,0.019910216,0.2,0.16422526041666666,0.22972673177719116,-0.03949383273720741,0.000259251
0.15811887,2629,29,38,77824,25.4,-0.5590443890541792,0.0008902160834622919,111,-0.011308680404908955,0.022459175,0.2,0.16194661458333334,0.37076878547668457,-0.02237856201827526,0.000259251
0.18062733999999994,2705,29,39,79872,27.21,-0.5771971891323725,0.0012903832024070045,114,-0.009994619234930724,0.034267746,0.2,0.16927083333333334,0.3030756115913391,0.0027482211589813232,0.000259251
0.19969256999999999,2779,29,40,81920,29.78,-0.48599912008891505,0.0011567231704248115,117,-0.007429669126092146,0.025226388,0.2,0.17561848958333334,0.2031724452972412,-0.02614809200167656,0.000259251
0.18084517000000006,2848,29,41,83968,26.59,-0.547903391222159,0.0009561919268890051,120,-0.008673190081026405,0.02725622,0.2,0.17041015625,0.24329429864883423,-0.029067132622003555,0.000259251
0.16338930999999998,2917,29,42,86016,25.33,-0.5555874255175391,0.0010884295913153135,123,-0.0125275662188263,0.028581388,0.2,0.18343098958333334,0.33302122354507446,0.002834577579051256,0.000259251
0.15364777,2992,29,43,88064,24.85,-0.47913061330715817,0.0009283561039410415,126,-0.008750858706965422,0.027564863,0.2,0.16341145833333334,0.2855335474014282,-0.010853946208953857,0.000259251
0.16247155000000002,3067,29,44,90112,24.86,-0.3730147536844015,0.0007282074927085583,129,-0.011774509320578849,0.032861296,0.2,0.20068359375,0.4535018801689148,-0.02113117277622223,0.000259251
0.15919104,3139,29,45,92160,25.61,-0.46327422217776376,0.0009159482139390699,132,-0.014323907593886057,0.020370148,0.2,0.150390625,0.5167432427406311,-0.036751002073287964,0.000259251
0.16179651,3209,29,46,94208,25.16,-0.5990991719687978,0.000980824230282451,135,-0.011159088195806058,0.030859858,0.2,0.18196614583333334,0.3325797915458679,-0.0428495928645134,0.000259251
0.15186752,3282,29,47,96256,24.4,-0.5685305716469884,0.0008004933406482451,138,-0.01508474035654217,0.025863029,0.2,0.15625,0.36130261421203613,-0.022758949548006058,0.000259251
0.15844462,3357,29,48,98304,25.19,-0.5173470952237645,0.0006701069751215982,141,-0.00986209993910355,0.020512912,0.2,0.16650390625,0.5645553171634674,-0.046616412699222565,0.000259251
0.15595047999999997,3427,29,49,100352,24.56,-0.5249664084985852,0.0007321076139608825,144,-0.009028321937269842,0.028931983,0.2,0.19156901041666666,0.4460005760192871,-0.021696358919143677,0.000259251
0.15131104999999997,3498,29,50,102400,23.52,-0.41516558018823463,0.0007811743920077182,147,-0.01148917298996821,0.017534992,0.2,0.13102213541666666,0.5093924403190613,-0.012194770388305187,0.000259251
0.1332213,3569,29,51,104448,22.14,-0.4694981441522638,0.00048286920855389326,150,-0.007096493325661868,0.036745995,0.2,0.1708984375,0.5966053009033203,-0.022029532119631767,0.000259251
0.14027852000000002,3642,29,52,106496,22.28,-0.5432567593331138,0.0004979959088207883,153,-0.010208806352845082,0.017310642,0.2,0.16227213541666666,0.6839540600776672,-0.0025915319565683603,0.000259251
0.15127321999999999,3717,29,53,108544,23.8,-0.46994141178826493,0.0004230632897209337,156,-0.010779071822374439,0.020356417,0.2,0.13053385416666666,0.6941721141338348,0.030255386605858803,0.000259251
0.14968159999999997,3795,29,54,110592,23.61,-0.4697439648831884,0.0005815591277193258,159,-0.01205179041911227,0.02406589,0.2,0.16243489583333334,0.4142649173736572,-0.025021299719810486,0.000259251
0.13988561,3880,29,55,112640,21.69,-0.4652329372862975,0.0005576104804276838,162,-0.010693586014288789,0.02654956,0.2,0.14973958333333334,0.6108868420124054,-0.02641543559730053,0.000259251
0.15375749000000002,3956,28,56,114688,22.77,-0.43278636907537776,0.000425774008059913,165,-0.005242768878815696,0.024074748,0.2,0.13134765625,0.6513716280460358,0.003030317137017846,0.000259251
0.15093058,4028,28,57,116736,22.73,-0.3566958725762864,0.0004327781506011282,168,-0.0032976802710133293,0.021007959,0.2,0.10563151041666667,0.6330283880233765,-0.02203478291630745,0.000259251
0.14800597000000001,4106,28,58,118784,23.31,-0.42592666142930585,0.00046325939138114336,171,-0.008931351292024678,0.02025555,0.2,0.12093098958333333,0.666665643453598,-0.009545324370265007,0.000259251
0.15577301,4178,28,59,120832,23.53,-0.45532292562226456,0.00037936555024013313,174,-0.015268152880404765,0.024162294,0.2,0.154296875,0.7216431498527527,-0.03002728521823883,0.000259251
0.21092469000000003,4252,28,60,122880,31.27,-0.42142239523430663,0.00036655367299924063,177,-0.0105533012538217,0.031629004,0.2,0.14729817708333334,0.6728519797325134,-0.02130335010588169,0.000259251
0.24513316999999998,4320,28,61,124928,37.04,-0.7023977994297942,0.0010331492637002764,180,-0.017651709145866334,0.025771283,0.2,0.18440755208333334,0.1287623643875122,-0.05366887152194977,0.000259251
0.25178145999999996,4381,28,62,126976,38.75,-0.6905852053314447,0.0008686108470404482,183,-0.017010685376590118,0.030552637,0.2,0.17496744791666666,0.3388981819152832,-0.03432077541947365,0.000259251
0.26446455,4450,28,63,129024,39.08,-0.6224309261888266,0.0008988290840837484,186,-0.013755090554089596,0.02381006,0.2,0.18017578125,0.2575961947441101,-0.035183798521757126,0.000259251
0.29124624,4525,28,64,131072,41.72,-0.601509191095829,0.0010407998537023861,189,-0.015875974864078064,0.034167737,0.2,0.18294270833333334,0.3011058568954468,-0.016756471246480942,0.000259251
0.29726582999999995,4598,28,65,133120,41.98,-0.5377898005147775,0.0008555030747932809,192,-0.009936511089714864,0.030979995,0.2,0.19222005208333334,0.3846093416213989,-0.02319183573126793,0.000259251
0.30409870000000006,4690,28,66,135168,43.56,-0.5715443789958954,0.0008997439066054843,195,-0.011287384763515243,0.025926255,0.2,0.16341145833333334,0.43398410081863403,-0.03179742395877838,0.000259251
0.30570274999999997,4764,28,67,137216,44.41,-0.585149148479104,0.0009313893982228668,198,-0.019208854394188773,0.023176096,0.2,0.16129557291666666,0.3667648434638977,-0.009145215153694153,0.000259251
0.30195813,4852,28,68,139264,44.34,-0.5682558373858532,0.0010381551777148463,201,-0.016113050873779382,0.028459195,0.2,0.17578125,0.41734063625335693,-0.0064170327968895435,0.000259251
0.30431129999999995,4922,28,69,141312,42.78,-0.5282189259305596,0.0007854760942791472,204,-0.015745104727102444,0.025964785,0.2,0.16552734375,0.4655300974845886,-0.01860279217362404,0.000259251
0.31815786,4990,28,70,143360,43.54,-0.5212739317988356,0.0008779440689371162,207,-0.01463687006616965,0.023686973,0.2,0.15234375,0.4162949323654175,-0.03360118344426155,0.000259251
0.3511922700000001,5060,28,71,145408,47.07,-0.5231215168411533,0.0008996370070235571,210,-0.005144058377481997,0.026798641,0.2,0.17985026041666666,0.3890630006790161,-0.017241207882761955,0.000259251
0.3566011699999999,5130,28,72,147456,47.28,-0.4980716559415062,0.0009201842973804256,213,-0.01869417994748801,0.03301069,0.2,0.1630859375,0.3748972415924072,-0.02736288122832775,0.000259251
0.36004138999999996,5199,28,73,149504,47.94,-0.5011830193301042,0.0008151052825269289,216,-0.017662565786546718,0.030912725,0.2,0.1708984375,0.4688546061515808,-0.041334714740514755,0.000259251
0.34840142,5270,28,74,151552,45.83,-0.4449419841791193,0.0009376709482846005,219,-0.015598596131894737,0.034657747,0.2,0.15120442708333334,0.4101243019104004,-0.04272640496492386,0.000259251
0.32928626,5345,28,75,153600,44.11,-0.45006768840054673,0.0007740152653544404,222,-0.012511443472855413,0.03205438,0.2,0.15315755208333334,0.5138828456401825,-0.035390373319387436,0.000259251
0.33586653,5425,28,76,155648,45.05,-0.475117408670485,0.0008110004218906397,225,-0.01891285176194894,0.024244118,0.2,0.15234375,0.5411345362663269,-0.020027991384267807,0.000259251
0.35825434,5493,28,77,157696,45.9,-0.4431509456286828,0.000851344691303287,228,-0.017115066982417677,0.03959071,0.2,0.17252604166666666,0.5996859967708588,-0.03608378395438194,0.000259251
0.37079976000000003,5566,28,78,159744,47.89,-0.3579294310572247,0.0008303471340695978,231,-0.013975656921199212,0.046075903,0.2,0.14111328125,0.5932875275611877,-0.0026122815907001495,0.000259251
0.39519172999999996,5640,28,79,161792,50.6,-0.4054658754418294,0.0008147169861937679,234,-0.01665939745726064,0.03948947,0.2,0.16373697916666666,0.5683998167514801,-0.03118620626628399,0.000259251
0.4192853899999999,5710,28,80,163840,50.94,-0.4164557947466771,0.0010447976674186066,237,-0.013120627030730247,0.031151513,0.2,0.15299479166666666,0.44069111347198486,-0.042219825088977814,0.000259251
0.42516734,5774,28,81,165888,49.8,-0.34265947885190445,0.0007064516339596594,240,-0.016215013660257682,0.03769362,0.2,0.12548828125,0.6103697419166565,-0.04641356319189072,0.000259251
0.41282412999999996,5844,28,82,167936,48.86,-0.3409517779946327,0.0007456230268871877,243,-0.010614083226149281,0.03388501,0.2,0.12939453125,0.6710430681705475,-0.034327175468206406,0.000259251
0.4209275999999999,5913,28,83,169984,50.57,-0.3635515078591804,0.0008832634612190304,246,-0.012990566863057515,0.041174617,0.2,0.13623046875,0.5725259780883789,-0.03558008372783661,0.000259251
0.45144125,5973,28,84,172032,60.89,-0.4464347868536909,0.0010329898359486833,249,-0.016120935809643317,0.034643758,0.2,0.15380859375,0.5446915030479431,-0.049436405301094055,0.000259251
0.44050036,6048,28,85,174080,61.6,-0.6409378436704477,0.0008860277115066614,252,-0.022653018570660304,0.048671514,0.2,0.21044921875,0.5118642747402191,-0.02604459784924984,0.000259251
0.44291132999999994,6117,28,86,176128,63.79,-0.4137042099609971,0.0009373866214446025,255,-0.020376063359435648,0.035614133,0.2,0.15397135416666666,0.5052243769168854,0.00454593263566494,0.000259251
0.43707069,6179,28,87,178176,55.85,-0.4586651207258304,0.0008806497683811662,258,-0.01953114458107545,0.03844729,0.2,0.16243489583333334,0.5468067824840546,-0.015059325844049454,0.000259251
0.47843583,6248,28,88,180224,59.61,-0.3670267664516966,0.0009579437758778416,261,-0.014630591860623099,0.03129009,0.2,0.1376953125,0.5503942370414734,-0.03555907681584358,0.000259251
0.47115963000000005,6328,28,89,182272,56.32,-0.37325999497746426,0.0009619363493887553,264,-0.01397084905571925,0.05934827,0.2,0.13981119791666666,0.5038160979747772,-0.02140476554632187,0.000259251
0.4424303599999999,6394,28,90,184320,53.13,-0.3147964443390568,0.00076895217080164,267,-0.014177170659725865,0.034824617,0.2,0.1259765625,0.6584647297859192,0.0010379212908446789,0.000259251
0.44585422999999996,6464,28,91,186368,53.85,-0.3626292409996192,0.000814784109328078,270,-0.014394387874441842,0.03481551,0.2,0.13541666666666666,0.5272868871688843,-0.019078698009252548,0.000259251
0.43803914,6532,28,92,188416,55.14,-0.38034662837162614,0.0008527747631887905,273,-0.014717084433262547,0.04328493,0.2,0.14583333333333334,0.5681382715702057,-0.02304859273135662,0.000259251
0.47436279000000003,6600,28,93,190464,59.64,-0.4142854856327176,0.001011749750735665,276,-0.01765083604065391,0.04873814,0.2,0.17057291666666666,0.46810388565063477,-0.0413130559027195,0.000259251
0.47085438999999996,6667,28,94,192512,58.65,-0.4120496545607845,0.00103891907868577,279,-0.012695140903815627,0.033826057,0.2,0.13525390625,0.4308313727378845,-0.04657568782567978,0.000259251
0.4237840500000001,6729,28,95,194560,55.49,-0.3834798789272706,0.001028423554089386,282,-0.012898809984714413,0.047385827,0.2,0.16373697916666666,0.3407272696495056,-0.042287155985832214,0.000259251
0.37254500000000007,6792,28,96,196608,49.34,-0.4531126522148649,0.0008726248361199396,285,-0.013557202347631877,0.05278721,0.2,0.17805989583333334,0.4565580487251282,-0.030184868723154068,0.000259251
0.3631312199999999,6862,28,97,198656,53.13,-0.4197227062347035,0.0009872921988668775,288,-0.016986536221035447,0.047117535,0.2,0.17659505208333334,0.553926020860672,-0.07244737446308136,0.000259251
0.38195531000000005,6941,28,98,200704,54.37,-0.4454151711737116,0.000836052188181687,291,-0.01895511453039944,0.05817093,0.2,0.20003255208333334,0.6436839401721954,-0.0266534723341465,0.000259251
0.19699016999999994,7007,28,99,202752,31.78,-0.3786294336120288,0.0007345554164809679,294,-0.01828185169142671,0.1804572,0.2,0.17464192708333334,0.5772287249565125,-0.0462600439786911,0.000259251
0.14494284999999998,7078,28,100,204800,22.87,-0.3686396121047437,0.0004694079907494597,297,-0.005533128118258901,0.07069277,0.2,0.18929036458333334,0.5530104637145996,-0.028472479432821274,0.000259251
0.15160368000000002,7149,28,101,206848,23.37,-0.4378154094641407,0.00039513430131895194,300,-0.0072541169841618585,0.05816342,0.2,0.19742838541666666,0.7035565376281738,-0.026909509673714638,0.000259251
0.17328951000000004,7224,28,102,208896,25.06,-0.4044282054528594,0.0006389765882583257,303,-0.014724031663111722,0.0764988,0.2,0.18359375,0.5264197885990143,-0.029814792796969414,0.000259251
0.17754995999999995,7296,28,103,210944,24.33,-0.3956859077637394,0.0006012710024757931,306,-0.014458906992028156,0.040551513,0.2,0.173828125,0.6010727286338806,-0.026605991646647453,0.000259251
0.15859635,7368,28,104,212992,23.64,-0.3214460387825966,0.0006240694401640212,309,-0.011555018563133975,0.042181168,0.2,0.126953125,0.596137285232544,-0.03120904415845871,0.000259251
0.15129020999999998,7443,28,105,215040,22.1,-0.3393296206680437,0.0003902024283585585,312,-0.010994649346685037,0.034696728,0.2,0.12565104166666666,0.6784086525440216,-0.015911411494016647,0.000259251
0.13136544,7518,28,106,217088,22.8,-0.3064467169654866,0.00036564025140251033,315,-0.005672934911369036,0.048024118,0.2,0.12125651041666667,0.7653376162052155,-0.009215237572789192,0.000259251
0.14273524,7594,28,107,219136,22.62,-0.5142048286894957,0.0002429602710283992,318,-0.023537877801572904,0.047234416,0.2,0.20556640625,0.773964986205101,-0.04472963884472847,0.000259251
0.18782548999999998,7668,28,108,221184,25.54,-0.31472761323675513,0.0002875323904542408,321,-0.010369510700305304,0.037327554,0.2,0.13509114583333334,0.792510136961937,0.021961478516459465,0.000259251
0.24474464999999995,7733,28,109,223232,32.76,-0.2661190282863875,0.0006281621396434881,324,-0.002902143130389353,0.051845282,0.2,0.13362630208333334,0.5572316944599152,-0.006558030843734741,0.000259251
0.32236101,7800,28,110,225280,42.42,-0.35911380127072334,0.000659928345460988,327,-0.015105173108167946,0.040039495,0.2,0.14778645833333334,0.6325730681419373,-0.028008004650473595,0.000259251
0.36893135,7876,28,111,227328,45.27,-0.34418428549543023,0.0006864561934586769,330,-0.01221066502815423,0.0355592,0.2,0.14306640625,0.6618380546569824,-0.034077830612659454,0.000259251
0.3856535399999999,7950,28,112,229376,44.65,-0.258360229122142,0.0007709690116826096,333,-0.015553191459427277,0.038809426,0.2,0.11946614583333333,0.6374810636043549,-0.021324533969163895,0.000259251
0.4132933,8013,28,113,231424,49.18,-0.24463477280611792,0.0007158847329264972,336,-0.010774158571924394,0.045499362,0.2,0.10823567708333333,0.6405773758888245,-0.02507394552230835,0.000259251
0.44183374000000003,8080,28,114,233472,51.69,-0.2545777039291958,0.0004752105824081809,339,-0.013702853282059854,0.054231495,0.2,0.12939453125,0.7505260854959488,-0.02577395737171173,0.000259251
0.4551047200000001,8159,28,115,235520,54.75,-0.22813164349645376,0.000596242780072013,342,-0.011371921078534797,0.038574763,0.2,0.0966796875,0.7320522367954254,-0.022885307669639587,0.000259251
0.4799011799999999,8220,28,116,237568,60.31,-0.401220651033024,0.0005570260482272715,345,-0.011181056121131405,0.049029738,0.2,0.15462239583333334,0.7450312674045563,-0.03616806119680405,0.000259251
0.48906735000000007,8284,28,117,239616,64.33,-0.4442145215968291,0.001111327251843856,348,-0.022132989096765716,0.033571742,0.2,0.15673828125,0.5220044553279877,-0.027383847162127495,0.000259251
0.49403209,8359,28,118,241664,65.53,-0.42447232610235613,0.000658898562808948,351,-0.020798056439768214,0.040854156,0.2,0.15266927083333334,0.7072548270225525,-0.032626207917928696,0.000259251
0.47634847999999996,8429,28,119,243712,59.66,-0.4164233775809407,0.0007585648175639411,354,-0.017384294847336907,0.034554668,0.2,0.16031901041666666,0.6525423526763916,-0.026279350742697716,0.000259251
0.47132091,8501,28,120,245760,56.77,-0.3267585285939276,0.0006027026596105619,357,-0.017125689366366714,0.02948856,0.2,0.11588541666666667,0.652591347694397,-0.027982909232378006,0.000259251
0.47467296000000003,8571,28,121,247808,54.08,-0.29963581124320626,0.0008228756211489477,360,-0.013737049176900959,0.036770847,0.2,0.1259765625,0.575254499912262,-0.03657430782914162,0.000259251
0.4810312900000001,8646,28,122,249856,55.69,-0.3092221152037382,0.000775316875660792,363,-0.016697554625958826,0.033752505,0.2,0.10970052083333333,0.6030496954917908,-0.041162293404340744,0.000259251
0.49834331,8731,28,123,251904,56.32,-0.30441284241775673,0.0006563979962569041,366,-0.017433616158086807,0.034098297,0.2,0.12109375,0.6467906832695007,-0.040849748998880386,0.000259251
0.5048656499999999,8804,28,124,253952,55.9,-0.2957165567204356,0.0008230141447711503,369,-0.016323581628967077,0.028569821,0.2,0.10335286458333333,0.6295070350170135,-0.018588146194815636,0.000259251
0.50235472,8872,28,125,256000,53.77,-0.22183739502603808,0.0005742610922728394,372,-0.01177190477513553,0.036919687,0.2,0.095703125,0.7007283568382263,-0.003696831176057458,0.000259251
0.49492343,8941,28,126,258048,52.19,-0.19820335429782668,0.0007144584402946444,375,-0.0032600985432509333,0.038573556,0.2,0.08333333333333333,0.6543166637420654,-0.02526479959487915,0.000259251
0.5036158499999999,9009,28,127,260096,52.37,-0.20141762789959708,0.0004998457646555229,378,-0.014680837882527461,0.036517408,0.2,0.09163411458333333,0.7248262465000153,-0.0519237294793129,0.000259251
0.51233148,9073,28,128,262144,54.31,-0.19906338606961071,0.0004971150763897944,381,-0.014643952890764922,0.041305363,0.2,0.08756510416666667,0.7300629913806915,-0.03674350306391716,0.000259251
0.5269602199999999,9147,28,129,264192,56.72,-0.23610055508712927,0.0005419737065797866,384,-0.01324728486360982,0.03673173,0.2,0.10579427083333333,0.7137216031551361,-0.03458242118358612,0.000259251
0.5220705799999998,9216,28,130,266240,58.04,-0.26488759663576883,0.0006602060599713392,387,-0.015192342252703384,0.035887584,0.2,0.10026041666666667,0.6179457902908325,-0.03181813657283783,0.000259251
0.51260704,9283,28,131,268288,57.67,-0.36509912212689716,0.0007891689962586194,390,-0.01812768662542415,0.040941324,0.2,0.14078776041666666,0.5861093103885651,-0.03617953136563301,0.000259251
0.5106271099999999,9351,28,132,270336,56.44,-0.3456274368800223,0.0006444759222479964,393,-0.016859010473126546,0.02831408,0.2,0.12288411458333333,0.6600664258003235,-0.02842419221997261,0.000259251
0.52724833,9418,28,133,272384,55.39,-0.18849345087073743,0.0007015547813959225,396,-0.014797815728040101,0.032458454,0.2,0.07731119791666667,0.6046000421047211,-0.04792918637394905,0.000259251
0.49566515999999994,9495,28,134,274432,54.15,-0.28513055279230076,0.0007981380146399412,399,-0.016693022839414578,0.04307364,0.2,0.10986328125,0.545083075761795,-0.06903491914272308,0.000259251
0.49740378,9563,28,135,276480,55.85,-0.37215660729755956,0.0008132676703098696,402,-0.018692798330448568,0.048119184,0.2,0.15071614583333334,0.4974778890609741,-0.06697636842727661,0.000259251
0.53168584,9631,28,136,278528,60.95,-0.3238321685542663,0.0007953048458754589,405,-0.01757842835892613,0.03751759,0.2,0.13053385416666666,0.5923322439193726,-0.05695011839270592,0.000259251
0.58311987,9699,28,137,280576,66.08,-0.4354319628328085,0.0009862993629212724,408,-0.024049437352611374,0.036710393,0.2,0.14957682291666666,0.5573789179325104,-0.04130708426237106,0.000259251
0.64109362,9771,28,138,282624,71.79,-0.43490489572286606,0.0008145945197005252,411,-0.024044293696836878,0.04259848,0.2,0.166015625,0.5361397564411163,-0.028395486995577812,0.000259251
0.6466405700000002,9839,28,139,284672,72.24,-0.36621021137883264,0.0008730380580648974,414,-0.0184842923481483,0.04093311,0.2,0.14436848958333334,0.5309090316295624,-0.05658496916294098,0.000259251
0.6565020899999999,9902,28,140,286720,72.18,-0.392466198032101,0.0010108265951203066,417,-0.025133238435955718,0.04697777,0.2,0.15315755208333334,0.4554991126060486,-0.041966330260038376,0.000259251
0.66790348,9973,28,141,288768,73.79,-0.381172272687157,0.0008810383033051039,420,-0.017310084290026378,0.033096008,0.2,0.15901692708333334,0.4801368713378906,-0.03558962792158127,0.000259251
0.6949934799999998,10044,28,142,290816,77.3,-0.38614765523622435,0.0008248257066346317,423,-0.01913758518639952,0.04407407,0.2,0.16276041666666666,0.5431820750236511,-0.05487342178821564,0.000259251
