time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/loss,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_fraction
248,507904,16943,0.6885992900000001,167.64,29,-0.11432580649852753,0.2,2470,0.8229481279850006,1.1147549,-0.09141820805962197,0.0014948892976462957,-0.6420693213120103,0.0003,0.609130859375
249,509952,17004,0.6795626399999998,164.23,29,-0.1321329027414322,0.2,2480,0.6642520427703857,1.321218,-0.09804738973034546,0.0020837769985519116,-0.5929218627512455,0.0003,0.629541015625
250,512000,17079,0.6795649099999999,167.91,29,-0.1294914335012436,0.2,2490,0.4873860478401184,1.3001407,-0.08836989924893715,0.0023288695907467626,-0.5365844096988439,0.0003,0.61376953125
251,514048,17155,0.6822752299999999,172.81,29,-0.1209627166390419,0.2,2500,0.6075945198535919,1.3923793,-0.09001265324186533,0.0020661127082348685,-0.4989804423414171,0.0003,0.596044921875
252,516096,17225,0.6907944899999999,174.08,29,-0.11396366357803345,0.2,2510,0.5612298250198364,1.5583862,-0.09284993906039744,0.0019158503386279336,-0.44009143495932224,0.0003,0.556689453125
253,518144,17296,0.67857254,165.22,29,-0.08436927944421768,0.2,2520,0.7033678889274597,1.0328441,-0.08468161631026305,0.0022437677123889445,-0.5161859646439553,0.0003,0.53759765625
254,520192,17351,0.6373542100000001,148.74,29,-0.1051468774676323,0.2,2530,0.6149404644966125,1.4738078,-0.08326073705102317,0.002759177126426948,-0.41871905224397776,0.0003,0.522705078125
255,522240,17424,0.64051065,146.66,29,-0.07015206664800644,0.2,2540,0.6261736452579498,1.1871532,-0.08607821045734454,0.002433817523160542,-0.46444302732124926,0.0003,0.53984375
256,524288,17494,0.65083594,142.08,29,-0.11144939810037613,0.2,2550,0.6195209324359894,1.1855513,-0.0870331465266645,0.0020412966863659677,-0.4654425566084683,0.0003,0.563671875
257,526336,17554,0.64487527,130.65,29,-0.09132061898708344,0.2,2560,0.5465758442878723,1.3538622,-0.08821430857642554,0.0030769155757297993,-0.42915828209370377,0.0003,0.54853515625
258,528384,17620,0.6363133599999999,122.13,29,-0.07929814606904984,0.2,2570,0.5669501721858978,1.6217835,-0.08272808014880866,0.003024333867870155,-0.39106904561631384,0.0003,0.50390625
259,530432,17684,0.6564006,127.17,29,-0.10326492041349411,0.2,2580,0.5749881863594055,1.4269614,-0.08196715285012032,0.0032142857326107332,-0.4225900420919061,0.0003,0.52119140625
260,532480,17754,0.6577816799999999,127.31,29,-0.10867900401353836,0.2,2590,0.6472895741462708,1.1664034,-0.08837477407068946,0.0019100446299489704,-0.4457479938864708,0.0003,0.534814453125
261,534528,17820,0.6662672999999999,128.23,29,-0.10158105194568634,0.2,2600,0.5742895007133484,1.2654641,-0.08688913104415405,0.0027946807867920143,-0.47166877184063194,0.0003,0.55361328125
262,536576,17888,0.6838439499999999,129.84,29,-0.10020816326141357,0.2,2610,0.5397814810276031,1.4149847,-0.08576404835912399,0.0027349741043508403,-0.398234694218263,0.0003,0.531640625
263,538624,17958,0.6892110800000001,131.62,29,-0.10690414160490036,0.2,2620,0.6439900696277618,1.8574103,-0.082926363684237,0.0024423642335023033,-0.3795395399443805,0.0003,0.490283203125
264,540672,18019,0.70127264,134.54,30,-0.08907049149274826,0.2,2630,0.6357252597808838,1.8753765,-0.08259497925464529,0.0026497384236790823,-0.4095186629798263,0.0003,0.496044921875
265,542720,18085,0.6879145100000001,130.98,30,-0.10033085942268372,0.2,2640,0.5974027514457703,1.312051,-0.08465206756955013,0.003112108597997576,-0.4109807232394814,0.0003,0.528369140625
266,544768,18157,0.69658906,131.46,30,-0.08438599854707718,0.2,2650,0.6451858580112457,1.4625969,-0.07999597177258692,0.0026520166287809844,-0.3394722260534763,0.0003,0.48974609375
267,546816,18215,0.7126902099999998,135.78,30,-0.11604192852973938,0.2,2660,0.6362300515174866,1.3305417,-0.083817845658632,0.0026689179459935984,-0.4269056599587202,0.0003,0.539013671875
268,548864,18280,0.7053098400000001,134.55,30,-0.12369946390390396,0.2,2670,0.6127879023551941,1.3360252,-0.08522597491974011,0.0023695507408774573,-0.4356174597516656,0.0003,0.55791015625
269,550912,18344,0.6884172700000001,134.5,30,-0.11625351011753082,0.2,2680,0.6224170625209808,1.4223764,-0.08137272226158529,0.003462252973622526,-0.41017639576457443,0.0003,0.50751953125
270,552960,18412,0.7039807999999997,138.71,30,-0.07695100456476212,0.2,2690,0.7036541700363159,1.6746963,-0.08242661365948152,0.003121099603595212,-0.4778917534276843,0.0003,0.537451171875
271,555008,18473,0.7140536199999998,141.37,30,-0.12247171998023987,0.2,2700,0.7485046088695526,1.3501279,-0.08565448682638817,0.002318106724851532,-0.4628528823144734,0.0003,0.5330078125
272,557056,18544,0.7323223299999999,147.59,30,-0.09915027767419815,0.2,2710,0.8176688998937607,1.0770283,-0.07281906199932564,0.0018683385765143612,-0.45487262019887564,0.0003,0.51943359375
273,559104,18611,0.72258436,147.1,30,-0.12485648691654205,0.2,2720,0.7683071792125702,1.0844808,-0.08329079009126872,0.0019291031956527149,-0.4412110694684088,0.0003,0.53984375
274,561152,18674,0.7144641300000001,141.29,30,-0.10900048166513443,0.2,2730,0.6770781576633453,1.2704754,-0.0884519265673589,0.002556120260123862,-0.4633840946480632,0.0003,0.555859375
275,563200,18737,0.71701181,141.7,30,-0.08498261868953705,0.2,2740,0.581815779209137,1.264134,-0.0803845023852773,0.002874086630254169,-0.39590470106340947,0.0003,0.517138671875
276,565248,18807,0.73161454,148.07,30,-0.10202627629041672,0.2,2750,0.5820035934448242,1.5163803,-0.08464194846455939,0.0029854745669581463,-0.4514153966680169,0.0003,0.54619140625
277,567296,18886,0.73477666,152.81,30,-0.09779147803783417,0.2,2760,0.713407576084137,1.0949458,-0.08809536054905039,0.0021046414267402724,-0.5418835327029228,0.0003,0.580126953125
278,569344,18954,0.7320969199999999,156.26,30,-0.10143768042325974,0.2,2770,0.802163228392601,1.2307017,-0.08898113759350963,0.002160609459679108,-0.5351284788921475,0.0003,0.58876953125
279,571392,19019,0.72768987,161.06,30,-0.11284269392490387,0.2,2780,0.8036660701036453,1.1036592,-0.08680467532540206,0.0018957113388751168,-0.5313807130791247,0.0003,0.58974609375
280,573440,19078,0.7214059399999999,161.97,30,-0.11291752755641937,0.2,2790,0.7526539713144302,1.2992489,-0.08557433756650426,0.002079067078011576,-0.4816504161804914,0.0003,0.54599609375
281,575488,19151,0.6947002000000001,160.15,30,-0.1096748486161232,0.2,2800,0.8067735284566879,1.082171,-0.08965385676710866,0.0017150966983535908,-0.6559536198154092,0.0003,0.61103515625
282,577536,19227,0.70520703,164.24,30,-0.10958681255578995,0.2,2810,0.6159608960151672,1.2688285,-0.0855273953609867,0.003418917252929532,-0.42906372537836435,0.0003,0.53125
283,579584,19291,0.69860282,164.06,30,-0.11359954625368118,0.2,2820,0.5816159546375275,1.2489351,-0.08530485159135423,0.0029952553479233755,-0.39145999113097785,0.0003,0.532666015625
284,581632,19359,0.67002994,159.12,30,-0.11486054956912994,0.2,2830,0.6616587340831757,1.2463906,-0.08740638580638915,0.0023151684523327275,-0.5517388234846294,0.0003,0.594775390625
285,583680,19426,0.66135711,158.3,30,-0.10052108019590378,0.2,2840,0.5265053510665894,1.5437946,-0.0809003057249356,0.0033206554155185584,-0.4646535342559218,0.0003,0.550244140625
286,585728,19490,0.64978508,154.95,30,-0.13346132636070251,0.2,2850,0.6403444707393646,1.3879626,-0.09521657949371728,0.002067183589679189,-0.6250282551161945,0.0003,0.63046875
287,587776,19559,0.6325934,147.95,30,-0.09985946863889694,0.2,2860,0.702873945236206,1.2457168,-0.09130449093936477,0.0020741027534313615,-0.5950937412679196,0.0003,0.61240234375
288,589824,19624,0.6380430899999999,148.26,30,-0.11213912814855576,0.2,2870,0.6178037524223328,1.2927209,-0.0839554752863478,0.002884888516382489,-0.6093080713413656,0.0003,0.60029296875
289,591872,19706,0.6263022199999999,152.26,30,-0.1435346007347107,0.2,2880,0.5579651594161987,1.4600277,-0.0955136398668401,0.0028858806612333866,-0.5948722909204662,0.0003,0.610302734375
290,593920,19771,0.63573112,152.94,30,-0.10749572515487671,0.2,2890,0.6716632843017578,1.1432564,-0.08971150682191364,0.0021833709921338595,-0.6056285216473043,0.0003,0.602490234375
291,595968,19837,0.64539086,151.24,30,-0.12083150446414948,0.2,2900,0.6541798710823059,1.1962631,-0.0949308013485279,0.0022066927896958076,-0.5566073134541512,0.0003,0.608740234375
292,598016,19904,0.64824918,144.19,30,-0.09346915036439896,0.2,2910,0.5674354732036591,1.3577979,-0.08678302160114981,0.0032191948066611076,-0.4966267229989171,0.0003,0.558154296875
293,600064,19967,0.66020909,141.77,30,-0.12530235946178436,0.2,2920,0.6000018119812012,1.3507645,-0.08821176523051691,0.002925273462824407,-0.4596245286054909,0.0003,0.574462890625
294,602112,20038,0.6842654399999999,140.42,30,-0.11892727762460709,0.2,2930,0.637876957654953,1.193234,-0.08943519403110259,0.0027848800484207457,-0.4590162961743772,0.0003,0.56171875
295,604160,20112,0.6803634600000001,135.85,30,-0.10056617856025696,0.2,2940,0.5788233280181885,1.3232255,-0.08438526190875564,0.003311566998672788,-0.3767421752680093,0.0003,0.532177734375
296,606208,20177,0.65132702,126.68,30,-0.05921480432152748,0.2,2950,0.48801952600479126,1.25162,-0.07325723755639046,0.00336975042555423,-0.38500511585734787,0.0003,0.520166015625
297,608256,20240,0.6500716099999999,123.36,30,-0.0840032771229744,0.2,2960,0.5208273828029633,1.3173809,-0.07653072753164451,0.0037260515844536714,-0.41367521616630254,0.0003,0.506201171875
298,610304,20303,0.60688291,115.98,30,-0.10122561454772949,0.2,2970,0.46805375814437866,1.5724037,-0.08138915637973695,0.0035373711747524795,-0.41917893989011645,0.0003,0.5322265625
299,612352,20375,0.59784281,115.27,30,-0.10163730382919312,0.2,2980,0.3790677785873413,1.4538674,-0.08110058985766955,0.0038130111923237566,-0.42390066259540615,0.0003,0.533349609375
300,614400,20438,0.5566191300000001,109.49,30,-0.10203196853399277,0.2,2990,0.48014742136001587,1.4322999,-0.0868275186221581,0.0030659907737572213,-0.4576475298497826,0.0003,0.5541015625
301,616448,20507,0.55765779,112.41,30,-0.05458519607782364,0.2,3000,0.4548604488372803,1.5782185,-0.08547381315147504,0.003431383774295682,-0.41637169471941887,0.0003,0.54423828125
302,618496,20579,0.5952489,121.36,30,-0.08661507815122604,0.2,3010,0.4522795081138611,1.9538662,-0.08619035905285273,0.002979844986111857,-0.3189109214581549,0.0003,0.49970703125
303,620544,20647,0.5888100900000001,122.36,30,-0.11215193569660187,0.2,3020,0.5921866297721863,1.5384227,-0.0948461670835968,0.0021742517063103152,-0.47943131076171996,0.0003,0.5953125
304,622592,20721,0.60134949,126.28,30,-0.11557955294847488,0.2,3030,0.5127862393856049,1.6284003,-0.08598145493888296,0.002941455924883485,-0.44506345484405757,0.0003,0.56865234375
305,624640,20790,0.61329597,131.04,30,-0.09034288674592972,0.2,3040,0.5827659368515015,1.3716061,-0.08223254404147155,0.0033312485636997737,-0.4477433243766427,0.0003,0.544677734375
306,626688,20860,0.62701215,138.9,30,-0.12071555852890015,0.2,3050,0.6202323138713837,1.409972,-0.08648181032040156,0.002421925779344747,-0.49372526099905373,0.0003,0.566259765625
307,628736,20927,0.6564942799999999,144.1,30,-0.12375540286302567,0.2,3060,0.642778217792511,2.0710979,-0.09700516746961511,0.002084162104074494,-0.46614852622151376,0.0003,0.620556640625
308,630784,20987,0.68949691,149.49,30,-0.13495665788650513,0.2,3070,0.6785034835338593,1.4073414,-0.09106039854232222,0.0023477675184039983,-0.4566046548075974,0.0003,0.551611328125
309,632832,21051,0.6676323400000002,151.91,30,-0.10899601131677628,0.2,3080,0.7001800835132599,1.5761635,-0.07876961251604371,0.002123798242973862,-0.3850033731665462,0.0003,0.49521484375
310,634880,21117,0.6776774299999999,156.96,30,-0.09563266485929489,0.2,3090,0.7308189570903778,1.2519941,-0.0879304550064262,0.0021829902530953404,-0.4875096454285085,0.0003,0.556103515625
311,636928,21185,0.68145748,161.77,30,-0.10853815078735352,0.2,3100,0.7959365099668503,1.3459706,-0.09054240333498456,0.001879256443680788,-0.5556155068799853,0.0003,0.583837890625
312,638976,21248,0.70450428,166.59,30,-0.11303946375846863,0.2,3110,0.801694244146347,1.5453078,-0.0762713396223262,0.0020149318928815775,-0.538380560092628,0.0003,0.5494140625
313,641024,21321,0.7141614999999999,170.97,30,-0.07992485910654068,0.2,3120,0.8112513571977615,1.0967768,-0.08152270993450657,0.0020398553348059067,-0.5014949618838728,0.0003,0.545703125
314,643072,21385,0.70405088,169.43,30,-0.12001771479845047,0.2,3130,0.7269346415996552,1.302751,-0.09232357418513856,0.002083586298249429,-0.5231839408166706,0.0003,0.597314453125
315,645120,21454,0.6923037800000001,170.18,30,-0.1065112054347992,0.2,3140,0.7757843881845474,1.2711143,-0.07934543920273426,0.0020925072423779055,-0.5324964909814298,0.0003,0.577734375
316,647168,21517,0.6167044300000001,162.34,30,-0.08778044581413269,0.2,3150,0.7165309488773346,1.4750731,-0.0845599785883678,0.002319516702846158,-0.5256327783688903,0.0003,0.567431640625
317,649216,21584,0.6199836599999999,165.12,30,-0.09874061495065689,0.2,3160,0.5534626543521881,1.2561272,-0.07398094699601643,0.0033303238542430336,-0.5983367026783526,0.0003,0.60361328125
318,651264,21653,0.6126806,167.69,30,-0.11523250490427017,0.2,3170,0.6967024207115173,4.2045507,-0.08474218109040521,0.0023133425751439064,-0.5053034421056509,0.0003,0.568798828125
319,653312,21719,0.62006819,167.2,30,-0.08417035639286041,0.2,3180,0.7231985032558441,1.2962774,-0.0889936011924874,0.0025285004832767298,-0.4984735906124115,0.0003,0.570361328125
320,655360,21782,0.60949774,169.42,30,-0.11606039106845856,0.2,3190,0.7080125510692596,1.1570987,-0.0886246825568378,0.0022390590977011014,-0.5146431664936244,0.0003,0.5787109375
321,657408,21845,0.5934623000000001,163.53,30,-0.10701018571853638,0.2,3200,0.7600291818380356,1.1862898,-0.08322287609335036,0.002335602050334273,-0.5730759231373668,0.0003,0.586328125
322,659456,21909,0.6011292699999999,161.08,30,-0.07579696923494339,0.2,3210,0.6788386702537537,1.1841769,-0.08238010418135673,0.0027199146807106445,-0.44798608561977743,0.0003,0.553564453125
323,661504,21975,0.61459769,164.93,30,-0.10997369140386581,0.2,3220,0.7315902411937714,2.0656114,-0.0840016626229044,0.0022235299125895835,-0.4577952638268471,0.0003,0.542919921875
324,663552,22051,0.6492001999999999,172.37,30,-0.11987753957509995,0.2,3230,0.688262552022934,1.274245,-0.09831353879417293,0.002049224315851461,-0.5619532033801079,0.0003,0.6
325,665600,22113,0.6925992699999999,182.33,30,-0.11562587320804596,0.2,3240,0.8384245187044144,1.0752946,-0.0950913221517112,0.0014794780385273044,-0.5841760978102684,0.0003,0.594677734375
326,667648,22183,0.6838343700000001,171.57,30,-0.11164809763431549,0.2,3250,0.7653991878032684,1.0620743,-0.08940178384655155,0.0020642188670535687,-0.5647051820531488,0.0003,0.59248046875
327,669696,22250,0.6891048899999999,164.69,30,-0.11227357387542725,0.2,3260,0.5704199969768524,1.211787,-0.08801568389171735,0.0030984268811153014,-0.43285353616811334,0.0003,0.5556640625
328,671744,22326,0.7089937499999998,167.73,30,-0.1099800318479538,0.2,3270,0.6407580673694611,1.2576324,-0.08428889352362604,0.002884685625213024,-0.4678775556385517,0.0003,0.56259765625
329,673792,22388,0.7099737800000001,162.92,30,-0.11072072386741638,0.2,3280,0.7038294970989227,1.1865941,-0.09527153794188052,0.0024444015867629786,-0.5641977101564407,0.0003,0.593798828125
330,675840,22456,0.6928675099999999,153.03,30,-0.11591499298810959,0.2,3290,0.5486482977867126,1.5535395,-0.08711787857464515,0.003178362044309324,-0.38367560589686034,0.0003,0.520361328125
331,677888,22521,0.6714294099999999,136.94,30,-0.1114484965801239,0.2,3300,0.5737950205802917,1.264738,-0.08354425065626855,0.0038166840979101833,-0.3716348443180323,0.0003,0.4958984375
332,679936,22589,0.6809945800000001,129.62,30,-0.1012018546462059,0.2,3310,0.6524061262607574,1.9886743,-0.08357176262070425,0.003262294009255129,-0.4136154497973621,0.0003,0.512353515625
333,681984,22655,0.70765044,132.23,30,-0.10088731348514557,0.2,3320,0.6597286462783813,1.1636459,-0.08081520798732526,0.0028640289663599107,-0.3984102629125118,0.0003,0.49912109375
334,684032,22722,0.70397675,126.57,30,-0.11538805067539215,0.2,3330,0.7213668525218964,1.2261537,-0.0919265353877563,0.0024646020199725173,-0.4518815561197698,0.0003,0.543115234375
335,686080,22790,0.71697433,133.2,30,-0.09955805540084839,0.2,3340,0.7237118780612946,1.3206193,-0.08333798581152223,0.0026948907325277105,-0.4013746137265116,0.0003,0.497705078125
336,688128,22851,0.7373373400000002,140.15,30,-0.1142316460609436,0.2,3350,0.7998477071523666,1.3333812,-0.08558151836768957,0.002090690038676257,-0.4877617004327476,0.0003,0.5505859375
337,690176,22915,0.7561653199999999,146.57,30,-0.1023491695523262,0.2,3360,0.7772017270326614,1.2849337,-0.08948907959565985,0.002397329802261083,-0.5709465557709337,0.0003,0.599169921875
338,692224,22983,0.77213141,152.9,30,-0.0883394256234169,0.2,3370,0.6072745025157928,1.3694874,-0.08743088626652025,0.002935165420421981,-0.4386141158640385,0.0003,0.5396484375
339,694272,23045,0.7916731,158.38,30,-0.11866357922554016,0.2,3380,0.7394469976425171,1.2899733,-0.09210654458438512,0.00219832545844838,-0.5148808047175407,0.0003,0.567578125
340,696320,23109,0.7666535000000002,155.98,30,-0.10368538647890091,0.2,3390,0.721588522195816,1.437995,-0.09479716523201205,0.0022727251909600453,-0.48918649638071654,0.0003,0.574560546875
341,698368,23179,0.7599924199999998,153.27,30,-0.10962802171707153,0.2,3400,0.596604973077774,1.2878886,-0.08333639423071873,0.0034248051484610186,-0.4397885313257575,0.0003,0.526611328125
342,700416,23251,0.7634224899999998,153.12,30,-0.11254332959651947,0.2,3410,0.5870563983917236,1.1962974,-0.08778465685900301,0.0030469527082459535,-0.4447031215764582,0.0003,0.53759765625
343,702464,23329,0.7409006800000002,142.22,30,-0.1013861894607544,0.2,3420,0.6126872003078461,1.5080514,-0.08791188992327079,0.003021995553353918,-0.40849121706560254,0.0003,0.538037109375
344,704512,23392,0.7337728299999999,137.64,30,-0.09909027814865112,0.2,3430,0.6397119164466858,1.3313046,-0.08774579002638347,0.0032519210883037884,-0.4109808539506048,0.0003,0.545947265625
345,706560,23454,0.72508103,133.38,30,-0.10862241685390472,0.2,3440,0.6539701819419861,1.5427964,-0.08120303021278233,0.002943576757024857,-0.40067809661850334,0.0003,0.518017578125
346,708608,23518,0.7013342199999998,130.68,30,-0.106622613966465,0.2,3450,0.6875335276126862,1.8387675,-0.08473675755085423,0.002519285737434984,-0.4229209669865668,0.0003,0.530029296875
347,710656,23584,0.67734909,128.98,30,-0.12301141768693924,0.2,3460,0.5985504388809204,1.2823933,-0.08479813913290854,0.003578964338885271,-0.45768319591879847,0.0003,0.547412109375
348,712704,23653,0.6646767500000001,130.08,30,-0.0892985388636589,0.2,3470,0.5926406979560852,1.4187036,-0.08596854312636423,0.0033759780406398933,-0.48642999893054367,0.0003,0.555859375
349,714752,23724,0.42346227,87.86,30,-0.0954626128077507,0.2,3480,0.6723296940326691,1.6081405,-0.09013766045100055,0.0024562327560488486,-0.5446485893800854,0.0003,0.589501953125
350,716800,23799,0.38031732999999995,79.51,30,-0.07893642783164978,0.2,3490,-0.12535619735717773,1.4209274,-0.08620980965788476,0.006180367755587213,-0.4373971724882722,0.0003,0.5564453125
351,718848,23869,0.34132001,68.43,30,-0.06967062503099442,0.2,3500,0.10487282276153564,1.322225,-0.08750137545866891,0.00458514948732045,-0.4444311290979385,0.0003,0.560498046875
352,720896,23932,0.3855384,78.61,30,-0.08862417936325073,0.2,3510,0.2457367181777954,1.9354199,-0.08565358631312847,0.0038879685034771683,-0.46579451477155087,0.0003,0.541748046875
353,722944,24000,0.4554098700000001,92.69,30,-0.11196066439151764,0.2,3520,0.47286421060562134,1.6138957,-0.09048671614727936,0.0024337703616765793,-0.4704101175069809,0.0003,0.566748046875
354,724992,24059,0.53572139,105.82,30,-0.11551562696695328,0.2,3530,0.5223314166069031,1.2620656,-0.08401104709482751,0.0030437661705946086,-0.4203462050296366,0.0003,0.540966796875
355,727040,24130,0.58868971,115.62,30,-0.09031248837709427,0.2,3540,0.5489795506000519,1.5137594,-0.0841108886175789,0.0031862318035564387,-0.44515960169956087,0.0003,0.529736328125
356,729088,24197,0.60715231,118.76,30,-0.0990486666560173,0.2,3550,0.630934864282608,1.4771681,-0.08598321131139527,0.0027951713796937837,-0.43377090999856593,0.0003,0.52353515625
357,731136,24278,0.6552045200000001,127.39,30,-0.09719815105199814,0.2,3560,0.6907740831375122,1.4261092,-0.08678243937029037,0.0025109625667028013,-0.4055009056814015,0.0003,0.516015625
358,733184,24342,0.6752615899999997,132.55,30,-0.10712012648582458,0.2,3570,0.7291395366191864,2.0027435,-0.08433804659871384,0.002388306287321029,-0.3847910804208368,0.0003,0.5037109375
359,735232,24408,0.6843114200000002,130.23,30,-0.10539858043193817,0.2,3580,0.6688627898693085,1.5440845,-0.07985574768390506,0.003262751922375173,-0.3620711959432811,0.0003,0.475244140625
360,737280,24476,0.58444559,111.57,30,-0.07608770579099655,0.2,3590,0.6388280987739563,1.5183544,-0.07689031824120321,0.0027069093037425775,-0.3474318052176386,0.0003,0.487158203125
361,739328,24539,0.5954124699999999,112.38,30,-0.09982525557279587,0.2,3600,0.25022023916244507,1.5720052,-0.08695484416966792,0.004533902325783856,-0.3421206181868911,0.0003,0.535791015625
362,741376,24604,0.60748744,111.97,30,-0.07467768341302872,0.2,3610,0.4791688919067383,1.8460423,-0.08061758684343659,0.003638803526337142,-0.3907376717310399,0.0003,0.52607421875
363,743424,24673,0.60490587,110.08,30,-0.09569897502660751,0.2,3620,0.6460111737251282,1.2227738,-0.0807709925022209,0.002665584208443761,-0.41145836412906645,0.0003,0.520849609375
364,745472,24744,0.5458641700000001,100.11,30,-0.11468981206417084,0.2,3630,0.6462500095367432,1.4624616,-0.08394208264071494,0.002816638650983805,-0.35958009110763667,0.0003,0.5197265625
365,747520,24810,0.5809846599999999,104.92,30,-0.09567613154649734,0.2,3640,0.3870128393173218,2.0002239,-0.07732082530274056,0.004844753142242553,-0.35739106899127365,0.0003,0.5255859375
366,749568,24894,0.6467848100000001,119.94,30,-0.08591007441282272,0.2,3650,0.4631892442703247,5.9456596,-0.07472696542390622,0.003616753544702078,-0.384590601734817,0.0003,0.50458984375
367,751616,24961,0.65075246,125.02,30,-0.1267549693584442,0.2,3660,0.6271070539951324,2.1778908,-0.09303338514873757,0.0021092432170917164,-0.3462026263587177,0.0003,0.589306640625
368,753664,25029,0.6224883000000001,121.83,30,-0.10741572827100754,0.2,3670,0.5804471373558044,2.2015066,-0.080830427701585,0.0033075935793021928,-0.37956178477033975,0.0003,0.505615234375
369,755712,25094,0.6040175299999999,120.39,30,-0.11522772163152695,0.2,3680,0.6397778689861298,1.5245054,-0.07601054689439479,0.0028903517431899672,-0.34590366911143067,0.0003,0.4830078125
370,757760,25162,0.66084456,130.76,30,-0.09472432732582092,0.2,3690,0.6270506978034973,1.4448333,-0.08224588267039508,0.0033966357415920355,-0.42616314548067746,0.0003,0.522998046875
371,759808,25227,0.69482898,139.8,30,-0.09423590451478958,0.2,3700,0.649149477481842,1.5126201,-0.08251545736566186,0.002847941438812995,-0.40248506716452537,0.0003,0.508837890625
372,761856,25298,0.6749496600000002,139.53,30,-0.07532919198274612,0.2,3710,0.672942042350769,1.2964487,-0.08524642062257044,0.002835716384652187,-0.4397558696102351,0.0003,0.540771484375
373,763904,25365,0.6714294799999999,135.93,30,-0.12568311393260956,0.2,3720,0.7043749690055847,1.2325726,-0.08420465022791176,0.0027674101471347966,-0.3983298477716744,0.0003,0.52578125
374,765952,25433,0.6631412600000001,140.29,30,-0.10647827386856079,0.2,3730,0.7109135091304779,1.5545869,-0.09069836453127209,0.0023158755928307075,-0.43625536826439204,0.0003,0.56064453125
375,768000,25498,0.6782024899999999,144.71,30,-0.11506208032369614,0.2,3740,0.780900165438652,1.4645643,-0.08528263050247915,0.001905919535420253,-0.5522041364572943,0.0003,0.577880859375
376,770048,25561,0.69499632,152.88,30,-0.1060263141989708,0.2,3750,0.6722693145275116,1.4105799,-0.08690840007038787,0.0025958729134799795,-0.4318915005773306,0.0003,0.5466796875
377,772096,25623,0.69026115,154.67,30,-0.12799297273159027,0.2,3760,0.7648537158966064,1.4334416,-0.09442232408910059,0.001629613164732291,-0.525148403737694,0.0003,0.5990234375
378,774144,25688,0.7043507099999998,162.91,30,-0.09257779270410538,0.2,3770,0.6882857978343964,1.173809,-0.08382488244678825,0.0024347270134967404,-0.4271372584160417,0.0003,0.548291015625
379,776192,25760,0.7085903100000002,165.99,30,-0.0785544291138649,0.2,3780,0.751884713768959,1.4499635,-0.08395779185229912,0.0018914426676928998,-0.44535852540284393,0.0003,0.551708984375
380,778240,25829,0.73836145,172.98,30,-0.11362236738204956,0.2,3790,0.7872087359428406,1.406809,-0.09117113422835246,0.001900889769603964,-0.49721509581431744,0.0003,0.587109375
381,780288,25898,0.7457910399999998,177.25,30,-0.11199772357940674,0.2,3800,0.7971967905759811,1.4014018,-0.08736861025099643,0.0016958073912974215,-0.47525139767676594,0.0003,0.57177734375
382,782336,25965,0.7510728000000003,181.35,30,-0.07897810637950897,0.2,3810,0.7566095590591431,1.5468476,-0.0782037950324593,0.0020538339791528414,-0.39710176838561895,0.0003,0.51943359375
383,784384,26033,0.7597424500000001,182.16,30,-0.09179646521806717,0.2,3820,0.8319422453641891,1.2600667,-0.08362685408210382,0.0014165070257149636,-0.4958457832224667,0.0003,0.551806640625
384,786432,26103,0.7644123700000001,185.88,30,-0.10572951287031174,0.2,3830,0.6687221229076385,1.6847371,-0.08440566083299927,0.00207235134075745,-0.4356228122022003,0.0003,0.536962890625
385,788480,26172,0.7466031599999998,180.47,30,-0.10893469303846359,0.2,3840,0.7837558537721634,1.4130301,-0.08659118614159525,0.0018161826015784754,-0.443603559397161,0.0003,0.546630859375
386,790528,26247,0.7312095100000002,173.79,30,-0.10973165929317474,0.2,3850,0.7846360802650452,1.6543126,-0.08237624918692746,0.002149923043543822,-0.4563087201677263,0.0003,0.548388671875
387,792576,26328,0.7433691800000001,177.25,30,-0.0679507926106453,0.2,3860,0.7390733063220978,1.2361566,-0.07211042446142528,0.00268459292838088,-0.37925016866065564,0.0003,0.490625
388,794624,26406,0.7126175600000001,166.0,30,-0.11279145628213882,0.2,3870,0.6755549907684326,1.5078386,-0.08389221730467397,0.0021136544530236277,-0.41635481305420396,0.0003,0.544482421875
389,796672,26478,0.7307069800000001,164.59,30,-0.1015254482626915,0.2,3880,0.7060665190219879,1.2844331,-0.0849259605660336,0.002619231925200438,-0.436330506298691,0.0003,0.543603515625
390,798720,26548,0.7055876099999999,149.77,30,-0.09626259654760361,0.2,3890,0.7796461135149002,1.5597875,-0.0883407483517658,0.0020769900955201594,-0.4020392559468746,0.0003,0.5271484375
391,800768,26608,0.6843761599999999,143.52,30,-0.10585903376340866,0.2,3900,0.6256514191627502,1.4117515,-0.07987986287043895,0.0032057671865914016,-0.40030423989519476,0.0003,0.51650390625
392,802816,26671,0.6998103499999999,144.61,30,-0.1014844998717308,0.2,3910,0.5958375036716461,1.6759142,-0.0841770791914314,0.003231961652636528,-0.4564779784530401,0.0003,0.541650390625
393,804864,26733,0.7135671200000001,150.39,30,-0.1111297681927681,0.2,3920,0.6817944943904877,1.4025701,-0.09123841172549874,0.002299297998615657,-0.47593182502314446,0.0003,0.57919921875
