time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/loss,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_fraction
48,98304,3278,0.5206739799999999,119.21,29,-0.10823215544223785,0.2,470,0.48189783096313477,0.9431294,-0.08960806651157327,0.0016434117991593667,-0.6829833584837616,0.0003,0.5818359375
49,100352,3352,0.5365599,128.03,29,-0.11360219866037369,0.2,480,0.4741207957267761,0.9989154,-0.09552948496420868,0.001384467992829741,-0.7011420598253608,0.0003,0.591455078125
50,102400,3411,0.5594878,137.8,30,-0.11619484424591064,0.2,490,0.5621613264083862,0.7534069,-0.08881879001273774,0.001227014516825875,-0.6905536161735654,0.0003,0.57880859375
51,104448,3481,0.5078749,131.58,30,-0.11423637717962265,0.2,500,0.602638840675354,0.821228,-0.09385260299313813,0.0012898450851935195,-0.7313784331083297,0.0003,0.603271484375
52,106496,3553,0.42850728000000005,123.38,29,-0.12078841775655746,0.2,510,-0.044528841972351074,0.8630454,-0.08989804263110272,0.0021938875365776767,-0.6959924571216106,0.0003,0.612158203125
53,108544,3635,0.26058755,74.51,29,-0.08826944231987,0.2,520,0.1661611795425415,0.7866021,-0.0792479679628741,0.0021094904562232843,-0.6924413967877626,0.0003,0.598974609375
54,110592,3701,0.23714543999999996,69.68,29,-0.0937407836318016,0.2,530,0.1677059531211853,0.7795409,-0.0906108205410419,0.0020250264156857155,-0.6946561141870916,0.0003,0.588720703125
55,112640,3776,0.25741800000000004,75.68,29,-0.12917473912239075,0.2,540,0.1399797797203064,0.58815026,-0.09133000970468856,0.002198970953759272,-0.7950273199006915,0.0003,0.618798828125
56,114688,3849,0.29572191,91.13,29,-0.12801112234592438,0.2,550,0.06995755434036255,0.6200625,-0.09602779857232235,0.001698783251868008,-0.8048413163051009,0.0003,0.6044921875
57,116736,3915,0.32504974999999997,98.3,29,-0.12092414498329163,0.2,560,0.18957459926605225,0.65408343,-0.09777273967047222,0.001451035133050027,-0.8494966397061944,0.0003,0.63798828125
58,118784,3980,0.36281776,113.51,29,-0.09963634610176086,0.2,570,0.4034101963043213,0.61063576,-0.09718904022010974,0.001614723516468075,-0.8011976175010205,0.0003,0.6154296875
59,120832,4048,0.3939695600000001,126.08,29,-0.14509493112564087,0.2,580,0.458219051361084,0.71765614,-0.10385034380014986,0.0010927028715286724,-0.8917167896404863,0.0003,0.66376953125
60,122880,4122,0.41400596,130.17,29,-0.12860290706157684,0.2,590,0.3874632716178894,0.855674,-0.09692785547522362,0.0014690553132368223,-0.7917067689821125,0.0003,0.632275390625
61,124928,4186,0.43750025000000003,142.6,29,-0.10501239448785782,0.2,600,0.3362134099006653,0.6459456,-0.09297841375228018,0.0014344979568249982,-0.7867201142013073,0.0003,0.621533203125
62,126976,4248,0.45476649,147.07,29,-0.11922357976436615,0.2,610,0.41224920749664307,0.8093246,-0.10087371097761207,0.001219055340425257,-0.8056869255378842,0.0003,0.63818359375
63,129024,4315,0.46517514,146.16,29,-0.12360648810863495,0.2,620,0.4092932939529419,0.76178384,-0.09357520576159004,0.001475057746483799,-0.736061560176313,0.0003,0.61826171875
64,131072,4377,0.48774235,156.64,29,-0.12209582328796387,0.2,630,0.37953710556030273,0.99457383,-0.10116963913606014,0.0013896698535972973,-0.7950504720211029,0.0003,0.655712890625
65,133120,4436,0.5133456500000001,164.61,30,-0.11373524367809296,0.2,640,0.460837185382843,0.7388947,-0.09264807379222476,0.0014629698726821515,-0.7172119579277932,0.0003,0.605859375
66,135168,4503,0.49763223999999995,148.76,30,-0.13418640196323395,0.2,650,0.33786094188690186,0.82233,-0.099288062681444,0.0012242346961556904,-0.736681698821485,0.0003,0.62255859375
67,137216,4592,0.5193337400000001,148.5,29,-0.13455601036548615,0.2,660,0.28050696849823,0.9281479,-0.093529256831971,0.0017975819508592394,-0.6371785999275744,0.0003,0.56806640625
68,139264,4662,0.5326841000000001,148.11,29,-0.12165677547454834,0.2,670,0.4029856324195862,0.8227524,-0.09369979864568449,0.0014885808909639309,-0.6368845429271459,0.0003,0.565771484375
69,141312,4753,0.54069481,147.03,29,-0.14660349488258362,0.2,680,0.4460548758506775,1.065079,-0.09916715152212419,0.0012713898083120511,-0.7054334586486221,0.0003,0.596875
70,143360,4824,0.54053359,142.03,29,-0.09640186280012131,0.2,690,0.48993003368377686,5.7692547,-0.0947207711840747,0.0015480041606679151,-0.5937122727744282,0.0003,0.57412109375
71,145408,4894,0.54528287,142.6,29,-0.11147033423185349,0.2,700,0.4427834749221802,1.000591,-0.09387510873493739,0.001613693679610151,-0.6033695717342198,0.0003,0.571630859375
72,147456,4963,0.54657828,141.28,29,-0.1315147429704666,0.2,710,0.4217981696128845,0.8483371,-0.095102653169306,0.001576091389051726,-0.669161189161241,0.0003,0.599853515625
73,149504,5032,0.55806306,147.25,29,-0.12944167852401733,0.2,720,0.40351229906082153,1.2171679,-0.10006123715429567,0.0015705882594829745,-0.6931737665086984,0.0003,0.63125
74,151552,5096,0.5366940600000001,143.08,29,-0.11041752994060516,0.2,730,0.3871346712112427,0.9085226,-0.0916031492582988,0.0018021847363343113,-0.6660861034877599,0.0003,0.617431640625
75,153600,5169,0.51016032,136.54,29,-0.1030951738357544,0.2,740,0.2631515860557556,0.9447449,-0.09162634181557223,0.002009922137767717,-0.5894587641581893,0.0003,0.58212890625
76,155648,5231,0.5238163299999999,145.46,29,-0.10098621994256973,0.2,750,0.20977431535720825,0.9589125,-0.08607408680254594,0.001811830439419282,-0.6076736444607377,0.0003,0.564501953125
77,157696,5307,0.52429528,150.28,29,-0.12231281399726868,0.2,760,0.389406681060791,0.92231566,-0.09351719573605806,0.001491848221712644,-0.6348323749378324,0.0003,0.59296875
78,159744,5378,0.54221039,158.96,29,-0.10598652064800262,0.2,770,0.48875856399536133,0.96551794,-0.09180378296296113,0.001885900502475124,-0.6531273500062525,0.0003,0.6044921875
79,161792,5450,0.5444809300000001,156.98,29,-0.12320318818092346,0.2,780,0.5326171815395355,1.085261,-0.09299147755373269,0.0012986638271740957,-0.6581645966507494,0.0003,0.59931640625
80,163840,5515,0.5644066199999999,158.01,29,-0.1316988170146942,0.2,790,0.55393847823143,0.8838627,-0.09298249746207148,0.0015067148126036046,-0.605273123178631,0.0003,0.57548828125
81,165888,5576,0.59113862,159.36,29,-0.1250995546579361,0.2,800,0.505171000957489,0.9101218,-0.09582511145272292,0.0017160050087113633,-0.5810884548351168,0.0003,0.576123046875
82,167936,5641,0.6178423200000001,165.14,29,-0.12483887374401093,0.2,810,0.5338150560855865,1.0534357,-0.09146955959149636,0.0017456351674809412,-0.5594664902426303,0.0003,0.56806640625
83,169984,5716,0.6516044099999999,169.94,29,-0.12146522104740143,0.2,820,0.40125131607055664,1.0442674,-0.08757229648181238,0.0019798007834651798,-0.5316423963755369,0.0003,0.54609375
84,172032,5785,0.63501682,154.6,29,-0.12332018464803696,0.2,830,0.5281223356723785,1.0175588,-0.08999518513155635,0.0020381995098432528,-0.576541649736464,0.0003,0.560400390625
85,174080,5851,0.62817129,149.8,29,-0.11671751737594604,0.2,840,0.4458843469619751,1.2586515,-0.08783740945509635,0.0024078569142147897,-0.487002329248935,0.0003,0.536279296875
86,176128,5929,0.623658,143.07,29,-0.1178349032998085,0.2,850,0.5109163224697113,1.2319269,-0.08967945952026639,0.0018789463863413403,-0.5951964704319834,0.0003,0.581103515625
87,178176,5996,0.5921697200000001,134.25,29,-0.10657051205635071,0.2,860,0.41242551803588867,1.2582603,-0.08968439988675528,0.0016887418103578966,-0.545624225679785,0.0003,0.5373046875
88,180224,6062,0.57788271,132.96,29,-0.12446604669094086,0.2,870,0.4888204336166382,1.0597181,-0.09654240977833979,0.0019540645158031113,-0.5896445541642606,0.0003,0.57373046875
89,182272,6130,0.5753853999999999,136.67,29,-0.12596146762371063,0.2,880,0.5667672455310822,1.0101348,-0.09031262946664356,0.0018814322267644457,-0.5792247669771313,0.0003,0.56455078125
90,184320,6196,0.56331351,136.59,29,-0.1255801022052765,0.2,890,0.6136917173862457,1.0597732,-0.09198948727862444,0.0015573830813082167,-0.5937629063613713,0.0003,0.575830078125
91,186368,6264,0.5537691499999999,138.28,29,-0.10249128192663193,0.2,900,0.5026983916759491,1.0747333,-0.09061853890889324,0.0020083775262719427,-0.5789551473222673,0.0003,0.57294921875
92,188416,6330,0.54699544,135.91,29,-0.10513235628604889,0.2,910,0.25487250089645386,1.1515242,-0.08510712534480262,0.0022255001160374375,-0.5520757492631674,0.0003,0.587353515625
93,190464,6397,0.5567216799999999,141.65,29,-0.10693420469760895,0.2,920,0.5170521438121796,1.0800836,-0.08603862166055479,0.0018422374776491778,-0.5604785998351872,0.0003,0.564892578125
94,192512,6461,0.5658313700000001,146.92,29,-0.11880247294902802,0.2,930,0.47165989875793457,1.2578893,-0.0866496165515855,0.001801507159234461,-0.5526440875604749,0.0003,0.559521484375
95,194560,6525,0.57244964,155.32,29,-0.10852283239364624,0.2,940,0.4563083052635193,1.1338269,-0.0866608228214318,0.0020530660987787995,-0.507120430842042,0.0003,0.562158203125
96,196608,6589,0.5635629799999999,155.86,29,-0.11638740450143814,0.2,950,0.5790710747241974,1.6685026,-0.09339115062612109,0.0016220317284933116,-0.6424037380144,0.0003,0.59873046875
97,198656,6653,0.56570507,154.39,29,-0.11711245030164719,0.2,960,0.5568623244762421,0.9336022,-0.08781140534556471,0.0019862383378494997,-0.5707474445924163,0.0003,0.561376953125
98,200704,6714,0.5515176500000001,149.93,29,-0.10671103745698929,0.2,970,0.5736609995365143,0.94276124,-0.07913669204572216,0.0018247574467750382,-0.48101833267137406,0.0003,0.50400390625
99,202752,6785,0.43824999,121.79,29,-0.09771329909563065,0.2,980,0.4938957095146179,1.1695702,-0.09649326597573235,0.0018468103347004216,-0.5873160108923912,0.0003,0.5994140625
100,204800,6856,0.30462206999999997,78.99,29,-0.13713528215885162,0.2,990,-0.017256498336791992,0.9544227,-0.09678698665229604,0.0025318437541500317,-0.6126506151631474,0.0003,0.630029296875
101,206848,6927,0.20640951999999996,57.23,29,-0.10932125896215439,0.2,1000,0.1389305591583252,0.8108413,-0.09189553821925074,0.0023751456285936003,-0.653054822050035,0.0003,0.58125
102,208896,6991,0.22718392,70.17,29,-0.11265167593955994,0.2,1010,-0.05404996871948242,0.7412698,-0.09077737432089635,0.0024897546809370397,-0.6637310751713812,0.0003,0.609130859375
103,210944,7061,0.25031751,80.19,29,-0.11594764143228531,0.2,1020,0.28886300325393677,0.99483865,-0.10234765133354813,0.0014416972461731349,-0.8154386440292001,0.0003,0.6611328125
104,212992,7124,0.28296196000000007,92.8,29,-0.12536649405956268,0.2,1030,0.338925302028656,0.88110286,-0.10023677668068558,0.0017216905072018561,-0.7214384973049164,0.0003,0.65166015625
105,215040,7189,0.32000594,105.45,29,-0.12524771690368652,0.2,1040,0.3304995894432068,0.9055275,-0.09772814736352302,0.0017380250797941698,-0.7165846888907254,0.0003,0.6330078125
106,217088,7251,0.36753998999999987,116.13,29,-0.10422497987747192,0.2,1050,0.4139266610145569,0.9148383,-0.09816709436709062,0.0016892331074814138,-0.7200165356509387,0.0003,0.6189453125
107,219136,7318,0.40938917,127.58,29,-0.10845028609037399,0.2,1060,0.5226227343082428,0.8650397,-0.09104943690472282,0.0015080566678079776,-0.6353122270666063,0.0003,0.59169921875
108,221184,7393,0.45753155999999995,138.57,29,-0.12133744359016418,0.2,1070,0.5778394639492035,1.0199347,-0.09836581532726996,0.0015830332520636147,-0.6517165332101286,0.0003,0.611376953125
109,223232,7458,0.50573327,141.82,29,-0.12393832951784134,0.2,1080,0.6947402358055115,0.88890266,-0.08629749931860715,0.001733893216260185,-0.5735475522466004,0.0003,0.55478515625
110,225280,7527,0.5362878,140.08,29,-0.12075481563806534,0.2,1090,0.5683584213256836,1.2466048,-0.08864346924237906,0.0022166532682604155,-0.5115491143427789,0.0003,0.5447265625
111,227328,7588,0.55279048,138.67,29,-0.13709667325019836,0.2,1100,0.39126044511795044,1.1063969,-0.08926599930273368,0.002458180398753029,-0.5100145337171853,0.0003,0.559521484375
112,229376,7649,0.54896727,134.0,29,-0.08694835007190704,0.2,1110,0.4930618405342102,1.3220944,-0.09125622131105046,0.002088228356660693,-0.5470521911978722,0.0003,0.59267578125
113,231424,7713,0.56096655,138.78,30,-0.1130782887339592,0.2,1120,0.4439929127693176,1.3274567,-0.09005859615281224,0.002214733628716203,-0.5795761368237435,0.0003,0.577490234375
114,233472,7778,0.55736399,139.8,30,-0.07671007513999939,0.2,1130,0.5730928480625153,0.96489286,-0.08807860935921781,0.0017817672915043659,-0.624789013620466,0.0003,0.589990234375
115,235520,7847,0.5820349,150.48,30,-0.13136620819568634,0.2,1140,0.5968752801418304,1.4036036,-0.09514758454461117,0.0014152667064990965,-0.6540019146166742,0.0003,0.63095703125
116,237568,7910,0.56647616,150.52,30,-0.1149664893746376,0.2,1150,0.5655508935451508,1.0842927,-0.09735566672170534,0.0015534616657532751,-0.6441162502393126,0.0003,0.629248046875
117,239616,7977,0.5540397599999999,153.28,30,-0.11253160238265991,0.2,1160,0.5003770887851715,1.1570859,-0.08981086649582722,0.0016692423454514938,-0.5860565031878651,0.0003,0.579296875
118,241664,8057,0.56169075,163.96,29,-0.1209392175078392,0.2,1170,0.5838212370872498,1.0296482,-0.08876355113752651,0.0013365609953325474,-0.6145658510737121,0.0003,0.5818359375
119,243712,8122,0.57354394,173.32,30,-0.1135031133890152,0.2,1180,0.6645685732364655,1.0237582,-0.0948171908443328,0.0011145713848236482,-0.6973407095298171,0.0003,0.628271484375
120,245760,8188,0.58572786,181.05,30,-0.1036531925201416,0.2,1190,0.546523779630661,1.0690244,-0.087521377496887,0.0013135364486515754,-0.5133105957880616,0.0003,0.537255859375
121,247808,8258,0.5903127100000001,185.97,30,-0.10581324994564056,0.2,1200,0.5683791637420654,1.2551721,-0.09210964804224205,0.00166280010371338,-0.5367195166647434,0.0003,0.598779296875
122,249856,8323,0.5909921699999999,184.66,30,-0.11909547448158264,0.2,1210,0.5553525984287262,1.2193735,-0.09131913461897057,0.0016102027403576357,-0.6085833593271672,0.0003,0.602490234375
123,251904,8383,0.40861696,124.19,30,-0.11100267618894577,0.2,1220,0.5260045826435089,1.0265384,-0.09136713020561729,0.0017141732249001506,-0.5536017761565745,0.0003,0.576708984375
124,253952,8447,0.36206741000000003,99.36,30,-0.11077509820461273,0.2,1230,-0.066475510597229,0.9754558,-0.09033653203514405,0.0023138572270909206,-0.4968365329317749,0.0003,0.5833984375
125,256000,8529,0.34349894999999997,84.04,30,-0.10012707859277725,0.2,1240,0.16772329807281494,1.0898321,-0.07998464491101913,0.0022549668457031657,-0.4872526919469237,0.0003,0.537548828125
126,258048,8606,0.33108795999999996,83.94,29,-0.10718216001987457,0.2,1250,0.24027574062347412,1.2695185,-0.08775984497624449,0.002076828063036373,-0.4887623663060367,0.0003,0.54189453125
127,260096,8680,0.39270846,98.14,29,-0.11903548240661621,0.2,1260,0.32007884979248047,0.98688614,-0.08857975441642338,0.0021707995370888965,-0.5518522267229855,0.0003,0.570556640625
128,262144,8745,0.45496106999999997,109.71,29,-0.11805707961320877,0.2,1270,0.3946709632873535,1.0144795,-0.0870021802606061,0.002178507617099967,-0.49145847763866185,0.0003,0.547802734375
129,264192,8809,0.4885829800000001,115.7,29,-0.10292501002550125,0.2,1280,0.15428507328033447,1.123679,-0.0807000231317943,0.002559352341086196,-0.4464930227957666,0.0003,0.53125
130,266240,8875,0.52840324,123.18,29,-0.11249132454395294,0.2,1290,0.38183391094207764,1.0776784,-0.08229844033485278,0.0019383013313927222,-0.46566720651462673,0.0003,0.5267578125
131,268288,8939,0.56028743,135.89,30,-0.10449278354644775,0.2,1300,0.46892184019088745,1.3198562,-0.08833994125016034,0.00204280021125669,-0.4814913131296635,0.0003,0.542919921875
132,270336,9004,0.55541878,131.75,30,-0.12689685821533203,0.2,1310,0.6405435502529144,1.3489774,-0.0921957433281932,0.0015837001942600182,-0.5437871648930013,0.0003,0.56982421875
133,272384,9077,0.5692594000000001,132.07,30,-0.10703030228614807,0.2,1320,0.48904210329055786,1.0803154,-0.08539757390681188,0.002556471160005458,-0.4079435310326517,0.0003,0.501025390625
134,274432,9156,0.58525305,134.39,29,-0.09701812267303467,0.2,1330,0.5176785886287689,2.118154,-0.0876500499784015,0.0017321184555839863,-0.3624116299673915,0.0003,0.57216796875
135,276480,9220,0.5212455799999999,118.94,29,-0.1023922711610794,0.2,1340,0.41209810972213745,1.889828,-0.08295561862178147,0.002595468453182548,-0.3962878738064319,0.0003,0.52724609375
136,278528,9298,0.46038394000000005,100.94,29,-0.09846504032611847,0.2,1350,0.2242504358291626,1.4352224,-0.07920179562061094,0.003282588449837931,-0.4541265389882028,0.0003,0.573193359375
137,280576,9378,0.41357656000000004,89.42,29,-0.11576735973358154,0.2,1360,0.03951728343963623,1.2530692,-0.09168847950058989,0.0030621401996540954,-0.4680307347327471,0.0003,0.57666015625
138,282624,9442,0.4065792,95.34,29,-0.08701089024543762,0.2,1370,0.19445514678955078,1.1833949,-0.08844966245233081,0.0025620054362661903,-0.4981712132692337,0.0003,0.57451171875
139,284672,9501,0.40094962999999995,100.56,29,-0.11323907971382141,0.2,1380,0.34022021293640137,1.5423455,-0.08714038518955931,0.002144250065248343,-0.5391559184528887,0.0003,0.58251953125
140,286720,9564,0.4478280599999999,114.08,29,-0.11914654076099396,0.2,1390,0.4200199842453003,1.0773747,-0.09265307502646465,0.0018084460035424853,-0.5953253230080009,0.0003,0.59501953125
141,288768,9632,0.4567359199999999,119.19,29,-0.11421504616737366,0.2,1400,0.511165052652359,1.3175893,-0.08989208962011616,0.001808108965451538,-0.5655074347741902,0.0003,0.589306640625
142,290816,9702,0.48938571,130.26,29,-0.10199997574090958,0.2,1410,0.4189601540565491,1.0722426,-0.08550476216478273,0.002187306045198056,-0.4837528781034052,0.0003,0.53974609375
143,292864,9771,0.51045063,138.9,29,-0.14343971014022827,0.2,1420,0.5306212306022644,1.1948369,-0.09806826768035534,0.001454484846090054,-0.5675865998491645,0.0003,0.59482421875
144,294912,9842,0.5579216800000001,149.28,29,-0.08281189948320389,0.2,1430,0.7204267978668213,1.1225293,-0.08483064211905003,0.0015213352911814582,-0.49862292781472206,0.0003,0.5501953125
145,296960,9914,0.60174946,160.56,29,-0.058866508305072784,0.2,1440,0.6088883280754089,1.2744136,-0.08191147967299912,0.0018020820634774282,-0.4185893132351339,0.0003,0.519873046875
146,299008,9979,0.6004232299999999,157.82,29,-0.11169073730707169,0.2,1450,0.541473925113678,1.15534,-0.08551883673062548,0.0018475363272045797,-0.5074654009193182,0.0003,0.560009765625
