time/fps,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/loss,train/learning_rate,train/n_updates
58,650374,11163,0.05,173.13,6320,0.68152143,0.00013697787653654814,0.0001,150093
58,653695,11231,0.05,172.27,6340,0.6593854900000001,0.00014908341108821332,0.0001,150923
58,656763,11292,0.05,165.45,6360,0.6330071599999999,7.097885099938139e-05,0.0001,151690
58,659547,11358,0.05,157.08,6380,0.6034674699999999,4.349765367805958e-05,0.0001,152386
57,663190,11437,0.05,162.87,6400,0.61279661,0.00022265463485382497,0.0001,153297
57,667501,11523,0.05,171.27,6420,0.6374041300000001,2.527536344132386e-05,0.0001,154375
57,671151,11593,0.05,174.56,6440,0.6469489,9.857881377683952e-05,0.0001,155287
57,675276,11672,0.05,185.13,6460,0.661557,6.732869951520115e-05,0.0001,156318
57,678279,11732,0.05,187.32,6480,0.64699864,3.044735422008671e-05,0.0001,157069
57,680902,11782,0.05,177.12,6500,0.6237386300000001,9.485955524723977e-05,0.0001,157725
57,684392,11853,0.05,168.91,6520,0.6350271,0.0001081437585526146,0.0001,158597
57,687902,11926,0.05,167.51,6540,0.6507974,3.4193282772321254e-05,0.0001,159475
57,692028,12002,0.05,167.52,6560,0.66333135,0.00011703632480930537,0.0001,160506
57,696558,12081,0.05,182.79,6580,0.70558731,7.831297989469022e-05,0.0001,161639
57,700237,12140,0.05,193.35,6600,0.7188309099999999,0.00022156980412546545,0.0001,162559
57,704707,12218,0.05,203.15,6620,0.7031345300000001,6.419829151127487e-05,0.0001,163676
57,709796,12310,0.05,218.94,6640,0.7163082199999998,6.114374264143407e-05,0.0001,164948
57,715516,12418,0.05,234.88,6660,0.72523126,6.89672160660848e-05,0.0001,166378
57,719598,12488,0.05,230.4,6680,0.70034117,5.113284714752808e-05,0.0001,167399
57,723789,12568,0.05,235.52,6700,0.70718213,8.816240006126463e-05,0.0001,168447
57,729429,12674,0.05,247.22,6720,0.7277504899999999,5.970058555249125e-05,0.0001,169857
57,733453,12756,0.05,236.57,6740,0.7204652999999999,5.539996345760301e-05,0.0001,170863
57,736548,12815,0.05,210.32,6760,0.68021592,0.00023157853865996003,0.0001,171636
57,740340,12888,0.05,207.42,6780,0.70332348,0.00010963328531943262,0.0001,172584
57,744670,12967,0.05,208.81,6800,0.7141571299999999,3.593253131839447e-05,0.0001,173667
57,749672,13068,0.05,202.43,6820,0.7021155100000003,0.0001352072140434757,0.0001,174917
57,754138,13158,0.05,206.85,6840,0.6891742399999999,6.010990182403475e-05,0.0001,176034
57,757757,13234,0.05,212.09,6860,0.7072853100000001,7.819526945240796e-05,0.0001,176939
57,762165,13321,0.05,218.25,6880,0.6983901000000001,5.4528791224583983e-05,0.0001,178041
57,766284,13396,0.05,216.14,6900,0.69159083,5.6886499805841595e-05,0.0001,179070
57,770861,13481,0.05,211.89,6920,0.6900440600000001,8.501693810103461e-05,0.0001,180215
57,775090,13560,0.05,209.52,6940,0.6994426499999998,0.00011735482257790864,0.0001,181272
57,778937,13635,0.05,211.8,6960,0.7072068300000001,0.00010082378867082298,0.0001,182234
57,783209,13720,0.05,210.44,6980,0.71681045,0.00020827729895245284,0.0001,183302
57,788057,13823,0.05,217.73,7000,0.7284142300000002,3.604406811064109e-05,0.0001,184514
56,791724,13893,0.05,208.63,7020,0.7241119600000002,0.00033520639408379793,0.0001,185430
56,795925,13971,0.05,208.35,7040,0.70979744,0.00011918572272406891,0.0001,186481
56,799789,14038,0.05,208.52,7060,0.70212399,0.00015846807218622416,0.0001,187447
56,804185,14117,0.05,209.76,7080,0.69782098,0.0002208323567174375,0.0001,188546
56,808376,14194,0.05,203.19,7100,0.6997833400000001,9.488970681559294e-05,0.0001,189593
56,812684,14285,0.05,209.6,7120,0.6980166700000001,5.559662895393558e-05,0.0001,190670
56,816964,14375,0.05,210.39,7140,0.7168636299999999,5.6456163292750716e-05,0.0001,191740
56,819975,14440,0.05,201.86,7160,0.7065809100000001,0.00011899678793270141,0.0001,192493
56,824495,14524,0.05,203.1,7180,0.68920168,0.00021683305385522544,0.0001,193623
56,829697,14618,0.05,213.21,7200,0.6800108500000001,0.00022511380666401237,0.0001,194924
56,833078,14681,0.05,203.94,7220,0.6649449600000001,0.00016578458598814905,0.0001,195769
56,837364,14760,0.05,204.0,7240,0.64238906,7.385014760075137e-05,0.0001,196840
56,841001,14827,0.05,210.26,7260,0.65281765,7.966488192323595e-05,0.0001,197750
56,843874,14881,0.05,193.79,7280,0.63253956,5.961906208540313e-05,0.0001,198468
56,847291,14946,0.05,175.94,7300,0.60997899,6.736644718330353e-05,0.0001,199322
56,852184,15045,0.05,191.06,7320,0.64026871,0.00010240160918328911,0.0001,200545
56,855902,15115,0.05,185.38,7340,0.63358354,0.00013573109754361212,0.0001,201475
56,859364,15180,0.05,183.63,7360,0.6104564100000001,9.884723112918437e-05,0.0001,202340
56,863891,15272,0.05,200.17,7380,0.63660094,0.00011696324509102851,0.0001,203472
56,867947,15354,0.05,206.56,7400,0.6415711999999999,0.00010370214295107871,0.0001,204486
56,872521,15450,0.05,203.37,7420,0.61822322,0.00014537194510921836,0.0001,205630
56,876509,15532,0.05,206.07,7440,0.60895843,6.339725223369896e-05,0.0001,206627
56,881543,15626,0.05,221.79,7460,0.63801614,8.95351986400783e-05,0.0001,207885
56,885059,15693,0.05,211.68,7480,0.60782558,0.0001522280217614025,0.0001,208764
56,889359,15773,0.05,214.12,7500,0.60052504,7.403205381706357e-05,0.0001,209839
56,894234,15866,0.05,217.13,7520,0.6000700900000001,0.00014975359954405576,0.0001,211058
56,898302,15945,0.05,217.93,7540,0.60368676,0.00010136349737877026,0.0001,212075
56,901320,16001,0.05,197.77,7560,0.5620845600000001,0.00010260436101816595,0.0001,212829
56,905384,16081,0.05,203.25,7580,0.57541519,3.92084511986468e-05,0.0001,213845
56,909289,16156,0.05,199.3,7600,0.57656281,4.374407944851555e-05,0.0001,214822
56,912168,16212,0.05,179.34,7620,0.55355615,0.00015754433115944266,0.0001,215541
56,915150,16269,0.05,168.48,7640,0.5582560999999999,0.0002573413366917521,0.0001,216287
56,918679,16339,0.05,173.59,7660,0.5866392100000001,0.0013857067096978426,0.0001,217169
56,923114,16423,0.05,177.3,7680,0.60333278,0.00010695804667193443,0.0001,218278
56,926242,16481,0.05,169.53,7700,0.6028361600000001,0.0002715654263738543,0.0001,219060
56,930026,16554,0.05,178.58,7720,0.62403332,0.00018443541193846613,0.0001,220006
56,934214,16633,0.05,190.64,7740,0.6419503,0.0016069101402536035,0.0001,221053
56,938763,16720,0.05,200.84,7760,0.66262482,0.00010501787619432434,0.0001,222190
56,942328,16789,0.05,192.14,7780,0.6721993,0.0003252725291531533,0.0001,223081
56,947290,16884,0.05,210.48,7800,0.7032928999999999,0.0003162801149301231,0.0001,224322
56,950779,16950,0.05,207.53,7820,0.68349339,8.978213736554608e-05,0.0001,225194
56,955410,17036,0.05,211.96,7840,0.6743745700000001,6.802271673223004e-05,0.0001,226352
56,959118,17098,0.05,203.55,7860,0.6546609800000001,7.073154847603291e-05,0.0001,227279
56,963050,17168,0.05,207.22,7880,0.63228625,0.00014223411562852561,0.0001,228262
56,966466,17233,0.05,191.76,7900,0.61723945,9.073343244381249e-05,0.0001,229116
56,970468,17305,0.05,196.89,7920,0.63988383,0.0002165071782656014,0.0001,230116
56,974365,17381,0.05,189.55,7940,0.6209665800000002,9.798858809517696e-05,0.0001,231091
56,978719,17464,0.05,196.01,7960,0.6279035900000001,9.483357280259952e-05,0.0001,232179
56,984082,17568,0.05,210.32,7980,0.66813313,6.657029007328674e-05,0.0001,233520
55,988246,17649,0.05,217.8,8000,0.6605237699999997,6.260156806092709e-05,0.0001,234561
55,992875,17738,0.05,224.07,8020,0.6812321999999998,8.952316420618445e-05,0.0001,235718
55,998099,17840,0.05,237.34,8040,0.6955327000000001,7.886059756856412e-05,0.0001,237024
