time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,train/value_loss,train/policy_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/explained_variance
86016,0.10179773999999998,42,1448,93.92,59,6.4369120597839355,0.31452855467796326,1e-05,41,-1.9458481073379517,0.060547053813934326
88064,0.036200310000000006,43,1486,89.72,59,4.6038384437561035,-1.2172012329101562,1e-05,42,-1.9458374977111816,0.055224716663360596
90112,0.05613120999999996,44,1524,87.54,59,4.7983198165893555,-0.5976750254631042,1e-05,43,-1.9458389282226562,0.07141238451004028
92160,0.05157142999999998,45,1561,78.76,59,6.4644694328308105,0.9350080490112305,1e-05,44,-1.945842981338501,0.049943625926971436
94208,0.04681165999999998,46,1599,72.69,58,7.011014938354492,0.8190897703170776,1e-05,45,-1.945834755897522,0.05626857280731201
96256,0.012932799999999972,47,1637,70.1,58,5.657193660736084,-0.2713738977909088,1e-05,46,-1.9458301067352295,0.07596665620803833
98304,0.043314379999999986,48,1674,75.83,58,6.8595075607299805,-0.38054683804512024,1e-05,47,-1.9458327293395996,0.07744860649108887
100352,0.037400009999999956,49,1711,78.08,58,6.5915069580078125,1.0786818265914917,1e-05,48,-1.945833444595337,0.07263869047164917
102400,0.048010389999999986,50,1750,74.95,58,5.522615432739258,-0.4178276062011719,1e-05,49,-1.9458280801773071,0.07918798923492432
104448,0.08483002,51,1789,81.62,58,5.782473087310791,0.9181391596794128,1e-05,50,-1.945833683013916,0.06326621770858765
106496,0.023024949999999992,52,1828,84.47,58,6.168883800506592,-0.16072282195091248,1e-05,51,-1.94582998752594,0.08402734994888306
108544,0.09995310999999997,53,1868,98.08,58,5.227585792541504,0.026937726885080338,1e-05,52,-1.945835828781128,0.06802237033843994
110592,0.02458410000000002,54,1907,87.84,57,4.905731678009033,-1.3339974880218506,1e-05,53,-1.9458240270614624,0.09158313274383545
112640,0.08037960000000002,55,1944,93.9,57,6.908207416534424,1.5083398818969727,1e-05,54,-1.9458222389221191,0.0693100094795227
114688,0.08418569999999996,56,1983,84.68,57,5.284970760345459,-0.07968029379844666,1e-05,55,-1.9458177089691162,0.09479260444641113
116736,0.051266179999999995,57,2022,88.29,57,5.963386535644531,0.19893497228622437,1e-05,56,-1.9458043575286865,0.0876392126083374
118784,0.04793802999999999,58,2059,93.18,57,4.157900810241699,-1.5010970830917358,1e-05,57,-1.9458038806915283,0.11495339870452881
120832,0.06040385999999999,59,2097,99.04,57,5.0976152420043945,-0.1242765486240387,1e-05,58,-1.945807695388794,0.11689841747283936
122880,0.054624160000000005,60,2135,92.39,57,5.977645397186279,1.2192940711975098,1e-05,59,-1.9457848072052002,0.08253556489944458
124928,0.046037610000000034,61,2173,98.49,57,6.784878730773926,0.5037272572517395,1e-05,60,-1.945778489112854,0.10580259561538696
126976,0.026646260000000054,62,2214,97.36,57,4.147304534912109,-1.7770309448242188,1e-05,61,-1.9457708597183228,0.14252591133117676
129024,0.030539250000000014,63,2255,97.25,57,5.338830947875977,0.06293853372335434,1e-05,62,-1.945775032043457,0.0940280556678772
131072,0.06548682,64,2294,110.13,57,5.419881343841553,-0.5423445105552673,1e-05,63,-1.9457441568374634,0.10127705335617065
133120,0.021432399999999976,65,2332,119.98,57,3.384150743484497,-1.235453724861145,1e-05,64,-1.9457505941390991,0.14974230527877808
135168,0.07968639999999999,66,2371,122.54,56,4.940452575683594,0.1026432067155838,1e-05,65,-1.9457542896270752,0.1391928791999817
137216,0.06598244000000003,67,2410,120.89,56,6.61745023727417,1.2398719787597656,1e-05,66,-1.9457411766052246,0.10759294033050537
139264,0.0939679000000001,68,2449,120.9,56,5.236348628997803,-0.23805752396583557,1e-05,67,-1.945739507675171,0.10627835988998413
141312,0.06147435000000008,69,2489,105.21,56,5.531106948852539,0.7238602638244629,1e-05,68,-1.9457464218139648,0.06769406795501709
143360,0.06178804000000005,70,2527,92.55,56,4.891679286956787,-0.7066564559936523,1e-05,69,-1.9457354545593262,0.1511540412902832
145408,0.10050117000000004,71,2566,86.92,56,5.7304301261901855,0.6582700610160828,1e-05,70,-1.9457417726516724,0.11077356338500977
147456,0.14379013999999998,72,2605,74.09,56,6.596673965454102,1.101230263710022,1e-05,71,-1.9457356929779053,0.12382817268371582
149504,0.04719344000000003,73,2646,86.21,56,5.961324691772461,0.4623158574104309,1e-05,72,-1.9457268714904785,0.12477177381515503
151552,0.07792092,74,2686,90.87,56,3.5601251125335693,-1.640466332435608,1e-05,73,-1.9457217454910278,0.12664127349853516
153600,0.024323449999999993,75,2725,94.58,56,4.992321968078613,-0.24808304011821747,1e-05,74,-1.9457265138626099,0.15514475107192993
155648,0.06824927999999997,76,2765,111.17,56,4.340298652648926,-0.5645207762718201,1e-05,75,-1.94571053981781,0.13973724842071533
157696,0.09710156999999998,77,2806,119.98,56,4.728461265563965,-0.040693506598472595,1e-05,76,-1.945717215538025,0.11385911703109741
159744,0.04358126999999994,78,2845,124.92,56,5.498552322387695,1.1570098400115967,1e-05,77,-1.9457181692123413,0.13170361518859863
161792,0.05969814999999997,79,2885,115.96,56,5.118826866149902,-0.13278065621852875,1e-05,78,-1.945709228515625,0.1522623896598816
163840,0.08335199000000004,80,2925,117.88,56,4.613219261169434,-0.043040238320827484,1e-05,79,-1.9456977844238281,0.14522933959960938
165888,0.048400420000000006,81,2965,95.39,55,4.401349067687988,0.014163658022880554,1e-05,80,-1.9457184076309204,0.09010505676269531
167936,0.016242350000000013,82,3003,95.02,55,6.719064712524414,2.1622157096862793,1e-05,81,-1.9456617832183838,0.1102253794670105
169984,0.07968645999999996,83,3043,102.42,55,5.824180603027344,0.3478165864944458,1e-05,82,-1.9456639289855957,0.09079247713088989
172032,0.13958904,84,3082,88.97,55,4.38043212890625,-0.3267945349216461,1e-05,83,-1.945656657218933,0.1714186668395996
174080,0.041871439999999975,85,3118,88.68,55,6.276083469390869,0.1486641764640808,1e-05,84,-1.9456537961959839,0.15383166074752808
176128,0.03302334999999998,86,3160,81.24,55,7.4485955238342285,1.0242395401000977,1e-05,85,-1.945641279220581,0.12872499227523804
178176,0.034837189999999955,87,3204,77.07,55,6.650781631469727,0.7463670969009399,1e-05,86,-1.9456233978271484,0.10047709941864014
180224,0.04905859999999993,88,3245,71.44,55,5.08285665512085,-0.2696710228919983,1e-05,87,-1.9456164836883545,0.14714062213897705
182272,0.07058553000000004,89,3283,80.04,55,6.3635101318359375,0.8564536571502686,1e-05,88,-1.9456150531768799,0.08359682559967041
184320,0.07572738000000002,90,3324,94.54,55,4.769209861755371,-0.6209529042243958,1e-05,89,-1.9456171989440918,0.13445430994033813
186368,0.09786907999999998,91,3362,103.04,55,3.837709903717041,-1.5414198637008667,1e-05,90,-1.945635199546814,0.09625065326690674
188416,0.06700085,92,3403,100.23,55,4.503095626831055,-0.7140968441963196,1e-05,91,-1.9456398487091064,0.19929856061935425
190464,0.08051998999999997,93,3445,113.23,55,5.1357316970825195,0.5393694043159485,1e-05,92,-1.945636510848999,0.1277254819869995
192512,0.06111130999999999,94,3483,97.49,55,3.036327362060547,-0.9025239944458008,1e-05,93,-1.945643424987793,0.14628690481185913
194560,0.039992430000000016,95,3522,79.39,55,7.9991912841796875,1.7774996757507324,1e-05,94,-1.9456288814544678,0.1351109743118286
196608,0.059034809999999965,96,3563,84.77,55,6.824522018432617,0.8239379525184631,1e-05,95,-1.945626139640808,0.1338995099067688
198656,0.04331264999999998,97,3604,74.28,55,4.048211574554443,-0.08948184549808502,1e-05,96,-1.9456230401992798,0.11111736297607422
200704,0.04276513999999994,98,3645,78.07,55,5.797921180725098,0.027601968497037888,1e-05,97,-1.9455931186676025,0.13320320844650269
202752,0.06062596999999997,99,3684,81.93,55,7.012234687805176,1.3487194776535034,1e-05,98,-1.9455788135528564,0.07111853361129761
204800,0.03960934000000001,100,3725,72.49,54,5.391849517822266,0.33488374948501587,1e-05,99,-1.9455854892730713,0.18087804317474365
206848,0.03038558999999996,101,3766,70.67,54,5.6648077964782715,-0.2737106382846832,1e-05,100,-1.9455463886260986,0.1417904496192932
208896,0.013900359999999976,102,3808,55.69,54,7.455738544464111,1.4883980751037598,1e-05,101,-1.9455387592315674,0.0999753475189209
210944,0.023812860000000078,103,3847,60.4,54,5.860572814941406,0.9471939206123352,1e-05,102,-1.9455283880233765,0.1020667552947998
212992,0.021017339999999995,104,3886,60.26,54,6.214625358581543,0.5915801525115967,1e-05,103,-1.945515751838684,0.1326206922531128
215040,0.07020047000000006,105,3925,74.72,54,6.77252197265625,0.6917904019355774,1e-05,104,-1.9455076456069946,0.10119390487670898
217088,0.024480289999999974,106,3965,77.25,54,5.7205963134765625,-2.625844955444336,1e-05,105,-1.9455143213272095,0.19413304328918457
219136,0.03401544000000002,107,4006,79.82,54,5.374951362609863,-0.5507745742797852,1e-05,106,-1.9455170631408691,0.15780335664749146
221184,0.07854335999999998,108,4044,87.92,54,5.493305206298828,1.1458749771118164,1e-05,107,-1.945522427558899,0.11761575937271118
223232,0.10078957000000001,109,4083,96.86,54,4.454170227050781,-1.2398284673690796,1e-05,108,-1.9455236196517944,0.19950729608535767
225280,0.07955921999999999,110,4121,90.97,54,4.991117477416992,-1.2339038848876953,1e-05,109,-1.9455374479293823,0.2034611701965332
227328,0.05617155999999998,111,4161,90.84,54,5.991081714630127,0.12558305263519287,1e-05,110,-1.9455344676971436,0.15317970514297485
229376,0.06695796,112,4200,94.7,54,6.20077657699585,0.969782829284668,1e-05,111,-1.9455163478851318,0.13978946208953857
231424,0.07305707000000003,113,4241,90.64,54,5.038859844207764,-0.4969577193260193,1e-05,112,-1.9455103874206543,0.1641223430633545
233472,0.09306584000000002,114,4281,87.47,54,4.45133638381958,-0.9630022048950195,1e-05,113,-1.9455046653747559,0.1535731554031372
235520,0.07961313999999993,115,4323,85.25,54,6.6500043869018555,0.9978929162025452,1e-05,114,-1.945504069328308,0.1546277403831482
237568,0.08961700999999998,116,4363,83.87,54,5.840701103210449,0.5978915691375732,1e-05,115,-1.9454975128173828,0.08837425708770752
239616,0.02343868,117,4402,81.61,54,4.998243808746338,0.504223108291626,1e-05,116,-1.9454885721206665,0.1777663230895996
241664,0.05821537,118,4444,89.52,54,5.149919033050537,-0.7034213542938232,1e-05,117,-1.9454588890075684,0.14299553632736206
243712,0.035371210000000014,119,4484,84.55,54,5.280604362487793,-0.592642605304718,1e-05,118,-1.945487380027771,0.15783041715621948
245760,0.04020089,120,4526,88.86,54,5.048906326293945,-0.22765323519706726,1e-05,119,-1.945473551750183,0.19630610942840576
247808,0.08197264999999997,121,4563,90.85,54,6.367897033691406,1.619118094444275,1e-05,120,-1.9454683065414429,0.0582236647605896
249856,0.03852577999999996,122,4603,84.1,54,4.376280784606934,-0.9345285892486572,1e-05,121,-1.94546377658844,0.2056349515914917
251904,0.11197214000000001,123,4642,88.39,54,6.029238224029541,1.4123262166976929,1e-05,122,-1.9454565048217773,0.11638587713241577
253952,0.10688943999999999,124,4680,100.26,54,4.2182111740112305,-0.23507021367549896,1e-05,123,-1.9454561471939087,0.19672805070877075
256000,0.08869661999999996,125,4719,103.22,54,4.009501934051514,-0.9662578105926514,1e-05,124,-1.9454598426818848,0.1844692826271057
258048,0.03292490000000003,126,4761,92.61,54,4.817262649536133,0.9393377304077148,1e-05,125,-1.9454739093780518,0.1872653365135193
260096,0.035922820000000015,127,4800,96.99,54,7.076560020446777,1.3808977603912354,1e-05,126,-1.9454288482666016,0.15805882215499878
262144,0.08081307999999997,128,4840,97.96,54,4.870885848999023,0.8067310452461243,1e-05,127,-1.9454355239868164,0.10895633697509766
264192,0.13872781999999997,129,4879,101.43,54,5.496078968048096,0.5996007919311523,1e-05,128,-1.945420503616333,0.19638705253601074
266240,0.10836366,130,4920,90.74,54,4.302374362945557,-1.7569084167480469,1e-05,129,-1.945404052734375,0.1500011682510376
268288,0.07231003999999998,131,4960,95.5,54,5.801516532897949,0.37418636679649353,1e-05,130,-1.945382833480835,0.1576697826385498
270336,0.07456517000000003,132,4999,92.47,54,5.216607093811035,-0.7722231149673462,1e-05,131,-1.9453742504119873,0.17611068487167358
272384,0.09182615999999999,133,5036,80.04,54,4.977127552032471,0.7617684602737427,1e-05,132,-1.9454046487808228,0.22126668691635132
274432,0.06406761999999999,134,5077,86.2,54,6.035523414611816,0.338940292596817,1e-05,133,-1.9453935623168945,0.1529303789138794
276480,0.035385380000000015,135,5116,83.11,54,4.280349254608154,-2.194514274597168,1e-05,134,-1.9453641176223755,0.236641526222229
278528,0.06345078000000001,136,5154,89.9,54,4.9980340003967285,0.11754031479358673,1e-05,135,-1.9453634023666382,0.18643826246261597
280576,0.10130487999999996,137,5193,84.09,54,5.192584037780762,-0.020351609215140343,1e-05,136,-1.9453524351119995,0.20431703329086304
282624,0.05391484999999998,138,5233,84.23,53,6.088015079498291,0.6303030252456665,1e-05,137,-1.9453399181365967,0.1496909260749817
284672,0.03749088000000001,139,5273,90.25,53,4.886486053466797,-0.44725289940834045,1e-05,138,-1.945345401763916,0.21370834112167358
286720,0.07364846000000004,140,5313,89.76,53,4.345745086669922,-0.5518317222595215,1e-05,139,-1.9453537464141846,0.15798836946487427
288768,0.08520846000000004,141,5352,90.16,53,6.094734191894531,0.40906110405921936,1e-05,140,-1.9453585147857666,0.18842601776123047
290816,-0.015630410000000036,142,5391,90.1,53,5.091130256652832,-0.5480542778968811,1e-05,141,-1.9453215599060059,0.1794583797454834
292864,0.06858055000000002,143,5429,71.56,53,5.408464431762695,0.2921052575111389,1e-05,142,-1.9453402757644653,0.13868868350982666
294912,0.06859618000000005,144,5465,86.54,53,6.51503849029541,0.9830306172370911,1e-05,143,-1.9452816247940063,0.14962363243103027
296960,0.09221775000000001,145,5505,89.49,53,4.554340362548828,-2.4704387187957764,1e-05,144,-1.9453004598617554,0.16451787948608398
299008,0.04236592,146,5544,96.9,53,4.822099685668945,-0.036924317479133606,1e-05,145,-1.945312261581421,0.21799767017364502
301056,0.09778966999999998,147,5583,99.2,53,4.341204643249512,-0.7212551832199097,1e-05,146,-1.9453333616256714,0.21451830863952637
303104,0.10500755999999999,148,5623,107.96,53,4.997504234313965,0.0475434772670269,1e-05,147,-1.9453502893447876,0.2344517707824707
305152,0.11720094999999997,149,5663,104.38,53,3.4315497875213623,-0.36688223481178284,1e-05,148,-1.945343017578125,0.23387986421585083
307200,0.05989930999999997,150,5702,101.73,53,4.094300270080566,-0.046402476727962494,1e-05,149,-1.9453681707382202,0.2010682225227356
309248,0.046903529999999985,151,5742,92.4,53,6.687273979187012,1.8319892883300781,1e-05,150,-1.9453036785125732,0.06359708309173584
311296,0.04805666999999999,152,5783,88.62,53,5.991490840911865,1.585136890411377,1e-05,151,-1.9452617168426514,0.14819711446762085
313344,0.045375850000000016,153,5821,87.51,53,5.6062774658203125,0.9562357664108276,1e-05,152,-1.9452455043792725,0.17813128232955933
315392,0.053766409999999994,154,5862,98.18,53,4.581401824951172,-0.46815699338912964,1e-05,153,-1.9452667236328125,0.11942863464355469
317440,0.005288999999999961,155,5898,104.1,53,4.9601545333862305,0.04351623356342316,1e-05,154,-1.9452451467514038,0.24154579639434814
319488,0.06398596000000001,156,5937,105.85,53,3.5298874378204346,-2.096752166748047,1e-05,155,-1.9452143907546997,0.1742916703224182
321536,0.04841223,157,5977,114.51,53,5.745570659637451,0.49710625410079956,1e-05,156,-1.9452061653137207,0.22144752740859985
323584,0.06470698,158,6015,93.67,53,5.294042110443115,0.7823318839073181,1e-05,157,-1.9451780319213867,0.17647135257720947
325632,0.04371310000000002,159,6053,91.1,53,5.741713047027588,0.14635182917118073,1e-05,158,-1.9451422691345215,0.18862169981002808
327680,0.08604044999999998,160,6095,86.75,53,5.511359214782715,-0.862053632736206,1e-05,159,-1.9451186656951904,0.16404032707214355
329728,0.09229300000000001,161,6135,89.37,53,4.736268043518066,0.14754195511341095,1e-05,160,-1.945112705230713,0.13495665788650513
331776,0.06746429,162,6173,88.86,53,4.349229335784912,-0.440450519323349,1e-05,161,-1.9451148509979248,0.252591073513031
333824,0.10543296999999997,163,6211,95.23,53,5.786746025085449,0.8507527709007263,1e-05,162,-1.9451110363006592,0.20174598693847656
335872,0.07131684999999997,164,6252,87.88,53,4.222864627838135,-0.6052967309951782,1e-05,163,-1.945131778717041,0.20881348848342896
337920,0.029088829999999982,165,6293,79.21,53,5.9993486404418945,0.9433568716049194,1e-05,164,-1.9450608491897583,0.16463661193847656
339968,0.08743379,166,6333,87.47,53,4.248265266418457,-0.45356959104537964,1e-05,165,-1.9450678825378418,0.21102529764175415
342016,-0.0017718299999999675,167,6370,97.3,53,4.7563557624816895,-0.2570522725582123,1e-05,166,-1.9451178312301636,0.18457984924316406
344064,0.07648545000000001,168,6409,94.76,53,2.8767337799072266,-1.4478780031204224,1e-05,167,-1.945127010345459,0.27151966094970703
346112,0.03913625999999995,169,6449,104.91,53,4.7654571533203125,0.2782171666622162,1e-05,168,-1.9451014995574951,0.14191347360610962
348160,0.031033880000000034,170,6487,101.81,53,5.572976112365723,0.3516271114349365,1e-05,169,-1.9450404644012451,0.251126229763031
350208,0.014130980000000069,171,6527,88.22,53,4.721917629241943,-0.16552041471004486,1e-05,170,-1.944993257522583,0.23174917697906494
352256,0.10760192999999992,172,6566,81.17,53,5.657754421234131,0.8253026008605957,1e-05,171,-1.9449671506881714,0.18160128593444824
354304,-0.0007459400000001005,173,6606,87.67,53,5.351888179779053,0.2958781123161316,1e-05,172,-1.9449384212493896,0.21698683500289917
356352,0.05281657999999997,174,6645,85.99,53,4.401125907897949,-0.9149948358535767,1e-05,173,-1.9449487924575806,0.19227725267410278
358400,0.056531829999999984,175,6685,86.22,53,4.876006603240967,0.508836030960083,1e-05,174,-1.9449405670166016,0.19427525997161865
360448,0.07722900000000002,176,6724,80.8,53,5.069487571716309,0.6049321889877319,1e-05,175,-1.9449255466461182,0.19058817625045776
362496,0.05519531000000006,177,6765,72.0,53,6.15205192565918,-0.29931366443634033,1e-05,176,-1.9448866844177246,0.2276814579963684
364544,0.061523079999999994,178,6804,78.39,53,5.578082084655762,0.6901535391807556,1e-05,177,-1.9448739290237427,0.2022581696510315
366592,0.10079805,179,6843,82.17,53,4.471735000610352,-0.5928646326065063,1e-05,178,-1.9448615312576294,0.2316012978553772
368640,0.05340556000000002,180,6883,91.37,53,5.109180927276611,0.13644351065158844,1e-05,179,-1.9448508024215698,0.26091521978378296
370688,0.042852049999999975,181,6922,99.54,53,5.019382953643799,-0.39067012071609497,1e-05,180,-1.9448442459106445,0.24035191535949707
372736,0.04847183999999997,182,6962,94.23,53,3.7494544982910156,-0.40416398644447327,1e-05,181,-1.9448529481887817,0.16742026805877686
374784,0.015600920000000018,183,7000,94.54,53,5.046180725097656,1.6308199167251587,1e-05,182,-1.9448341131210327,0.20156186819076538
376832,0.060488299999999925,184,7039,89.08,53,3.64829158782959,-0.9626739025115967,1e-05,183,-1.9448590278625488,0.3225325345993042
378880,0.10222629000000005,185,7080,103.5,53,5.535424709320068,0.708574116230011,1e-05,184,-1.9448517560958862,0.24322587251663208
380928,0.07502727,186,7118,92.43,53,2.4792287349700928,-1.41843843460083,1e-05,185,-1.9448894262313843,0.37119513750076294
382976,0.02648831999999995,187,7158,99.91,53,4.554929733276367,0.29357460141181946,1e-05,186,-1.9448637962341309,0.2549293041229248
385024,0.04619197,188,7199,92.5,53,5.168513298034668,-0.014083310961723328,1e-05,187,-1.9448416233062744,0.26570552587509155
387072,0.10955022999999998,189,7240,75.1,53,5.485010147094727,0.18739053606987,1e-05,188,-1.9447792768478394,0.21498310565948486
389120,0.10424972000000002,190,7280,88.14,53,5.565552234649658,0.2998582720756531,1e-05,189,-1.9447615146636963,0.2419576644897461
391168,0.10215300000000002,191,7319,84.56,53,3.5997908115386963,-1.1197268962860107,1e-05,190,-1.9448027610778809,0.2622261047363281
393216,0.08186270999999998,192,7357,96.78,53,4.547009468078613,-0.44421908259391785,1e-05,191,-1.9448014497756958,0.2349262237548828
395264,0.07634105,193,7399,91.18,53,4.747582912445068,1.4224274158477783,1e-05,192,-1.9448431730270386,0.23336613178253174
397312,0.055140539999999995,194,7440,95.87,53,4.225817680358887,-0.023659907281398773,1e-05,193,-1.9447821378707886,0.24162423610687256
399360,0.08370797999999999,195,7482,99.3,53,3.5214502811431885,-0.28038057684898376,1e-05,194,-1.9448695182800293,0.2703897953033447
401408,0.06460186999999999,196,7523,91.49,53,5.105619430541992,0.13209268450737,1e-05,195,-1.944901704788208,0.3002737760543823
403456,0.07322667,197,7562,97.43,53,3.9672927856445312,0.44656258821487427,1e-05,196,-1.9448683261871338,0.23644208908081055
405504,0.07508984,198,7604,97.8,53,5.436866283416748,0.292421817779541,1e-05,197,-1.9448137283325195,0.28225040435791016
407552,0.06357638999999994,199,7647,85.8,53,4.8945088386535645,0.4269222617149353,1e-05,198,-1.9447680711746216,0.2141774296760559
409600,0.047351730000000015,200,7688,79.1,53,5.074825763702393,-0.2708290219306946,1e-05,199,-1.9446830749511719,0.25835323333740234
411648,0.08369649000000003,201,7730,74.96,53,4.860304832458496,-0.6005317568778992,1e-05,200,-1.9447169303894043,0.24025958776474
413696,0.11242967000000005,202,7769,81.56,53,5.791131973266602,1.5838181972503662,1e-05,201,-1.9447157382965088,0.20244693756103516
415744,0.06565408000000005,203,7813,85.86,53,4.269310474395752,-0.9759093523025513,1e-05,202,-1.9447250366210938,0.19428259134292603
417792,0.035935690000000055,204,7855,82.99,53,4.759560585021973,0.5191060304641724,1e-05,203,-1.9447414875030518,0.3004072904586792
419840,0.10384730999999997,205,7894,82.25,53,5.326997756958008,0.9384965896606445,1e-05,204,-1.944701910018921,0.17771178483963013
421888,0.08332359000000002,206,7934,75.6,53,4.480158805847168,0.2487943470478058,1e-05,205,-1.9446426630020142,0.2044163942337036
423936,0.034145560000000075,207,7975,64.41,53,5.2781171798706055,-0.8463925719261169,1e-05,206,-1.9446587562561035,0.28172922134399414
425984,0.03485762000000003,208,8017,71.24,53,6.402637481689453,0.9070945978164673,1e-05,207,-1.9446494579315186,0.23767149448394775
