time/fps,rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
41,0.15520238,0.05,5680,4545,34.05,189667,2.593182589407661e-05,1.9070714918537712e-05,13570
41,0.1563934,0.05,5700,4565,31.29,190314,4.231666798659717e-05,1.9070714918537712e-05,13630
41,0.15663159000000001,0.05,5720,4584,30.55,190878,1.536713389214128e-05,1.9070714918537712e-05,13700
41,0.15752071999999998,0.05,5740,4605,29.18,191441,4.6958151824583186e-05,1.9070714918537712e-05,13770
41,0.16153192,0.05,5760,4623,30.15,192038,3.188616115039622e-05,1.9070714918537712e-05,13830
41,0.16054749999999998,0.05,5780,4643,29.06,192573,2.6268733745382632e-05,1.9070714918537712e-05,13900
41,0.16889435000000003,0.05,5800,4672,33.16,193630,2.4116715303534873e-05,1.9070714918537712e-05,13970
41,0.17286585,0.05,5820,4698,35.63,194441,4.623149143299088e-05,1.9070714918537712e-05,14030
41,0.17044439,0.05,5840,4723,37.97,195238,2.4609718502688337e-05,1.9070714918537712e-05,14100
41,0.166322,0.05,5860,4740,36.78,195716,3.871665576298256e-05,1.9070714918537712e-05,14170
41,0.16442098000000002,0.05,5880,4755,36.27,196200,4.1467192522759434e-05,1.9070714918537712e-05,14230
41,0.15030662,0.05,5900,4773,30.95,196725,3.211085158909555e-05,1.9070714918537712e-05,14300
41,0.14925134,0.05,5920,4790,28.94,197335,2.3479436640627684e-05,1.9070714918537712e-05,14370
41,0.15033230999999997,0.05,5940,4808,26.16,197854,2.6321312361687887e-05,1.9070714918537712e-05,14430
41,0.15417379,0.05,5960,4827,26.72,198388,3.657576426121523e-05,1.9070714918537712e-05,14500
41,0.15379663000000002,0.05,5980,4850,28.63,199063,3.984756785939681e-05,1.9070714918537712e-05,14570
40,0.15322679,0.05,6000,4869,28.72,199597,2.8447003205656075e-05,1.9070714918537712e-05,14630
40,0.15811931,0.05,6020,4897,31.57,200492,3.967752786593337e-05,1.9070714918537712e-05,14700
40,0.16682219,0.05,6040,4930,40.46,201900,4.3782766988442744e-05,1.9070714918537712e-05,14770
40,0.16566883000000004,0.05,6060,4955,43.4,202728,1.826836514737806e-05,1.9070714918537712e-05,14830
40,0.17243341,0.05,6080,4978,43.93,203456,2.1665813483195963e-05,1.9070714918537712e-05,14900
40,0.18113116999999998,0.05,6100,5005,47.86,204383,2.6377381800557487e-05,1.9070714918537712e-05,14970
40,0.1731292,0.05,6120,5024,45.63,205055,3.541004234648426e-05,1.9070714918537712e-05,15030
40,0.17443127000000003,0.05,6140,5052,41.14,206014,3.340348462188558e-05,1.9070714918537712e-05,15100
40,0.17093508,0.05,6160,5072,40.34,206762,3.028046839972376e-05,1.9070714918537712e-05,15170
40,0.16534648999999998,0.05,6180,5091,38.6,207316,3.59255881903664e-05,1.9070714918537712e-05,15230
40,0.17290786,0.05,6200,5117,38.91,208274,4.628144024536596e-05,1.9070714918537712e-05,15300
40,0.17497463,0.05,6220,5140,39.84,209039,4.458259486455063e-05,1.9070714918537712e-05,15370
40,0.17022017000000006,0.05,6240,5164,37.92,209806,3.067756638301944e-05,1.9070714918537712e-05,15430
40,0.20529428999999996,0.05,6260,5210,50.05,211767,2.466793557687197e-05,1.9070714918537712e-05,15500
40,0.20383790999999998,0.05,6280,5227,49.9,212306,3.4213932667626065e-05,1.9070714918537712e-05,15570
40,0.20054674000000003,0.05,6300,5257,51.29,213403,3.45381334227568e-05,1.9070714918537712e-05,15630
40,0.21336159,0.05,6320,5282,51.16,214155,3.868306748699979e-05,1.9070714918537712e-05,15700
40,0.20729828000000006,0.05,6340,5301,48.76,214682,2.473548820489668e-05,1.9070714918537712e-05,15770
40,0.17506805,0.05,6360,5318,34.48,215215,3.298149886177271e-05,1.9070714918537712e-05,15830
40,0.17636411,0.05,6380,5339,35.19,215825,3.598629891712335e-05,1.9070714918537712e-05,15900
40,0.17810983,0.05,6400,5364,33.38,216741,2.742559136095224e-05,1.9070714918537712e-05,15970
40,0.1643322,0.05,6420,5384,31.8,217335,2.967904974866542e-05,1.9070714918537712e-05,16030
40,0.16751276999999998,0.05,6440,5406,33.42,218024,5.0803567137336356e-05,1.9070714918537712e-05,16100
40,0.17205143,0.05,6460,5432,37.43,218958,3.334745360916713e-05,1.9070714918537712e-05,16170
40,0.16950416000000001,0.05,6480,5451,37.07,219532,3.381833084858954e-05,1.9070714918537712e-05,16230
40,0.16103997,0.05,6500,5473,35.09,220250,1.9910770424758085e-05,1.9070714918537712e-05,16300
40,0.16449493,0.05,6520,5497,35.9,220925,3.3902439372468504e-05,1.9070714918537712e-05,16370
40,0.15995852000000002,0.05,6540,5517,35.42,221566,4.540427444226225e-05,1.9070714918537712e-05,16430
40,0.17495945,0.05,6560,5546,35.75,222533,3.935825288863271e-05,1.9070714918537712e-05,16500
40,0.18922852,0.05,6580,5569,38.58,223390,3.449278237894759e-05,1.9070714918537712e-05,16570
40,0.20099964,0.05,6600,5594,40.63,224313,3.841142088276683e-05,1.9070714918537712e-05,16630
40,0.22383661000000005,0.05,6620,5627,45.86,225511,2.7583718656387644e-05,1.9070714918537712e-05,16700
40,0.24063130000000002,0.05,6640,5653,48.46,226412,4.1707650780153926e-05,1.9070714918537712e-05,16770
40,0.22901283,0.05,6660,5674,45.18,227051,4.8498602654944986e-05,1.9070714918537712e-05,16830
39,0.22556038999999997,0.05,6680,5696,43.89,227779,5.4325330711435524e-05,1.9070714918537712e-05,16900
39,0.22119651999999998,0.05,6700,5720,43.08,228621,3.9271832247322894e-05,1.9070714918537712e-05,16970
39,0.20700222000000004,0.05,6720,5746,40.51,229562,4.066478913955507e-05,1.9070714918537712e-05,17030
39,0.20201913999999999,0.05,6740,5776,42.01,230613,4.1441848770773505e-05,1.9070714918537712e-05,17100
39,0.19453385999999998,0.05,6760,5795,41.11,231162,4.15272810641909e-05,1.9070714918537712e-05,17170
39,0.19178103000000005,0.05,6780,5820,42.0,231979,4.630387475117459e-05,1.9070714918537712e-05,17230
39,0.17945565000000005,0.05,6800,5840,39.9,232611,4.5904161197540816e-05,1.9070714918537712e-05,17300
39,0.17676433,0.05,6820,5872,41.73,233735,5.6711527304287304e-05,1.9070714918537712e-05,17370
39,0.17091716999999998,0.05,6840,5894,38.73,234486,4.093012821613229e-05,1.9070714918537712e-05,17430
39,0.18455387999999995,0.05,6860,5926,45.18,235680,6.195086953084684e-05,1.9070714918537712e-05,17500
39,0.18910187999999997,0.05,6880,5951,44.91,236470,4.224064050504239e-05,1.9070714918537712e-05,17570
39,0.18936446,0.05,6900,5968,43.21,236932,2.5606715553294634e-05,1.9070714918537712e-05,17630
39,0.18118431000000002,0.05,6920,5988,37.24,237459,2.4867584397725295e-05,1.9070714918537712e-05,17700
39,0.18425156,0.05,6940,6011,36.9,238176,4.262306147211348e-05,1.9070714918537712e-05,17770
39,0.17019283999999998,0.05,6960,6029,31.24,238804,4.044405986860511e-05,1.9070714918537712e-05,17830
39,0.17217815000000003,0.05,6980,6053,30.49,239519,4.100157311768271e-05,1.9070714918537712e-05,17900
39,0.18072014,0.05,7000,6079,33.97,240329,3.430272354307817e-05,1.9070714918537712e-05,17970
39,0.19465470000000007,0.05,7020,6111,39.96,241455,2.824077382683754e-05,1.9070714918537712e-05,18030
39,0.21458391999999996,0.05,7040,6145,45.22,242698,3.7104754028405296e-05,1.9070714918537712e-05,18100
39,0.23198306999999999,0.05,7060,6185,55.8,244384,3.9237613145814974e-05,1.9070714918537712e-05,18170
39,0.22095921999999998,0.05,7080,6202,54.94,245013,4.488345175559516e-05,1.9070714918537712e-05,18230
39,0.24337666000000002,0.05,7100,6227,55.84,245913,4.821483353225631e-05,1.9070714918537712e-05,18300
39,0.23709534,0.05,7120,6247,51.2,246575,5.268703343972447e-05,1.9070714918537712e-05,18370
39,0.21368065000000003,0.05,7140,6265,44.46,247144,6.350997946356074e-05,1.9070714918537712e-05,18430
39,0.23450213,0.05,7160,6299,41.24,248508,4.1411792335566136e-05,1.9070714918537712e-05,18500
39,0.25816423,0.05,7180,6326,43.59,249372,2.9684960372833304e-05,1.9070714918537712e-05,18570
39,0.251502,0.05,7200,6354,46.81,250594,4.3636216923914616e-05,1.9070714918537712e-05,18630
39,0.26120417,0.05,7220,6381,49.22,251497,2.7198330008104678e-05,1.9070714918537712e-05,18700
39,0.2850131,0.05,7240,6407,53.66,252510,4.49103146820562e-05,1.9070714918537712e-05,18770
39,0.26170049,0.05,7260,6431,49.35,253443,5.1705382975342215e-05,1.9070714918537712e-05,18830
39,0.24098971,0.05,7280,6452,47.35,254107,5.357102236303035e-05,1.9070714918537712e-05,18900
39,0.22450816999999998,0.05,7300,6470,40.82,254676,5.600927879640949e-05,1.9070714918537712e-05,18970
39,0.20399899999999999,0.05,7320,6487,37.15,255212,3.522554416122148e-05,1.9070714918537712e-05,19030
39,0.18605963,0.05,7340,6509,32.93,255803,4.202764030196704e-05,1.9070714918537712e-05,19100
39,0.18569662999999997,0.05,7360,6528,31.34,256577,5.52836895622022e-05,1.9070714918537712e-05,19170
39,0.19553328,0.05,7380,6549,32.01,257308,4.4387463003658925e-05,1.9070714918537712e-05,19230
39,0.20405178999999996,0.05,7400,6578,36.83,258359,5.131509460625239e-05,1.9070714918537712e-05,19300
39,0.20425266000000003,0.05,7420,6595,36.35,258847,4.828601522604004e-05,1.9070714918537712e-05,19370
39,0.19640705000000003,0.05,7440,6612,35.78,259381,6.0114946427347606e-05,1.9070714918537712e-05,19430
39,0.20761473,0.05,7460,6643,40.31,260608,4.565787221508799e-05,1.9070714918537712e-05,19500
39,0.21632449999999998,0.05,7480,6673,44.21,261729,3.831967751466436e-05,1.9070714918537712e-05,19570
39,0.22123102000000003,0.05,7500,6695,41.66,262525,5.882650930288946e-05,1.9070714918537712e-05,19630
39,0.24223508999999996,0.05,7520,6731,50.2,263867,5.3723830478702436e-05,1.9070714918537712e-05,19700
39,0.25020891,0.05,7540,6757,53.47,264728,3.859149073832668e-05,1.9070714918537712e-05,19770
39,0.25814977,0.05,7560,6788,52.47,265855,4.5527278234658294e-05,1.9070714918537712e-05,19830
39,0.24870415999999998,0.05,7580,6823,55.25,267254,3.595004536691704e-05,1.9070714918537712e-05,19900
39,0.25266359,0.05,7600,6850,57.59,268284,5.175021415197989e-05,1.9070714918537712e-05,19970
39,0.25985511,0.05,7620,6885,58.75,269742,5.3701302113040585e-05,1.9070714918537712e-05,20030
39,0.26130148,0.05,7640,6909,57.36,270464,7.535916865890613e-05,1.9070714918537712e-05,20100
39,0.23795905000000006,0.05,7660,6934,54.65,271320,7.94141069491161e-05,1.9070714918537712e-05,20170
39,0.23856543,0.05,7680,6955,48.51,272105,4.992019166820683e-05,1.9070714918537712e-05,20230
39,0.23998034000000001,0.05,7700,6988,49.06,273190,4.0866900599212384e-05,1.9070714918537712e-05,20300
39,0.22138762999999997,0.05,7720,7013,42.09,273951,4.4963438267586755e-05,1.9070714918537712e-05,20370
39,0.23832493,0.05,7740,7043,46.29,275093,3.746456732187653e-05,1.9070714918537712e-05,20430
39,0.25940787,0.05,7760,7074,48.61,276181,3.734114748112916e-05,1.9070714918537712e-05,20500
39,0.25301274,0.05,7780,7095,48.28,276933,4.965214438925614e-05,1.9070714918537712e-05,20570
39,0.23348109,0.05,7800,7124,47.4,277930,6.708896180498413e-05,1.9070714918537712e-05,20630
39,0.25238294000000006,0.05,7820,7152,51.2,279071,5.679829955624882e-05,1.9070714918537712e-05,20700
39,0.26652378000000004,0.05,7840,7189,54.03,280496,4.61474515759619e-05,1.9070714918537712e-05,20770
39,0.26874959,0.05,7860,7216,53.6,281541,4.498951238929294e-05,1.9070714918537712e-05,20830
39,0.28866018,0.05,7880,7248,57.45,282678,5.599580290436279e-05,1.9070714918537712e-05,20900
38,0.2807565000000001,0.05,7900,7267,53.58,283288,6.388432138919598e-05,1.9070714918537712e-05,20970
38,0.26714617,0.05,7920,7297,52.81,284352,5.552203510887921e-05,1.9070714918537712e-05,21030
38,0.25575531,0.05,7940,7329,50.22,285518,5.371486804506276e-05,1.9070714918537712e-05,21100
38,0.2529403,0.05,7960,7362,51.15,286656,4.8661553228157574e-05,1.9070714918537712e-05,21170
38,0.24583437000000002,0.05,7980,7394,50.93,287771,4.933122036163695e-05,1.9070714918537712e-05,21230
38,0.24646431999999993,0.05,8000,7413,50.08,288296,4.255175954313017e-05,1.9070714918537712e-05,21300
38,0.24956869000000004,0.05,8020,7444,50.02,289354,5.024487654736731e-05,1.9070714918537712e-05,21370
38,0.23045279999999996,0.05,8040,7469,47.77,290295,5.33830974745797e-05,1.9070714918537712e-05,21430
38,0.23053202000000003,0.05,8060,7495,46.83,291339,4.9750320158636896e-05,1.9070714918537712e-05,21500
38,0.23511819000000003,0.05,8080,7521,44.75,292246,6.052355765859829e-05,1.9070714918537712e-05,21570
38,0.26853018,0.05,8100,7547,49.8,293276,8.640428332000738e-05,1.9070714918537712e-05,21630
38,0.2710049,0.05,8120,7584,51.59,294513,3.9611746251466685e-05,1.9070714918537712e-05,21700
38,0.29058037000000003,0.05,8140,7614,53.7,295665,5.190952342672972e-05,1.9070714918537712e-05,21770
38,0.28488556,0.05,8160,7647,56.01,296940,3.9192417716549244e-05,1.9070714918537712e-05,21830
38,0.28846996999999996,0.05,8180,7674,57.21,297967,4.470383119041799e-05,1.9070714918537712e-05,21900
38,0.27767839,0.05,8200,7701,55.23,298799,5.959097961749649e-05,1.9070714918537712e-05,21970
38,0.29136512,0.05,8220,7730,53.75,299888,6.787392467231257e-05,1.9070714918537712e-05,22030
38,0.28995621,0.05,8240,7762,54.24,301089,6.203798911883496e-05,1.9070714918537712e-05,22100
38,0.29319953000000004,0.05,8260,7790,50.36,301976,5.18515440489864e-05,1.9070714918537712e-05,22170
38,0.28197469,0.05,8280,7816,49.38,302905,4.645899316528812e-05,1.9070714918537712e-05,22230
38,0.28929991999999993,0.05,8300,7848,53.38,304137,5.965272421235568e-05,1.9070714918537712e-05,22300
38,0.27315343999999997,0.05,8320,7878,52.01,305089,5.693270250048954e-05,1.9070714918537712e-05,22370
38,0.26295918999999995,0.05,8340,7904,49.18,306007,4.187681843177415e-05,1.9070714918537712e-05,22430
38,0.24491713,0.05,8360,7927,46.99,306675,4.969339061062783e-05,1.9070714918537712e-05,22500
38,0.25619748000000003,0.05,8380,7956,49.06,307811,6.486482006948791e-05,1.9070714918537712e-05,22570
38,0.25529824,0.05,8400,7984,47.74,308911,4.21960039602709e-05,1.9070714918537712e-05,22630
38,0.26163697999999996,0.05,8420,8011,49.96,310085,4.378183248263667e-05,1.9070714918537712e-05,22700
38,0.27337277,0.05,8440,8038,51.27,311134,3.9243147239176326e-05,1.9070714918537712e-05,22770
38,0.30655950000000004,0.05,8460,8069,56.77,312352,5.6693163514864864e-05,1.9070714918537712e-05,22830
38,0.31126018,0.05,8480,8098,56.35,313446,4.177715381956659e-05,1.9070714918537712e-05,22900
38,0.30479029,0.05,8500,8125,54.71,314382,9.347811801490025e-05,1.9070714918537712e-05,22970
38,0.30905846,0.05,8520,8147,51.56,315241,5.020338376198197e-05,1.9070714918537712e-05,23030
38,0.32200898,0.05,8540,8183,55.51,316685,6.362071153489523e-05,1.9070714918537712e-05,23100
38,0.30688881,0.05,8560,8212,55.32,317884,5.626510883303126e-05,1.9070714918537712e-05,23170
38,0.31275105,0.05,8580,8239,54.92,318938,4.237476023263298e-05,1.9070714918537712e-05,23230
38,0.33043344,0.05,8600,8275,60.15,320397,7.713884260738269e-05,1.9070714918537712e-05,23300
38,0.32341803999999996,0.05,8620,8301,61.19,321360,7.360722192970571e-05,1.9070714918537712e-05,23370
38,0.32170146999999993,0.05,8640,8333,59.01,322586,4.504049647948705e-05,1.9070714918537712e-05,23430
38,0.33030395,0.05,8660,8361,58.12,323696,5.300943030306371e-05,1.9070714918537712e-05,23500
38,0.3369801800000001,0.05,8680,8394,60.44,324982,8.196175331249833e-05,1.9070714918537712e-05,23570
38,0.33517304,0.05,8700,8428,59.93,326390,4.791422143171076e-05,1.9070714918537712e-05,23630
38,0.35156634000000003,0.05,8720,8467,64.15,327775,5.0809182539524045e-05,1.9070714918537712e-05,23700
38,0.34331807999999997,0.05,8740,8497,63.04,328890,4.175822377874283e-05,1.9070714918537712e-05,23770
38,0.35871923,0.05,8760,8529,65.04,330200,6.887500931043177e-05,1.9070714918537712e-05,23830
38,0.3614101,0.05,8780,8567,66.92,331674,5.415150171756977e-05,1.9070714918537712e-05,23900
38,0.36496089,0.05,8800,8595,63.59,332749,5.803624171676347e-05,1.9070714918537712e-05,23970
38,0.36675668999999994,0.05,8820,8624,60.58,333833,6.273064427659847e-05,1.9070714918537712e-05,24030
38,0.38352771999999996,0.05,8840,8657,62.89,335179,3.9745364301779776e-05,1.9070714918537712e-05,24100
38,0.36760167000000005,0.05,8860,8686,61.86,336386,4.36157268268289e-05,1.9070714918537712e-05,24170
38,0.36346447000000004,0.05,8880,8722,62.15,337889,9.259394373657414e-05,1.9070714918537712e-05,24230
38,0.3838833600000001,0.05,8900,8769,71.42,339891,6.352218842948787e-05,1.9070714918537712e-05,24300
38,0.39582941000000005,0.05,8920,8805,74.47,341280,6.416005417122505e-05,1.9070714918537712e-05,24370
38,0.39716453,0.05,8940,8836,74.32,342611,5.152600251676631e-05,1.9070714918537712e-05,24430
38,0.44537438,0.05,8960,8877,79.32,344318,5.1545334645197724e-05,1.9070714918537712e-05,24500
38,0.43747304,0.05,8980,8906,75.3,345419,7.061884498398286e-05,1.9070714918537712e-05,24570
38,0.4221486800000001,0.05,9000,8939,69.06,346797,5.311851255100919e-05,1.9070714918537712e-05,24630
38,0.44240653,0.05,9020,8986,76.01,348881,9.351254775538109e-05,1.9070714918537712e-05,24700
38,0.43738735,0.05,9040,9032,81.74,350785,7.704879117227392e-05,1.9070714918537712e-05,24770
38,0.39395443999999996,0.05,9060,9064,78.29,352147,8.115814925986342e-05,1.9070714918537712e-05,24830
38,0.43158943,0.05,9080,9103,85.15,353934,6.677958799627959e-05,1.9070714918537712e-05,24900
38,0.42826780999999997,0.05,9100,9139,86.35,355432,7.60638442443451e-05,1.9070714918537712e-05,24970
38,0.4407935,0.05,9120,9191,88.25,357706,5.620403971988708e-05,1.9070714918537712e-05,25030
38,0.44716469,0.05,9140,9233,87.91,359576,5.07847676090023e-05,1.9070714918537712e-05,25100
38,0.46852496999999993,0.05,9160,9275,92.39,361386,8.017718773771776e-05,1.9070714918537712e-05,25170
38,0.45457322999999994,0.05,9180,9312,90.84,363018,5.693877101293765e-05,1.9070714918537712e-05,25230
38,0.44670715,0.05,9200,9343,89.18,364350,8.261278890131507e-05,1.9070714918537712e-05,25300
39,0.40482997,0.05,9220,9380,81.54,365860,7.020029279374285e-05,1.9070714918537712e-05,25370
39,0.38065090000000007,0.05,9240,9407,73.65,366941,9.349318715976552e-05,1.9070714918537712e-05,25430
39,0.3801982900000001,0.05,9260,9465,80.51,369437,4.244735418978962e-05,1.9070714918537712e-05,25500
39,0.3608178900000001,0.05,9280,9497,76.94,370712,5.924079378019087e-05,1.9070714918537712e-05,25570
39,0.37281600000000004,0.05,9300,9536,79.12,372262,7.78378840550431e-05,1.9070714918537712e-05,25630
39,0.35494036,0.05,9320,9574,79.28,373788,6.28373384643055e-05,1.9070714918537712e-05,25700
39,0.37449623000000004,0.05,9340,9611,82.04,375145,8.059552128543146e-05,1.9070714918537712e-05,25770
39,0.37914121000000006,0.05,9360,9660,79.58,377395,4.92869865411194e-05,1.9070714918537712e-05,25830
39,0.38243510999999997,0.05,9380,9699,82.96,379008,7.445132450811798e-05,1.9070714918537712e-05,25900
39,0.40037889,0.05,9400,9738,83.59,380621,0.00010274294654664118,1.9070714918537712e-05,25970
39,0.42836212,0.05,9420,9768,80.23,381811,5.144731203472474e-05,1.9070714918537712e-05,26030
39,0.4462648,0.05,9440,9807,84.7,383615,5.578275668085553e-05,1.9070714918537712e-05,26100
39,0.46692046000000004,0.05,9460,9855,82.91,385686,6.385923879861365e-05,1.9070714918537712e-05,26170
39,0.49597316000000014,0.05,9480,9894,83.38,387346,6.760258165741106e-05,1.9070714918537712e-05,26230
39,0.49596445999999994,0.05,9500,9935,83.82,389003,8.088868144113803e-05,1.9070714918537712e-05,26300
39,0.52045081,0.05,9520,9988,95.12,391323,5.118896697240416e-05,1.9070714918537712e-05,26370
39,0.5530105700000001,0.05,9540,10047,103.0,393915,6.562438102264423e-05,1.9070714918537712e-05,26430
39,0.54023707,0.05,9560,10089,98.46,395532,7.122758652258198e-05,1.9070714918537712e-05,26500
39,0.5649640499999999,0.05,9580,10134,101.23,397469,6.24616692221025e-05,1.9070714918537712e-05,26570
39,0.5950786899999999,0.05,9600,10184,106.02,399605,7.62012477935059e-05,1.9070714918537712e-05,26630
39,0.64544642,0.05,9620,10239,106.91,402014,8.858538276399486e-05,1.9070714918537712e-05,26700
39,0.60884905,0.05,9640,10272,94.98,403413,7.685646778554656e-05,1.9070714918537712e-05,26770
39,0.59318781,0.05,9660,10312,95.92,405124,9.759735694387927e-05,1.9070714918537712e-05,26830
39,0.5876017000000001,0.05,9680,10369,102.17,407686,6.860751727799652e-05,1.9070714918537712e-05,26900
39,0.51065143,0.05,9700,10393,89.22,408527,0.0001055225253367098,1.9070714918537712e-05,26970
39,0.4334708999999999,0.05,9720,10425,76.21,409635,8.585875984863378e-05,1.9070714918537712e-05,27030
39,0.4718913299999999,0.05,9740,10469,80.4,411453,8.051679651543964e-05,1.9070714918537712e-05,27100
39,0.4781153199999999,0.05,9760,10518,85.2,413644,5.0132615251641254e-05,1.9070714918537712e-05,27170
39,0.4417515899999999,0.05,9780,10548,71.65,414851,7.665794291824568e-05,1.9070714918537712e-05,27230
39,0.44094561,0.05,9800,10570,70.4,415567,0.00010673774377210066,1.9070714918537712e-05,27300
39,0.4762875099999999,0.05,9820,10611,76.35,417270,8.644335557619342e-05,1.9070714918537712e-05,27370
39,0.41122252000000004,0.05,9840,10639,68.89,418342,6.352816963044461e-05,1.9070714918537712e-05,27430
39,0.3738327999999999,0.05,9860,10663,55.49,419193,7.844928604754387e-05,1.9070714918537712e-05,27500
39,0.38672449,0.05,9880,10706,59.9,420841,7.019941840553656e-05,1.9070714918537712e-05,27570
39,0.44667514999999997,0.05,9900,10743,68.49,422416,6.4845022825466e-05,1.9070714918537712e-05,27630
39,0.45688591999999995,0.05,9920,10818,82.23,425493,6.84690043271985e-05,1.9070714918537712e-05,27700
39,0.48422270999999995,0.05,9940,10868,92.61,427603,0.00011493039437482366,1.9070714918537712e-05,27770
39,0.51556897,0.05,9960,10898,96.42,428835,9.017493430292234e-05,1.9070714918537712e-05,27830
39,0.5221640599999999,0.05,9980,10945,100.44,430885,7.568196360807633e-05,1.9070714918537712e-05,27900
39,0.51580391,0.05,10000,10990,104.98,432914,8.620597327535506e-05,1.9070714918537712e-05,27970
39,0.4555000199999999,0.05,10020,11018,85.64,434057,6.101721264712978e-05,1.9070714918537712e-05,28030
39,0.45556283999999997,0.05,10040,11064,84.77,436080,6.920389041624731e-05,1.9070714918537712e-05,28100
39,0.48210537,0.05,10060,11106,90.25,437860,7.223033862828743e-05,1.9070714918537712e-05,28170
39,0.49402025,0.05,10080,11160,94.26,440311,6.947334004507866e-05,1.9070714918537712e-05,28230
39,0.48892973999999995,0.05,10100,11199,89.32,441846,0.00010506647195143159,1.9070714918537712e-05,28300
39,0.5160549,0.05,10120,11231,90.61,443118,7.808951868355507e-05,1.9070714918537712e-05,28370
39,0.51616627,0.05,10140,11266,85.83,444663,9.14759149964084e-05,1.9070714918537712e-05,28430
39,0.4940931899999999,0.05,10160,11307,85.27,446387,8.14979248389136e-05,1.9070714918537712e-05,28500
39,0.48683789999999993,0.05,10180,11355,82.0,448511,6.14549921010621e-05,1.9070714918537712e-05,28570
39,0.49660462000000005,0.05,10200,11396,82.92,450138,0.00010340744265704415,1.9070714918537712e-05,28630
39,0.49964182000000007,0.05,10220,11437,86.55,451773,7.385178141703364e-05,1.9070714918537712e-05,28700
39,0.5307712,0.05,10240,11484,90.1,453673,0.00012292135652387516,1.9070714918537712e-05,28770
39,0.53737127,0.05,10260,11520,86.7,455057,6.082314284867607e-05,1.9070714918537712e-05,28830
39,0.53988603,0.05,10280,11558,82.93,456804,7.305597318918444e-05,1.9070714918537712e-05,28900
39,0.5593819000000001,0.05,10300,11601,84.0,458538,9.494783662375995e-05,1.9070714918537712e-05,28970
39,0.59960013,0.05,10320,11640,85.37,460310,9.626785613363609e-05,1.9070714918537712e-05,29030
39,0.61043744,0.05,10340,11691,88.58,462531,0.00010058175976155326,1.9070714918537712e-05,29100
39,0.62263811,0.05,10360,11729,88.87,463944,7.68011706895777e-05,1.9070714918537712e-05,29170
39,0.63816296,0.05,10380,11786,96.21,466425,7.08831114025088e-05,1.9070714918537712e-05,29230
39,0.62865052,0.05,10400,11826,95.7,468108,7.541321538155899e-05,1.9070714918537712e-05,29300
39,0.6155550000000001,0.05,10420,11889,105.79,470889,8.159601657098392e-05,1.9070714918537712e-05,29370
39,0.62966742,0.05,10440,11936,105.02,473033,5.904125064262189e-05,1.9070714918537712e-05,29430
39,0.6233256600000001,0.05,10460,11973,105.17,474461,9.35590171138756e-05,1.9070714918537712e-05,29500
39,0.6105469600000001,0.05,10480,12015,98.09,476234,4.439161748450715e-05,1.9070714918537712e-05,29570
39,0.58198052,0.05,10500,12053,97.34,477842,6.928859147592448e-05,1.9070714918537712e-05,29630
39,0.55761279,0.05,10520,12087,82.59,479148,7.406025306408993e-05,1.9070714918537712e-05,29700
39,0.52851543,0.05,10540,12141,84.47,481480,6.754205132892821e-05,1.9070714918537712e-05,29770
39,0.52003627,0.05,10560,12186,89.86,483447,9.053581961779856e-05,1.9070714918537712e-05,29830
39,0.49018311999999997,0.05,10580,12222,85.85,484819,5.4552574147237466e-05,1.9070714918537712e-05,29900
39,0.49939398,0.05,10600,12260,85.68,486410,8.171397585101658e-05,1.9070714918537712e-05,29970
39,0.532302,0.05,10620,12312,94.82,488630,9.235890229319921e-05,1.9070714918537712e-05,30030
39,0.5007230699999999,0.05,10640,12349,85.2,490000,0.00013961095537524671,1.9070714918537712e-05,30100
39,0.5096752399999999,0.05,10660,12399,87.95,492242,5.4178686332306826e-05,1.9070714918537712e-05,30170
39,0.48152203,0.05,10680,12426,83.36,493155,5.622311928163981e-05,1.9070714918537712e-05,30230
39,0.45090554999999993,0.05,10700,12456,79.4,494350,0.0001087651020498015,1.9070714918537712e-05,30300
39,0.37704740999999997,0.05,10720,12485,68.28,495458,0.00010181939760514069,1.9070714918537712e-05,30370
39,0.36034805999999997,0.05,10740,12515,66.4,496640,9.058675786945968e-05,1.9070714918537712e-05,30430
39,0.34166104,0.05,10760,12555,61.56,498398,4.6490524164255474e-05,1.9070714918537712e-05,30500
39,0.39382949000000006,0.05,10780,12594,69.09,500064,5.080671035102568e-05,1.9070714918537712e-05,30570
39,0.42943278999999995,0.05,10800,12631,73.02,501652,5.83995679335203e-05,1.9070714918537712e-05,30630
39,0.46226431999999995,0.05,10820,12676,80.9,503548,5.314984664437361e-05,1.9070714918537712e-05,30700
39,0.5368721399999999,0.05,10840,12728,92.88,505928,9.077217800950166e-05,1.9070714918537712e-05,30770
39,0.56574863,0.05,10860,12772,94.38,507836,8.486574079142883e-05,1.9070714918537712e-05,30830
39,0.5396107,0.05,10880,12807,91.21,509185,0.0001300733814787236,1.9070714918537712e-05,30900
39,0.53584412,0.05,10900,12842,89.19,510571,9.225557023455622e-05,1.9070714918537712e-05,30970
39,0.55441837,0.05,10920,12882,87.1,512258,8.838898174872157e-05,1.9070714918537712e-05,31030
39,0.52205561,0.05,10940,12929,85.6,514488,8.412662773480407e-05,1.9070714918537712e-05,31100
