rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/total_timesteps,train/n_updates,train/loss,train/learning_rate
0.18797187000000004,4220,40.53,0.05,3067,46,142588,8890,4.4448009521147466e-05,1.9070714918537712e-05
0.15980296,4240,30.72,0.05,3084,46,143037,8960,4.5832150772184835e-05,1.9070714918537712e-05
0.15880210999999997,4260,32.37,0.05,3107,46,143741,9020,3.406828072911594e-05,1.9070714918537712e-05
0.14395558,4280,28.49,0.05,3123,46,144243,9090,3.548376471371739e-05,1.9070714918537712e-05
0.14849981,4300,28.71,0.05,3143,46,144800,9160,3.8685301296936815e-05,1.9070714918537712e-05
0.14890735999999996,4320,28.01,0.05,3164,45,145389,9220,4.965382413502084e-05,1.9070714918537712e-05
0.15361775,4340,30.43,0.05,3186,45,146080,9290,4.5399306145554874e-05,1.9070714918537712e-05
0.15504552000000002,4360,29.45,0.05,3207,45,146686,9360,2.039519661138911e-05,1.9070714918537712e-05
0.15301999,4380,28.44,0.05,3224,45,147087,9420,4.610277837855392e-05,1.9070714918537712e-05
0.14900644,4400,30.56,0.05,3249,45,147856,9490,3.20040665428678e-05,1.9070714918537712e-05
0.15210007999999997,4420,29.95,0.05,3268,45,148384,9560,3.46850946698396e-05,1.9070714918537712e-05
0.15830439,4440,32.54,0.05,3296,45,149334,9620,3.9203988080771524e-05,1.9070714918537712e-05
0.14976607,4460,31.75,0.05,3314,45,149861,9690,3.259852283008513e-05,1.9070714918537712e-05
0.15862596000000004,4480,39.36,0.05,3350,45,151023,9760,3.932620293198852e-05,1.9070714918537712e-05
0.16831611000000002,4500,41.18,0.05,3379,44,151974,9820,2.2357298712449845e-05,1.9070714918537712e-05
0.16683908,4520,41.88,0.05,3399,44,152572,9890,4.214098053125781e-05,1.9070714918537712e-05
0.17705078,4540,41.98,0.05,3427,44,153532,9960,2.7191495792067145e-05,1.9070714918537712e-05
0.19635195,4560,44.97,0.05,3452,44,154358,10020,4.5552866868092676e-05,1.9070714918537712e-05
0.20284964,4580,40.09,0.05,3473,44,155032,10090,4.323460625528241e-05,1.9070714918537712e-05
0.20555428000000003,4600,38.01,0.05,3498,44,155775,10160,2.7709631467587315e-05,1.9070714918537712e-05
0.21070636,4620,43.28,0.05,3529,44,156900,10220,2.0814089748455444e-05,1.9070714918537712e-05
0.20642413,4640,42.14,0.05,3557,44,157746,10290,6.40477184788324e-05,1.9070714918537712e-05
0.19614682999999997,4660,45.54,0.05,3590,44,158912,10360,4.3237042609689526e-05,1.9070714918537712e-05
0.19000923999999997,4680,46.35,0.05,3616,44,159667,10420,3.477313221083023e-05,1.9070714918537712e-05
0.18491533000000002,4700,45.35,0.05,3639,44,160310,10490,3.6852361199635196e-05,1.9070714918537712e-05
0.17793101999999997,4720,40.81,0.05,3662,43,160981,10560,4.917280148220016e-05,1.9070714918537712e-05
0.17404142999999997,4740,40.28,0.05,3687,43,161774,10620,3.277463442827866e-05,1.9070714918537712e-05
0.18434929,4760,38.26,0.05,3717,43,162738,10690,4.526101120063686e-05,1.9070714918537712e-05
0.18572382999999998,4780,37.28,0.05,3739,43,163395,10760,2.39122517996293e-05,1.9070714918537712e-05
0.17813425999999996,4800,36.29,0.05,3759,43,163939,10820,4.14771752730303e-05,1.9070714918537712e-05
0.19033918999999996,4820,39.54,0.05,3788,43,164935,10890,3.473152573860716e-05,1.9070714918537712e-05
0.18834163,4840,38.2,0.05,3813,43,165594,10960,2.993383168359287e-05,1.9070714918537712e-05
0.17270779,4860,33.96,0.05,3834,43,166134,11020,3.715731772899744e-05,1.9070714918537712e-05
0.17725938,4880,38.83,0.05,3870,43,167278,11090,6.371053004841087e-05,1.9070714918537712e-05
