rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/loss,train/n_updates,train/learning_rate
175.73,636114,0.05,6300,0.64183261,10903,58,7.626610749866813e-05,146528,0.0001
179.02,639541,0.05,6320,0.64161017,10968,58,6.291405588854104e-05,147385,0.0001
179.5,642777,0.05,6340,0.63604672,11035,58,0.00013784006296191365,148194,0.0001
178.19,646482,0.05,6360,0.6463166300000001,11108,58,0.0004524516116362065,149120,0.0001
178.13,649755,0.05,6380,0.6562461500000001,11172,58,9.397969552082941e-05,149938,0.0001
166.88,652802,0.05,6400,0.63984537,11232,58,8.795945905148983e-05,150700,0.0001
158.18,655359,0.05,6420,0.61581723,11290,58,0.0003647823177743703,151339,0.0001
158.2,658597,0.05,6440,0.6117090199999999,11362,57,5.0627619202714413e-05,152149,0.0001
153.11,661793,0.05,6460,0.5908476000000001,11427,57,0.00010098649363499135,152948,0.0001
143.88,664143,0.05,6480,0.5791529900000001,11472,57,0.00014100331463851035,153535,0.0001
147.93,667595,0.05,6500,0.5898337699999999,11538,57,0.00010738092532847077,154398,0.0001
155.06,670865,0.05,6520,0.6150689,11599,57,7.86105083534494e-05,155216,0.0001
150.74,673671,0.05,6540,0.63632413,11657,57,0.0002442284021526575,155917,0.0001
152.39,677032,0.05,6560,0.6645983499999999,11725,57,5.71026248508133e-05,156757,0.0001
156.3,679773,0.05,6580,0.66970256,11780,57,5.084588337922469e-05,157443,0.0001
146.75,682270,0.05,6600,0.65461877,11831,57,0.0002742308715824038,158067,0.0001
141.57,685022,0.05,6620,0.65802504,11887,57,7.942856609588489e-05,158755,0.0001
144.87,688158,0.05,6640,0.64531549,11943,57,4.420991172082722e-05,159539,0.0001
147.32,691764,0.05,6660,0.64020722,12008,57,7.946720870677382e-05,160440,0.0001
158.58,695631,0.05,6680,0.64449291,12069,57,0.00018062666640616953,161407,0.0001
165.76,698846,0.05,6700,0.6403223199999999,12119,57,0.00017295521683990955,162211,0.0001
176.53,702675,0.05,6720,0.63825115,12188,57,0.00011703083873726428,163168,0.0001
182.19,706377,0.05,6740,0.6551459199999999,12256,57,6.968103116378188e-05,164094,0.0001
185.82,710346,0.05,6760,0.65542051,12332,57,0.00017415423644706607,165086,0.0001
181.88,713819,0.05,6780,0.6583115199999999,12395,57,6.28652487648651e-05,165954,0.0001
188.99,717745,0.05,6800,0.70035872,12462,57,9.257150668418035e-05,166936,0.0001
182.32,720907,0.05,6820,0.7094742,12522,57,9.647874685470015e-05,167726,0.0001
177.13,724090,0.05,6840,0.70659282,12582,57,0.00016129565483424813,168522,0.0001
174.69,727815,0.05,6860,0.71355553,12654,57,5.705593866878189e-05,169453,0.0001
179.8,731799,0.05,6880,0.7111300399999999,12733,57,0.00017575177480466664,170449,0.0001
176.71,735416,0.05,6900,0.6849636799999999,12803,57,8.966168388724327e-05,171353,0.0001
173.32,738239,0.05,6920,0.67313549,12854,57,0.0001629903563298285,172059,0.0001
174.86,741576,0.05,6940,0.6569292299999999,12917,57,0.00026406245888210833,172893,0.0001
176.68,745483,0.05,6960,0.64980725,12994,57,5.451089236885309e-05,173870,0.0001
175.93,749392,0.05,6980,0.6579005800000001,13073,57,8.21692228782922e-05,174847,0.0001
184.29,753845,0.05,7000,0.6824027900000001,13161,57,9.608564869267866e-05,175961,0.0001
194.96,757735,0.05,7020,0.71392485,13242,57,5.4611522500636056e-05,176933,0.0001
202.56,761832,0.05,7040,0.73028222,13317,57,9.171736019197851e-05,177957,0.0001
211.0,766583,0.05,7060,0.7305116499999998,13405,57,0.00012534749112091959,179145,0.0001
211.02,770494,0.05,7080,0.7512330999999999,13477,57,0.00011737067688954994,180123,0.0001
198.21,773666,0.05,7100,0.72593385,13537,57,8.302713831653818e-05,180916,0.0001
192.81,777016,0.05,7120,0.7097722300000002,13603,57,0.00041997787775471807,181753,0.0001
187.92,780624,0.05,7140,0.6997884300000001,13675,57,0.00022072219871915877,182655,0.0001
177.08,784291,0.05,7160,0.6949776,13752,57,0.0005318778567016125,183572,0.0001
179.13,788407,0.05,7180,0.6970697899999999,13831,56,3.328340972075239e-05,184601,0.0001
189.32,792598,0.05,7200,0.7313486299999999,13911,56,7.969773287186399e-05,185649,0.0001
197.72,796788,0.05,7220,0.74162552,13983,56,7.568960427306592e-05,186696,0.0001
197.86,800410,0.05,7240,0.7341200899999998,14047,56,0.0001348236110061407,187602,0.0001
205.76,804867,0.05,7260,0.7602641999999997,14127,56,8.901254477677867e-05,188716,0.0001
204.02,808809,0.05,7280,0.74291384,14208,56,0.00037345592863857746,189702,0.0001
197.7,812368,0.05,7300,0.7150653,14284,56,0.00010750380897661671,190591,0.0001
192.75,816063,0.05,7320,0.6975805000000002,14363,56,6.368524191202596e-05,191515,0.0001
186.76,819086,0.05,7340,0.7025411800000001,14424,56,0.00018795441428665072,192271,0.0001
184.35,823302,0.05,7360,0.6761505199999999,14500,56,8.06272219051607e-05,193325,0.0001
183.14,827123,0.05,7380,0.6676275100000001,14569,56,5.784134191344492e-05,194280,0.0001
182.84,830652,0.05,7400,0.6528750099999999,14635,56,0.00010473269503563643,195162,0.0001
196.37,835700,0.05,7420,0.6849753299999999,14729,56,0.00011172873200848699,196424,0.0001
209.26,840012,0.05,7440,0.69563614,14810,56,0.0003658432397060096,197502,0.0001
197.84,843086,0.05,7460,0.6913758100000001,14869,56,7.303824531845748e-05,198271,0.0001
198.02,846925,0.05,7480,0.696734,14947,56,0.00015053272363729775,199231,0.0001
195.93,850245,0.05,7500,0.6969937199999998,15015,56,0.0002249205281259492,200061,0.0001
180.93,853793,0.05,7520,0.66411054,15082,56,5.869218512088992e-05,200948,0.0001
174.05,857417,0.05,7540,0.6522439,15150,56,0.0001648620527703315,201854,0.0001
160.37,859123,0.05,7560,0.57181015,15184,56,0.00045680004404857755,202280,0.0001
155.49,862474,0.05,7580,0.5355178199999999,15254,56,8.600142609793693e-05,203118,0.0001
167.24,866969,0.05,7600,0.5488710099999999,15345,56,9.977757144952193e-05,204242,0.0001
172.49,871042,0.05,7620,0.56372261,15431,56,0.0001477951736887917,205260,0.0001
172.5,874667,0.05,7640,0.5559841500000001,15501,56,0.00017541453416924924,206166,0.0001
190.36,878159,0.05,7660,0.63552676,15566,56,9.074195986613631e-05,207039,0.0001
189.6,881434,0.05,7680,0.6524897800000001,15629,56,0.00015619111945852637,207858,0.0001
178.25,884794,0.05,7700,0.6341340200000001,15693,56,0.00012378141400404274,208698,0.0001
175.0,888542,0.05,7720,0.6044005699999999,15761,56,7.37757800379768e-05,209635,0.0001
178.24,892491,0.05,7740,0.59801608,15838,56,0.00012380917905829847,210622,0.0001
187.92,896951,0.05,7760,0.5971905799999999,15923,56,7.318171992665157e-05,211737,0.0001
203.25,901759,0.05,7780,0.62398367,16016,56,9.151515405392274e-05,212939,0.0001
215.18,906312,0.05,7800,0.6488223399999999,16103,56,9.859725105343387e-05,214077,0.0001
221.0,910642,0.05,7820,0.67735462,16186,56,0.00014692131662741303,215160,0.0001
222.97,914788,0.05,7840,0.6759393300000001,16268,56,7.169112359406427e-05,216196,0.0001
220.27,918978,0.05,7860,0.67979922,16348,56,0.00014492568152491003,217244,0.0001
214.45,923204,0.05,7880,0.6638893600000002,16428,56,0.0004668764886446297,218300,0.0001
203.36,926648,0.05,7900,0.6437017399999999,16492,56,4.5138876885175705e-05,219161,0.0001
190.23,929665,0.05,7920,0.5967091600000001,16552,56,0.00014624586037825793,219916,0.0001
190.89,933877,0.05,7940,0.60464148,16630,56,0.00012419954873621464,220969,0.0001
166.81,935659,0.05,7960,0.53202368,16664,56,9.331773617304862e-05,221414,0.0001
160.03,939207,0.05,7980,0.4890331300000001,16732,56,0.00010020037007052451,222301,0.0001
141.14,940762,0.05,8000,0.42700230000000006,16763,56,9.91561682894826e-05,222690,0.0001
147.48,944413,0.05,8020,0.45268724000000005,16833,56,0.0001702203880995512,223603,0.0001
147.96,948673,0.05,8040,0.4607706000000001,16914,56,8.680022438056767e-05,224668,0.0001
163.06,951965,0.05,8060,0.52985874,16974,56,0.0001203464635182172,225491,0.0001
172.4,956447,0.05,8080,0.57139552,17051,56,9.52445698203519e-05,226611,0.0001
211.87,961949,0.05,8100,0.6641925600000002,17149,56,0.00010877833119593561,227987,0.0001
220.14,966427,0.05,8120,0.6744269799999999,17233,56,7.705083407927305e-05,229106,0.0001
219.08,970581,0.05,8140,0.6663620600000002,17315,56,0.00013776229752693325,230145,0.0001
222.37,974202,0.05,8160,0.65255527,17382,56,0.00012020625581499189,231050,0.0001
211.49,977596,0.05,8180,0.6504394899999998,17449,56,0.00015075890405569226,231898,0.0001
191.03,981052,0.05,8200,0.6101808000000001,17515,56,0.00016885132936295122,232762,0.0001
176.67,984094,0.05,8220,0.5878350600000001,17574,55,0.00010712881339713931,233523,0.0001
160.27,986608,0.05,8240,0.55970022,17619,55,0.00014939115499146283,234151,0.0001
152.56,989458,0.05,8260,0.5337619400000001,17676,55,0.0008360509527847171,234864,0.0001
160.39,993635,0.05,8280,0.5389884899999999,17757,55,0.00016996069462038577,235908,0.0001
163.38,997390,0.05,8300,0.5534783799999999,17830,55,9.323039557784796e-05,236847,0.0001
