time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,train/loss,train/learning_rate,train/n_updates
17982,42,0.5951051900000001,90.59,761101,10700,0.05,0.00011703798809321597,1.9070714918537712e-05,30370
18015,42,0.5767269500000001,87.42,762581,10720,0.05,5.67989147384651e-05,1.9070714918537712e-05,30440
18048,42,0.59113685,84.96,764010,10740,0.05,8.838856092552305e-05,1.9070714918537712e-05,30500
18095,42,0.58210595,89.02,765966,10760,0.05,6.953549636818934e-05,1.9070714918537712e-05,30570
18157,42,0.58954071,97.04,768842,10780,0.05,6.136951778898947e-05,1.9070714918537712e-05,30640
18202,42,0.59184733,98.13,770914,10800,0.05,6.316108447208535e-05,1.9070714918537712e-05,30700
18240,42,0.5932896200000001,98.61,772442,10820,0.05,8.550804031983716e-05,1.9070714918537712e-05,30770
18281,42,0.59632534,100.76,774086,10840,0.05,8.98419053555699e-05,1.9070714918537712e-05,30840
18322,42,0.60198982,98.36,775802,10860,0.05,8.442195867246483e-05,1.9070714918537712e-05,30900
18365,42,0.6034774599999999,88.34,777676,10880,0.05,9.700392020022264e-05,1.9070714918537712e-05,30970
18402,42,0.59008216,83.2,779234,10900,0.05,5.730916564061772e-05,1.9070714918537712e-05,31040
18456,42,0.57619849,92.77,781719,10920,0.05,8.535597389709437e-05,1.9070714918537712e-05,31100
18500,42,0.56704677,94.89,783575,10940,0.05,5.6461569329258054e-05,1.9070714918537712e-05,31170
18562,42,0.61168665,104.53,786255,10960,0.05,7.171655706770253e-05,1.9070714918537712e-05,31240
18614,42,0.57822735,108.98,788574,10980,0.05,7.340255961025832e-05,1.9070714918537712e-05,31300
18667,42,0.60419494,117.28,790962,11000,0.05,4.873515863437206e-05,1.9070714918537712e-05,31370
18710,42,0.6457673199999999,111.46,792865,11020,0.05,6.825317377661122e-05,1.9070714918537712e-05,31440
18766,42,0.67601341,118.42,795417,11040,0.05,7.321788398257922e-05,1.9070714918537712e-05,31500
18817,42,0.6732887699999999,115.17,797772,11060,0.05,7.367083999270108e-05,1.9070714918537712e-05,31570
18862,42,0.6957996200000001,111.29,799703,11080,0.05,7.783683849993395e-05,1.9070714918537712e-05,31640
18915,42,0.7032169999999998,109.98,801960,11100,0.05,7.281785146915354e-05,1.9070714918537712e-05,31700
18965,42,0.7048213100000001,113.21,804186,11120,0.05,8.635402118670755e-05,1.9070714918537712e-05,31770
19012,42,0.69664477,107.68,806185,11140,0.05,7.4910789498972e-05,1.9070714918537712e-05,31840
19055,42,0.69877184,104.33,808205,11160,0.05,6.805921511841007e-05,1.9070714918537712e-05,31900
19100,42,0.72250169,105.53,810256,11180,0.05,8.874868672137382e-05,1.9070714918537712e-05,31970
19143,42,0.68884604,102.81,812241,11200,0.05,0.00011115846136817708,1.9070714918537712e-05,32040
19180,42,0.6519367800000001,96.62,813848,11220,0.05,6.151576671982184e-05,1.9070714918537712e-05,32100
19232,42,0.6857908400000001,99.6,816145,11240,0.05,8.052740267885383e-05,1.9070714918537712e-05,32170
19278,42,0.6824107099999999,99.38,818143,11260,0.05,8.570474783482495e-05,1.9070714918537712e-05,32240
19306,42,0.6347693500000001,91.14,819370,11280,0.05,6.432383088395e-05,1.9070714918537712e-05,32300
19356,42,0.66007492,93.17,821558,11300,0.05,6.341559692373267e-05,1.9070714918537712e-05,32370
19408,42,0.6746763799999997,100.14,823862,11320,0.05,0.00011495280014059973,1.9070714918537712e-05,32440
19453,42,0.6469065900000001,96.79,825824,11340,0.05,7.769085914333118e-05,1.9070714918537712e-05,32500
19501,42,0.63001595,98.56,827999,11360,0.05,6.944552005734294e-05,1.9070714918537712e-05,32570
19554,42,0.65953671,109.42,830312,11380,0.05,5.020835160394199e-05,1.9070714918537712e-05,32640
19605,42,0.65187784,111.53,832711,11400,0.05,8.833409610815579e-05,1.9070714918537712e-05,32700
19658,42,0.68769324,113.01,835163,11420,0.05,7.165657370933332e-05,1.9070714918537712e-05,32770
19713,42,0.71887586,117.63,837587,11440,0.05,0.00011846035304188262,1.9070714918537712e-05,32840
19772,42,0.7438983800000001,123.13,840312,11460,0.05,7.034190621197922e-05,1.9070714918537712e-05,32900
19825,42,0.7362319700000001,123.75,842687,11480,0.05,0.0001098836723031127,1.9070714918537712e-05,32970
19876,42,0.7455639299999999,121.01,844812,11500,0.05,8.482828907290241e-05,1.9070714918537712e-05,33040
19918,42,0.7160833899999999,115.68,846731,11520,0.05,0.00010468882883287733,1.9070714918537712e-05,33100
19969,42,0.68622996,114.0,848987,11540,0.05,5.602104974968825e-05,1.9070714918537712e-05,33170
20010,42,0.6480659400000001,103.42,850654,11560,0.05,7.389596157736378e-05,1.9070714918537712e-05,33240
20066,42,0.6257283899999999,104.3,853117,11580,0.05,0.00011500790769787272,1.9070714918537712e-05,33300
20107,42,0.58907896,100.87,854899,11600,0.05,9.07626696061925e-05,1.9070714918537712e-05,33370
20148,42,0.5376700999999998,99.56,856687,11620,0.05,8.005125218915054e-05,1.9070714918537712e-05,33440
20192,42,0.53565345,97.02,858689,11640,0.05,8.284181567432824e-05,1.9070714918537712e-05,33500
20243,42,0.54820196,102.35,860889,11660,0.05,9.531713985779788e-05,1.9070714918537712e-05,33570
20305,42,0.6081818200000001,106.55,863772,11680,0.05,4.900857566099148e-05,1.9070714918537712e-05,33640
20371,42,0.6329578899999999,120.45,866944,11700,0.05,6.702995397063205e-05,1.9070714918537712e-05,33700
20420,42,0.6695901499999999,125.85,869272,11720,0.05,0.00013793930265819653,1.9070714918537712e-05,33770
20466,42,0.65491156,125.53,871242,11740,0.05,7.270908754435368e-05,1.9070714918537712e-05,33840
20512,42,0.63050944,124.14,873303,11760,0.05,0.00010263128988299285,1.9070714918537712e-05,33900
20577,42,0.58843778,125.76,876348,11780,0.05,8.131987970045884e-05,1.9070714918537712e-05,33970
20627,42,0.54602973,115.88,878532,11800,0.05,6.44440675387159e-05,1.9070714918537712e-05,34040
20672,42,0.54055874,113.68,880640,11820,0.05,8.807670092210173e-05,1.9070714918537712e-05,34100
20737,42,0.57616605,124.6,883702,11840,0.05,8.17955569800688e-05,1.9070714918537712e-05,34170
20800,42,0.6005925099999999,132.52,886555,11860,0.05,5.617122624244075e-05,1.9070714918537712e-05,34240
20850,42,0.60451106,125.47,888895,11880,0.05,6.382470501193893e-05,1.9070714918537712e-05,34300
20903,42,0.6584882999999999,127.83,891315,11900,0.05,0.0001044242650095839,1.9070714918537712e-05,34370
20961,42,0.7008970999999999,134.5,894090,11920,0.05,8.250114788097563e-05,1.9070714918537712e-05,34440
21021,42,0.6679235500000001,132.62,896964,11940,0.05,7.229803231894039e-05,1.9070714918537712e-05,34500
21077,42,0.6603004,129.75,899530,11960,0.05,4.575484890665393e-05,1.9070714918537712e-05,34570
21144,42,0.6950476800000002,136.03,902498,11980,0.05,5.4591334628639745e-05,1.9070714918537712e-05,34640
21190,42,0.65671929,132.15,904530,12000,0.05,5.2091192446823695e-05,1.9070714918537712e-05,34700
21242,42,0.6686965499999998,126.17,906707,12020,0.05,7.652528547623661e-05,1.9070714918537712e-05,34770
21301,42,0.7085052199999999,124.89,909453,12040,0.05,8.894670027075336e-05,1.9070714918537712e-05,34840
21370,42,0.7418776800000001,130.41,912571,12060,0.05,0.0001037518410157645,1.9070714918537712e-05,34900
21437,42,0.7373507599999999,132.14,915712,12080,0.05,8.89594099135138e-05,1.9070714918537712e-05,34970
21495,42,0.72408663,139.27,918457,12100,0.05,5.9381559913163075e-05,1.9070714918537712e-05,35040
21563,42,0.69117722,150.31,921738,12120,0.05,7.974788422870915e-05,1.9070714918537712e-05,35100
21617,42,0.6792414099999999,145.18,923971,12140,0.05,5.037948703829897e-05,1.9070714918537712e-05,35170
21672,42,0.67649403,138.99,926470,12160,0.05,6.591287565242965e-05,1.9070714918537712e-05,35240
21736,42,0.68608197,136.94,929406,12180,0.05,0.00012176510717836209,1.9070714918537712e-05,35300
21798,42,0.7655190999999998,137.89,932246,12200,0.05,8.80761008374975e-05,1.9070714918537712e-05,35370
21856,42,0.8108118699999999,133.03,935041,12220,0.05,8.076486174104502e-05,1.9070714918537712e-05,35440
21912,42,0.7970001800000002,136.26,937597,12240,0.05,8.09637647762429e-05,1.9070714918537712e-05,35500
21973,42,0.79313151,141.91,940661,12260,0.05,6.764948830095818e-05,1.9070714918537712e-05,35570
22031,42,0.7700654000000001,136.82,943088,12280,0.05,5.780580331702367e-05,1.9070714918537712e-05,35640
22079,42,0.68483585,128.61,945107,12300,0.05,0.00011001482216670411,1.9070714918537712e-05,35700
22127,42,0.6526123799999999,121.01,947142,12320,0.05,0.00010419908212497831,1.9070714918537712e-05,35770
22164,42,0.6292265300000001,112.22,948819,12340,0.05,0.00010366131873524864,1.9070714918537712e-05,35840
22224,42,0.5885384200000001,109.43,951604,12360,0.05,9.543341075186617e-05,1.9070714918537712e-05,35900
22272,42,0.59391467,107.77,953865,12380,0.05,8.564384188503027e-05,1.9070714918537712e-05,35970
22316,42,0.6273318700000001,108.68,955975,12400,0.05,7.526786794187501e-05,1.9070714918537712e-05,36040
22373,42,0.60993345,116.05,958747,12420,0.05,6.13268524830346e-05,1.9070714918537712e-05,36100
22420,42,0.64658102,121.27,960946,12440,0.05,4.788994401678792e-05,1.9070714918537712e-05,36170
22503,42,0.6855454799999999,131.25,964729,12460,0.05,4.6607063814008144e-05,1.9070714918537712e-05,36240
22568,42,0.69278532,140.46,967911,12480,0.05,9.954818524420262e-05,1.9070714918537712e-05,36300
22626,42,0.7212605000000001,146.8,970655,12500,0.05,9.572182570991573e-05,1.9070714918537712e-05,36370
22690,42,0.7569300099999999,147.81,973528,12520,0.05,5.083872583782068e-05,1.9070714918537712e-05,36440
22760,42,0.77231587,157.86,976732,12540,0.05,7.472967008652631e-05,1.9070714918537712e-05,36500
22817,42,0.7499562900000001,144.59,979188,12560,0.05,8.370007635676302e-05,1.9070714918537712e-05,36570
22869,42,0.7620465799999999,136.34,981545,12580,0.05,6.953463298486895e-05,1.9070714918537712e-05,36640
22933,42,0.76473144,139.99,984654,12600,0.05,5.558619741350412e-05,1.9070714918537712e-05,36700
22993,42,0.75111074,138.27,987355,12620,0.05,7.709505662205629e-05,1.9070714918537712e-05,36770
23047,42,0.73561758,131.24,989856,12640,0.05,6.609416177525418e-05,1.9070714918537712e-05,36840
23102,42,0.7225988000000001,131.81,992369,12660,0.05,8.723331902729114e-05,1.9070714918537712e-05,36900
23156,42,0.68635314,132.23,994768,12680,0.05,8.373208092962158e-05,1.9070714918537712e-05,36970
23217,42,0.6850256899999999,129.27,997581,12700,0.05,9.911991282933741e-05,1.9070714918537712e-05,37040
23276,42,0.70748176,128.96,1000251,12720,0.05,5.07420892972732e-05,1.9070714918537712e-05,37100
