time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/episodes,time/fps,rollout/exploration_rate,train/n_updates,train/loss,train/learning_rate
13818,0.65755811,616448,171.18,6380,44,0.05,141611,6.618250336032361e-05,0.0001
13911,0.6556558699999999,620447,166.77,6400,44,0.05,142611,0.00016245422011706978,0.0001
13975,0.6357429700000001,623127,159.34,6420,44,0.05,143281,8.401909872191027e-05,0.0001
14034,0.5982698599999999,625518,145.28,6440,44,0.05,143879,0.00032001224462874234,0.0001
14084,0.6180700899999999,627513,149.08,6460,44,0.05,144378,0.00010627865412971005,0.0001
14134,0.5839335600000001,629513,130.65,6480,44,0.05,144878,0.00015060562873259187,0.0001
14216,0.5876071,632927,124.8,6500,44,0.05,145731,0.00012846780009567738,0.0001
14290,0.61604409,636079,129.52,6520,44,0.05,146519,6.464683247031644e-05,0.0001
14345,0.62505526,638470,129.52,6540,44,0.05,147117,6.131015834398568e-05,0.0001
14416,0.65668994,641362,138.49,6560,44,0.05,147840,0.00015860584971960634,0.0001
14501,0.69835158,644903,153.9,6580,44,0.05,148725,5.864937338628806e-05,0.0001
14587,0.6872968500000002,648506,155.79,6600,44,0.05,149626,0.0005538573605008423,0.0001
14665,0.6655958400000002,651731,156.52,6620,44,0.05,150432,0.00029375014128163457,0.0001
14717,0.63760205,653929,154.59,6640,44,0.05,150982,7.921370706753805e-05,0.0001
14833,0.6721721700000002,658625,172.63,6660,44,0.05,152156,0.00024708968703635037,0.0001
14898,0.6440932699999999,661346,164.43,6680,44,0.05,152836,8.185415208572522e-05,0.0001
14974,0.6205615099999999,664473,159.67,6700,44,0.05,153618,0.0004699690907727927,0.0001
15081,0.6468414899999999,668701,169.7,6720,44,0.05,154675,5.6697252148296684e-05,0.0001
15196,0.70618321,673617,196.88,6740,44,0.05,155904,0.00011762455687858164,0.0001
15312,0.6879685699999999,678376,197.51,6760,44,0.05,157093,0.00010405056673334911,0.0001
15428,0.7240148200000001,683001,216.55,6780,44,0.05,158250,7.599493255838752e-05,0.0001
15538,0.75110209,687499,230.26,6800,44,0.05,159374,0.000122212921269238,0.0001
15630,0.71651551,691316,226.15,6820,44,0.05,160328,0.0001218348988913931,0.0001
15744,0.70157128,696097,224.8,6840,44,0.05,161524,0.00012618856271728873,0.0001
15842,0.7002927099999999,700123,217.47,6860,44,0.05,162530,0.00010228915198240429,0.0001
15948,0.6960026400000001,704394,213.93,6880,44,0.05,163598,5.397867789724842e-05,0.0001
16048,0.700758,708605,211.06,6900,44,0.05,164651,5.119631896377541e-05,0.0001
16144,0.7030215099999999,712361,210.45,6920,44,0.05,165590,0.00016924463852774352,0.0001
16225,0.71142161,715635,195.38,6940,44,0.05,166408,0.0011249342933297157,0.0001
16333,0.7216827399999997,720110,199.87,6960,44,0.05,167527,0.00011480499233584851,0.0001
16446,0.72284406,724655,202.61,6980,44,0.05,168663,8.767153485678136e-05,0.0001
16580,0.7263252000000001,730099,214.94,7000,44,0.05,170024,0.00010815938003361225,0.0001
16683,0.7459678199999997,734460,220.99,7020,44,0.05,171114,6.174748705234379e-05,0.0001
16799,0.7347723699999998,739156,235.21,7040,43,0.05,172288,8.253499254351482e-05,0.0001
16924,0.7228955199999999,744193,240.83,7060,43,0.05,173548,9.85980368568562e-05,0.0001
17004,0.6723194800000001,747501,228.46,7080,43,0.05,174375,5.7844052207656205e-05,0.0001
17117,0.63897118,752133,220.34,7100,43,0.05,175533,0.00013906614913139492,0.0001
17239,0.6436996599999999,757256,227.96,7120,43,0.05,176813,0.00017152365762740374,0.0001
17345,0.62750885,761530,223.74,7140,43,0.05,177882,0.00013131267041899264,0.0001
17434,0.58908759,765026,208.33,7160,43,0.05,178756,7.158714288379997e-05,0.0001
17549,0.6118832399999999,769681,221.8,7180,43,0.05,179920,6.783081335015595e-05,0.0001
17641,0.61986761,773401,212.68,7200,43,0.05,180850,0.00016278406837955117,0.0001
17761,0.6013076100000001,778384,211.28,7220,43,0.05,182095,5.0949685828527436e-05,0.0001
17861,0.61013332,782639,211.09,7240,43,0.05,183159,0.00017487455625087023,0.0001
17969,0.65615115,787087,220.61,7260,43,0.05,184271,0.002361278748139739,0.0001
18010,0.5813577200000001,788748,190.67,7280,43,0.05,184686,0.00019655298092402518,0.0001
18092,0.56458165,792068,186.67,7300,43,0.05,185516,0.00026476322091184556,0.0001
18191,0.5557815700000001,796106,177.22,7320,43,0.05,186526,0.0002614645636640489,0.0001
18312,0.55757963,801115,184.76,7340,43,0.05,187778,0.00016670108016114682,0.0001
18411,0.53033427,805373,182.86,7360,43,0.05,188843,0.00015206594252958894,0.0001
18499,0.58043256,809003,202.55,7380,43,0.05,189750,0.00012034855171805248,0.0001
18590,0.5990428600000001,812743,206.75,7400,43,0.05,190685,6.564284558407962e-05,0.0001
18702,0.63337702,817244,211.38,7420,43,0.05,191810,0.00012269325088709593,0.0001
18818,0.6626637799999999,821865,207.5,7440,43,0.05,192966,7.727069896645844e-05,0.0001
18894,0.65163343,825041,196.68,7460,43,0.05,193760,8.071705815382302e-05,0.0001
18995,0.6775120099999999,829133,201.3,7480,43,0.05,194783,7.61756018619053e-05,0.0001
19089,0.6829959699999999,832951,202.08,7500,43,0.05,195737,5.484384746523574e-05,0.0001
19180,0.66686637,836683,194.39,7520,43,0.05,196670,8.054921636357903e-05,0.0001
19269,0.64938793,840495,186.3,7540,43,0.05,197623,0.00035658886190503836,0.0001
19390,0.68462029,845585,205.44,7560,43,0.05,198896,0.00014054335770197213,0.0001
19519,0.7090578399999999,850890,217.57,7580,43,0.05,200222,0.00018168153474107385,0.0001
19618,0.7069849500000003,854969,220.18,7600,43,0.05,201242,0.00010799373558256775,0.0001
19735,0.7118126299999998,859764,230.81,7620,43,0.05,202440,6.640427454840392e-05,0.0001
19847,0.7052277899999999,864402,239.07,7640,43,0.05,203600,0.0001321076269960031,0.0001
19947,0.70298909,868600,230.15,7660,43,0.05,204649,6.817179382778704e-05,0.0001
20053,0.68714977,873024,221.34,7680,43,0.05,205755,6.626054528169334e-05,0.0001
20180,0.7032619299999999,878268,232.99,7700,43,0.05,207066,0.0008761486387811601,0.0001
20275,0.69685285,882111,223.47,7720,43,0.05,208027,0.0009039616561494768,0.0001
20373,0.6966014499999998,886074,216.72,7740,43,0.05,209018,0.00010439139441587031,0.0001
20495,0.70757396,890919,223.19,7760,43,0.05,210229,0.0001200319456984289,0.0001
20586,0.6935460200000001,894659,216.35,7780,43,0.05,211164,0.00010105609544552863,0.0001
20701,0.7069009300000001,899450,211.82,7800,43,0.05,212362,6.89680382492952e-05,0.0001
20820,0.7057193900000001,904104,219.93,7820,43,0.05,213525,7.741725130472332e-05,0.0001
20935,0.7009657,908784,227.1,7840,43,0.05,214695,0.00017112569184973836,0.0001
21014,0.6768239699999999,912125,212.06,7860,43,0.05,215531,9.301374666392803e-05,0.0001
21104,0.6923305700000002,915716,210.57,7880,43,0.05,216428,0.00015230747521854937,0.0001
21196,0.67041908,919559,201.09,7900,43,0.05,217389,0.00017353269504383206,0.0001
21295,0.68332765,923680,195.76,7920,43,0.05,218419,0.00010958100756397471,0.0001
21380,0.6642340099999999,927118,183.34,7940,43,0.05,219279,0.000147365644806996,0.0001
21472,0.6783946599999999,930931,188.06,7960,43,0.05,220232,0.00045347007107920945,0.0001
21570,0.6555135700000001,934938,192.22,7980,43,0.05,221234,0.00010050325363408774,0.0001
21669,0.6505710599999999,938988,194.29,8000,43,0.05,222246,0.00047280904254876077,0.0001
21770,0.6350506600000001,943133,194.53,8020,43,0.05,223283,0.0002053801727015525,0.0001
21907,0.6626289799999999,948740,216.22,8040,43,0.05,224684,0.00011115681263618171,0.0001
22056,0.67942523,954674,237.43,8060,43,0.05,226168,7.149514567572623e-05,0.0001
22178,0.71356392,959794,248.56,8080,43,0.05,227448,0.00017610457143746316,0.0001
22329,0.7292401199999999,966058,270.7,8100,43,0.05,229014,6.250660226214677e-05,0.0001
22447,0.72675671,970723,275.9,8120,43,0.05,230180,0.00012168475950602442,0.0001
22562,0.7382984200000001,975638,268.98,8140,43,0.05,231409,0.0003196939651388675,0.0001
22634,0.7350469000000001,980709,260.35,8160,43,0.05,232677,0.0001149223098764196,0.0001
22690,0.7232386599999999,985197,254.03,8180,43,0.05,233799,8.510351472068578e-05,0.0001
22736,0.6960092400000001,988795,227.37,8200,43,0.05,234698,7.50471226638183e-05,0.0001
22796,0.6957770199999999,993510,227.87,8220,43,0.05,235877,0.00011476188956294209,0.0001
22858,0.67332505,998567,229.29,8240,43,0.05,237141,6.764001591363922e-05,0.0001
