rollout/ep_rew_mean,time/total_timesteps,time/episodes
0.1633192,171793,5060
0.1692518099999999,172624,5080
0.1631529499999999,173126,5100
0.1531837399999999,173732,5120
0.1534634499999999,174220,5140
0.15010092,174713,5160
0.14303744,175416,5180
0.14886554,176110,5200
0.1628807,177432,5220
0.1672024199999999,178044,5240
0.18450856,179347,5260
0.18652099,179899,5280
0.18465806,180631,5300
0.1885718599999999,182255,5320
0.18198594,182891,5340
0.17638732,183904,5360
0.1837691699999999,184661,5380
0.1828040799999999,185283,5400
0.18386379,186137,5420
0.1965736599999999,187355,5440
0.20964572,188237,5460
0.21430549,189261,5480
0.22501587,190026,5500
0.20805226,191012,5520
0.22392186,192205,5540
0.2113111399999999,193135,5560
0.19677799,193882,5580
0.18764301,194562,5600
0.1933827899999999,195111,5620
0.18217532,195938,5640
0.18238317,197008,5660
0.18645219,197725,5680
0.1854884,198216,5700
0.18208343,198734,5720
0.16548434,199235,5740
0.1584945599999999,200420,5760
0.15888265,201121,5780
0.16754436,202159,5800
0.1722395099999999,203084,5820
0.17885524,203845,5840
0.1792246599999999,204724,5860
0.17120817,205208,5880
0.16786163,205910,5900
0.16380102,206451,5920
0.15728023,206927,5940
0.17123393,208057,5960
0.19635769,209250,5980
0.1972824199999999,209952,6000
0.20087679,210558,6020
0.2164501099999999,211378,6040
0.1976087,211952,6060
0.1774258699999999,212500,6080
0.1896713599999999,213411,6100
0.20032388,214093,6120
0.2093880399999999,215478,6140
0.23975866,216674,6160
0.24665436,217342,6180
0.23436557,218193,6200
0.22661655,218860,6220
0.21318564,219526,6240
0.1853832399999999,220160,6260
0.17591618,220617,6280
0.16809174,221195,6300
0.16425565,222098,6320
0.15484122,222708,6340
0.1573764999999999,223281,6360
0.16844592,224110,6380
0.1692966699999999,224674,6400
0.16814663,225434,6420
0.16124167,225922,6440
0.15389013,226388,6460
0.14270812,226871,6480
0.14927278,227543,6500
0.14890089,228057,6520
0.16626662,228799,6540
0.1989112299999999,229677,6560
0.20302376,230208,6580
0.21797811,231633,6600
0.22080286,232240,6620
0.21762315,232870,6640
0.2048734699999999,233682,6660
0.20850977,234311,6680
0.19595854,235036,6700
0.19653998,235653,6720
0.19537307,236719,6740
0.18658003,237251,6760
0.18670714,238371,6780
0.17953972,239035,6800
0.17287696,239604,6820
0.1756177,240237,6840
0.20578131,241417,6860
0.24154422,243117,6880
0.26926263,244607,6900
0.2982291099999999,245661,6920
0.30296143,246291,6940
0.27822527,246977,6960
0.25293927,247776,6980
0.22724221,248696,7000
0.2189476599999999,249936,7020
0.2333357399999999,250978,7040
0.2456203699999999,252350,7060
0.24916737,253285,7080
0.2779157,254658,7100
0.2717427299999999,255324,7120
0.25327389,256873,7140
0.25965758,258151,7160
0.27000943,259309,7180
0.24054377,259881,7200
0.25605088,261478,7220
0.27610836,263793,7240
0.28914882,265424,7260
0.28505003,266968,7280
0.32787872,268520,7300
0.34051176,270389,7320
0.34745234,272531,7340
0.35054588,274332,7360
0.353228,275373,7380
0.34540796,277005,7400
0.3502465700000001,278599,7420
0.34919054,280388,7440
0.3225311,281924,7460
0.31115327,282821,7480
0.28869653,283727,7500
0.27641866,285021,7520
0.28137213,287129,7540
0.26659271,287841,7560
0.2932051,289501,7580
0.32245233,290632,7600
0.30134264,291273,7620
0.28821062,292072,7640
0.30788954,293489,7660
0.2814236499999999,294302,7680
0.28547616,295761,7700
0.28750594,296567,7720
0.27436228,297294,7740
0.27670777,298408,7760
0.28648079,299407,7780
0.2961726799999999,300969,7800
0.28727949,301791,7820
0.29838412,302638,7840
0.3112740099999999,303644,7860
0.28730056,304200,7880
0.25265687,305129,7900
0.26705419,305948,7920
0.25795098,307253,7940
0.2337162199999999,308006,7960
0.25501471,309166,7980
0.25131978,310217,8000
0.28584175,311856,8020
0.30807685,312877,8040
0.3332407599999999,313857,8060
0.34172489,315006,8080
0.35265196,315930,8100
0.3537900499999999,317209,8120
0.34932384,318320,8140
0.33924178,319681,8160
0.3269999099999999,320808,8180
0.3361271499999999,321935,8200
0.3235588399999999,323346,8220
0.32105554,324374,8240
0.30282747,325095,8260
0.3242183199999999,326096,8280
0.3349336599999999,328299,8300
0.3439306,330716,8320
0.33998926,332225,8340
0.3613156,334082,8360
0.40112934,336201,8380
0.39768888,337965,8400
0.39902489,340182,8420
0.39270614,341273,8440
0.4032991000000001,343005,8460
0.3831138800000001,344860,8480
0.39751647,346735,8500
0.40039783,348594,8520
0.42963035,350095,8540
0.4453037000000001,351642,8560
0.4538833899999999,353387,8580
0.45161937,354714,8600
0.46151699,356520,8620
0.47649458,358042,8640
0.4576624599999999,359562,8660
0.42340003,360838,8680
0.4407577600000001,362725,8700
0.4226743499999999,364131,8720
0.4049496000000001,365776,8740
0.44555487,367922,8760
0.4537851299999999,369211,8780
0.4133991300000001,370984,8800
0.4301609899999999,372816,8820
0.4456429400000001,374539,8840
0.44759762,376511,8860
0.4825698899999999,379163,8880
0.53158938,381158,8900
0.5228390399999999,382674,8920
0.53202113,384845,8940
0.4943881,386419,8960
0.4784920399999999,388012,8980
0.4816771800000001,389728,9000
0.52637571,392438,9020
0.5344807600000001,394576,9040
0.5793987899999999,396264,9060
0.5825172999999999,397825,9080
0.5396778100000001,399327,9100
0.5122979199999999,401388,9120
0.4869247999999999,403015,9140
0.46789095,404630,9160
0.46058458,406363,9180
0.4738816500000001,407804,9200
0.4930472,409756,9220
0.5147803,412347,9240
0.5098869100000001,414884,9260
0.54587752,417065,9280
0.54374192,419551,9300
0.5146819,421713,9320
0.5169897999999999,424032,9340
0.511519,425864,9360
0.46780204,427831,9380
0.46768037,429102,9400
0.48854937,431130,9420
0.4677331,432965,9440
0.45628885,435070,9460
0.4830942200000001,437054,9480
0.4989271,438903,9500
0.48628092,440455,9520
0.50406401,442835,9540
0.5563157200000002,444878,9560
0.55080334,446620,9580
0.56375325,449106,9600
0.57859591,451716,9620
0.5826446,454137,9640
0.54237835,455892,9660
0.5593475800000001,457911,9680
0.5545476100000001,460263,9700
0.52639201,462391,9720
0.53896225,465018,9740
0.57202518,467886,9760
0.57583719,471089,9780
0.5923653,473299,9800
0.62315445,475799,9820
0.6374009099999999,478657,9840
0.61302436,480503,9860
0.62371632,482499,9880
0.63688059,485713,9900
0.6409613000000001,487548,9920
0.6281646699999999,490262,9940
0.6668893600000001,492933,9960
0.66027858,495275,9980
0.6145316499999999,497053,10000
0.57718833,499566,10020
0.58513931,502229,10040
0.5256576199999999,503643,10060
0.5069999799999999,506297,10080
0.5070803,508474,10100
0.55641896,511110,10120
0.54678961,513342,10140
0.5911827500000001,516375,10160
0.60265645,518286,10180
0.6206826,520262,10200
0.59255624,522014,10220
0.5817547499999999,524005,10240
0.56390368,525498,10260
0.54298908,527781,10280
0.5158375799999999,529650,10300
0.5145999600000001,531608,10320
0.54266631,534281,10340
0.53997129,535830,10360
0.57463135,538738,10380
0.63883474,541006,10400
0.6623926499999999,544224,10420
0.6289352899999998,545806,10440
0.6389249600000001,548116,10460
0.5984033099999999,550478,10480
0.5510264500000001,552361,10500
0.51491451,555446,10520
0.48768234,557185,10540
0.4975804199999999,559847,10560
0.48943173,561808,10580
0.51608372,564130,10600
0.55902479,566752,10620
0.6087959399999999,569484,10640
0.6432463799999999,571718,10660
0.6994250899999999,573719,10680
0.71293333,575825,10700
0.6846706199999999,578497,10720
0.6525891700000002,580147,10740
0.6284881400000001,582265,10760
0.6033968799999999,585503,10780
0.61033465,588435,10800
0.60165339,590285,10820
0.63579921,592742,10840
0.59049589,595299,10860
0.55232421,597208,10880
0.5063082,600374,10900
0.50912088,602778,10920
0.48778665,605575,10940
0.50146876,607191,10960
0.50250203,608685,10980
0.50480272,610598,11000
0.53240847,612206,11020
0.5253866899999999,614429,11040
0.5021175399999999,615640,11060
0.52078531,617480,11080
0.49335107,618734,11100
0.4470812199999999,619917,11120
0.43828079,621578,11140
0.4825564799999999,623878,11160
0.49397363,625879,11180
0.52587994,627714,11200
0.5045505299999999,630347,11220
0.55289655,633255,11240
0.5570882899999999,635778,11260
0.56216513,638254,11280
0.5698805499999999,641255,11300
0.61603039,643064,11320
0.5940500400000002,645080,11340
0.5914176000000001,647252,11360
0.6089987600000001,649129,11380
0.61637811,651202,11400
0.6487829,653459,11420
0.6519787699999999,655916,11440
0.66527634,658776,11460
0.69499672,661219,11480
0.70371808,663692,11500
0.68537908,666136,11520
0.7081864299999999,668470,11540
0.6859130699999999,670659,11560
0.6290775900000001,673253,11580
0.61298874,675983,11600
0.62008283,678051,11620
0.5621935,679841,11640
0.53520459,681923,11660
0.5394395399999999,684333,11680
0.5042008800000001,686891,11700
0.4769478099999999,689564,11720
0.50853212,691653,11740
0.5618113100000001,694546,11760
0.5762882500000001,697035,11780
0.6312579700000001,699034,11800
0.67925629,701127,11820
0.6649350900000002,702703,11840
0.67401471,705482,11860
0.64017391,707067,11880
0.61077537,709056,11900
0.5995299599999999,711300,11920
0.61892717,713824,11940
0.5949677000000001,716511,11960
0.63838556,719031,11980
0.6938032400000002,722016,12000
0.6666378500000002,724566,12020
0.6686321700000001,727516,12040
0.6789239100000001,729928,12060
0.68290463,732084,12080
0.6263217799999999,734923,12100
0.6554510099999998,737033,12120
0.65736658,739197,12140
0.6817734700000001,741746,12160
0.6799602500000002,744414,12180
0.72654441,746742,12200
0.7500942399999999,749786,12220
0.7797852000000002,752035,12240
0.7134759799999999,754185,12260
0.71296793,757579,12280
0.7147429200000001,760109,12300
0.6875896999999999,762172,12320
0.6686895199999999,764367,12340
0.6764796300000002,766394,12360
0.6853121400000001,768656,12380
0.6618590999999999,770900,12400
0.6501860400000001,772991,12420
0.6631681,775480,12440
0.67577933,777350,12460
0.6868002599999999,779350,12480
0.68368862,781091,12500
0.70603535,783694,12520
0.70128209,785985,12540
0.7330874000000001,788554,12560
0.70607934,790856,12580
0.7299615599999999,792909,12600
0.73703055,795022,12620
0.7134276099999998,797040,12640
0.7087332500000001,799292,12660
0.7181637499999998,801806,12680
0.6820402900000001,804587,12700
0.6206703100000001,806135,12720
0.59895388,809007,12740
0.56633698,810888,12760
0.56437789,813229,12780
0.58378549,815768,12800
0.6129917800000001,818148,12820
0.61422322,820604,12840
0.6546706299999999,823536,12860
0.6226399100000001,825764,12880
0.6306816199999999,828338,12900
0.6682394900000002,831577,12920
0.7279698,833913,12940
0.7160495400000001,836008,12960
0.7252121800000001,837936,12980
0.73718611,841017,13000
0.73456618,843558,13020
0.7060105900000002,845760,13040
0.6988316200000001,847783,13060
0.73029296,850343,13080
0.6887600600000002,852992,13100
0.65152202,855273,13120
0.64268518,857591,13140
0.58920395,859495,13160
0.5841766300000001,861558,13180
0.6417954099999998,863963,13200
0.6822905499999998,866490,13220
0.7095961199999999,869321,13240
0.7928128,871550,13260
0.8011553100000001,873987,13280
0.7673881500000002,876063,13300
0.7225954,878794,13320
0.7229238000000001,881042,13340
0.6721949199999999,882538,13360
0.6463199199999999,884924,13380
0.64828077,886851,13400
0.68712011,889070,13420
0.68163546,892243,13440
0.7034792400000001,894116,13460
0.7316418900000001,896947,13480
0.71466416,899092,13500
0.7032031899999999,901764,13520
0.6708828499999998,904136,13540
0.68972094,907664,13560
0.6879220500000001,909964,13580
0.7019744500000001,911977,13600
0.7057953,914099,13620
0.74204065,917271,13640
0.7580182399999998,920194,13660
0.74764823,922544,13680
0.7568954000000001,925556,13700
0.7565847199999999,928648,13720
0.7180758599999999,930423,13740
0.6635593100000001,933151,13760
0.67039767,935811,13780
0.6850989900000001,938560,13800
0.6669818599999999,941026,13820
0.6815559600000001,943892,13840
0.7048959299999998,946851,13860
0.71042198,949574,13880
0.66007273,952589,13900
0.69598658,955132,13920
0.74497563,957649,13940
0.7673933700000002,960946,13960
0.7687577200000003,963169,13980
0.8044738500000002,965821,14000
0.7661627300000002,967912,14020
0.72068216,970048,14040
0.69488162,972668,14060
0.6989393199999998,974830,14080
0.7123867300000002,978100,14100
0.7098445000000001,979991,14120
0.7182307799999998,982685,14140
0.69576976,985687,14160
0.6741669,987905,14180
0.6796604899999998,990732,14200
0.6417341999999999,992502,14220
0.60521488,994678,14240
0.62913264,997205,14260
0.64172893,999509,14280
0.0253871,472,20
0.0286387249999999,1187,40
0.0281448,1678,60
0.0310982125,2197,80
0.03281558,2789,100
0.03430256,3293,120
0.03371749,4342,140
0.03163035,4854,160
0.03246859,5532,180
0.03424592,6148,200
0.03680239,7076,220
0.03780883,8137,240
0.0417805599999999,8585,260
0.03929891,9088,280
0.03765365,9796,300
0.03392997,10450,320
0.03679418,11207,340
0.0348864299999999,11747,360
0.03526928,12185,380
0.03176797,12659,400
0.03455393,13247,420
0.03287868,13988,440
0.03434703,14740,460
0.03502856,15452,480
0.03313815,15925,500
0.03379187,16410,520
0.02950035,17011,540
0.02671323,17485,560
0.02542491,17947,580
0.02868159,18473,600
0.02264987,18988,620
0.02779811,20114,640
0.02907987,20883,660
0.03115151,21614,680
0.03271542,22087,700
0.0361987,22683,720
0.03889884,23409,740
0.04182599,24019,760
0.03483539,24482,780
0.0316083999999999,24991,800
0.03155421,25456,820
0.0277774199999999,25966,840
0.0275104999999999,26645,860
0.03289257,27163,880
0.03299046,28145,900
0.03572718,29021,920
0.0295997699999999,29678,940
0.02471598,30302,960
0.0263054799999999,30848,980
0.0260043999999999,31427,1000
0.02037755,31971,1020
0.02131414,32519,1040
0.02049293,33010,1060
0.01726154,33609,1080
0.02194963,34413,1100
0.02540074,35165,1120
0.0275219,35733,1140
0.03923856,36441,1160
0.04342425,36976,1180
0.0397526099999999,37693,1200
0.0388911599999999,38403,1220
0.0413941899999999,39262,1240
0.0324001,39764,1260
0.02886175,40214,1280
0.0294397299999999,40782,1300
0.02596342,41232,1320
0.02418895,41856,1340
0.0282584199999999,42793,1360
0.02814957,43361,1380
0.0316663899999999,44004,1400
0.04158114,44830,1420
0.0402277299999999,45325,1440
0.03685123,45867,1460
0.03585795,46385,1480
0.03179881,47017,1500
0.03224804,47940,1520
0.0299177499999999,48345,1540
0.02796213,48870,1560
0.0282385,49285,1580
0.03051268,49741,1600
0.02570867,50215,1620
0.02407447,50647,1640
0.0203942499999999,51102,1660
0.02076739,51598,1680
0.01853091,52232,1700
0.0154496599999999,52784,1720
0.0192935499999999,53231,1740
0.02249014,53719,1760
0.02382959,54231,1780
0.02295305,54694,1800
0.0197226899999999,55200,1820
0.0246144199999999,55710,1840
0.028155,56250,1860
0.02624623,56816,1880
0.02746241,57343,1900
0.03585257,58327,1920
0.0331136199999999,58807,1940
0.02871905,59206,1960
0.02793141,59696,1980
0.0321158999999999,60223,2000
0.0284907599999999,60719,2020
0.0367720199999999,61428,2040
0.0428563199999999,61920,2060
0.04754692,62422,2080
0.04497949,62935,2100
0.04847308,63722,2120
0.04035541,64235,2140
0.03550376,64755,2160
0.0359329299999999,65535,2180
0.03794887,66039,2200
0.03681442,66651,2220
0.0359510799999999,67396,2240
0.03937722,67854,2260
0.03528743,68317,2280
0.03866028,69029,2300
0.03384357,69573,2320
0.0412583399999999,70176,2340
0.05016186,70865,2360
0.05658021,71510,2380
0.05629113,72254,2400
0.0632449799999999,72848,2420
0.0623952299999999,73391,2440
0.05352476,73992,2460
0.05369225,74578,2480
0.05476556,75189,2500
0.05402368,75879,2520
0.05058862,76497,2540
0.0506247899999999,77239,2560
0.05043228,77945,2580
0.04664281,78530,2600
0.05153905,79159,2620
0.0573402399999999,79995,2640
0.0685992999999999,80778,2660
0.06830544,81434,2680
0.06832023,82046,2700
0.06786688,82880,2720
0.06960913,83927,2740
0.0664739499999999,84624,2760
0.06862038,85517,2780
0.07618691,86686,2800
0.07948201,87405,2820
0.0805627199999999,88034,2840
0.08258214,89268,2860
0.08271439,89815,2880
0.08282287,90480,2900
0.08133973,91258,2920
0.08908987,92229,2940
0.09037332,92790,2960
0.0976211999999999,93733,2980
0.09887771,94500,3000
0.09759237,95012,3020
0.0932299499999999,95763,3040
0.0985573299999999,96759,3060
0.0929365099999999,97323,3080
0.09247619,97946,3100
0.09815591,98763,3120
0.10173922,99466,3140
0.10208163,100296,3160
0.10218738,100850,3180
0.10110803,101375,3200
0.10229093,102247,3220
0.0980337399999999,103138,3240
0.09917151,104345,3260
0.10448376,104875,3280
0.11526147,106097,3300
0.11200276,106742,3320
0.1117466199999999,107527,3340
0.11023474,108224,3360
0.10904761,109094,3380
0.1019982999999999,109978,3400
0.10298381,110640,3420
0.10701619,111421,3440
0.10435421,111993,3460
0.10459203,112453,3480
0.1026785,112922,3500
0.1054357,113574,3520
0.10142009,114078,3540
0.10010278,114566,3560
0.10134245,115041,3580
0.10526806,115583,3600
0.10184981,116326,3620
0.10351102,116884,3640
0.10419491,117471,3660
0.1061487999999999,117977,3680
0.1043400199999999,118475,3700
0.10831689,119163,3720
0.1070609499999999,119624,3740
0.10466061,120076,3760
0.10649908,120682,3780
0.10889456,121284,3800
0.1126872699999999,122081,3820
0.11676039,122748,3840
0.12467637,123587,3860
0.1268351399999999,124742,3880
0.12840476,125448,3900
0.13416814,126155,3920
0.1379272,127229,3940
0.1436209899999999,128182,3960
0.14362992,128829,3980
0.15177288,129914,4000
0.15869277,130961,4020
0.15379875,131421,4040
0.14538948,132128,4060
0.14794016,133246,4080
0.1422231199999999,133919,4100
0.13141655,134565,4120
0.13495444,135141,4140
0.15158703,136786,4160
0.15738989,137636,4180
0.15689635,138692,4200
0.1564662799999999,139516,4220
0.1581372499999999,140155,4240
0.15292265,140862,4260
0.14122478,141364,4280
0.14188097,142148,4300
0.14028067,142971,4320
0.14041972,143561,4340
0.12950939,144176,4360
0.1318127399999999,144692,4380
0.13002824,145274,4400
0.13280036,145986,4420
0.1258622499999999,146465,4440
0.12938518,147058,4460
0.13236619,147692,4480
0.13032824,148203,4500
0.12735183,148833,4520
0.13813637,149520,4540
0.13435751,149955,4560
0.1368488199999999,150864,4580
0.1502053,152042,4600
0.1522096,152638,4620
0.14711129,153544,4640
0.14872408,154120,4660
0.14979944,154734,4680
0.1370090299999999,155207,4700
0.14395915,155983,4720
0.15012897,156591,4740
0.15401801,157273,4760
0.15646613,158243,4780
0.17014944,158962,4800
0.1669008,159852,4820
0.17330168,160990,4840
0.17460878,161628,4860
0.17110066,162118,4880
0.1709610399999999,162789,4900
0.1640608799999999,163274,4920
0.16094452,163982,4940
0.1600631599999999,164660,4960
0.16212027,165448,4980
0.16041545,166237,5000
0.16731317,166851,5020
0.16461756,167511,5040
0.1594851899999999,168014,5060
0.15005865,168469,5080
0.14925548,169043,5100
0.15439149,169868,5120
0.15784344,170731,5140
0.16565405,171592,5160
0.18755257,172607,5180
0.1848658099999999,173160,5200
0.17851456,173721,5220
0.17531889,174341,5240
0.16742217,174822,5260
0.1646553,175828,5280
0.16472443,176558,5300
0.16272623,177104,5320
0.15799598,177704,5340
0.17057941,178487,5360
0.1672597499999999,179245,5380
0.1695947,179831,5400
0.1723547899999999,180726,5420
0.1821802899999999,181886,5440
0.17677402,182445,5460
0.17355809,183369,5480
0.16682994,183936,5500
0.15849343,184398,5520
0.14932624,185073,5540
0.1436771899999999,185594,5560
0.13593275,186262,5580
0.14146156,187185,5600
0.14932207,187823,5620
0.14962789,188523,5640
0.15145932,189023,5660
0.15520238,189667,5680
0.1563934,190314,5700
0.15663159,190878,5720
0.1575207199999999,191441,5740
0.16153192,192038,5760
0.1605474999999999,192573,5780
0.16889435,193630,5800
0.17286585,194441,5820
0.17044439,195238,5840
0.166322,195716,5860
0.16442098,196200,5880
0.15030662,196725,5900
0.14925134,197335,5920
0.1503323099999999,197854,5940
0.15417379,198388,5960
0.15379663,199063,5980
0.15322679,199597,6000
0.15811931,200492,6020
0.16682219,201900,6040
0.16566883,202728,6060
0.17243341,203456,6080
0.1811311699999999,204383,6100
0.1731292,205055,6120
0.17443127,206014,6140
0.17093508,206762,6160
0.1653464899999999,207316,6180
0.17290786,208274,6200
0.17497463,209039,6220
0.17022017,209806,6240
0.2052942899999999,211767,6260
0.2038379099999999,212306,6280
0.20054674,213403,6300
0.21336159,214155,6320
0.20729828,214682,6340
0.17506805,215215,6360
0.17636411,215825,6380
0.17810983,216741,6400
0.1643322,217335,6420
0.1675127699999999,218024,6440
0.17205143,218958,6460
0.16950416,219532,6480
0.16103997,220250,6500
0.16449493,220925,6520
0.15995852,221566,6540
0.17495945,222533,6560
0.18922852,223390,6580
0.20099964,224313,6600
0.22383661,225511,6620
0.2406313,226412,6640
0.22901283,227051,6660
0.2255603899999999,227779,6680
0.2211965199999999,228621,6700
0.20700222,229562,6720
0.2020191399999999,230613,6740
0.1945338599999999,231162,6760
0.19178103,231979,6780
0.17945565,232611,6800
0.17676433,233735,6820
0.1709171699999999,234486,6840
0.1845538799999999,235680,6860
0.1891018799999999,236470,6880
0.18936446,236932,6900
0.18118431,237459,6920
0.18425156,238176,6940
0.1701928399999999,238804,6960
0.17217815,239519,6980
0.18072014,240329,7000
0.1946547,241455,7020
0.2145839199999999,242698,7040
0.2319830699999999,244384,7060
0.2209592199999999,245013,7080
0.24337666,245913,7100
0.23709534,246575,7120
0.21368065,247144,7140
0.23450213,248508,7160
0.25816423,249372,7180
0.251502,250594,7200
0.26120417,251497,7220
0.2850131,252510,7240
0.26170049,253443,7260
0.24098971,254107,7280
0.2245081699999999,254676,7300
0.2039989999999999,255212,7320
0.18605963,255803,7340
0.1856966299999999,256577,7360
0.19553328,257308,7380
