time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/episodes,rollout/exploration_rate,train/n_updates,train/learning_rate,train/loss
585939,170.34,0.64041064,9909,59,6380,0.05,133984,0.0001,6.466998456744477e-05
589395,173.27,0.6284610899999999,9975,59,6400,0.05,134848,0.0001,7.157449726946652e-05
593909,190.35,0.6637734399999999,10063,59,6420,0.05,135977,0.0001,0.00018431434000376612
597594,192.18,0.68620733,10136,58,6440,0.05,136898,0.0001,4.434103175299242e-05
602041,202.02,0.7024702700000002,10224,58,6460,0.05,138010,0.0001,9.789844625629485e-05
606770,208.31,0.72667111,10315,58,6480,0.05,139192,0.0001,5.830988084198907e-05
610756,213.61,0.75463779,10393,58,6500,0.05,140188,0.0001,0.0001925998367369175
614446,205.37,0.76628787,10468,58,6520,0.05,141111,0.0001,0.00010077319166157395
617331,197.37,0.7050951000000001,10530,58,6540,0.05,141832,0.0001,7.880633347667754e-05
620377,183.36,0.6662784100000003,10595,58,6560,0.05,142594,0.0001,8.130676724249497e-05
621612,148.42,0.57425225,10623,58,6580,0.05,142902,0.0001,0.0012932867975905538
623817,130.61,0.5001357,10667,58,6600,0.05,143454,0.0001,0.00011609627108555287
627455,130.09,0.4799012,10747,58,6620,0.05,144363,0.0001,9.932873217621818e-05
630163,128.32,0.4786534,10802,58,6640,0.05,145040,0.0001,0.0008264642674475908
632282,119.05,0.46597845000000004,10846,58,6660,0.05,145570,0.0001,0.00011303833161946386
634463,128.51,0.5176493499999999,10889,58,6680,0.05,146115,0.0001,0.00010062303044833243
637590,137.73,0.5656726700000001,10948,58,6700,0.05,146897,0.0001,0.00016093577141873538
640149,126.94,0.5327030100000001,11001,58,6720,0.05,147537,0.0001,0.0001144809284596704
641897,117.34,0.5223124100000001,11037,58,6740,0.05,147974,0.0001,0.00010225966980215162
643900,116.18,0.50173496,11076,58,6760,0.05,148474,0.0001,0.00010921479406533763
646478,120.15,0.48236727,11125,58,6780,0.05,149119,0.0001,5.187682108953595e-05
648826,112.36,0.44707381999999996,11174,58,6800,0.05,149706,0.0001,0.00014573015505447984
652159,120.1,0.4613965099999999,11238,58,6820,0.05,150539,0.0001,0.00013761248555965722
656093,141.96,0.5288328999999998,11329,57,6840,0.05,151523,0.0001,7.203516724985093e-05
659423,155.23,0.5915605599999999,11400,57,6860,0.05,152355,0.0001,0.00015614062431268394
662400,159.22,0.6199076100000002,11460,57,6880,0.05,153099,0.0001,0.0003000203287228942
665711,168.85,0.6630673899999999,11525,57,6900,0.05,153927,0.0001,0.0001560073287691921
667814,156.55,0.64132726,11563,57,6920,0.05,154453,0.0001,0.00012473833339754492
670654,145.61,0.59467994,11616,57,6940,0.05,155163,0.0001,0.00018325101700611413
673754,143.31,0.55078049,11680,57,6960,0.05,155938,0.0001,0.00010256213136017323
677005,146.05,0.5769262500000001,11744,57,6980,0.05,156751,0.0001,0.00011481538240332156
679310,135.99,0.53644724,11790,57,7000,0.05,157327,0.0001,0.0004653482756111771
682816,150.02,0.5671058800000001,11861,57,7020,0.05,158203,0.0001,9.418600529897958e-05
686299,156.45,0.59725248,11929,57,7040,0.05,159074,0.0001,0.0003047981299459934
688779,150.25,0.6081483,11972,57,7060,0.05,159694,0.0001,0.0002096358803100884
692188,151.83,0.5868844200000001,12034,57,7080,0.05,160546,0.0001,5.493872595252469e-05
695085,157.75,0.6047034400000001,12080,57,7100,0.05,161271,0.0001,0.00013335849507711828
698236,154.2,0.5877682000000001,12130,57,7120,0.05,162058,0.0001,0.00016967562260106206
701977,156.78,0.5773858,12200,57,7140,0.05,162994,0.0001,0.00015129261009860784
705364,165.85,0.6162708300000002,12262,57,7160,0.05,163840,0.0001,0.0002806349366437644
709274,170.86,0.6429799700000001,12336,57,7180,0.05,164818,0.0001,7.361942698480561e-05
713254,181.69,0.6664268600000001,12407,57,7200,0.05,165813,0.0001,0.0005738524487242103
716210,179.74,0.68015024,12459,57,7220,0.05,166552,0.0001,8.69754294399172e-05
719452,174.75,0.6938203799999999,12519,57,7240,0.05,167362,0.0001,0.0001302817981922999
722726,173.62,0.67984087,12580,57,7260,0.05,168181,0.0001,0.00010128584108315408
726922,176.48,0.66714005,12662,57,7280,0.05,169230,0.0001,0.0002325943496543914
731349,180.95,0.6861520000000002,12751,57,7300,0.05,170337,0.0001,0.00010419307363918051
735875,196.65,0.72235728,12840,57,7320,0.05,171468,0.0001,5.2551113185472786e-05
739239,197.87,0.7152131000000002,12902,57,7340,0.05,172309,0.0001,3.558077150955796e-05
742228,195.02,0.7246541599999997,12956,57,7360,0.05,173056,0.0001,0.00015046325279399753
746208,192.86,0.71882369,13038,57,7380,0.05,174051,0.0001,4.514368993113749e-05
750337,189.88,0.70011458,13122,57,7400,0.05,175084,0.0001,0.00016211629554163665
752460,165.85,0.63455604,13164,57,7420,0.05,175614,0.0001,0.00012212249566800892
754018,147.79,0.58327205,13195,57,7440,0.05,176004,0.0001,8.16633109934628e-05
756256,140.28,0.52417662,13239,57,7460,0.05,176563,0.0001,0.00015662828809581697
758921,127.13,0.48296902,13292,57,7480,0.05,177230,0.0001,0.00011655037087621167
763190,128.53,0.46657645000000003,13372,57,7500,0.05,178297,0.0001,0.0002395904593868181
767424,149.64,0.49282331000000007,13449,57,7520,0.05,179355,0.0001,0.0001200472834170796
771473,174.55,0.5585573000000001,13524,57,7540,0.05,180368,0.0001,0.0002531101927161217
775530,192.74,0.6160393,13604,57,7560,0.05,181382,0.0001,7.755564001854509e-05
778581,196.6,0.63357307,13664,56,7580,0.05,182145,0.0001,0.00029986636945977807
781881,186.91,0.6289446300000001,13733,56,7600,0.05,182970,0.0001,6.735407805535942e-05
785019,175.95,0.60556751,13798,56,7620,0.05,183754,0.0001,6.319698877632618e-05
787957,164.84,0.56214164,13851,56,7640,0.05,184489,0.0001,3.0595241696573794e-05
789666,141.36,0.49965097,13885,56,7660,0.05,184916,0.0001,8.97806094144471e-05
790512,119.31,0.42155339,13901,56,7680,0.05,185127,0.0001,0.00014038242807146162
792018,101.37,0.35789753,13928,56,7700,0.05,185504,0.0001,0.00011397533671697602
793998,89.79,0.32626561000000004,13962,56,7720,0.05,185999,0.0001,0.00025084440130740404
795766,78.09,0.2933727099999999,13993,56,7740,0.05,186441,0.0001,8.659408194944263e-05
797567,79.01,0.27924402000000004,14025,56,7760,0.05,186891,0.0001,0.0001887624675873667
798466,79.54,0.28200243999999997,14040,56,7780,0.05,187116,0.0001,0.00010670059418771416
799289,72.71,0.26390009,14055,56,7800,0.05,187322,0.0001,0.0001760025625117123
800157,61.59,0.23393571000000002,14071,56,7820,0.05,187539,0.0001,0.0002497904351912439
801692,59.26,0.21239724,14099,56,7840,0.05,187922,0.0001,0.0006714197807013988
803203,56.36,0.2288392,14126,56,7860,0.05,188300,0.0001,0.000395260751247406
805832,73.66,0.28719140000000004,14176,56,7880,0.05,188957,0.0001,0.00011191656813025475
808857,95.68,0.34902405999999997,14241,56,7900,0.05,189714,0.0001,0.0004624631837941706
810749,105.92,0.36835764,14282,56,7920,0.05,190187,0.0001,0.0002824254333972931
813324,116.32,0.40422539,14333,56,7940,0.05,190830,0.0001,0.0001847411913331598
816064,128.61,0.4325630099999999,14393,56,7960,0.05,191515,0.0001,0.00018702898523770273
817966,121.34,0.41508881,14432,56,7980,0.05,191991,0.0001,0.00010939803905785084
820267,114.1,0.41180802000000005,14476,56,8000,0.05,192566,0.0001,0.0004977486096322536
823357,126.08,0.46538945000000004,14529,56,8020,0.05,193339,0.0001,0.0007019550539553165
827771,144.47,0.50075994,14614,56,8040,0.05,194442,0.0001,0.0001017219910863787
831461,153.97,0.52161837,14683,56,8060,0.05,195365,0.0001,0.0006615903112106025
834386,164.2,0.5345762199999999,14737,56,8080,0.05,196096,0.0001,7.865175575716421e-05
836352,160.85,0.5230583200000001,14772,56,8100,0.05,196587,0.0001,0.00036616786383092403
838700,153.43,0.51207301,14817,56,8120,0.05,197174,0.0001,9.216073522111401e-05
841337,135.66,0.50579527,14868,56,8140,0.05,197834,0.0001,0.0001970221783267334
843170,117.09,0.4417893599999999,14904,56,8160,0.05,198292,0.0001,0.00011169655772391707
845780,113.94,0.4359453300000001,14958,56,8180,0.05,198944,0.0001,0.00011442224058555439
847430,110.78,0.41228026999999995,14993,56,8200,0.05,199357,0.0001,0.00025723996805027127
851697,129.97,0.43037294000000004,15072,56,8220,0.05,200424,0.0001,0.0002110288041876629
855589,142.52,0.43661516999999994,15144,56,8240,0.05,201397,0.0001,4.863853973802179e-05
859472,163.02,0.4828889,15224,56,8260,0.05,202367,0.0001,0.00016003985365387052
863007,172.27,0.48039651,15296,56,8280,0.05,203251,0.0001,0.0001563655532663688
865503,180.73,0.50771287,15347,56,8300,0.05,203875,0.0001,0.00016078325279522687
868137,164.4,0.46871047000000005,15402,56,8320,0.05,204534,0.0001,0.00012786759180016816
871462,158.73,0.4521431999999999,15471,56,8340,0.05,205365,0.0001,0.00031452500843442976
873864,143.92,0.41486597000000003,15516,56,8360,0.05,205965,0.0001,0.00010265198943670839
877266,142.59,0.43599918000000004,15581,56,8380,0.05,206816,0.0001,0.0001323919277638197
881121,156.18,0.4509086199999999,15653,56,8400,0.05,207780,0.0001,0.00021082101739011705
883713,155.76,0.43963132999999993,15703,56,8420,0.05,208428,0.0001,0.0002602233143988997
886092,146.3,0.40751437,15746,56,8440,0.05,209022,0.0001,9.22597391763702e-05
888309,144.45,0.40359641999999996,15787,56,8460,0.05,209577,0.0001,0.00010785988706629723
889889,126.23,0.35147752,15818,56,8480,0.05,209972,0.0001,0.00014538888353854418
892939,118.18,0.33915658,15877,56,8500,0.05,210734,0.0001,9.595367009751499e-05
896683,129.7,0.38106138999999994,15949,56,8520,0.05,211670,0.0001,0.00015514582628384233
900731,146.39,0.41587810999999997,16028,56,8540,0.05,212682,0.0001,0.0002297441678820178
903513,152.04,0.43398928,16083,56,8560,0.05,213378,0.0001,0.0005024709389545023
907529,176.4,0.49421839,16158,56,8580,0.05,214382,0.0001,9.142182534560561e-05
911429,184.9,0.51743572,16236,56,8600,0.05,215357,0.0001,0.00019109022105112672
916168,194.85,0.5249013,16329,56,8620,0.05,216541,0.0001,7.248854672070593e-05
921508,207.77,0.54953862,16428,56,8640,0.05,217876,0.0001,0.00011532065400388092
926565,230.52,0.5931164900000001,16524,56,8660,0.05,219141,0.0001,9.432240767637268e-05
931330,238.01,0.60226007,16616,56,8680,0.05,220332,0.0001,0.00010331994417356327
936343,249.14,0.62905805,16710,56,8700,0.05,221585,0.0001,0.00012975683785043657
941758,255.9,0.6339709499999999,16815,56,8720,0.05,222939,0.0001,8.596867701271549e-05
945365,238.57,0.59616633,16883,55,8740,0.05,223841,0.0001,8.328690455527976e-05
949225,226.6,0.5728755600000001,16955,55,8760,0.05,224806,0.0001,5.749681804445572e-05
952754,214.24,0.5604414600000001,17017,55,8780,0.05,225688,0.0001,0.00010582932736724615
956339,199.96,0.53803592,17077,56,8800,0.05,226584,0.0001,4.7557019570376724e-05
959636,178.78,0.52269369,17136,56,8820,0.05,227408,0.0001,4.7816629376029596e-05
964105,187.4,0.5725603400000001,17219,55,8840,0.05,228526,0.0001,9.98257746687159e-05
967618,183.93,0.59917647,17284,55,8860,0.05,229404,0.0001,0.0002140733995474875
971179,184.25,0.61257277,17354,55,8880,0.05,230294,0.0001,0.00022795380209572613
975056,187.17,0.6137911900000002,17430,55,8900,0.05,231263,0.0001,0.00010952712909784168
979173,195.37,0.62461881,17507,55,8920,0.05,232293,0.0001,0.0001450574491173029
981531,174.26,0.57882082,17552,55,8940,0.05,232882,0.0001,0.00021644620574079454
984600,169.82,0.55780241,17610,55,8960,0.05,233649,0.0001,0.0007348871440626681
987556,163.77,0.5412507,17667,55,8980,0.05,234388,0.0001,0.0001455366873415187
990269,152.13,0.5226967800000001,17719,55,9000,0.05,235067,0.0001,0.00012539455201476812
993319,141.46,0.5056508900000001,17778,55,9020,0.05,235829,0.0001,0.0002637010475154966
996228,146.97,0.49911540000000004,17835,55,9040,0.05,236556,0.0001,0.00013289741764310747
999551,149.51,0.5113967500000001,17916,55,9060,0.05,237387,0.0001,0.0001338422589469701
