time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,time/fps,rollout/exploration_rate,train/learning_rate,train/loss,train/n_updates
7339,0.50912088,124.93,602778,10920,82,0.05,1.9070714918537712e-05,9.52093738305848e-05,30940
7370,0.48778665,128.33,605575,10940,82,0.05,1.9070714918537712e-05,6.663268977717962e-05,31010
7385,0.50146876,118.92,607191,10960,82,0.05,1.9070714918537712e-05,8.431992609985173e-05,31080
7400,0.50250203,114.77,608685,10980,82,0.05,1.9070714918537712e-05,6.281102523644221e-05,31140
7418,0.50480272,102.24,610598,11000,82,0.05,1.9070714918537712e-05,7.405494980048389e-05,31210
7433,0.53240847,94.28,612206,11020,82,0.05,1.9070714918537712e-05,0.0001464754122935119,31280
7453,0.5253866899999999,88.54,614429,11040,82,0.05,1.9070714918537712e-05,0.00011120715653305524,31340
7466,0.5021175399999999,84.49,615640,11060,82,0.05,1.9070714918537712e-05,7.67874651501188e-05,31410
7485,0.52078531,87.95,617480,11080,82,0.05,1.9070714918537712e-05,6.457704839704092e-05,31480
7498,0.49335107000000006,81.36,618734,11100,82,0.05,1.9070714918537712e-05,5.6156140453822444e-05,31540
7509,0.44708121999999995,77.11,619917,11120,82,0.05,1.9070714918537712e-05,6.650569484918378e-05,31610
7526,0.43828079000000003,71.49,621578,11140,82,0.05,1.9070714918537712e-05,8.28584008559119e-05,31680
7546,0.48255647999999995,82.38,623878,11160,82,0.05,1.9070714918537712e-05,7.032345074549084e-05,31740
7564,0.49397363000000005,83.99,625879,11180,82,0.05,1.9070714918537712e-05,6.68873237373191e-05,31810
7581,0.52587994,89.8,627714,11200,82,0.05,1.9070714918537712e-05,8.12654803667101e-05,31880
7605,0.5045505299999999,104.3,630347,11220,82,0.05,1.9070714918537712e-05,5.400838435889455e-05,31940
7628,0.55289655,116.77,633255,11240,83,0.05,1.9070714918537712e-05,7.154168552006012e-05,32010
7652,0.5570882899999999,119.0,635778,11260,83,0.05,1.9070714918537712e-05,8.923541681724601e-05,32080
7674,0.56216513,123.75,638254,11280,83,0.05,1.9070714918537712e-05,5.764477391494438e-05,32140
7700,0.5698805499999999,135.41,641255,11300,83,0.05,1.9070714918537712e-05,6.926744354132097e-05,32210
7717,0.61603039,127.17,643064,11320,83,0.05,1.9070714918537712e-05,7.411183287331369e-05,32280
7736,0.5940500400000002,118.25,645080,11340,83,0.05,1.9070714918537712e-05,3.941310988011537e-05,32340
7756,0.5914176000000001,114.74,647252,11360,83,0.05,1.9070714918537712e-05,5.378088299039519e-05,32410
7774,0.6089987600000001,108.75,649129,11380,83,0.05,1.9070714918537712e-05,9.750276512932032e-05,32480
7794,0.61637811,99.47,651202,11400,83,0.05,1.9070714918537712e-05,5.239991869530058e-05,32540
7814,0.6487829,103.95,653459,11420,83,0.05,1.9070714918537712e-05,8.095142566162394e-05,32610
7835,0.6519787699999999,108.36,655916,11440,83,0.05,1.9070714918537712e-05,7.078313501551747e-05,32680
7861,0.66527634,115.24,658776,11460,83,0.05,1.9070714918537712e-05,8.97412091944716e-05,32740
7885,0.69499672,120.9,661219,11480,83,0.05,1.9070714918537712e-05,8.838048033794621e-05,32810
7906,0.70371808,124.9,663692,11500,83,0.05,1.9070714918537712e-05,9.223363958881237e-05,32880
7929,0.68537908,126.77,666136,11520,84,0.05,1.9070714918537712e-05,5.343107332009822e-05,32940
7950,0.7081864299999999,125.54,668470,11540,84,0.05,1.9070714918537712e-05,7.381904324574862e-05,33010
7969,0.6859130699999999,118.83,670659,11560,84,0.05,1.9070714918537712e-05,8.063727600529091e-05,33080
7992,0.6290775900000001,120.34,673253,11580,84,0.05,1.9070714918537712e-05,0.00010343878184357891,33140
8017,0.61298874,122.91,675983,11600,84,0.05,1.9070714918537712e-05,7.270564401551383e-05,33210
8037,0.62008283,119.15,678051,11620,84,0.05,1.9070714918537712e-05,9.970739502023207e-05,33280
8054,0.5621935,113.71,679841,11640,84,0.05,1.9070714918537712e-05,6.724101567670004e-05,33340
8074,0.53520459,112.64,681923,11660,84,0.05,1.9070714918537712e-05,6.036413560650544e-05,33410
8097,0.5394395399999999,110.8,684333,11680,84,0.05,1.9070714918537712e-05,6.68314589347574e-05,33480
8120,0.5042008800000001,109.08,686891,11700,84,0.05,1.9070714918537712e-05,7.392935676762136e-05,33540
8144,0.47694780999999997,115.13,689564,11720,84,0.05,1.9070714918537712e-05,4.9031339403882154e-05,33610
8165,0.50853212,118.12,691653,11740,84,0.05,1.9070714918537712e-05,4.876037883150275e-05,33680
8189,0.5618113100000001,126.23,694546,11760,84,0.05,1.9070714918537712e-05,6.479487456090283e-05,33740
8210,0.5762882500000001,127.02,697035,11780,84,0.05,1.9070714918537712e-05,7.015433729975484e-05,33810
8228,0.6312579700000001,121.43,699034,11800,84,0.05,1.9070714918537712e-05,5.8625953352020586e-05,33880
8247,0.67925629,115.63,701127,11820,85,0.05,1.9070714918537712e-05,6.905661830387544e-05,33940
8262,0.6649350900000002,110.5,702703,11840,85,0.05,1.9070714918537712e-05,7.279608362296131e-05,34010
8287,0.67401471,109.36,705482,11860,85,0.05,1.9070714918537712e-05,6.881338995299303e-05,34080
8301,0.64017391,100.32,707067,11880,85,0.05,1.9070714918537712e-05,4.9736911387299186e-05,34140
8318,0.61077537,100.22,709056,11900,85,0.05,1.9070714918537712e-05,7.907520503067645e-05,34210
8339,0.5995299599999999,101.73,711300,11920,85,0.05,1.9070714918537712e-05,7.010829303908395e-05,34280
8361,0.61892717,111.21,713824,11940,85,0.05,1.9070714918537712e-05,7.246661043609492e-05,34340
8387,0.5949677000000001,110.29,716511,11960,85,0.05,1.9070714918537712e-05,6.304663274931954e-05,34410
8411,0.63838556,119.64,719031,11980,85,0.05,1.9070714918537712e-05,8.950238625402563e-05,34480
8436,0.6938032400000002,129.6,722016,12000,85,0.05,1.9070714918537712e-05,6.713787879562006e-05,34540
8458,0.6666378500000002,132.66,724566,12020,85,0.05,1.9070714918537712e-05,0.0001050271854182938,34610
8485,0.6686321700000001,136.92,727516,12040,85,0.05,1.9070714918537712e-05,5.987796848785365e-05,34680
8507,0.6789239100000001,134.17,729928,12060,85,0.05,1.9070714918537712e-05,7.499702769564465e-05,34740
8528,0.68290463,130.53,732084,12080,85,0.05,1.9070714918537712e-05,0.00015814672333362977,34810
8555,0.6263217799999999,129.07,734923,12100,85,0.05,1.9070714918537712e-05,8.218855582526885e-05,34880
8574,0.6554510099999998,124.67,737033,12120,85,0.05,1.9070714918537712e-05,9.038555654115044e-05,34940
8594,0.65736658,116.81,739197,12140,86,0.05,1.9070714918537712e-05,6.154504626465496e-05,35010
8618,0.6817734700000001,118.18,741746,12160,86,0.05,1.9070714918537712e-05,7.566507138108136e-05,35080
8643,0.6799602500000002,123.3,744414,12180,86,0.05,1.9070714918537712e-05,7.748797033855226e-05,35140
8665,0.72654441,118.19,746742,12200,86,0.05,1.9070714918537712e-05,7.629564133821986e-05,35210
8691,0.7500942399999999,127.53,749786,12220,86,0.05,1.9070714918537712e-05,9.66988991422113e-05,35280
8711,0.7797852000000002,128.38,752035,12240,86,0.05,1.9070714918537712e-05,0.00010342796049371828,35340
8731,0.7134759799999999,124.39,754185,12260,86,0.05,1.9070714918537712e-05,6.36329670669511e-05,35410
8759,0.71296793,131.65,757579,12280,86,0.05,1.9070714918537712e-05,8.990001097117784e-05,35480
8782,0.7147429200000001,133.67,760109,12300,86,0.05,1.9070714918537712e-05,6.87452673446387e-05,35540
8802,0.6875896999999999,123.86,762172,12320,86,0.05,1.9070714918537712e-05,8.783225730439881e-05,35610
8821,0.6686895199999999,123.32,764367,12340,86,0.05,1.9070714918537712e-05,6.31139766483102e-05,35680
8838,0.6764796300000002,122.09,766394,12360,86,0.05,1.9070714918537712e-05,5.548363242269261e-05,35740
8859,0.6853121400000001,110.77,768656,12380,86,0.05,1.9070714918537712e-05,8.455568440695061e-05,35810
8879,0.6618590999999999,107.91,770900,12400,86,0.05,1.9070714918537712e-05,0.0001316426993071218,35880
8901,0.6501860400000001,108.19,772991,12420,86,0.05,1.9070714918537712e-05,6.637338701693807e-05,35940
8930,0.6631681,111.13,775480,12440,86,0.05,1.9070714918537712e-05,7.053756435198011e-05,36010
8948,0.67577933,109.56,777350,12460,86,0.05,1.9070714918537712e-05,5.7085304797510615e-05,36080
8967,0.6868002599999999,106.94,779350,12480,86,0.05,1.9070714918537712e-05,7.722980644757627e-05,36140
8985,0.68368862,101.91,781091,12500,86,0.05,1.9070714918537712e-05,8.291493613796775e-05,36210
9008,0.70603535,107.03,783694,12520,86,0.05,1.9070714918537712e-05,0.00011799947496911045,36280
9029,0.70128209,105.05,785985,12540,87,0.05,1.9070714918537712e-05,0.00010912143116001972,36340
9050,0.7330874000000001,112.04,788554,12560,87,0.05,1.9070714918537712e-05,0.00012292387436900752,36410
9071,0.70607934,115.06,790856,12580,87,0.05,1.9070714918537712e-05,7.157000618462916e-05,36480
9091,0.7299615599999999,118.18,792909,12600,87,0.05,1.9070714918537712e-05,6.173805250000441e-05,36540
9111,0.73703055,113.28,795022,12620,87,0.05,1.9070714918537712e-05,6.748566847818438e-05,36610
9129,0.7134276099999998,110.55,797040,12640,87,0.05,1.9070714918537712e-05,0.00013701866009796504,36680
9149,0.7087332500000001,107.38,799292,12660,87,0.05,1.9070714918537712e-05,9.51123805862153e-05,36740
9172,0.7181637499999998,109.5,801806,12680,87,0.05,1.9070714918537712e-05,6.642591542913579e-05,36810
9198,0.6820402900000001,116.78,804587,12700,87,0.05,1.9070714918537712e-05,5.829479960084427e-05,36880
9214,0.6206703100000001,111.13,806135,12720,87,0.05,1.9070714918537712e-05,0.00010279060752509395,36940
9241,0.59895388,119.67,809007,12740,87,0.05,1.9070714918537712e-05,7.612109548063017e-05,37010
9261,0.56633698,115.96,810888,12760,87,0.05,1.9070714918537712e-05,5.938892609265167e-05,37080
9286,0.56437789,114.23,813229,12780,87,0.05,1.9070714918537712e-05,9.563751336827409e-05,37140
9312,0.58378549,111.81,815768,12800,87,0.05,1.9070714918537712e-05,8.006349198694807e-05,37210
9337,0.6129917800000001,120.13,818148,12820,87,0.05,1.9070714918537712e-05,0.00011011215501639526,37280
9362,0.61422322,115.97,820604,12840,87,0.05,1.9070714918537712e-05,6.837233995611313e-05,37340
9393,0.6546706299999999,126.48,823536,12860,87,0.05,1.9070714918537712e-05,7.095866385498084e-05,37410
9416,0.6226399100000001,125.35,825764,12880,87,0.05,1.9070714918537712e-05,9.036167793965432e-05,37480
9441,0.6306816199999999,125.7,828338,12900,87,0.05,1.9070714918537712e-05,7.106556167855161e-05,37540
9472,0.6682394900000002,134.29,831577,12920,87,0.05,1.9070714918537712e-05,4.443315892785904e-05,37610
9496,0.7279698,133.09,833913,12940,87,0.05,1.9070714918537712e-05,6.647022346442099e-05,37680
9517,0.7160495400000001,124.72,836008,12960,87,0.05,1.9070714918537712e-05,9.048530118889175e-05,37740
9538,0.7252121800000001,121.72,837936,12980,87,0.05,1.9070714918537712e-05,9.965650497179013e-05,37810
9568,0.73718611,126.79,841017,13000,87,0.05,1.9070714918537712e-05,7.036295737634646e-05,37880
9594,0.73456618,119.81,843558,13020,87,0.05,1.9070714918537712e-05,9.272014576708898e-05,37940
9615,0.7060105900000002,118.47,845760,13040,87,0.05,1.9070714918537712e-05,9.526031790301204e-05,38010
9638,0.6988316200000001,117.75,847783,13060,87,0.05,1.9070714918537712e-05,8.657497255626367e-05,38080
9664,0.73029296,124.07,850343,13080,87,0.05,1.9070714918537712e-05,0.00010889897075685439,38140
9692,0.6887600600000002,119.75,852992,13100,88,0.05,1.9070714918537712e-05,8.591781952418386e-05,38210
9715,0.65152202,117.15,855273,13120,88,0.05,1.9070714918537712e-05,9.461392182856798e-05,38280
9737,0.64268518,118.31,857591,13140,88,0.05,1.9070714918537712e-05,7.541532904724591e-05,38340
9758,0.58920395,117.12,859495,13160,88,0.05,1.9070714918537712e-05,8.009503417270026e-05,38410
9779,0.5841766300000001,112.15,861558,13180,88,0.05,1.9070714918537712e-05,7.147752112359739e-05,38480
9803,0.6417954099999998,109.71,863963,13200,88,0.05,1.9070714918537712e-05,5.547700493480079e-05,38540
9828,0.6822905499999998,112.17,866490,13220,88,0.05,1.9070714918537712e-05,7.179333424573997e-05,38610
9855,0.7095961199999999,117.3,869321,13240,88,0.05,1.9070714918537712e-05,9.070702362805605e-05,38680
9878,0.7928128,120.55,871550,13260,88,0.05,1.9070714918537712e-05,0.00010723284685809631,38740
9897,0.8011553100000001,124.29,873987,13280,88,0.05,1.9070714918537712e-05,7.622761913808062e-05,38810
9916,0.7673881500000002,121.0,876063,13300,88,0.05,1.9070714918537712e-05,8.930144431360532e-05,38880
9938,0.7225954,123.04,878794,13320,88,0.05,1.9070714918537712e-05,6.743663834640756e-05,38940
9958,0.7229238000000001,117.21,881042,13340,88,0.05,1.9070714918537712e-05,8.175029106496367e-05,39010
9970,0.6721949199999999,109.88,882538,13360,88,0.05,1.9070714918537712e-05,8.197525385185145e-05,39080
9990,0.6463199199999999,109.37,884924,13380,88,0.05,1.9070714918537712e-05,0.00011494351128931158,39140
10006,0.64828077,107.88,886851,13400,88,0.05,1.9070714918537712e-05,7.886839648563182e-05,39210
10024,0.68712011,102.76,889070,13420,88,0.05,1.9070714918537712e-05,7.439602704835124e-05,39280
10050,0.68163546,112.01,892243,13440,88,0.05,1.9070714918537712e-05,0.00012265396726434118,39340
10066,0.7034792400000001,115.78,894116,13460,88,0.05,1.9070714918537712e-05,6.101657436374808e-05,39410
10089,0.7316418900000001,120.23,896947,13480,88,0.05,1.9070714918537712e-05,8.680978025950025e-05,39480
10107,0.71466416,122.41,899092,13500,88,0.05,1.9070714918537712e-05,0.00010013141290983185,39540
10129,0.7032031899999999,126.94,901764,13520,89,0.05,1.9070714918537712e-05,0.00011745452575269155,39610
10149,0.6708828499999998,118.93,904136,13540,89,0.05,1.9070714918537712e-05,5.95040752159548e-05,39680
10177,0.68972094,135.48,907664,13560,89,0.05,1.9070714918537712e-05,7.020751254458447e-05,39740
10196,0.6879220500000001,130.17,909964,13580,89,0.05,1.9070714918537712e-05,7.796671816322487e-05,39810
10215,0.7019744500000001,128.85,911977,13600,89,0.05,1.9070714918537712e-05,8.358675695490092e-05,39880
10233,0.7057953,123.35,914099,13620,89,0.05,1.9070714918537712e-05,7.097489742591279e-05,39940
10259,0.74204065,131.35,917271,13640,89,0.05,1.9070714918537712e-05,7.816622237442062e-05,40010
10283,0.7580182399999998,125.3,920194,13660,89,0.05,1.9070714918537712e-05,8.145038118527737e-05,40080
10303,0.74764823,125.8,922544,13680,89,0.05,1.9070714918537712e-05,6.39207521089702e-05,40140
10329,0.7568954000000001,135.79,925556,13700,89,0.05,1.9070714918537712e-05,4.7220964552252555e-05,40210
10355,0.7565847199999999,145.49,928648,13720,89,0.05,1.9070714918537712e-05,8.331902608915698e-05,40280
10371,0.7180758599999999,131.52,930423,13740,89,0.05,1.9070714918537712e-05,0.0001045097094902303,40340
10394,0.6635593100000001,129.57,933151,13760,89,0.05,1.9070714918537712e-05,5.994967796141282e-05,40410
10417,0.67039767,132.67,935811,13780,89,0.05,1.9070714918537712e-05,7.869377914175857e-05,40480
10440,0.6850989900000001,130.04,938560,13800,89,0.05,1.9070714918537712e-05,6.54781691991957e-05,40540
10460,0.6669818599999999,123.78,941026,13820,89,0.05,1.9070714918537712e-05,5.9222278468951115e-05,40610
10483,0.6815559600000001,134.69,943892,13840,90,0.05,1.9070714918537712e-05,6.198935898282798e-05,40680
10507,0.7048959299999998,137.0,946851,13860,90,0.05,1.9070714918537712e-05,7.46611165595823e-05,40740
10529,0.71042198,137.63,949574,13880,90,0.05,1.9070714918537712e-05,8.58376057294663e-05,40810
10554,0.66007273,140.29,952589,13900,90,0.05,1.9070714918537712e-05,5.04909909068374e-05,40880
10573,0.69598658,141.06,955132,13920,90,0.05,1.9070714918537712e-05,5.744792379118735e-05,40940
10595,0.74497563,137.57,957649,13940,90,0.05,1.9070714918537712e-05,7.869462642702274e-05,41010
10620,0.7673933700000002,140.95,960946,13960,90,0.05,1.9070714918537712e-05,7.479303676518611e-05,41080
10638,0.7687577200000003,135.95,963169,13980,90,0.05,1.9070714918537712e-05,9.909022119245492e-05,41140
10662,0.8044738500000002,132.32,965821,14000,90,0.05,1.9070714918537712e-05,7.672956253372832e-05,41210
10680,0.7661627300000002,127.8,967912,14020,90,0.05,1.9070714918537712e-05,7.324716461880598e-05,41280
10697,0.72068216,123.99,970048,14040,90,0.05,1.9070714918537712e-05,9.109497013923829e-05,41340
10719,0.69488162,117.22,972668,14060,90,0.05,1.9070714918537712e-05,6.639358653046657e-05,41410
10737,0.6989393199999998,116.61,974830,14080,90,0.05,1.9070714918537712e-05,6.849289993624553e-05,41480
10763,0.7123867300000002,122.79,978100,14100,90,0.05,1.9070714918537712e-05,9.244916291208937e-05,41540
10779,0.7098445000000001,120.79,979991,14120,90,0.05,1.9070714918537712e-05,8.577101725677494e-05,41610
10802,0.7182307799999998,126.37,982685,14140,90,0.05,1.9070714918537712e-05,0.00010415649903734447,41680
10826,0.69576976,130.19,985687,14160,91,0.05,1.9070714918537712e-05,6.903246940055396e-05,41740
10846,0.6741669,130.75,987905,14180,91,0.05,1.9070714918537712e-05,6.951049781491747e-05,41810
10870,0.6796604899999998,126.32,990732,14200,91,0.05,1.9070714918537712e-05,6.831895298091695e-05,41880
10885,0.6417341999999999,125.11,992502,14220,91,0.05,1.9070714918537712e-05,5.9380554921517616e-05,41940
10904,0.60521488,119.93,994678,14240,91,0.05,1.9070714918537712e-05,6.12625437497627e-05,42010
10924,0.62913264,115.18,997205,14260,91,0.05,1.9070714918537712e-05,8.769238011154811e-05,42080
10943,0.64172893,116.04,999509,14280,91,0.05,1.9070714918537712e-05,6.523302236018935e-05,42140
