time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,time/fps,rollout/exploration_rate,train/learning_rate,train/loss,train/n_updates
2397,0.18217532000000003,37.33,195938,5640,81,0.05,1.9070714918537712e-05,2.691430240702175e-05,13340
2411,0.18238317,38.73,197008,5660,81,0.05,1.9070714918537712e-05,5.335517898856779e-05,13410
2422,0.18645219000000002,38.43,197725,5680,81,0.05,1.9070714918537712e-05,3.1267063286577466e-05,13480
2429,0.1854884,36.54,198216,5700,81,0.05,1.9070714918537712e-05,3.4138882938350434e-05,13540
2438,0.18208343,36.23,198734,5720,81,0.05,1.9070714918537712e-05,4.5891164700151424e-05,13610
2445,0.16548434,32.97,199235,5740,81,0.05,1.9070714918537712e-05,3.945796897824039e-05,13680
2461,0.15849455999999998,34.12,200420,5760,81,0.05,1.9070714918537712e-05,2.8055700659024298e-05,13740
2471,0.15888265000000001,33.96,201121,5780,81,0.05,1.9070714918537712e-05,4.919718348901369e-05,13810
2485,0.16754436000000006,39.43,202159,5800,81,0.05,1.9070714918537712e-05,3.807597895502113e-05,13880
2497,0.17223950999999998,43.5,203084,5820,81,0.05,1.9070714918537712e-05,2.200692447331676e-05,13940
2507,0.17885524000000003,46.1,203845,5840,81,0.05,1.9070714918537712e-05,4.526411653387186e-05,14010
2523,0.17922465999999995,43.04,204724,5860,81,0.05,1.9070714918537712e-05,3.912673182639992e-05,14080
2531,0.17120817000000002,40.87,205208,5880,81,0.05,1.9070714918537712e-05,2.365477741932409e-05,14140
2543,0.16786163000000007,37.51,205910,5900,80,0.05,1.9070714918537712e-05,3.572787454686477e-05,14210
2553,0.16380102000000002,33.67,206451,5920,80,0.05,1.9070714918537712e-05,3.408855573070468e-05,14280
2560,0.15728023,30.82,206927,5940,80,0.05,1.9070714918537712e-05,2.8593862316483866e-05,14340
2577,0.17123393,33.33,208057,5960,80,0.05,1.9070714918537712e-05,3.309837620690814e-05,14410
2600,0.19635769,40.42,209250,5980,80,0.05,1.9070714918537712e-05,5.726361232518684e-05,14480
2612,0.19728241999999996,40.42,209952,6000,80,0.05,1.9070714918537712e-05,3.930910079361638e-05,14540
2623,0.20087679000000003,41.07,210558,6020,80,0.05,1.9070714918537712e-05,3.676548576549976e-05,14610
2637,0.21645010999999992,44.51,211378,6040,80,0.05,1.9070714918537712e-05,3.642198353190906e-05,14680
2646,0.19760870000000005,38.95,211952,6060,80,0.05,1.9070714918537712e-05,5.925281820964301e-05,14740
2656,0.17742586999999996,32.5,212500,6080,79,0.05,1.9070714918537712e-05,2.872675504477229e-05,14810
2670,0.18967135999999996,34.59,213411,6100,79,0.05,1.9070714918537712e-05,3.086773976974655e-05,14880
2680,0.20032388,35.35,214093,6120,79,0.05,1.9070714918537712e-05,3.939504604204558e-05,14940
2697,0.20938803999999997,41.0,215478,6140,79,0.05,1.9070714918537712e-05,4.148093175899703e-05,15010
2713,0.23975866,47.22,216674,6160,79,0.05,1.9070714918537712e-05,3.352239200467011e-05,15080
2722,0.24665436,48.42,217342,6180,79,0.05,1.9070714918537712e-05,2.3573904854856664e-05,15140
2734,0.23436557,47.82,218193,6200,79,0.05,1.9070714918537712e-05,3.3231822999368885e-05,15210
2746,0.22661655000000003,47.67,218860,6220,79,0.05,1.9070714918537712e-05,2.9759092512904317e-05,15280
2756,0.21318564000000007,40.48,219526,6240,79,0.05,1.9070714918537712e-05,4.6653672461616226e-05,15340
2769,0.18538323999999995,34.86,220160,6260,79,0.05,1.9070714918537712e-05,3.0905189078112016e-05,15410
2777,0.17591618,32.75,220617,6280,79,0.05,1.9070714918537712e-05,4.207352867524605e-05,15480
2787,0.16809174,30.02,221195,6300,79,0.05,1.9070714918537712e-05,3.6769862254004694e-05,15540
2802,0.16425565000000006,32.38,222098,6320,79,0.05,1.9070714918537712e-05,2.9053708567516877e-05,15610
2812,0.15484122,31.82,222708,6340,79,0.05,1.9070714918537712e-05,3.244060662837001e-05,15680
2823,0.15737649999999997,31.21,223281,6360,79,0.05,1.9070714918537712e-05,3.740636329894187e-05,15740
2835,0.16844592,34.93,224110,6380,79,0.05,1.9070714918537712e-05,6.500520330519067e-05,15810
2844,0.16929666999999995,34.79,224674,6400,78,0.05,1.9070714918537712e-05,4.485575332182634e-05,15880
2858,0.16814663,33.36,225434,6420,78,0.05,1.9070714918537712e-05,3.903849928974523e-05,15940
2867,0.16124167,32.14,225922,6440,78,0.05,1.9070714918537712e-05,4.079920581716579e-05,16010
2875,0.15389013,31.07,226388,6460,78,0.05,1.9070714918537712e-05,4.780979397764895e-05,16080
2884,0.14270812000000002,27.61,226871,6480,78,0.05,1.9070714918537712e-05,2.9223235378594838e-05,16140
2896,0.14927278000000002,28.69,227543,6500,78,0.05,1.9070714918537712e-05,3.385658510524081e-05,16210
2904,0.14890089,26.23,228057,6520,78,0.05,1.9070714918537712e-05,2.244762226837338e-05,16280
2915,0.16626662,28.77,228799,6540,78,0.05,1.9070714918537712e-05,3.909867327820393e-05,16340
2928,0.19891122999999997,32.89,229677,6560,78,0.05,1.9070714918537712e-05,3.410948738746811e-05,16410
2938,0.20302376,33.37,230208,6580,78,0.05,1.9070714918537712e-05,2.927139057646855e-05,16480
2957,0.21797811,40.9,231633,6600,78,0.05,1.9070714918537712e-05,3.42276278843201e-05,16540
2967,0.22080286000000002,41.83,232240,6620,78,0.05,1.9070714918537712e-05,3.756278683795244e-05,16610
2977,0.21762315,40.71,232870,6640,78,0.05,1.9070714918537712e-05,4.203756125207292e-05,16680
2990,0.20487346999999997,40.05,233682,6660,78,0.05,1.9070714918537712e-05,3.403694163353066e-05,16740
3000,0.20850977000000004,41.03,234311,6680,78,0.05,1.9070714918537712e-05,3.281592353232554e-05,16810
3010,0.19595854000000001,34.03,235036,6700,78,0.05,1.9070714918537712e-05,3.5992186803923686e-05,16880
3018,0.19653998,34.13,235653,6720,78,0.05,1.9070714918537712e-05,3.9703089805698254e-05,16940
3032,0.19537307,38.49,236719,6740,78,0.05,1.9070714918537712e-05,1.6405354062953848e-05,17010
3041,0.18658003,35.69,237251,6760,78,0.05,1.9070714918537712e-05,5.0616523913049606e-05,17080
3056,0.18670714,40.6,238371,6780,77,0.05,1.9070714918537712e-05,2.9137236288079295e-05,17140
3070,0.17953972,39.99,239035,6800,77,0.05,1.9070714918537712e-05,3.855954073515022e-05,17210
3081,0.17287696000000005,39.51,239604,6820,77,0.05,1.9070714918537712e-05,3.2916580767050616e-05,17280
3094,0.17561770000000002,35.18,240237,6840,77,0.05,1.9070714918537712e-05,3.416271938476712e-05,17340
3117,0.20578131000000002,41.66,241417,6860,77,0.05,1.9070714918537712e-05,3.459546569501981e-05,17410
3139,0.24154422000000003,47.46,243117,6880,77,0.05,1.9070714918537712e-05,3.3074495468099487e-05,17480
3163,0.26926263,55.72,244607,6900,77,0.05,1.9070714918537712e-05,4.4716111915477086e-05,17540
3180,0.29822910999999996,60.57,245661,6920,77,0.05,1.9070714918537712e-05,4.3694500709534624e-05,17610
3189,0.30296143000000003,60.54,246291,6940,77,0.05,1.9070714918537712e-05,3.578988316803589e-05,17680
3199,0.27822527,55.6,246977,6960,77,0.05,1.9070714918537712e-05,3.8181700620043554e-05,17740
3210,0.25293927,46.59,247776,6980,77,0.05,1.9070714918537712e-05,3.1199365002976266e-05,17810
3223,0.22724221,40.89,248696,7000,77,0.05,1.9070714918537712e-05,4.0835567961039485e-05,17880
3241,0.21894765999999996,42.75,249936,7020,77,0.05,1.9070714918537712e-05,6.905398381604755e-05,17940
3255,0.23333573999999999,46.87,250978,7040,77,0.05,1.9070714918537712e-05,4.767847185576102e-05,18010
3272,0.24562036999999998,53.73,252350,7060,77,0.05,1.9070714918537712e-05,6.111794318712782e-05,18080
3284,0.24916737,55.09,253285,7080,77,0.05,1.9070714918537712e-05,3.147518827972817e-05,18140
3302,0.2779157,59.62,254658,7100,77,0.05,1.9070714918537712e-05,4.9515299269842214e-05,18210
3311,0.27174272999999993,53.88,255324,7120,77,0.05,1.9070714918537712e-05,3.821394002443412e-05,18280
3331,0.25327389000000006,58.95,256873,7140,77,0.05,1.9070714918537712e-05,6.119981117080897e-05,18340
3349,0.25965758,58.01,258151,7160,77,0.05,1.9070714918537712e-05,6.515976328955731e-05,18410
3364,0.27000943000000005,60.24,259309,7180,77,0.05,1.9070714918537712e-05,4.037210492242593e-05,18480
3373,0.24054377,52.23,259881,7200,77,0.05,1.9070714918537712e-05,3.284983972662303e-05,18540
3392,0.25605088000000004,61.54,261478,7220,77,0.05,1.9070714918537712e-05,4.6259709779405964e-05,18610
3423,0.27610836,69.2,263793,7240,77,0.05,1.9070714918537712e-05,5.924380548094632e-05,18680
3443,0.28914882,72.73,265424,7260,77,0.05,1.9070714918537712e-05,4.9704787215887336e-05,18740
3463,0.28505003,76.59,266968,7280,77,0.05,1.9070714918537712e-05,4.707889074779814e-05,18810
3482,0.32787872,86.39,268520,7300,77,0.05,1.9070714918537712e-05,6.917559367138892e-05,18880
3506,0.34051176000000005,89.11,270389,7320,77,0.05,1.9070714918537712e-05,2.9189003089413746e-05,18940
3532,0.34745234,87.38,272531,7340,77,0.05,1.9070714918537712e-05,4.301035378375673e-05,19010
3555,0.35054588000000003,89.08,274332,7360,77,0.05,1.9070714918537712e-05,6.174057816679123e-05,19080
3568,0.353228,84.05,275373,7380,77,0.05,1.9070714918537712e-05,3.988893822679529e-05,19140
3589,0.34540796,84.85,277005,7400,77,0.05,1.9070714918537712e-05,5.387191540648928e-05,19210
3610,0.35024657000000015,82.1,278599,7420,77,0.05,1.9070714918537712e-05,4.5779295123793415e-05,19280
3632,0.34919054000000005,78.57,280388,7440,77,0.05,1.9070714918537712e-05,5.033448487665737e-05,19340
3650,0.3225311,75.92,281924,7460,77,0.05,1.9070714918537712e-05,5.9298502401361473e-05,19410
3664,0.31115327,74.48,282821,7480,77,0.05,1.9070714918537712e-05,5.685713658749591e-05,19480
3677,0.28869653,67.22,283727,7500,77,0.05,1.9070714918537712e-05,5.447355506476015e-05,19540
3694,0.27641866000000004,64.22,285021,7520,77,0.05,1.9070714918537712e-05,6.46863429210498e-05,19610
3720,0.28137213000000005,67.41,287129,7540,77,0.05,1.9070714918537712e-05,4.1827206632660816e-05,19680
3730,0.26659271,59.17,287841,7560,77,0.05,1.9070714918537712e-05,6.848840821476188e-05,19740
3750,0.2932051,66.8,289501,7580,77,0.05,1.9070714918537712e-05,4.562049361993559e-05,19810
3766,0.32245233000000006,69.05,290632,7600,77,0.05,1.9070714918537712e-05,5.698601689800853e-05,19880
3775,0.30134264,62.52,291273,7620,77,0.05,1.9070714918537712e-05,4.26162157964427e-05,19940
3787,0.28821062000000003,49.43,292072,7640,77,0.05,1.9070714918537712e-05,4.5492466961150056e-05,20010
3807,0.30788954,56.48,293489,7660,77,0.05,1.9070714918537712e-05,8.512230342603289e-05,20080
3818,0.28142364999999997,48.01,294302,7680,77,0.05,1.9070714918537712e-05,6.234188986127265e-05,20140
3837,0.28547616,51.29,295761,7700,77,0.05,1.9070714918537712e-05,4.348526545072673e-05,20210
3849,0.28750594,52.94,296567,7720,77,0.05,1.9070714918537712e-05,4.522995795923635e-05,20280
3859,0.27436228,52.22,297294,7740,77,0.05,1.9070714918537712e-05,5.756566488344106e-05,20340
3874,0.27670777,49.19,298408,7760,77,0.05,1.9070714918537712e-05,4.4512885324365925e-05,20410
3889,0.28648079,51.05,299407,7780,76,0.05,1.9070714918537712e-05,3.647199910119525e-05,20480
3910,0.29617267999999997,52.08,300969,7800,76,0.05,1.9070714918537712e-05,4.8535200949118004e-05,20540
3922,0.28727949,52.24,301791,7820,76,0.05,1.9070714918537712e-05,4.967582990502706e-05,20610
3934,0.29838412,53.44,302638,7840,76,0.05,1.9070714918537712e-05,4.248709119565319e-05,20680
3948,0.31127400999999993,52.36,303644,7860,76,0.05,1.9070714918537712e-05,5.56736818907666e-05,20740
3957,0.28730056000000004,47.93,304200,7880,76,0.05,1.9070714918537712e-05,8.84762388523086e-05,20810
3970,0.25265687,41.6,305129,7900,76,0.05,1.9070714918537712e-05,5.1937611806351926e-05,20880
3981,0.26705419,41.57,305948,7920,76,0.05,1.9070714918537712e-05,3.263075855102216e-05,20940
3998,0.25795098,46.15,307253,7940,76,0.05,1.9070714918537712e-05,5.4769442886026806e-05,21010
4009,0.23371621999999995,43.62,308006,7960,76,0.05,1.9070714918537712e-05,7.440702174790203e-05,21080
4025,0.25501471,49.66,309166,7980,76,0.05,1.9070714918537712e-05,5.070151510153664e-05,21140
4039,0.25131978,50.88,310217,8000,76,0.05,1.9070714918537712e-05,4.417581412781146e-05,21210
4060,0.28584175,59.08,311856,8020,76,0.05,1.9070714918537712e-05,5.753511904913466e-05,21280
4073,0.30807685,56.24,312877,8040,76,0.05,1.9070714918537712e-05,4.5406975186779166e-05,21340
4086,0.3332407599999999,58.51,313857,8060,76,0.05,1.9070714918537712e-05,3.791783055930864e-05,21410
4102,0.34172489000000006,58.4,315006,8080,76,0.05,1.9070714918537712e-05,3.179642685608996e-05,21480
4113,0.35265196,57.13,315930,8100,76,0.05,1.9070714918537712e-05,7.34955734515097e-05,21540
4128,0.35379004999999997,53.53,317209,8120,76,0.05,1.9070714918537712e-05,6.660544731857953e-05,21610
4143,0.34932384,54.43,318320,8140,76,0.05,1.9070714918537712e-05,4.5339168900682124e-05,21680
4163,0.33924178,58.24,319681,8160,76,0.05,1.9070714918537712e-05,4.565085391732282e-05,21740
4177,0.32699990999999995,58.02,320808,8180,76,0.05,1.9070714918537712e-05,3.3176599390571934e-05,21810
4193,0.33612714999999993,60.05,321935,8200,76,0.05,1.9070714918537712e-05,4.0176542097469794e-05,21880
4210,0.32355883999999996,61.37,323346,8220,76,0.05,1.9070714918537712e-05,4.8079158023028865e-05,21940
4224,0.32105554,60.54,324374,8240,76,0.05,1.9070714918537712e-05,4.979672221452347e-05,22010
4234,0.30282747000000004,54.14,325095,8260,76,0.05,1.9070714918537712e-05,5.0630902569537285e-05,22080
4248,0.32421831999999995,52.88,326096,8280,76,0.05,1.9070714918537712e-05,6.28201492872904e-05,22140
4274,0.33493365999999997,63.64,328299,8300,76,0.05,1.9070714918537712e-05,3.579692984203575e-05,22210
4304,0.3439306,73.7,330716,8320,76,0.05,1.9070714918537712e-05,5.5737013826728796e-05,22280
4322,0.33998926000000007,78.51,332225,8340,76,0.05,1.9070714918537712e-05,6.836897891844273e-05,22340
4345,0.3613156,89.87,334082,8360,76,0.05,1.9070714918537712e-05,4.102790735487361e-05,22410
4370,0.40112934,101.05,336201,8380,76,0.05,1.9070714918537712e-05,5.8913580323860516e-05,22480
4392,0.39768888,96.66,337965,8400,76,0.05,1.9070714918537712e-05,4.483476868699654e-05,22540
4419,0.39902489,94.66,340182,8420,76,0.05,1.9070714918537712e-05,7.548525281890761e-05,22610
4432,0.39270614000000004,90.48,341273,8440,76,0.05,1.9070714918537712e-05,5.356514866434736e-05,22680
4451,0.4032991000000001,89.23,343005,8460,77,0.05,1.9070714918537712e-05,5.7876309710991336e-05,22740
4471,0.3831138800000001,86.59,344860,8480,77,0.05,1.9070714918537712e-05,4.768955022882437e-05,22810
4492,0.39751647,87.7,346735,8500,77,0.05,1.9070714918537712e-05,7.549617384938756e-05,22880
4514,0.40039783000000007,84.12,348594,8520,77,0.05,1.9070714918537712e-05,4.0206291487265844e-05,22940
4531,0.42963035,88.22,350095,8540,77,0.05,1.9070714918537712e-05,4.026585575047648e-05,23010
4548,0.44530370000000014,86.37,351642,8560,77,0.05,1.9070714918537712e-05,5.9392651564849075e-05,23080
4567,0.45388338999999994,85.27,353387,8580,77,0.05,1.9070714918537712e-05,5.406040654634126e-05,23140
4584,0.45161937,79.79,354714,8600,77,0.05,1.9070714918537712e-05,0.00012122506013838575,23210
4606,0.46151699,79.26,356520,8620,77,0.05,1.9070714918537712e-05,4.792074996657902e-05,23280
4624,0.47649458,79.47,358042,8640,77,0.05,1.9070714918537712e-05,4.130873476242414e-05,23340
4642,0.45766245999999994,79.2,359562,8660,77,0.05,1.9070714918537712e-05,6.638798877247609e-05,23410
4657,0.42340003000000004,74.51,360838,8680,77,0.05,1.9070714918537712e-05,5.985351417621132e-05,23480
4678,0.44075776000000016,80.11,362725,8700,77,0.05,1.9070714918537712e-05,3.9904284312797246e-05,23540
4694,0.4226743499999999,76.11,364131,8720,77,0.05,1.9070714918537712e-05,6.778872666473035e-05,23610
4714,0.40494960000000013,77.34,365776,8740,77,0.05,1.9070714918537712e-05,5.9247927310934756e-05,23680
4738,0.44555487,83.6,367922,8760,77,0.05,1.9070714918537712e-05,4.837935885007028e-05,23740
4752,0.4537851299999999,83.73,369211,8780,77,0.05,1.9070714918537712e-05,7.379395301541081e-05,23810
4773,0.4133991300000001,82.59,370984,8800,77,0.05,1.9070714918537712e-05,7.111404320312432e-05,23880
4794,0.43016098999999997,86.85,372816,8820,77,0.05,1.9070714918537712e-05,7.60035857638286e-05,23940
4815,0.4456429400000001,87.63,374539,8840,77,0.05,1.9070714918537712e-05,8.368505596081376e-05,24010
4839,0.44759762,85.89,376511,8860,77,0.05,1.9070714918537712e-05,6.739270702382782e-05,24080
4865,0.48256988999999995,99.52,379163,8880,77,0.05,1.9070714918537712e-05,6.60956176034233e-05,24140
4890,0.53158938,101.74,381158,8900,77,0.05,1.9070714918537712e-05,4.1411158053961114e-05,24210
4911,0.5228390399999999,98.58,382674,8920,77,0.05,1.9070714918537712e-05,8.551934861316113e-05,24280
4934,0.53202113,103.06,384845,8940,77,0.05,1.9070714918537712e-05,4.9708735423337204e-05,24340
4949,0.49438810000000005,99.08,386419,8960,78,0.05,1.9070714918537712e-05,6.333219716907479e-05,24410
4964,0.47849203999999995,88.49,388012,8980,78,0.05,1.9070714918537712e-05,8.277431297756265e-05,24480
4981,0.48167718000000015,85.7,389728,9000,78,0.05,1.9070714918537712e-05,5.95471567066852e-05,24540
5013,0.52637571,97.64,392438,9020,78,0.05,1.9070714918537712e-05,6.862065001769224e-05,24610
5039,0.5344807600000001,97.31,394576,9040,78,0.05,1.9070714918537712e-05,5.79852636292344e-05,24680
5060,0.5793987899999999,98.45,396264,9060,78,0.05,1.9070714918537712e-05,7.327947951125679e-05,24740
5079,0.5825172999999999,98.13,397825,9080,78,0.05,1.9070714918537712e-05,5.0288717466173695e-05,24810
5097,0.5396778100000001,95.99,399327,9100,78,0.05,1.9070714918537712e-05,9.370851266794488e-05,24880
5122,0.5122979199999999,89.5,401388,9120,78,0.05,1.9070714918537712e-05,4.0517656088923104e-05,24940
5143,0.48692479999999994,84.39,403015,9140,78,0.05,1.9070714918537712e-05,8.54968158819247e-05,25010
5162,0.46789095,83.66,404630,9160,78,0.05,1.9070714918537712e-05,8.136004962580045e-05,25080
5181,0.46058458,85.38,406363,9180,78,0.05,1.9070714918537712e-05,0.00011186833107785787,25140
5200,0.47388165000000015,84.77,407804,9200,78,0.05,1.9070714918537712e-05,6.501559691969305e-05,25210
5224,0.4930472,83.68,409756,9220,78,0.05,1.9070714918537712e-05,5.277182972349692e-05,25280
5258,0.5147803,93.32,412347,9240,78,0.05,1.9070714918537712e-05,9.677350772108184e-05,25340
5287,0.5098869100000001,102.54,414884,9260,78,0.05,1.9070714918537712e-05,5.090467348054517e-05,25410
5317,0.54587752,107.02,417065,9280,78,0.05,1.9070714918537712e-05,0.00013131949781381992,25480
5349,0.54374192,117.47,419551,9300,78,0.05,1.9070714918537712e-05,5.063631733719376e-05,25540
5377,0.5146819,119.57,421713,9320,78,0.05,1.9070714918537712e-05,7.27898668628768e-05,25610
5405,0.5169897999999999,116.85,424032,9340,78,0.05,1.9070714918537712e-05,4.836327261728002e-05,25680
5428,0.511519,109.8,425864,9360,78,0.05,1.9070714918537712e-05,4.937016074109124e-05,25740
5453,0.46780204000000003,107.66,427831,9380,78,0.05,1.9070714918537712e-05,7.457940355379833e-05,25810
5468,0.46768037,95.51,429102,9400,78,0.05,1.9070714918537712e-05,5.3389781714940907e-05,25880
5491,0.48854937,94.17,431130,9420,78,0.05,1.9070714918537712e-05,6.542257215187419e-05,25940
5512,0.4677331,89.33,432965,9440,78,0.05,1.9070714918537712e-05,6.771476546418853e-05,26010
5535,0.45628885,92.06,435070,9460,78,0.05,1.9070714918537712e-05,4.481536834646249e-05,26080
5555,0.4830942200000001,92.23,437054,9480,78,0.05,1.9070714918537712e-05,4.089486010343535e-05,26140
5579,0.49892710000000007,98.01,438903,9500,78,0.05,1.9070714918537712e-05,7.361901962212868e-05,26210
5598,0.48628092,93.25,440455,9520,78,0.05,1.9070714918537712e-05,4.756698945129756e-05,26280
5625,0.50406401,98.7,442835,9540,78,0.05,1.9070714918537712e-05,7.69426300394116e-05,26340
5648,0.5563157200000002,98.08,444878,9560,78,0.05,1.9070714918537712e-05,6.618739544137498e-05,26410
5667,0.55080334,95.66,446620,9580,78,0.05,1.9070714918537712e-05,4.279121803847374e-05,26480
5694,0.56375325,102.03,449106,9600,78,0.05,1.9070714918537712e-05,5.705518760805717e-05,26540
5723,0.57859591,112.61,451716,9620,78,0.05,1.9070714918537712e-05,9.82164247034234e-05,26610
5750,0.5826446,113.02,454137,9640,78,0.05,1.9070714918537712e-05,8.847730505294749e-05,26680
5770,0.54237835,110.14,455892,9660,79,0.05,1.9070714918537712e-05,0.00011620748664427083,26740
5795,0.5593475800000001,112.91,457911,9680,79,0.05,1.9070714918537712e-05,5.6500471055187516e-05,26810
5820,0.5545476100000001,111.57,460263,9700,79,0.05,1.9070714918537712e-05,6.106742102929275e-05,26880
5843,0.52639201,106.75,462391,9720,79,0.05,1.9070714918537712e-05,5.785824887425406e-05,26940
5875,0.53896225,108.81,465018,9740,79,0.05,1.9070714918537712e-05,4.605225431077997e-05,27010
5905,0.57202518,119.94,467886,9760,79,0.05,1.9070714918537712e-05,5.918203096371144e-05,27080
5939,0.57583719,131.78,471089,9780,79,0.05,1.9070714918537712e-05,4.46365263996995e-05,27140
5964,0.5923653,130.36,473299,9800,79,0.05,1.9070714918537712e-05,6.329483840090688e-05,27210
5992,0.62315445,134.08,475799,9820,79,0.05,1.9070714918537712e-05,0.00010492886940483004,27280
6021,0.6374009099999999,136.39,478657,9840,79,0.05,1.9070714918537712e-05,5.2317918107291914e-05,27340
6042,0.61302436,126.17,480503,9860,79,0.05,1.9070714918537712e-05,8.646953592688078e-05,27410
6064,0.62371632,114.1,482499,9880,79,0.05,1.9070714918537712e-05,5.426044417617959e-05,27480
6098,0.63688059,124.14,485713,9900,79,0.05,1.9070714918537712e-05,0.00012749343914038037,27540
6118,0.6409613000000001,117.49,487548,9920,79,0.05,1.9070714918537712e-05,5.340504030755255e-05,27610
6146,0.6281646699999999,116.05,490262,9940,79,0.05,1.9070714918537712e-05,6.978697510930942e-05,27680
6174,0.6668893600000001,124.3,492933,9960,79,0.05,1.9070714918537712e-05,6.612475299334619e-05,27740
6196,0.66027858,127.76,495275,9980,79,0.05,1.9070714918537712e-05,8.288508797704708e-05,27810
6214,0.6145316499999999,113.4,497053,10000,79,0.05,1.9070714918537712e-05,7.854144187149358e-05,27880
6236,0.57718833,120.18,499566,10020,80,0.05,1.9070714918537712e-05,4.5535167009802537e-05,27940
6262,0.58513931,119.67,502229,10040,80,0.05,1.9070714918537712e-05,8.407133936998435e-05,28010
6279,0.5256576199999999,107.1,503643,10060,80,0.05,1.9070714918537712e-05,7.912006731203292e-05,28080
6308,0.5069999799999999,110.22,506297,10080,80,0.05,1.9070714918537712e-05,7.642562504770468e-05,28140
6330,0.5070803,114.21,508474,10100,80,0.05,1.9070714918537712e-05,4.612229913618649e-05,28210
6355,0.55641896,115.44,511110,10120,80,0.05,1.9070714918537712e-05,6.499525907202041e-05,28280
6377,0.54678961,111.13,513342,10140,80,0.05,1.9070714918537712e-05,7.108458885340951e-05,28340
6407,0.5911827500000001,127.32,516375,10160,80,0.05,1.9070714918537712e-05,6.146488340164069e-05,28410
6429,0.60265645,119.89,518286,10180,80,0.05,1.9070714918537712e-05,4.184535127933486e-05,28480
6452,0.6206826,117.88,520262,10200,80,0.05,1.9070714918537712e-05,9.081299067474902e-05,28540
6470,0.59255624,109.04,522014,10220,80,0.05,1.9070714918537712e-05,7.820288265065755e-05,28610
6488,0.5817547499999999,106.63,524005,10240,80,0.05,1.9070714918537712e-05,6.878462900203886e-05,28680
6504,0.56390368,91.23,525498,10260,80,0.05,1.9070714918537712e-05,0.00011215896720386808,28740
6527,0.54298908,94.95,527781,10280,80,0.05,1.9070714918537712e-05,5.2834920370514735e-05,28810
6545,0.5158375799999999,93.88,529650,10300,80,0.05,1.9070714918537712e-05,0.00010713309529819526,28880
6565,0.5145999600000001,95.94,531608,10320,80,0.05,1.9070714918537712e-05,0.00011816070291388314,28940
6594,0.54266631,102.76,534281,10340,81,0.05,1.9070714918537712e-05,0.000115755018487107,29010
6612,0.53997129,103.32,535830,10360,81,0.05,1.9070714918537712e-05,7.077235086399014e-05,29080
6639,0.57463135,109.57,538738,10380,81,0.05,1.9070714918537712e-05,6.56183421597234e-05,29140
6661,0.63883474,113.56,541006,10400,81,0.05,1.9070714918537712e-05,4.791554147232091e-05,29210
6691,0.6623926499999999,126.16,544224,10420,81,0.05,1.9070714918537712e-05,4.9871029386849844e-05,29280
6708,0.6289352899999998,115.25,545806,10440,81,0.05,1.9070714918537712e-05,8.78972894497565e-05,29340
6730,0.6389249600000001,122.86,548116,10460,81,0.05,1.9070714918537712e-05,6.807502059018589e-05,29410
6755,0.5984033099999999,117.4,550478,10480,81,0.05,1.9070714918537712e-05,9.655897565608029e-05,29480
6780,0.5510264500000001,113.55,552361,10500,81,0.05,1.9070714918537712e-05,4.6695126729900946e-05,29540
6826,0.51491451,112.22,555446,10520,81,0.05,1.9070714918537712e-05,8.30425912681676e-05,29610
6860,0.48768234,113.79,557185,10540,81,0.05,1.9070714918537712e-05,6.545574542542454e-05,29680
6902,0.4975804199999999,117.31,559847,10560,81,0.05,1.9070714918537712e-05,8.383686908928212e-05,29740
6924,0.48943173,113.3,561808,10580,81,0.05,1.9070714918537712e-05,5.926762660237728e-05,29810
6949,0.51608372,117.69,564130,10600,81,0.05,1.9070714918537712e-05,5.240040281933034e-05,29880
6976,0.55902479,113.06,566752,10620,81,0.05,1.9070714918537712e-05,6.165401191537967e-05,29940
7003,0.6087959399999999,122.99,569484,10640,81,0.05,1.9070714918537712e-05,4.754881756525719e-05,30010
7026,0.6432463799999999,118.71,571718,10660,81,0.05,1.9070714918537712e-05,6.637984179178603e-05,30080
7045,0.6994250899999999,119.11,573719,10680,81,0.05,1.9070714918537712e-05,0.00010571057937340811,30140
7066,0.71293333,116.95,575825,10700,81,0.05,1.9070714918537712e-05,5.681234360963572e-05,30210
7091,0.6846706199999999,117.45,578497,10720,81,0.05,1.9070714918537712e-05,0.00011098789236712037,30280
7107,0.6525891700000002,106.63,580147,10740,81,0.05,1.9070714918537712e-05,0.00011063451238442212,30340
7127,0.6284881400000001,105.47,582265,10760,81,0.05,1.9070714918537712e-05,7.746231203782372e-05,30410
7157,0.6033968799999999,117.84,585503,10780,81,0.05,1.9070714918537712e-05,8.350563803105615e-05,30480
7183,0.61033465,126.1,588435,10800,81,0.05,1.9070714918537712e-05,0.00011300169899186585,30540
7202,0.60165339,117.88,590285,10820,81,0.05,1.9070714918537712e-05,6.973414783715271e-05,30610
7225,0.63579921,125.95,592742,10840,82,0.05,1.9070714918537712e-05,0.0001055269507560297,30680
7249,0.59049589,130.34,595299,10860,82,0.05,1.9070714918537712e-05,8.734025768717402e-05,30740
7268,0.55232421,117.05,597208,10880,82,0.05,1.9070714918537712e-05,5.9290032368153334e-05,30810
7304,0.5063082,119.39,600374,10900,82,0.05,1.9070714918537712e-05,0.00010583302173472475,30880
