rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/n_updates,train/entropy_loss,train/value_loss,train/policy_loss,train/learning_rate,train/explained_variance
0.02547713,132,86016,28.27,650,42,41,-1.9449899196624756,0.0015025361208245158,-0.002078984398394823,0.0007,0.019666731357574463
0.029590240000000004,132,88064,29.71,665,43,42,-1.9449453353881836,0.0013987396378070116,0.0014041304821148515,0.0007,-0.012977123260498047
0.041774700000000005,132,90112,37.11,682,44,43,-1.9449183940887451,0.001973566133528948,0.010225828737020493,0.0007,0.011691570281982422
0.04334410999999999,132,92160,36.21,697,45,44,-1.9448423385620117,0.0021331612952053547,0.00672211404889822,0.0007,0.011897265911102295
0.03925303,131,94208,39.39,715,46,45,-1.9447665214538574,0.00156609364785254,0.0017585363239049911,0.0007,0.019209623336791992
0.04381388,131,96256,43.04,733,47,46,-1.9446969032287598,0.0013493149308487773,-0.022654535248875618,0.0007,0.03194737434387207
0.03310907999999999,130,98304,27.11,751,48,47,-1.944727897644043,0.002751433290541172,0.026365848258137703,0.0007,0.026995480060577393
0.03394614,130,100352,28.57,768,49,48,-1.9446357488632202,0.0013515844475477934,-0.020397519692778587,0.0007,0.03493046760559082
0.03205826,130,102400,32.32,781,50,49,-1.94468355178833,0.0013961271615698934,-0.004760872106999159,0.0007,0.041850924491882324
0.034168989999999996,131,104448,30.57,795,51,50,-1.9446814060211182,0.0015413746004924178,-0.0014522632118314505,0.0007,0.03580760955810547
0.036347729999999995,131,106496,29.08,810,52,51,-1.9445995092391968,0.0015496881678700447,0.001331954961642623,0.0007,0.02753746509552002
0.04140979000000001,131,108544,31.88,825,53,52,-1.944598913192749,0.001530632027424872,0.0007693154038861394,0.0007,0.04839301109313965
0.03737806,131,110592,31.2,840,54,53,-1.9445369243621826,0.0017069451278075576,0.003917686175554991,0.0007,0.042333126068115234
0.02772411,131,112640,27.95,855,55,54,-1.944407343864441,0.0015231192810460925,-0.0009490476222708821,0.0007,0.027863264083862305
0.025387920000000005,131,114688,25.94,871,56,55,-1.9443209171295166,0.0012413605581969023,-0.014330444857478142,0.0007,0.03901118040084839
0.03220692,131,116736,26.86,886,57,56,-1.9443223476409912,0.0014368114061653614,0.003724373411387205,0.0007,0.023256301879882812
0.028043889999999995,131,118784,26.61,901,58,57,-1.9442310333251953,0.0016283814329653978,0.006344650872051716,0.0007,0.042924463748931885
0.030957339999999996,131,120832,29.49,917,59,58,-1.9440670013427734,0.0013526425464078784,-0.00703311525285244,0.0007,0.032075345516204834
0.0392463,131,122880,31.14,932,60,59,-1.9440443515777588,0.0018301692325621843,0.00961311161518097,0.0007,0.03151482343673706
0.034717450000000004,131,124928,26.72,947,61,60,-1.9439749717712402,0.0015891435323283076,-0.0035672085359692574,0.0007,0.06823956966400146
0.02855730000000001,131,126976,30.65,963,62,61,-1.9438856840133667,0.0015714768087491393,-0.00281720282509923,0.0007,0.03399372100830078
0.03468396,131,129024,33.32,978,63,62,-1.943741798400879,0.0012487272033467889,-0.008279361762106419,0.0007,0.05976897478103638
0.03749604,131,131072,37.95,994,64,63,-1.9437081813812256,0.0013903864892199636,0.009232282638549805,0.0007,0.059446632862091064
0.03992506999999999,131,133120,34.65,1011,65,64,-1.9435391426086426,0.0013553006574511528,-0.013967457227408886,0.0007,0.058502912521362305
0.027078199999999993,131,135168,30.11,1024,66,65,-1.9435021877288818,0.0019107508705928922,0.01882285624742508,0.0007,0.043867528438568115
0.03389968,132,137216,28.39,1038,67,66,-1.9432883262634277,0.0012848146725445986,-0.016828499734401703,0.0007,0.02246832847595215
0.03776663,132,139264,30.9,1054,68,67,-1.9433387517929077,0.001637511420994997,0.003095349296927452,0.0007,0.039032936096191406
0.03346189,132,141312,26.83,1068,69,68,-1.9431707859039307,0.0012356769293546677,-0.0010319864377379417,0.0007,0.0684438943862915
0.03918115,132,143360,32.71,1082,70,69,-1.9430415630340576,0.0013582517858594656,0.0003624891396611929,0.0007,0.06257319450378418
0.03456204,132,145408,33.33,1098,71,70,-1.9428765773773193,0.0014877666253596544,0.0076330360025167465,0.0007,0.057801008224487305
0.036084479999999995,132,147456,40.94,1115,72,71,-1.9426801204681396,0.001744402339681983,-0.01103117037564516,0.0007,0.05391424894332886
0.03340212,132,149504,35.0,1129,73,72,-1.9423584938049316,0.001751039526425302,0.01347219105809927,0.0007,-0.017393946647644043
0.03618242,132,151552,33.29,1145,74,73,-1.9420816898345947,0.001961586531251669,-0.010259299539029598,0.0007,0.025461554527282715
0.04137309000000001,132,153600,38.73,1161,75,74,-1.9419944286346436,0.0023370529524981976,0.016572240740060806,0.0007,0.01909470558166504
0.042499470000000004,132,155648,26.97,1174,76,75,-1.941470980644226,0.002063330262899399,-0.0150659354403615,0.0007,0.04180312156677246
0.0447778,132,157696,30.76,1192,77,76,-1.94155752658844,0.0018824944272637367,0.008841661736369133,0.0007,0.05951279401779175
0.050139940000000015,132,159744,39.15,1208,78,77,-1.941182255744934,0.0017007960705086589,-0.0019718590192496777,0.0007,0.03744858503341675
0.04886236,132,161792,40.28,1224,79,78,-1.9407367706298828,0.002139746444299817,0.005071641877293587,0.0007,0.036300063133239746
0.027482539999999996,132,163840,29.84,1240,80,79,-1.9396560192108154,0.0017126398161053658,-0.025409599766135216,0.0007,0.0850488543510437
0.0317725,132,165888,32.84,1255,81,80,-1.9402979612350464,0.0014886298449710011,0.010808118619024754,0.0007,0.04111689329147339
0.02647843,132,167936,24.71,1270,82,81,-1.9400196075439453,0.0016277488321065903,-0.004844555165618658,0.0007,0.054515957832336426
0.04350906,131,169984,33.72,1287,83,82,-1.93971848487854,0.0013204577844589949,-0.001958581618964672,0.0007,0.062209904193878174
0.05459005,131,172032,43.5,1303,84,83,-1.9392237663269043,0.002424650127068162,0.03189758211374283,0.0007,0.043158888816833496
0.03747064,131,174080,34.68,1319,85,84,-1.9379255771636963,0.002661874983459711,-0.029608137905597687,0.0007,0.025462031364440918
0.03488629,131,176128,34.37,1335,86,85,-1.9391734600067139,0.0015238435007631779,-0.004519018344581127,0.0007,0.06472724676132202
0.040483469999999994,131,178176,39.69,1350,87,86,-1.9389591217041016,0.0014571023639291525,0.007878506556153297,0.0007,0.018870830535888672
0.03801688,131,180224,31.8,1366,88,87,-1.938107967376709,0.001441292930394411,0.0026523550041019917,0.0007,0.07129937410354614
0.04285560999999999,131,182272,29.74,1381,89,88,-1.9370089769363403,0.0017160491552203894,-0.01071169599890709,0.0007,0.05808615684509277
0.044653229999999995,131,184320,34.31,1402,90,89,-1.9360136985778809,0.002043120563030243,0.017875157296657562,0.0007,0.04559361934661865
0.0259179,131,186368,27.66,1418,91,90,-1.933044195175171,0.0016773657407611609,-0.02536551095545292,0.0007,0.05260741710662842
0.03273301000000001,131,188416,26.9,1433,92,91,-1.9335346221923828,0.001475171186029911,0.010282116010785103,0.0007,0.04573667049407959
0.04069808,131,190464,32.39,1450,93,92,-1.9332818984985352,0.0024207804817706347,0.015023743733763695,0.0007,0.007425844669342041
0.03452656,131,192512,31.22,1465,94,93,-1.931121826171875,0.0020639635622501373,-0.028775379061698914,0.0007,0.02680027484893799
0.038428170000000005,131,194560,35.31,1482,95,94,-1.932087779045105,0.0014070349279791117,0.008433723822236061,0.0007,0.050759315490722656
0.04673059,131,196608,30.47,1497,96,95,-1.929767370223999,0.0020546354353427887,0.010622675530612469,0.0007,0.022078633308410645
0.050795259999999995,131,198656,34.01,1512,97,96,-1.925290822982788,0.0021872897632420063,-0.001150352880358696,0.0007,0.042566776275634766
0.04872107000000001,131,200704,37.49,1529,98,97,-1.9194443225860596,0.0018885073950514197,-0.01638421043753624,0.0007,0.07594388723373413
0.048123179999999995,131,202752,32.61,1546,99,98,-1.9162423610687256,0.0016201096586883068,0.0212956964969635,0.0007,0.12261617183685303
0.04062843,131,204800,28.08,1563,100,99,-1.9129420518875122,0.0023341369815170765,-0.03415526822209358,0.0007,0.0912976861000061
0.04799567,130,206848,40.31,1581,101,100,-1.9176000356674194,0.0020066064316779375,0.04204152524471283,0.0007,0.029131770133972168
0.05418189999999999,130,208896,48.81,1595,102,101,-1.9167134761810303,0.001946784439496696,-0.011526522226631641,0.0007,0.043011486530303955
0.049079239999999996,130,210944,33.99,1611,103,102,-1.9195923805236816,0.0015716955531388521,-0.008460147306323051,0.0007,0.04580718278884888
0.04042568,130,212992,30.39,1626,104,103,-1.916161060333252,0.0026718461886048317,0.01810573786497116,0.0007,0.023886501789093018
0.028300380000000003,130,215040,26.88,1642,105,104,-1.9110314846038818,0.0020143757574260235,-0.03772655129432678,0.0007,0.038453757762908936
0.0372391,130,217088,32.23,1657,106,105,-1.914628505706787,0.001399606466293335,0.014345299452543259,0.0007,0.047775983810424805
0.044965979999999996,130,219136,28.25,1673,107,106,-1.9102548360824585,0.001931850565597415,0.00802698452025652,0.0007,0.04875671863555908
0.05066705,130,221184,33.76,1689,108,107,-1.9105725288391113,0.0019045853987336159,0.0071766250766813755,0.0007,0.05188268423080444
0.051957949999999996,130,223232,36.88,1705,109,108,-1.8985626697540283,0.0025923792272806168,-0.012292759492993355,0.0007,0.041294634342193604
0.059951349999999994,130,225280,45.74,1721,110,109,-1.8980295658111572,0.0014041515532881021,0.0005767903057858348,0.0007,0.09005218744277954
0.05294447000000001,130,227328,45.28,1736,111,110,-1.8889694213867188,0.0017676545539870858,-0.0013018036261200905,0.0007,0.09341293573379517
0.050524400000000004,131,229376,32.3,1749,112,111,-1.8806116580963135,0.0018585184589028358,-0.011885043233633041,0.0007,0.0860486626625061
0.06363371000000001,130,231424,43.29,1767,113,112,-1.8745208978652954,0.002232948550954461,0.04066077992320061,0.0007,0.08127278089523315
0.061820160000000006,130,233472,45.42,1782,114,113,-1.8406072854995728,0.004747594241052866,-0.09379130601882935,0.0007,0.045555949211120605
0.049323570000000004,130,235520,36.62,1798,115,114,-1.9238266944885254,0.0028087501414120197,0.06113366037607193,0.0007,0.044608354568481445
0.04346096,130,237568,32.03,1813,116,115,-1.9223041534423828,0.001943250885233283,0.03267330676317215,0.0007,0.037151992321014404
0.04229794,131,239616,32.6,1828,117,116,-1.9219896793365479,0.001655516680330038,-0.0015140732284635305,0.0007,0.04288792610168457
0.045302590000000004,131,241664,37.8,1843,118,117,-1.9204070568084717,0.0023219319991767406,0.01165278535336256,0.0007,0.027493774890899658
0.051257529999999996,131,243712,37.43,1858,119,118,-1.917230248451233,0.0017417286289855838,-0.019651800394058228,0.0007,0.04811519384384155
0.048193190000000004,130,245760,32.9,1878,120,119,-1.9101911783218384,0.001969942357391119,0.0209042988717556,0.0007,0.07751810550689697
0.044133509999999994,130,247808,30.62,1895,121,120,-1.9017231464385986,0.002387318992987275,0.0004951377050019801,0.0007,-0.02490556240081787
0.05209518,130,249856,31.39,1910,122,121,-1.896066427230835,0.002328063827008009,-0.00343124708160758,0.0007,0.05849868059158325
0.04809776,130,251904,31.13,1927,123,122,-1.8844854831695557,0.0018059811554849148,-0.010754209011793137,0.0007,0.07552021741867065
0.04807226,130,253952,39.75,1944,124,123,-1.874192476272583,0.0014135645469650626,-0.000918227422516793,0.0007,0.11670446395874023
0.05709688000000001,130,256000,47.02,1959,125,124,-1.864243984222412,0.0012786935549229383,0.004134326241910458,0.0007,0.09596610069274902
0.0639242,130,258048,46.93,1975,126,125,-1.8451411724090576,0.0016547918785363436,0.0038085435517132282,0.0007,0.133708655834198
0.059646389999999994,130,260096,34.47,1989,127,126,-1.8110377788543701,0.0017459179507568479,-0.022307708859443665,0.0007,0.17605412006378174
0.05269143,130,262144,30.31,2004,128,127,-1.8038709163665771,0.0029170638881623745,0.05782876908779144,0.0007,0.11081534624099731
0.05169483999999999,130,264192,38.45,2019,129,128,-1.8430416584014893,0.0030440394766628742,-0.0690772756934166,0.0007,0.08180499076843262
0.056390409999999995,130,266240,39.82,2033,130,129,-1.8787662982940674,0.0014402852393686771,0.01638248935341835,0.0007,0.09183162450790405
0.05142833999999998,130,268288,33.82,2050,131,130,-1.8785041570663452,0.0022773128002882004,0.029415670782327652,0.0007,0.06767439842224121
0.04745898,130,270336,36.15,2065,132,131,-1.8622016906738281,0.0024534701369702816,0.004598184488713741,0.0007,0.03232485055923462
0.05653853,130,272384,36.83,2079,133,132,-1.8618932962417603,0.001608813414350152,-0.020775627344846725,0.0007,0.07394957542419434
0.062127269999999984,130,274432,42.24,2095,134,133,-1.8559315204620361,0.002113089896738529,0.027207057923078537,0.0007,0.04622417688369751
0.057764560000000006,130,276480,37.55,2110,135,134,-1.8322583436965942,0.0017155259847640991,-0.02748827636241913,0.0007,0.10443192720413208
0.06515462,131,278528,47.97,2125,136,135,-1.8414418697357178,0.0016291060019284487,0.00928691029548645,0.0007,0.10880297422409058
0.05820875000000001,131,280576,46.06,2141,137,136,-1.8284790515899658,0.0020075796637684107,0.002537339460104704,0.0007,0.08940601348876953
0.0546147,131,282624,32.66,2156,138,137,-1.8072681427001953,0.0018572944682091475,-0.010992572642862797,0.0007,0.07216721773147583
0.055683109999999994,130,284672,41.29,2173,139,138,-1.771261215209961,0.0015506212366744876,0.0007355557754635811,0.0007,0.11051750183105469
0.061503890000000006,130,286720,46.13,2192,140,139,-1.7310303449630737,0.0015764669515192509,0.00040154578164219856,0.0007,0.08374249935150146
0.05610304,130,288768,39.77,2209,141,140,-1.742811918258667,0.0016751557122915983,-0.0051259067840874195,0.0007,0.14008104801177979
0.05502430999999999,130,290816,35.78,2228,142,141,-1.7897837162017822,0.0014785233652219176,0.004270530305802822,0.0007,0.12476545572280884
0.06829179,130,292864,47.43,2244,143,142,-1.8042323589324951,0.0019161063246428967,-0.006069764494895935,0.0007,0.15789586305618286
0.06603975999999999,130,294912,47.7,2261,144,143,-1.790863275527954,0.0014319729525595903,0.011864601634442806,0.0007,0.16776251792907715
0.0625838,130,296960,38.18,2277,145,144,-1.7552390098571777,0.0018666088581085205,-0.03318516165018082,0.0007,0.13879424333572388
0.06607542999999999,130,299008,37.88,2293,146,145,-1.674515724182129,0.00362867908552289,0.07326559722423553,0.0007,0.15272283554077148
0.05467885000000001,130,301056,37.65,2311,147,146,-1.8070354461669922,0.0036887386813759804,-0.0883830115199089,0.0007,0.1359935998916626
0.043053150000000005,130,303104,27.59,2327,148,147,-1.8686202764511108,0.0024670071434229612,0.02520987205207348,0.0007,0.044846951961517334
0.05553502,130,305152,39.04,2343,149,148,-1.8493773937225342,0.0019133146852254868,-0.0019623662810772657,0.0007,0.08430218696594238
0.05419622,130,307200,41.6,2359,150,149,-1.827942132949829,0.0017180260038003325,0.00010369488154537976,0.0007,0.14117109775543213
0.04588437999999999,130,309248,39.28,2376,151,150,-1.8420310020446777,0.001604307210072875,-0.008808565326035023,0.0007,0.08683621883392334
0.057529399999999994,130,311296,47.04,2393,152,151,-1.7926445007324219,0.001506746280938387,-0.007041918579488993,0.0007,0.1208028793334961
0.05921362,129,313344,50.02,2410,153,152,-1.780569076538086,0.001593815628439188,0.008334219455718994,0.0007,0.15426790714263916
0.06216385,129,315392,57.19,2427,154,153,-1.7999019622802734,0.0013936659088358283,-0.009156109765172005,0.0007,0.13852602243423462
0.060307160000000005,129,317440,41.45,2444,155,154,-1.7803916931152344,0.0021161879412829876,0.006638090126216412,0.0007,0.096352219581604
0.06903496999999997,129,319488,38.99,2460,156,155,-1.8058955669403076,0.0018744654953479767,0.009012669324874878,0.0007,0.1120140552520752
0.07148774,129,321536,46.4,2476,157,156,-1.7697585821151733,0.0019133544992655516,-0.004091035574674606,0.0007,0.16493481397628784
0.06590802999999999,129,323584,50.29,2493,158,157,-1.742676019668579,0.0014869899023324251,-0.010229798033833504,0.0007,0.16139709949493408
0.06003285,129,325632,45.5,2507,159,158,-1.722126841545105,0.0018215975724160671,0.0035841199569404125,0.0007,0.09390503168106079
0.06862376,129,327680,48.16,2522,160,159,-1.7379648685455322,0.001310083083808422,-0.010620767250657082,0.0007,0.20361870527267456
0.06466357,129,329728,43.22,2540,161,160,-1.782499074935913,0.001648275530897081,0.021112434566020966,0.0007,0.18499606847763062
0.05659188,129,331776,28.57,2554,162,161,-1.7440707683563232,0.0014913027407601476,-0.02021055668592453,0.0007,0.15976470708847046
0.06097331,129,333824,36.08,2570,163,162,-1.7153949737548828,0.0015926912892609835,0.014069650322198868,0.0007,0.14868152141571045
0.06850125,129,335872,45.86,2587,164,163,-1.6406664848327637,0.0017720989417284727,-0.018708642572164536,0.0007,0.18871426582336426
0.05749403,129,337920,35.9,2600,165,164,-1.6254804134368896,0.0020016806665807962,0.02732190489768982,0.0007,0.19364488124847412
0.06075226000000001,129,339968,36.82,2617,166,165,-1.6719595193862915,0.002382031176239252,-0.046993471682071686,0.0007,0.15788203477859497
0.06523353,129,342016,45.46,2631,167,166,-1.7558045387268066,0.0022846530191600323,0.04625633358955383,0.0007,0.15711718797683716
0.05940475999999999,129,344064,38.38,2647,168,167,-1.7129285335540771,0.0015726794954389334,-0.018898073583841324,0.0007,0.18216049671173096
0.06920822000000001,129,346112,39.98,2666,169,168,-1.7016339302062988,0.0018190662376582623,0.01656770147383213,0.0007,0.1557523012161255
0.07518417999999999,129,348160,50.91,2684,170,169,-1.6190760135650635,0.0021591768600046635,-0.009574025869369507,0.0007,0.18215316534042358
0.07204265,129,350208,52.23,2702,171,170,-1.6408979892730713,0.0015564410714432597,0.00418423768132925,0.0007,0.1825803518295288
0.06420057000000001,129,352256,43.5,2720,172,171,-1.6141839027404785,0.0017112998757511377,0.002148179803043604,0.0007,0.12395042181015015
0.06492067,129,354304,45.03,2734,173,172,-1.6781744956970215,0.0017214802792295814,-0.011481953784823418,0.0007,0.17284733057022095
0.07105165,129,356352,55.89,2752,174,173,-1.6223218441009521,0.0014001994859427214,0.010853484272956848,0.0007,0.1512770652770996
0.06397409000000001,129,358400,54.09,2769,175,174,-1.6442232131958008,0.0015251757577061653,-0.02214977890253067,0.0007,0.2131636142730713
0.05314395000000001,129,360448,35.47,2785,176,175,-1.6398886442184448,0.0013540724758058786,0.012823635712265968,0.0007,0.18599337339401245
0.054781170000000004,129,362496,43.02,2801,177,176,-1.644073486328125,0.0016469014808535576,0.001449653529562056,0.0007,0.1392195224761963
0.06938493,129,364544,52.14,2817,178,177,-1.6934897899627686,0.001358418958261609,-0.009386865422129631,0.0007,0.16900497674942017
0.05489841,129,366592,43.41,2832,179,178,-1.6250619888305664,0.0012911292724311352,0.015028079971671104,0.0007,0.2928871512413025
0.05074106000000001,129,368640,33.61,2852,180,179,-1.6189934015274048,0.0022653299383819103,-0.03929080814123154,0.0007,0.14873021841049194
0.06801895,129,370688,42.67,2869,181,180,-1.6320915222167969,0.003387387841939926,0.06042664870619774,0.0007,0.16126859188079834
0.07449041,129,372736,44.36,2884,182,181,-1.659799575805664,0.002060011960566044,-0.039138682186603546,0.0007,0.19880539178848267
0.05884565,129,374784,36.95,2899,183,182,-1.6621341705322266,0.0019105598330497742,0.020275849848985672,0.0007,0.13025939464569092
0.05764758,129,376832,40.82,2918,184,183,-1.5555347204208374,0.0018645464442670345,-0.02255404368042946,0.0007,0.1046069860458374
0.06593957000000002,129,378880,48.33,2935,185,184,-1.5590696334838867,0.0013531562872231007,0.014984026551246643,0.0007,0.20081502199172974
0.07469761,129,380928,43.64,2952,186,185,-1.4881352186203003,0.0013652383349835873,-0.012959334999322891,0.0007,0.23278504610061646
0.06640338000000001,129,382976,38.37,2968,187,186,-1.5606889724731445,0.0016500628553330898,0.021042831242084503,0.0007,0.19004231691360474
0.07037935000000001,128,385024,43.88,2985,188,187,-1.487025260925293,0.0017348604742437601,-0.03217512369155884,0.0007,0.21939003467559814
0.07260721,128,387072,50.47,3001,189,188,-1.570401906967163,0.0027899600099772215,0.04608327895402908,0.0007,0.2131955623626709
0.06773656,128,389120,50.99,3019,190,189,-1.5430022478103638,0.0017708040541037917,-0.030118124559521675,0.0007,0.1834428906440735
0.06537467000000001,128,391168,42.43,3037,191,190,-1.6338889598846436,0.001793108880519867,0.016934793442487717,0.0007,0.17295324802398682
0.07151468,128,393216,46.76,3053,192,191,-1.5679285526275635,0.0014605794567614794,-0.011502232402563095,0.0007,0.24357366561889648
0.07650659,128,395264,42.97,3071,193,192,-1.57273268699646,0.0015045718755573034,0.012482453137636185,0.0007,0.25761234760284424
0.06772564,128,397312,39.49,3090,194,193,-1.5640449523925781,0.0012324834242463112,-0.011860686354339123,0.0007,0.33631402254104614
0.06969655000000001,128,399360,44.61,3105,195,194,-1.6398160457611084,0.001558620948344469,0.012329751625657082,0.0007,0.147635817527771
0.07246377,128,401408,50.78,3122,196,195,-1.5647872686386108,0.0014856330817565322,-0.020178426057100296,0.0007,0.29541587829589844
0.06989081000000001,128,403456,48.19,3137,197,196,-1.5801541805267334,0.0013470756821334362,0.022136613726615906,0.0007,0.21978169679641724
0.07414646,128,405504,53.54,3152,198,197,-1.574293613433838,0.0015988158993422985,-0.005168312694877386,0.0007,0.19586175680160522
0.07015436,128,407552,51.0,3169,199,198,-1.543231725692749,0.001308391452766955,-0.01160670816898346,0.0007,0.22409236431121826
0.07204422999999999,128,409600,63.46,3186,200,199,-1.5177916288375854,0.0016744241584092379,0.011047985404729843,0.0007,0.24569392204284668
0.08061829,128,411648,70.71,3204,201,200,-1.5147969722747803,0.0012900738511234522,-0.013009332120418549,0.0007,0.2408372163772583
0.07336708,128,413696,64.09,3222,202,201,-1.5498778820037842,0.0012472094967961311,0.016643468290567398,0.0007,0.35490506887435913
0.06518986000000002,128,415744,52.12,3240,203,202,-1.677790880203247,0.0015978578012436628,-0.02235679142177105,0.0007,0.21612924337387085
0.06290165,128,417792,39.08,3255,204,203,-1.6648448705673218,0.0017887387657538056,0.01615377701818943,0.0007,0.17395329475402832
0.06589844,128,419840,36.76,3275,205,204,-1.6295263767242432,0.0020046746358275414,-0.014554432593286037,0.0007,0.20728671550750732
0.062425299999999996,128,421888,49.11,3292,206,205,-1.6475681066513062,0.001083016162738204,0.011345060542225838,0.0007,0.3156277537345886
0.06032833,128,423936,49.41,3307,207,206,-1.5972480773925781,0.0012659775093197823,-0.020834874361753464,0.0007,0.3008064031600952
0.06333699,128,425984,46.54,3325,208,207,-1.6193914413452148,0.0017838944913819432,0.02621728926897049,0.0007,0.1520557403564453
